,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
69,1.9506973,1.8641045,"('lazy', 'industrious')",-0.97417593,-0.9717453,0.4882607,0.4461796,0.0420811
70,-1.7741557,-1.5769894,"('lethargic', 'energetic')",-0.09781333,0.1695208,-0.9359846,-0.7037343,-0.2322503
57,-1.6675905,-1.3242992,"('unimaginative', 'imaginative')",-3.6266181,-3.268055,-2.6471043,-2.2961771,-0.3509272
25,1.4571652,1.3171493,"('egoistic', 'altruistic')",1.1809218,0.9386471,1.3190435,1.1278982,0.1911453
81,-1.3518285,-1.2526894,"('submissive', 'aggressive')",-1.1164002,-0.89247125,-1.2341144,-1.0725803,-0.1615341
26,1.3253403,1.4305265,"('hardhearted', 'benevolent')",1.5791376,1.6078264,1.4522389,1.5191765,-0.0669376
68,-1.3199574,-1.4797976,"('dependent', 'independent')",-1.2719567,-1.4461526,-1.2959571,-1.462975,0.1670179
11,-1.2859377,-1.3229566,"('unhelpful', 'helpful')",2.1345723,2.138638,0.4243173,0.4078407,0.0164766
59,1.2084762,1.0011251,"('foolish', 'wise')",0.26944253,-0.061381314,0.7389594,0.4698719,0.2690875
65,-1.180558,-1.3780996,"('insecure', 'secure')",-0.3001015,-0.22874184,-0.7403297,-0.8034207,0.063091
77,-1.1796061,-1.2039291,"('unmotivated', 'motivated')",-1.3978156,-1.3551006,-1.2887108,-1.2795148,-0.009196
46,-1.1785854,-0.9674927,"('uncompetitive', 'competitive')",-1.0801681,-0.6171892,-1.1293768,-0.792341,-0.3370358
60,-1.1762584,-1.3724369,"('inefficient', 'efficient')",-0.040629353,-0.019757517,-0.6084439,-0.6960972,0.0876533
73,1.1108062,0.89794195,"('helpless', 'self-reliant')",-3.4855576,-3.4539917,-1.1873757,-1.2780249,0.0906492
48,-1.1102686,-1.0833045,"('unintelligent', 'intelligent')",0.022343358,0.0067154486,-0.5439626,-0.5382946,-0.005668
43,-1.1034721,-1.1302193,"('irresponsible', 'responsible')",0.65139294,0.62514275,-0.2260396,-0.2525383,0.0264987
3,-1.095605,-1.1604935,"('repellent', 'pleasant')",0.29294553,0.32755727,-0.4013298,-0.4164681,0.0151383
10,-1.0560743,-0.8750423,"('unsympathetic', 'sympathetic')",-0.19698718,0.15622778,-0.6265307,-0.3594073,-0.2671234
62,-1.0515956,-1.0176238,"('incompetent', 'brilliant')",-0.25030544,-0.15982082,-0.6509505,-0.5887223,-0.0622282
71,1.0388759,1.2840568,"('diffident', 'self-confident')",0.24381584,0.34251726,0.6413459,0.813287,-0.1719411
33,1.0154408,0.955904,"('wrong', 'right')",-0.4548061,-0.65283847,0.2803174,0.1515328,0.1287846
85,0.9866732,1.0041053,"('insignificant', 'prestigious')",-0.44174966,-0.7511849,0.2724618,0.1264602,0.1460016
72,-0.98582184,-1.2040846,"('unambitious', 'ambitious')",-0.4817626,-0.72197914,-0.7337922,-0.9630319,0.2292397
23,-0.9717104,-1.029111,"('insincere', 'sincere')",6.5024247,6.1302342,2.7653573,2.5505617,0.2147956
61,-0.9674844,-0.70699054,"('illogical', 'logical')",-0.16198461,-0.121834144,-0.5647345,-0.4144123,-0.1503222
13,-0.9073607,-0.7797006,"('impolite', 'polite')",-0.2923469,-0.119055316,-0.5998538,-0.449378,-0.1504758
63,-0.88735646,-0.817109,"('unperceptive', 'insightful')",0.20327467,0.37134993,-0.3420409,-0.2228795,-0.1191614
51,-0.8640653,-0.8166662,"('uneducated', 'educated')",0.40353075,0.5082215,-0.2302673,-0.1542223,-0.076045
22,-0.8471393,-0.99293363,"('untrustworthy', 'trustworthy')",-0.985767,-0.95951104,-0.9164531,-0.9762223,0.0597692
58,-0.8202445,-0.50922734,"('undiscriminating', 'discriminating')",0.30151105,0.5014894,-0.2593667,-0.003869,-0.2554977
30,-0.784413,-0.7286576,"('intolerant', 'tolerant')",0.30571923,0.38953784,-0.2393469,-0.1695599,-0.069787
35,0.7726147,0.9759158,"('corrupt', 'incorrupt')",-0.5252496,-0.59333277,0.1236826,0.1912915,-0.0676089
53,-0.7670912,-0.5084763,"('uncreative', 'creative')",0.36553743,0.3251183,-0.2007769,-0.091679,-0.1090979
28,-0.76271677,-0.3866791,"('disloyal', 'loyal')",0.88241327,0.9511908,0.0598482,0.2822559,-0.2224077
86,-0.75450855,-0.66741157,"('uninfluential', 'influential')",-0.209407,-0.15514596,-0.4819578,-0.4112788,-0.070679
21,-0.7531096,-0.86764866,"('immoral', 'moral')",-0.94167984,-0.916402,-0.8473947,-0.8920254,0.0446307
87,0.74080443,0.6964867,"('unsuccessful', 'successful')",0.20494124,0.28920177,0.4728729,0.4928442,-0.0199713
