,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.9393498,-1.9470016,"('uninfluential', 'influential')",0.6295224,0.5181028,-0.2277744,-0.31810483,-0.5125339,-0.5823346,0.0698007
0,-1.7884723,-1.6433289,"('unsociable', 'sociable')",0.24443907,0.21602763,-0.15718614,-0.07873387,-0.5670731,-0.5020117,-0.0650614
6,-1.6662521,-1.5554318,"('distant', 'open')",-0.5373082,-0.5412636,-1.5386893,-1.8756901,-1.2474165,-1.3241285,0.076712
19,-1.5886505,-1.3849467,"('inhospitable', 'hospitable')",-1.2072397,-1.1124687,-1.1610287,-1.3395742,-1.3189731,-1.2789966,-0.0399765
45,-1.5260916,-1.4114757,"('incompetent', 'competent')",-0.4509834,-0.35879856,-0.14185551,0.05877091,-0.7063102,-0.5705011,-0.1358091
1,-1.5093595,-1.5192385,"('unfriendly', 'friendly')",0.3505621,0.16980784,0.48924792,0.098721385,-0.2231832,-0.4169031,0.1937199
8,-1.4408457,-1.219381,"('unaffectionate', 'affectionate')",-0.60807973,-0.79441524,-0.12081348,-0.50274426,-0.7232463,-0.8388468,0.1156005
18,-1.4029022,-0.88027024,"('disagreeable', 'welcoming')",-0.868044,-0.7989596,-0.97133243,-1.0664161,-1.0807595,-0.9152153,-0.1655442
9,-1.389278,-1.1983825,"('unaffectionate', 'caring')",0.18646516,0.08651382,0.48679334,0.12756515,-0.2386732,-0.3281012,0.089428
53,-1.3253667,-1.1816379,"('uncreative', 'creative')",0.60202,0.41011268,0.30296925,0.030935444,-0.1401258,-0.2468632,0.1067374
57,-1.2227595,-1.0313133,"('unimaginative', 'imaginative')",0.6787226,0.5711388,-2.605118,-2.707205,-1.0497183,-1.0557932,0.0060749
73,1.2199074,0.95576376,"('helpless', 'self-reliant')",1.3300647,1.2403724,-3.2056613,-3.416712,-0.2185631,-0.4068586,0.1882955
82,-1.190914,-0.86348295,"('poor', 'rich')",-0.26748267,-0.2627037,5.7980323,6.1278176,1.4465453,1.6672103,-0.220665
43,-1.179927,-1.0683445,"('irresponsible', 'responsible')",0.98104984,1.066411,0.1537553,0.39140227,-0.0150406,0.1298229,-0.1448635
10,-1.144749,-0.8576487,"('unsympathetic', 'sympathetic')",-0.34375912,-0.40745386,-0.49301058,-0.27111912,-0.6605062,-0.5120739,-0.1484323
69,1.045985,0.46082327,"('lazy', 'industrious')",0.63697344,0.5609438,-1.2085701,-1.4956855,0.1581294,-0.1579728,0.3161022
26,-1.0344523,-1.1399177,"('hardhearted', 'benevolent')",0.62369674,0.3933322,1.5491207,1.1069344,0.379455,0.1201163,0.2593387
60,-1.0102477,-0.8081542,"('inefficient', 'efficient')",1.8916463,2.0296981,0.2810836,0.7444048,0.387494,0.6553162,-0.2678222
23,-0.99966586,-0.9988866,"('insincere', 'sincere')",-0.057481475,0.056394517,5.2093787,5.4983816,1.3840771,1.5186299,-0.1345528
56,-0.94277847,-0.42687684,"('impractical', 'practical')",1.2270654,1.5191345,-0.44743747,0.27399218,-0.0543835,0.4554166,-0.5098001
35,0.9416659,0.7077025,"('corrupt', 'incorrupt')",-0.7317326,-0.81663394,-1.0739679,-1.3235043,-0.2880116,-0.4774786,0.189467
28,-0.9314252,-1.0405397,"('disloyal', 'loyal')",0.37376958,0.214513,0.9572507,0.8873871,0.1331984,0.0204535,0.1127449
54,-0.91921747,-0.49400133,"('incapable', 'capable')",-0.49462375,-0.37493432,0.13133994,0.3069528,-0.4275004,-0.1873276,-0.2401728
61,-0.90336007,-0.7719692,"('illogical', 'logical')",0.96578467,0.9228866,0.60750717,0.59989524,0.2233106,0.2502709,-0.0269603
5,-0.9018921,-0.9290478,"('distant', 'outgoing')",-0.06448165,-0.024437442,-1.2783965,-1.6244142,-0.7482568,-0.8592998,0.111043
32,-0.8916297,-0.5553591,"('unkind', 'kind')",0.061924182,0.13610399,0.83087265,0.99703205,0.000389,0.1925923,-0.1922033
38,-0.87133163,-0.5247001,"('untruthful', 'truthful')",0.07724412,0.26004666,-0.45578095,-0.12178758,-0.4166228,-0.1288137,-0.2878091
63,-0.83065,-0.7164307,"('unperceptive', 'insightful')",0.5813293,0.5797924,0.578786,0.5248657,0.1098218,0.1294091,-0.0195873
2,0.770584,1.1272957,"('unlikable', 'likable')",1.306868,1.4268341,0.7475124,1.0142007,0.9416548,1.1894435,-0.2477887
88,-0.765264,-0.94534636,"('low', 'eminent')",-0.18271384,-0.24578977,-0.32799476,-0.28736854,-0.4253242,-0.4928349,0.0675107
55,-0.75710964,-0.56668204,"('incompetent', 'clever')",-0.009079702,0.022769775,0.70392376,1.0414138,-0.0207552,0.1658338,-0.186589
41,-0.75520796,-0.31230524,"('unforgiving', 'forgiving')",-0.3834145,-0.39749816,-0.15562761,-0.2533982,-0.4314167,-0.3210672,-0.1103495
24,-0.74512637,-0.84876186,"('dishonest', 'honest')",0.71178585,0.6475035,0.34782255,0.4493054,0.1048273,0.0826823,0.022145
76,0.73372155,1.0097808,"('anxious', 'daring')",-0.053641632,0.04043342,0.17911083,0.57324135,0.2863969,0.5411518,-0.2547549
64,0.6950498,0.53455675,"('shy', 'confident')",1.1030842,1.0377942,-5.178928,-5.149924,-1.1269313,-1.1925243,0.065593
71,-0.66737634,-0.6622947,"('diffident', 'self-confident')",1.3495221,1.4401692,0.08971582,-0.067012504,0.2572872,0.236954,0.0203332
51,-0.665735,-0.33929914,"('uneducated', 'educated')",-0.011817623,-0.07826368,0.8080049,0.7655571,0.0434841,0.1159981,-0.072514
78,-0.6467927,-0.22124167,"('nonresilient', 'resilient')",0.49780023,0.4022651,0.21599539,0.07026465,0.0223343,0.0837627,-0.0614284
72,-0.632441,-0.36416778,"('unambitious', 'ambitious')",0.62667257,0.62415045,-0.7245123,-0.5744871,-0.2434269,-0.1048348,-0.1385921
44,0.6215605,0.38604796,"('prejudiced', 'unprejudiced')",-0.09932752,-0.07412877,-1.1582239,-1.0611917,-0.211997,-0.2497575,0.0377605
79,-0.60888976,-0.5381152,"('wavering', 'unwavering')",-0.6068977,-0.5637282,-0.84446764,-0.9023913,-0.6867517,-0.6680783,-0.0186734
47,-0.5813923,-0.5436071,"('stupid', 'smart')",0.743929,0.7454451,5.0239973,5.251132,1.7288446,1.8176567,-0.0888121
84,0.5683349,0.49068552,"('inferior', 'superior')",0.38080868,0.33884817,0.77551836,0.7206651,0.5748873,0.5167329,0.0581544
30,-0.5666057,-0.24342084,"('intolerant', 'tolerant')",0.7560272,0.86421,0.57776463,0.96567154,0.2557287,0.5288202,-0.2730915
12,-0.5631762,-0.34223956,"('unsupportive', 'supportive')",0.6964404,0.69927037,-1.8506963,-1.9933388,-0.5724774,-0.545436,-0.0270414
74,-0.55859476,-0.24899438,"('undedicated', 'dedicated')",0.13622917,0.1733408,-0.28021604,-0.17139654,-0.2341939,-0.08235,-0.1518439
77,-0.54497534,-0.37671286,"('unmotivated', 'motivated')",0.59650826,0.6104111,-1.2219507,-1.0054988,-0.3901393,-0.2572668,-0.1328725
37,0.5080195,-0.18009785,"('fake', 'genuine')",0.47198555,0.20289466,-0.19408868,-0.39102152,0.2619721,-0.1227416,0.3847137
11,-0.49992245,-0.41009948,"('unhelpful', 'helpful')",0.3009965,0.5198056,1.6565223,1.9369364,0.4858654,0.6822142,-0.1963488
22,-0.4970763,-0.31858093,"('untrustworthy', 'trustworthy')",-0.6031302,-0.61360073,-0.5427951,-0.4355765,-0.5476672,-0.4559194,-0.0917478
16,-0.48970562,-0.2991944,"('unpopular', 'popular')",-0.28972897,-0.23513448,0.19287387,0.22911489,-0.1955202,-0.101738,-0.0937822
31,-0.4859549,-0.6438536,"('evil', 'good')",-1.1274861,-1.2927039,-1.5408913,-1.9798886,-1.0514441,-1.3054821,0.254038
75,0.46678424,0.5740553,"('meek', 'impulsive')",-0.36191618,-0.2544281,-0.69199485,-0.64624393,-0.1957089,-0.1088722,-0.0868367
80,0.46514654,0.21126506,"('dominated', 'dominating')",0.338412,0.31832364,0.32536387,0.5284418,0.3763075,0.3526768,0.0236307
33,0.45797607,0.3728054,"('wrong', 'right')",0.970893,0.9293101,-1.1528049,-1.3197355,0.0920214,-0.0058734,0.0978948
70,-0.44971567,-0.3997754,"('lethargic', 'energetic')",0.39358208,0.32106754,0.43219966,0.5642349,0.1253554,0.1618424,-0.036487
65,-0.4466224,-0.22690961,"('insecure', 'secure')",0.50014055,0.54021937,0.18320265,0.701944,0.0789069,0.3384179,-0.259511
49,-0.37183425,-0.13811213,"('unable', 'able')",0.042900383,0.1192756,-0.34531337,-0.18533704,-0.2247491,-0.0680579,-0.1566912
27,-0.36655337,-0.68718344,"('hardhearted', 'softhearted')",0.057048023,-0.1432689,0.6163846,0.08499562,0.1022931,-0.2484856,0.3507787
13,-0.34450957,-0.078906894,"('impolite', 'polite')",0.20262001,0.24895406,-0.58326465,-0.35523856,-0.2417181,-0.0617305,-0.1799876
20,-0.34346178,-0.5112589,"('rough', 'thoughtful')",0.10150767,-0.025193674,0.4628484,0.30590817,0.0736314,-0.0768481,0.1504795
14,-0.34188664,-0.045413435,"('antisocial', 'social')",1.1959628,1.2760938,0.46660772,0.76361173,0.4402279,0.6647641,-0.2245362
3,0.3374724,0.28584856,"('repellent', 'pleasant')",-0.0777495,-0.05154603,1.1040095,1.3043467,0.4545775,0.5128831,-0.0583056
46,-0.31749144,-0.01656387,"('uncompetitive', 'competitive')",0.45255065,0.4380507,-0.35458252,-0.08999655,-0.0731744,0.1104968,-0.1836712
4,0.2798136,0.34480616,"('disliked', 'liked')",0.48670173,0.4321711,-6.1050234,-6.288871,-1.7795027,-1.8372978,0.0577951
83,-0.27888927,-0.12630507,"('powerless', 'powerful')",1.0091016,1.1718912,-0.9318107,-0.7202855,-0.0671994,0.1084335,-0.1756329
39,0.26153076,-0.054990992,"('exploitative', 'cooperative')",0.040813576,0.118991084,0.088994384,0.10185008,0.1304462,0.0552834,0.0751628
85,-0.25681755,-0.18174364,"('insignificant', 'prestigious')",0.23430246,0.07417719,-0.55363053,-0.9019283,-0.1920485,-0.3364983,0.1444498
67,0.25626817,0.108189255,"('doubtful', 'determined')",-0.27620837,-0.069314316,-0.5309166,-0.22482948,-0.1836189,-0.0619848,-0.1216341
81,-0.24308917,0.23022589,"('submissive', 'aggressive')",1.616225,1.7103488,-0.14865692,0.5348029,0.4081596,0.8251259,-0.4169663
40,0.18981446,0.22847398,"('stingy', 'generous')",0.45835733,0.26179227,-1.927397,-2.319509,-0.4264084,-0.6097476,0.1833392
17,0.17972186,0.024566099,"('nasty', 'nice')",-0.839033,-0.7046685,-0.75277007,-0.731286,-0.4706937,-0.4704628,-0.0002309
58,-0.1697188,-0.2514417,"('undiscriminating', 'discriminating')",0.7214066,0.62634975,0.07518735,-0.18344834,0.2089584,0.0638199,0.1451385
59,0.15319803,-0.20597231,"('foolish', 'wise')",0.7082529,0.6732978,-0.4600201,-0.7421886,0.1338103,-0.091621,0.2254313
