,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
13,0.7873833,0.59701157,"('impolite', 'polite')",0.3884981,0.32275224,0.120734036,0.27015474,0.07005814,-0.025406066,0.3416684,0.2911281,0.0505403
77,0.7836574,0.6767836,"('unmotivated', 'motivated')",0.00656275,-0.19967571,0.30240232,0.2589637,-1.1038442,-1.0857869,-0.0028054,-0.0874288,0.0846234
19,-0.76503193,-0.66497344,"('inhospitable', 'hospitable')",-0.39645007,-0.293217,-1.6392179,-1.3567419,-0.2820968,-0.008879257,-0.7706991,-0.5809529,-0.1897462
27,0.7520896,1.1730874,"('hardhearted', 'softhearted')",-0.9265616,-0.4998608,-0.70839167,-0.3032771,1.1378596,1.5507443,0.063749,0.4801734,-0.4164244
11,0.75165856,0.36849988,"('unhelpful', 'helpful')",0.1098362,-0.12095179,-0.24575192,-0.45866036,2.3682287,2.1260073,0.7459929,0.4787238,0.2672691
87,0.7353357,0.29928407,"('unsuccessful', 'successful')",0.50806725,0.29755294,2.10706,2.23001,0.98107976,0.9019374,1.0828856,0.9321961,0.1506895
67,0.7345062,0.68035513,"('doubtful', 'determined')",0.75921077,0.7800274,0.77693844,0.69249654,-0.5383729,-0.618689,0.4330706,0.3835475,0.0495231
52,-0.71145856,-0.49313945,"('irrational', 'rational')",0.03581943,6.0658902e-05,-1.1609936,-1.0217588,-0.38831922,-0.20785676,-0.556238,-0.4306736,-0.1255644
2,0.644776,0.5598155,"('unlikable', 'likable')",0.5748499,0.38322583,1.4854577,1.3241187,0.7251301,0.58534145,0.8575534,0.7131253,0.1444281
17,-0.6044674,-0.4499666,"('nasty', 'nice')",-0.1660718,-0.27464932,-1.615023,-1.3643863,-0.61849093,-0.68912697,-0.7510133,-0.6945323,-0.056481
82,-0.572417,-1.069393,"('poor', 'rich')",0.50629294,0.1697601,0.2636096,-0.09410764,6.667734,6.4187164,1.7163049,1.356244,0.3600609
42,0.55630815,0.57183737,"('unreliable', 'reliable')",-0.83813536,-0.7777397,0.50163233,0.5280888,-2.966516,-3.0961723,-0.6866777,-0.6934965,0.0068188
79,-0.5441848,-0.60623735,"('wavering', 'unwavering')",-0.6555278,-0.8228953,-1.7663118,-1.6608131,-0.3015067,-0.29112363,-0.8168828,-0.8452674,0.0283846
45,-0.5333575,-0.17375307,"('incompetent', 'competent')",-0.042042974,0.018562129,0.09742056,0.44337076,-0.31634355,-0.38247275,-0.1985809,-0.0235732,-0.1750077
69,-0.52097774,-0.48689273,"('lazy', 'industrious')",1.080852,1.1071986,-0.004650932,0.4136601,-1.4482031,-1.149609,-0.2232449,-0.0289107,-0.1943342
9,0.5197159,0.6928207,"('unaffectionate', 'caring')",0.12967943,0.11490334,-0.44501963,-0.09855131,1.1106883,1.4086239,0.328766,0.5294492,-0.2006832
3,0.51501584,0.4407157,"('repellent', 'pleasant')",-0.10260915,-0.1789669,1.3482231,1.1244367,0.94085455,0.59293693,0.6753711,0.4947806,0.1805905
54,0.5067127,0.13965517,"('incapable', 'capable')",-0.24163559,-0.34527236,-0.11306384,-0.10085338,1.0283941,1.1189923,0.2951018,0.2031304,0.0919714
29,-0.50351787,-0.36750203,"('unfair', 'fair')",-0.5982424,-0.23040673,-0.8366991,-0.46789673,-0.92713976,-0.6575886,-0.7163998,-0.4308485,-0.2855513
40,-0.5024676,0.49500233,"('stingy', 'generous')",-0.00033125654,0.5258192,0.29500112,0.85802495,-1.6477656,-1.3025215,-0.4638909,0.1440813,-0.6079722
75,-0.49918455,-0.5382007,"('meek', 'impulsive')",0.03143691,-0.086005054,-1.0925362,-1.0099149,-0.6530559,-0.4982361,-0.553335,-0.5330892,-0.0202458
68,0.47583017,0.4385252,"('dependent', 'independent')",-1.1124487,-0.9528101,-0.5210588,-0.26883727,-0.7342005,-0.62049735,-0.4729694,-0.3509049,-0.1220645
24,0.47531712,0.78752285,"('dishonest', 'honest')",-0.017035902,0.25634933,-0.12065257,0.028778903,1.0264688,0.95204675,0.3410243,0.5061744,-0.1651501
34,0.44133392,0.36265558,"('mean', 'honorable')",0.5501176,0.26275724,-0.12578073,-0.34812203,6.360855,6.241178,1.8066314,1.6296172,0.1770142
50,-0.42451605,-0.51476026,"('clumsy', 'skillful')",-0.050320014,-0.02468628,-0.3450238,-0.043413773,0.098662734,0.13559325,-0.1802993,-0.1118168,-0.0684825
20,0.39974195,0.61099076,"('rough', 'thoughtful')",0.25222617,0.26207522,0.93001515,1.0842185,0.75472355,0.9510057,0.5841767,0.7270725,-0.1428958
0,-0.39921495,-0.01259828,"('unsociable', 'sociable')",-0.6714593,-0.6695683,0.06420219,0.30902767,-0.60199386,-0.6148332,-0.4021165,-0.246993,-0.1551235
71,0.3544078,0.26381934,"('diffident', 'self-confident')",0.8725382,0.86727566,-0.36128557,-0.37033334,0.13665478,0.3250994,0.2505788,0.2714652,-0.0208864
1,-0.34934965,0.04952797,"('unfriendly', 'friendly')",-0.23819844,-0.13340667,-0.8796583,-0.51774055,1.2448716,1.5181558,-0.0555837,0.2291341,-0.2847178
32,0.34162834,0.14114296,"('unkind', 'kind')",-0.086185426,-0.08096207,0.6214235,0.435866,1.3047916,1.2231821,0.5454145,0.4298072,0.1156073
66,-0.3371735,-0.24608739,"('inactive', 'active')",-0.275104,-0.13805397,0.5585104,0.81596,0.36202294,0.68475676,0.077064,0.2791438,-0.2020798
78,-0.32818493,0.10426475,"('nonresilient', 'resilient')",-0.054767977,-0.0022095176,0.5672599,0.7940942,-0.029618703,0.21651922,0.0386721,0.2781672,-0.2394951
58,-0.32107475,0.08188547,"('undiscriminating', 'discriminating')",0.41513392,0.45604202,0.4117498,0.61888236,-0.02886641,0.108718395,0.1192356,0.3163821,-0.1971465
86,0.3030661,0.71363425,"('uninfluential', 'influential')",-0.23358047,-0.25969005,-0.09748598,0.07003832,-0.08348432,-0.0069779567,-0.0278712,0.1292511,-0.1571223
18,-0.29370254,-0.11640459,"('disagreeable', 'welcoming')",-0.8446742,-0.7400358,-0.7254677,-0.6034896,-0.52847105,-0.34670538,-0.5980788,-0.4516588,-0.14642
51,-0.29238698,0.038477875,"('uneducated', 'educated')",-0.7456518,-0.79299486,1.0013448,1.0148641,0.9125893,0.8922078,0.2189738,0.2881387,-0.0691649
15,-0.2914877,-0.21390727,"('boring', 'funny')",0.20099166,0.14639945,-1.3826815,-1.3296188,0.33894,0.37554365,-0.2835594,-0.2553958,-0.0281636
22,0.2640074,0.493276,"('untrustworthy', 'trustworthy')",-0.68549293,-0.4870993,0.8938762,1.1177952,-0.7891401,-0.7241204,-0.0791874,0.0999629,-0.1791503
48,0.26317012,0.31637198,"('unintelligent', 'intelligent')",-0.10527128,-0.1016737,-0.48163116,-0.30209625,0.22677444,0.28066546,-0.0242395,0.0483169,-0.0725564
14,0.23236369,0.5096472,"('antisocial', 'social')",0.48561248,0.47101474,1.2287697,1.2123878,-0.52042776,-0.52292997,0.3565795,0.4175299,-0.0609504
64,-0.2303153,0.19709367,"('shy', 'confident')",0.52921635,0.7973173,0.9506742,1.144359,-6.630901,-6.697296,-1.3453314,-1.1396315,-0.2056999
63,0.19705345,0.5573755,"('unperceptive', 'insightful')",0.08694272,0.28316453,0.9434311,1.3144096,1.3068731,1.4682575,0.6335751,0.9058018,-0.2722267
53,0.17971513,0.28041637,"('uncreative', 'creative')",0.58797646,0.45448843,-0.1981377,-0.22769107,0.98173004,0.9462412,0.387821,0.3633637,0.0244573
33,-0.17371985,-0.026176902,"('wrong', 'right')",0.78750044,0.97132283,-0.18708256,0.11195592,-0.81887496,-0.48448068,-0.0980442,0.1431553,-0.2411995
61,-0.14866492,-0.04053343,"('illogical', 'logical')",0.076692775,0.18770203,0.074130416,0.28327638,0.13188413,0.23728825,0.0335106,0.1669333,-0.1334227
38,-0.12190881,-0.1811754,"('untruthful', 'truthful')",-0.17147379,-0.19090629,-0.94876045,-0.86645734,0.09687037,0.08242287,-0.2863182,-0.289029,0.0027108
41,-0.07834816,0.7118849,"('unforgiving', 'forgiving')",-1.3320585,-1.2609946,0.3472254,0.4700542,0.22019246,0.37482783,-0.2107472,0.0739431,-0.2846903
59,-0.04208937,0.058504216,"('foolish', 'wise')",0.16366495,0.38850597,-1.4397672,-1.1490725,-0.05317114,0.21451731,-0.3428407,-0.1218863,-0.2209544
25,0.040013548,-0.09506176,"('egoistic', 'altruistic')",0.9802819,0.66801125,0.031893916,-0.1597892,1.4135412,1.258246,0.6164327,0.4178516,0.1985811
47,-0.030979384,-0.13497797,"('stupid', 'smart')",0.088686965,0.03834916,0.75336874,0.6382579,5.688653,5.699543,1.6249323,1.5602931,0.0646392
49,0.025029609,-0.032384343,"('unable', 'able')",-0.40862435,-0.44035846,-0.89359033,-0.792704,-0.1898234,-0.094939776,-0.3667521,-0.3400967,-0.0266554
83,0.015417725,0.2121495,"('powerless', 'powerful')",-0.16075867,-0.04273113,-0.68267167,-0.50233936,-1.1180804,-0.9677205,-0.4865232,-0.3251604,-0.1613628
26,-0.013206126,0.33315837,"('hardhearted', 'benevolent')",0.43009403,0.5728392,0.5709668,0.6015084,0.7938885,1.0935168,0.4454358,0.6502557,-0.2048199
57,0.009284962,0.4334432,"('unimaginative', 'imaginative')",-0.6044282,-0.7342655,-0.4337339,-0.41587672,-2.416371,-2.6060045,-0.861312,-0.8306758,-0.0306362
