,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,2.7996778,2.4016483,"('impractical', 'practical')",1.5867976,1.242003,0.5524907,0.20717236,0.4427296,-0.08348791,1.3454239,0.9418339,0.40359
39,2.3196635,1.9584553,"('exploitative', 'cooperative')",0.1299462,0.13648367,1.4205267,1.4884659,0.266854,0.28074673,1.0342476,0.9660379,0.0682097
31,-2.1917038,-1.7608509,"('evil', 'good')",-0.80695873,-0.536169,-1.5607237,-1.2365905,-1.6823872,-1.2625464,-1.5604434,-1.1990392,-0.3614042
23,2.1332965,1.495726,"('insincere', 'sincere')",0.16246396,-0.0469157,0.29301047,0.09391332,6.823689,6.570973,2.3531151,2.0284243,0.3246908
16,-1.9793738,-1.9550275,"('unpopular', 'popular')",-0.49458963,-0.6129454,-0.24204141,-0.21468258,0.2703864,0.323899,-0.6114046,-0.6146891,0.0032845
4,-1.9526545,-1.2506844,"('disliked', 'liked')",-0.2738438,-0.22104484,-0.28328106,0.059292294,-6.7243977,-6.776629,-2.3085442,-2.0472665,-0.2612777
12,1.9040002,2.2836018,"('unsupportive', 'supportive')",0.68257475,0.83264387,0.5979578,1.0008242,-1.4519699,-1.2035611,0.4331408,0.7283773,-0.2952365
60,1.7589766,1.4717158,"('inefficient', 'efficient')",0.47803497,0.42960912,1.0349466,0.8957375,0.26107907,0.0021317406,0.8832592,0.6997985,0.1834607
74,1.6555382,1.8318359,"('undedicated', 'dedicated')",-0.6906995,-0.6375406,1.2571906,1.4609019,0.3998267,0.31184283,0.655464,0.74176,-0.086296
21,1.6070138,1.6052397,"('immoral', 'moral')",1.0953674,0.88667715,0.50421125,0.32140243,-0.5137818,-0.6356921,0.6732026,0.5444068,0.1287958
36,-1.5765774,-1.472917,"('hostile', 'amicable')",-0.3968379,-0.5980267,-1.7260593,-1.6015962,-0.4991126,-0.3323072,-1.0496469,-1.0012118,-0.0484351
46,1.539929,1.6671475,"('uncompetitive', 'competitive')",0.13071364,0.07209571,1.3850299,1.3100718,-0.21887293,-0.39691913,0.7091999,0.6630989,0.046101
30,1.4364837,1.5114137,"('intolerant', 'tolerant')",0.7271565,0.5669065,0.26695055,0.061235547,1.1441019,0.9614988,0.8936732,0.7752637,0.1184095
43,1.4253551,1.4374076,"('irresponsible', 'responsible')",0.33098602,0.4367508,0.20595051,0.23706484,0.9497935,0.85628396,0.7280213,0.7418768,-0.0138555
65,1.3364378,0.91896343,"('insecure', 'secure')",-0.45602295,-0.5912976,0.8454397,0.64623666,0.26188862,-0.06681103,0.4969358,0.2267729,0.2701629
7,1.3238245,1.4898922,"('insensitive', 'sensitive')",0.26822805,0.4955896,-0.18700007,0.07468597,1.3135707,1.4471018,0.6796558,0.8768174,-0.1971616
73,1.2539524,1.2030836,"('helpless', 'self-reliant')",0.55152047,0.5163968,-0.19187796,0.025013871,-3.2866442,-3.3088078,-0.4182623,-0.3910784,-0.0271839
62,1.2077708,1.0752592,"('incompetent', 'brilliant')",0.42048347,0.34940755,0.5524123,0.6686419,0.6291692,0.5165421,0.7024589,0.6524627,0.0499962
72,1.1493444,0.9459072,"('unambitious', 'ambitious')",0.27752727,0.2510356,0.5869885,0.5837593,-0.3689529,-0.3253131,0.4112268,0.3638473,0.0473795
88,-1.1313488,-1.2181319,"('low', 'eminent')",-0.354003,-0.6532606,-0.9266544,-1.1286708,0.24374709,0.038450334,-0.5420648,-0.7404033,0.1983385
10,1.088739,1.3166401,"('unsympathetic', 'sympathetic')",-1.0040696,-0.9937534,-0.32134345,-0.28645575,0.15650275,0.047518462,-0.0200428,0.0209874,-0.0410302
5,-1.0764227,-1.0809879,"('distant', 'outgoing')",0.013939355,0.076309755,-1.8145852,-1.5593641,-0.9719487,-0.58716905,-0.9622543,-0.7878028,-0.1744515
35,-1.0567427,-1.3070171,"('corrupt', 'incorrupt')",-0.12318744,-0.08741665,-1.5684519,-1.2379699,-0.76949966,-0.63866997,-0.8794705,-0.8177684,-0.0617021
76,1.0555049,0.7668646,"('anxious', 'daring')",-0.10338953,-0.25020713,1.1113021,0.5252283,0.6396375,0.14555028,0.6757637,0.296859,0.3789047
81,1.0528113,0.6530651,"('submissive', 'aggressive')",-0.064621694,-0.41299462,1.810151,1.3911947,-0.19600195,-0.6638784,0.6505846,0.2418467,0.4087379
85,-1.0409057,-0.89026654,"('insignificant', 'prestigious')",0.060465664,-0.06635308,-1.2996988,-1.1749693,-0.5938388,-0.24292472,-0.7184944,-0.5936284,-0.124866
37,0.990959,1.1254321,"('fake', 'genuine')",-0.104058474,0.22580332,-0.40344596,0.20249543,0.57032406,0.75923896,0.2634447,0.5782424,-0.3147977
55,0.9783327,1.2314763,"('incompetent', 'clever')",-0.3853099,-0.4044561,1.0184226,1.0621166,0.2881713,0.17883512,0.4749042,0.516993,-0.0420888
6,-0.94015676,-0.73999953,"('distant', 'open')",-0.5040336,-0.23098749,-2.1872072,-1.864793,-0.5013107,-0.051917076,-1.0331771,-0.7219242,-0.3112529
28,-0.94009364,-0.83148974,"('disloyal', 'loyal')",-0.37051177,-0.4868375,-0.26967975,-0.22909844,1.1305101,0.9688237,-0.1124438,-0.1446505,0.0322067
80,0.92188174,0.9997113,"('dominated', 'dominating')",-0.021146871,0.12263227,1.7519736,1.9403157,-0.6443064,-0.61996216,0.5021005,0.6106743,-0.1085738
8,-0.9209014,-0.758955,"('unaffectionate', 'affectionate')",-0.30534637,-0.39541143,-0.57607853,-0.3072763,0.32852978,0.7229932,-0.3684492,-0.1846624,-0.1837868
44,-0.9000588,-1.3314681,"('prejudiced', 'unprejudiced')",0.019855864,-0.1103556,-0.41486746,-0.6552709,-1.7530556,-1.7806593,-0.7620315,-0.9694384,0.2074069
70,0.8313317,1.2812325,"('lethargic', 'energetic')",0.11400539,0.21210188,0.30030203,0.54418284,1.1649106,1.1392483,0.6026374,0.7941914,-0.191554
84,0.82308835,0.8024732,"('inferior', 'superior')",1.3950022,1.4120464,0.33414686,0.256052,0.3526176,0.5572084,0.7262138,0.756945,-0.0307312
