,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
34,-1.868731,-1.6534253,"('mean', 'honorable')",-0.90386045,-0.74740356,-0.1656493,0.11434312,-0.29453623,0.005973108,6.330647,6.531364,0.619574,0.8501703,-0.2305963
81,-1.8211148,-1.8388501,"('submissive', 'aggressive')",-1.1219827,-1.0113231,-0.7396355,-0.7356113,-0.5945502,-0.70447636,-1.320916,-1.4456478,-1.1196399,-1.1471817,0.0275418
70,-1.7183293,-1.5970277,"('lethargic', 'energetic')",-0.3885069,-0.2735509,-0.20202857,-0.05561453,-0.5632517,-0.37999508,0.6561119,0.5695086,-0.4432009,-0.3473359,-0.095865
51,-1.6461346,-1.7945899,"('uneducated', 'educated')",-0.8110009,-0.81631655,-0.82584304,-1.0360407,-0.2376888,-0.3931668,0.31854543,0.18505631,-0.6404244,-0.7710115,0.1305871
10,-1.5841732,-1.5898296,"('unsympathetic', 'sympathetic')",-1.3428786,-1.2075952,-0.6241459,-0.59702986,-1.0348097,-1.1648835,-0.2067091,-0.49733227,-0.9585433,-1.011334,0.0527907
65,-1.5787311,-1.6259389,"('insecure', 'secure')",-2.1328838,-2.0052648,-0.11834086,0.022501837,0.08399969,0.101468295,-0.5690198,-0.61894864,-0.8629951,-0.8252364,-0.0377587
85,1.5683085,1.6985842,"('insignificant', 'prestigious')",-0.16465297,-0.22444837,1.4102048,1.3355399,-0.03259719,-0.22523655,0.7262541,0.9907355,0.7015035,0.7150349,-0.0135314
86,-1.5013263,-1.6302001,"('uninfluential', 'influential')",-0.9405577,-0.98846185,0.07192685,-0.0540663,-0.4216073,-0.71889096,0.009905696,-0.28221992,-0.5563317,-0.7347678,0.1784361
43,-1.4765196,-1.3644196,"('irresponsible', 'responsible')",-0.47722718,-0.32483327,0.65429974,0.75050074,-0.30469,-0.067095354,0.6243813,0.6544749,-0.1959512,-0.0702745,-0.1256767
46,-1.4661267,-1.4719753,"('uncompetitive', 'competitive')",0.24850917,0.3092209,-0.006723374,0.009757683,-0.18502356,-0.35938567,-0.8251732,-1.1125959,-0.4469075,-0.5249957,0.0780882
0,-1.4066055,-1.439943,"('unsociable', 'sociable')",-1.2016884,-1.1612775,-0.0019042883,0.0050211083,-0.2700055,-0.3636716,-0.5615086,-0.8189502,-0.6883425,-0.7557642,0.0674217
68,-1.3877342,-1.2633789,"('dependent', 'independent')",-1.6323242,-1.4671558,-2.075089,-1.9512635,-2.3416648,-2.2261684,-0.9145771,-0.9373663,-1.6702778,-1.5690666,-0.1012112
33,1.384884,1.3562292,"('wrong', 'right')",0.42424893,0.4281504,1.5134543,1.3968415,0.5858338,0.5293239,-0.1543884,-0.008476157,0.7508065,0.7404137,0.0103928
88,-1.3616495,-1.1584901,"('low', 'eminent')",-1.5533344,-1.4681028,-0.67281705,-0.5917431,-0.77640086,-0.90329415,0.024674382,0.03942692,-0.8679054,-0.8164407,-0.0514647
5,1.322555,1.4855847,"('distant', 'outgoing')",0.29505154,0.33403954,0.12444547,0.13323165,-0.053831976,-0.11579014,0.051002085,0.293056,0.3478444,0.4260243,-0.0781799
11,-1.3036641,-1.2038103,"('unhelpful', 'helpful')",-0.07639648,0.14562179,0.24407028,0.36266065,-0.5794111,-0.23244748,1.7691542,1.918592,0.0107506,0.1981233,-0.1873727
52,1.2739924,1.3228725,"('irrational', 'rational')",0.08936548,0.059865672,0.82178164,0.7461716,-0.21800897,-0.24933244,0.4306507,0.58530873,0.4795563,0.4929772,-0.0134209
55,-1.256074,-1.2925614,"('incompetent', 'clever')",-1.1065185,-1.0711758,-1.021783,-0.9273246,-0.52686834,-0.4583858,-0.3604555,-0.5789966,-0.8543399,-0.8656888,0.0113489
73,1.2030133,1.1938587,"('helpless', 'self-reliant')",1.1109964,1.0797442,0.25338662,0.15576391,0.78901917,0.8127961,-3.6480033,-3.580719,-0.0583176,-0.0677112,0.0093936
49,-1.1861373,-1.1660522,"('unable', 'able')",-1.418078,-1.410661,-1.0115122,-0.8274768,-1.5034426,-1.3506136,-0.751534,-0.6561945,-1.1741408,-1.0821997,-0.0919411
82,-1.1597311,-1.037569,"('poor', 'rich')",-0.4843345,-0.34568387,0.22799648,0.33650124,0.33508375,0.42237663,6.7098937,6.6607556,1.1257816,1.2072762,-0.0814946
47,-1.1413249,-1.0028708,"('stupid', 'smart')",-0.73412555,-0.6817682,0.15478607,0.24201916,0.5994963,0.72399807,5.887957,5.958067,0.9533579,1.047889,-0.0945311
63,-1.1255203,-1.0424762,"('unperceptive', 'insightful')",0.51373774,0.607313,0.7166438,0.8122788,-0.27553776,-0.21590033,0.86697704,0.81598085,0.1392601,0.1954392,-0.0561791
56,-1.1236297,-0.9631108,"('impractical', 'practical')",-0.7823771,-0.5771359,0.9710046,1.1533909,-0.5605631,-0.31648678,-0.9162645,-0.7273486,-0.4823659,-0.2861382,-0.1962277
35,1.1081498,1.2653058,"('corrupt', 'incorrupt')",0.55101925,0.49160135,-0.5440645,-0.6814775,-0.09699209,-0.205016,0.30316287,0.34228796,0.264255,0.2425403,0.0217147
83,-1.0925089,-0.9897209,"('powerless', 'powerful')",-0.9310415,-0.9852047,0.27841255,0.31438822,-1.0942826,-1.2074499,-1.4172585,-1.479728,-0.8513358,-0.8695431,0.0182073
32,-1.0684214,-0.8568581,"('unkind', 'kind')",-0.9566141,-0.72911435,0.37163648,0.25582388,0.11218445,0.12500525,1.0355034,0.89855003,-0.1011422,-0.0613187,-0.0398235
6,0.9958379,1.1469667,"('distant', 'open')",0.20036313,0.13061263,-0.26043057,-0.3296746,-0.6914139,-0.85701746,0.6763242,0.9003535,0.1841362,0.1982481,-0.0141119
23,-0.9843663,-0.9712993,"('insincere', 'sincere')",-0.5547697,-0.45440683,0.60727465,0.8005538,-0.840506,-0.65918267,6.0818768,6.145983,0.8619019,0.9723296,-0.1104277
