,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
40,0.8613823,1.0972611,"('stingy', 'generous')",0.23891403,0.37774843,-1.4039195,-1.397225,-0.1012077,0.0259281,-0.1271358
3,-0.85840046,-0.5733441,"('repellent', 'pleasant')",-0.12628518,0.0640866,0.5554241,0.65070766,-0.1430872,0.0471501,-0.1902373
74,0.82174146,0.9350586,"('undedicated', 'dedicated')",-0.64090693,-0.40507686,-0.37829313,-0.2657011,-0.0658195,0.0880935,-0.153913
82,-0.8061694,-0.6100346,"('poor', 'rich')",-0.5578884,-0.5094989,5.6253777,5.825744,1.42044,1.5687369,-0.1482969
20,-0.7776623,-0.34268284,"('rough', 'thoughtful')",-0.121139795,0.03890066,0.888927,0.82778347,-0.0032917,0.1746671,-0.1779588
17,-0.7738126,-0.9620873,"('nasty', 'nice')",-0.9036207,-1.0805105,-0.38557297,-0.41373888,-0.6876687,-0.8187789,0.1311102
14,-0.7187355,-0.39819384,"('antisocial', 'social')",0.50092196,0.69082767,-0.40419406,-0.3440521,-0.2073359,-0.0171394,-0.1901965
12,0.70573467,0.8476804,"('unsupportive', 'supportive')",0.48500293,0.64976186,-1.9042549,-1.7650868,-0.2378391,-0.0892148,-0.1486243
35,0.6408234,0.04239125,"('corrupt', 'incorrupt')",-0.42565176,-0.8847301,0.16692543,-0.25941908,0.1273657,-0.3672527,0.4946184
22,-0.6292493,-0.25433692,"('untrustworthy', 'trustworthy')",-0.817865,-0.54429954,-0.7974767,-0.6330768,-0.748197,-0.4772377,-0.2709593
29,-0.6275991,-0.7279037,"('unfair', 'fair')",-0.46181035,-0.52046525,-0.16445813,-0.1543856,-0.4179559,-0.4675848,0.0496289
5,0.62743586,0.13326669,"('distant', 'outgoing')",-0.20883639,-0.61249363,-0.14919575,-0.37015373,0.0898013,-0.2831269,0.3729282
37,-0.61358464,-0.32761115,"('fake', 'genuine')",0.25637224,0.3664256,0.44655085,0.71784973,0.0297795,0.2522214,-0.2224419
8,0.6096884,0.27895206,"('unaffectionate', 'affectionate')",-0.75457186,-1.0497282,0.64125514,0.6729001,0.1654572,-0.0326253,0.1980825
65,-0.60370255,-0.17963198,"('insecure', 'secure')",0.44123706,0.67308396,-0.4369437,-0.13867497,-0.1998031,0.118259,-0.3180621
86,-0.5909743,-0.4123771,"('uninfluential', 'influential')",0.33829856,0.4939403,-0.48943073,-0.35362065,-0.2473688,-0.0906858,-0.156683
7,0.56838983,0.81258076,"('insensitive', 'sensitive')",1.1254541,1.3050761,1.1718479,1.3317537,0.9552306,1.1498036,-0.194573
48,-0.54586154,-0.12117626,"('unintelligent', 'intelligent')",1.2763324,1.4688478,0.098876506,0.25393885,0.2764491,0.5338701,-0.257421
78,-0.5458111,-0.59429026,"('nonresilient', 'resilient')",0.18666415,0.24302469,-0.017501239,-0.20517942,-0.1255494,-0.1854817,0.0599323
70,-0.54225284,0.10464791,"('lethargic', 'energetic')",0.026142411,0.48370758,0.6942031,1.1373041,0.0593642,0.5752199,-0.5158557
34,-0.54068506,-0.46622315,"('mean', 'honorable')",0.2168207,0.26573706,5.5073857,5.612995,1.7278404,1.8041697,-0.0763293
69,0.5267433,0.123531915,"('lazy', 'industrious')",0.5717629,0.28013164,-0.38600907,-0.7011298,0.237499,-0.0991554,0.3366544
88,0.49757102,0.37564048,"('low', 'eminent')",0.020963807,-0.09437514,0.08811061,0.026495028,0.2022152,0.1025868,0.0996284
66,0.48427373,-0.11287657,"('inactive', 'active')",-0.65321946,-0.8768979,1.1646954,0.91196954,0.3319166,-0.025935,0.3578516
23,-0.48103705,-0.17396475,"('insincere', 'sincere')",-0.27891716,0.057015672,5.456322,5.7410173,1.5654561,1.8746894,-0.3092333
45,-0.45465076,-0.040505506,"('incompetent', 'competent')",-0.7407781,-0.51715547,-0.46597278,-0.3203579,-0.5538005,-0.292673,-0.2611275
57,-0.451,-0.18351865,"('unimaginative', 'imaginative')",0.71845603,0.8174745,-2.471328,-2.4162579,-0.734624,-0.5941007,-0.1405233
28,0.45076072,0.6709552,"('disloyal', 'loyal')",-0.3861367,-0.1819043,0.7147205,0.7847953,0.2597815,0.4246154,-0.1648339
61,-0.401803,-0.4531622,"('illogical', 'logical')",1.0721446,1.0303141,0.08161767,0.039437834,0.2506531,0.2055299,0.0451232
27,0.4004187,0.28133476,"('hardhearted', 'softhearted')",0.33974683,0.34834224,1.3684263,1.3928651,0.7028639,0.6741807,0.0286832
25,0.39175647,-0.1279894,"('egoistic', 'altruistic')",1.2056621,0.9493616,1.737179,1.6040204,1.1115325,0.8084642,0.3030683
76,-0.38541645,-0.1219186,"('anxious', 'daring')",-0.21899587,0.14593834,0.062213626,0.34040686,-0.1807329,0.1214755,-0.3022084
4,0.3786104,-0.020784456,"('disliked', 'liked')",0.45392036,0.15982899,-6.348145,-6.702925,-1.8385382,-2.1879601,0.3494219
56,-0.36519527,0.06517813,"('impractical', 'practical')",0.5328094,0.7896972,-0.7919958,-0.54843783,-0.2081272,0.1021458,-0.310273
51,-0.3333802,-0.21348386,"('uneducated', 'educated')",-0.33444458,-0.22288617,0.3575267,0.44666517,-0.1034327,0.0034317,-0.1068644
38,-0.32283926,-0.27785602,"('untruthful', 'truthful')",0.23362769,0.2515339,-0.5848231,-0.49577072,-0.2246782,-0.1740309,-0.0506473
75,-0.31600988,-0.69408995,"('meek', 'impulsive')",0.34753036,0.12911859,0.11051659,-0.007968901,0.0473457,-0.1909801,0.2383258
2,-0.30114198,-0.7344197,"('unlikable', 'likable')",1.0729327,0.9249544,0.40113124,0.28210622,0.390974,0.157547,0.233427
53,-0.26916075,-0.5526199,"('uncreative', 'creative')",0.6545128,0.6337423,0.6341079,0.62313503,0.33982,0.2347525,0.1050675
64,-0.26671988,-0.10591026,"('shy', 'confident')",0.72793466,0.79653394,-6.45281,-6.478689,-1.9971984,-1.9293551,-0.0678433
80,0.23640311,0.68712664,"('dominated', 'dominating')",0.24872194,0.7242044,-0.66201645,-0.49809116,-0.0589638,0.3044133,-0.3633771
52,0.22868007,-0.25970483,"('irrational', 'rational')",-0.025118448,-0.5321138,-0.21685323,-0.3184389,-0.0044305,-0.3700858,0.3656553
41,0.22634172,0.073941335,"('unforgiving', 'forgiving')",-0.7525373,-0.74121356,-0.026952818,-0.20859843,-0.1843828,-0.2919569,0.1075741
15,-0.21143007,-0.5434092,"('boring', 'funny')",-0.16891737,-0.39921257,0.46912634,0.41796038,0.029593,-0.1748871,0.2044801
63,-0.20207426,0.12841752,"('unperceptive', 'insightful')",0.21482185,0.61785185,0.49852428,0.681009,0.1704239,0.4757594,-0.3053355
6,0.16372639,-0.34881103,"('distant', 'open')",-0.5804179,-0.9955975,0.29046106,0.031218313,-0.0420768,-0.4377301,0.3956533
58,-0.16223267,0.009803146,"('undiscriminating', 'discriminating')",1.0561647,1.1273806,0.20177594,0.22408,0.365236,0.4537546,-0.0885186
36,0.16005579,-0.71199596,"('hostile', 'amicable')",-0.26167238,-0.94009864,0.39903077,-0.14992912,0.0991381,-0.6006746,0.6998127
83,0.15575346,0.045514077,"('powerless', 'powerful')",0.81521964,0.8374528,-1.0728177,-1.0763873,-0.0339482,-0.0644735,0.0305253
54,-0.15095542,-0.26014212,"('incapable', 'capable')",-0.42020643,-0.5015027,0.98863685,1.0441232,0.1391583,0.0941594,0.0449989
24,0.1466008,0.29939178,"('dishonest', 'honest')",0.25281182,0.42228678,0.41965634,0.61963034,0.273023,0.4471029,-0.1740799
67,-0.118222386,-0.26209915,"('doubtful', 'determined')",-1.1278923,-1.0288266,-0.9343966,-0.74814916,-0.7268371,-0.6796916,-0.0471455
87,-0.105754845,-0.27531642,"('unsuccessful', 'successful')",-0.06031073,-0.027549632,0.693506,0.51441216,0.1758135,0.0705154,0.1052981
42,0.10440086,0.2622255,"('unreliable', 'reliable')",-0.4456198,-0.20956677,-2.9066682,-2.663711,-1.082629,-0.8703508,-0.2122782
43,-0.08406951,0.37372965,"('irresponsible', 'responsible')",0.50522774,0.9304324,0.26542914,0.49626818,0.2288624,0.6001434,-0.371281
30,-0.073299125,0.27529907,"('intolerant', 'tolerant')",0.74488103,0.9427676,0.71627164,0.90055114,0.4626179,0.7062059,-0.243588
18,0.06622915,-0.27013892,"('disagreeable', 'welcoming')",-0.81035966,-0.9424621,-0.52373767,-0.6490174,-0.4226227,-0.6205394,0.1979167
31,-0.05441141,-0.71179885,"('evil', 'good')",-0.93430114,-1.3639334,-0.8991428,-1.1954948,-0.6292851,-1.090409,0.4611239
32,-0.051415358,-0.04363691,"('unkind', 'kind')",-0.08865535,0.1338045,0.73721224,0.8638613,0.1990472,0.3180096,-0.1189624
50,0.04104939,-0.08411405,"('clumsy', 'skillful')",-0.17253011,-0.18323699,0.092777446,0.07580076,-0.0129011,-0.0638501,0.050949
19,0.010442644,-0.49626613,"('inhospitable', 'hospitable')",-0.9853125,-1.2923186,0.0215522,-0.15230462,-0.3177725,-0.6469631,0.3291906
1,-0.0031368919,-0.41923937,"('unfriendly', 'friendly')",0.7437557,0.51309335,1.5824718,1.3763375,0.7743635,0.4900638,0.2842997
