,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
39,2.0345418,2.1989818,"('exploitative', 'cooperative')",-0.16556856,-0.07636165,-0.08353034,0.019532021,0.5951476,0.7140507,-0.1189031
26,1.5931921,1.3685971,"('hardhearted', 'benevolent')",3.7280397,3.5394106,0.8698953,1.0309267,2.0637091,1.9796448,0.0840643
49,-1.3955104,-1.3436594,"('unable', 'able')",-0.8135605,-0.6503682,-0.55763066,-0.3070395,-0.9222339,-0.7670224,-0.1552115
71,1.2757772,1.3032191,"('diffident', 'self-confident')",0.75267917,0.7000246,0.14816035,0.17701864,0.725539,0.7267541,-0.0012151
67,1.2083732,1.4140434,"('doubtful', 'determined')",-0.32862994,-0.14626998,-0.70078075,-0.5437423,0.0596542,0.2413437,-0.1816895
44,-1.1967016,-1.1367348,"('prejudiced', 'unprejudiced')",-0.7667429,-0.6623806,-1.8615628,-1.7291287,-1.2750025,-1.1760813,-0.0989212
45,-1.0698569,-0.97439444,"('incompetent', 'competent')",-0.9273638,-0.94716525,-0.21363679,-0.33596557,-0.7369525,-0.7525084,0.0155559
12,1.0303408,1.0235041,"('unsupportive', 'supportive')",0.2600177,0.18529108,-1.6780771,-1.6879832,-0.1292395,-0.1597293,0.0304898
16,-0.99106383,-0.8859111,"('unpopular', 'popular')",-0.7065684,-0.5576497,0.27082714,0.48142713,-0.4756017,-0.3207112,-0.1548905
82,-0.98079437,-0.8270137,"('poor', 'rich')",-0.34233564,-0.044539854,6.265734,6.6648316,1.6475347,1.9310927,-0.283558
76,-0.9503683,-0.61120474,"('anxious', 'daring')",-1.3185825,-1.1289034,0.6958834,0.69135356,-0.5243558,-0.3495849,-0.1747709
55,-0.9460498,-0.6215159,"('incompetent', 'clever')",-0.7379892,-0.56133926,0.37827113,0.24126247,-0.435256,-0.3138642,-0.1213918
40,0.93412024,0.6440995,"('stingy', 'generous')",0.51452386,0.2178693,-1.5361924,-1.742469,-0.0291828,-0.2935001,0.2643173
72,0.871153,0.8476756,"('unambitious', 'ambitious')",0.4540656,0.54438007,-1.2917128,-1.1765753,0.0111686,0.0718268,-0.0606582
84,0.85968786,0.7824107,"('inferior', 'superior')",0.34735653,0.3852443,0.5096529,0.66938215,0.5722324,0.6123457,-0.0401133
73,0.83622456,0.86680984,"('helpless', 'self-reliant')",0.5070255,0.5873102,-3.4143999,-3.3793309,-0.6903833,-0.6417369,-0.0486464
24,0.83147734,0.94326466,"('dishonest', 'honest')",-0.08754238,-0.085857406,0.6052886,0.7273892,0.4497412,0.5282655,-0.0785243
0,-0.81049967,-0.7633841,"('unsociable', 'sociable')",-1.0181193,-1.004465,-0.3623522,-0.37326065,-0.7303237,-0.7137032,-0.0166205
54,-0.7951571,-0.8000872,"('incapable', 'capable')",-1.0000831,-1.0178205,0.53941613,0.8376656,-0.418608,-0.3267474,-0.0918606
29,-0.79149914,-0.88772666,"('unfair', 'fair')",-1.5106285,-1.6260974,-0.81765676,-0.887463,-1.0399281,-1.1337624,0.0938343
20,-0.77099526,-0.6993637,"('rough', 'thoughtful')",-0.9823852,-0.8700752,1.1707432,1.1586483,-0.1942124,-0.1369302,-0.0572822
38,0.77068144,0.84248954,"('untruthful', 'truthful')",0.061416008,0.07745843,-0.036231495,0.34240574,0.2652887,0.4207846,-0.1554959
30,0.7692088,0.8235664,"('intolerant', 'tolerant')",-0.1953724,-0.07937553,1.2124083,1.3347043,0.5954149,0.692965,-0.0975501
31,-0.7689117,-0.9203115,"('evil', 'good')",0.35110295,0.29742098,-2.036643,-1.7921711,-0.8181506,-0.8050206,-0.01313
57,-0.74600655,-1.0061697,"('unimaginative', 'imaginative')",-0.07681647,-0.20844848,-2.3404448,-2.5221276,-1.0544226,-1.2455819,0.1911593
1,-0.74035114,-1.1898453,"('unfriendly', 'friendly')",1.2072662,0.8181555,0.98882425,1.2442285,0.4852464,0.2908462,0.1944002
75,-0.69101346,-0.75276524,"('meek', 'impulsive')",-0.358207,-0.32417345,-0.51832354,-0.3667365,-0.5225147,-0.4812251,-0.0412896
78,-0.6838777,-0.713109,"('nonresilient', 'resilient')",0.07029575,0.038224284,1.0899212,1.0178357,0.1587798,0.114317,0.0444628
6,-0.6792457,-0.82540256,"('distant', 'open')",0.5877744,0.4802934,-0.3328217,-0.012087718,-0.141431,-0.1190656,-0.0223654
63,0.6734834,0.5770708,"('unperceptive', 'insightful')",-0.34888762,-0.38707697,1.5986947,1.4967016,0.6410968,0.5622318,0.078865
3,-0.67322314,-0.6754206,"('repellent', 'pleasant')",-1.4105729,-1.5025028,0.49516663,0.3778845,-0.5295431,-0.600013,0.0704699
35,-0.652442,-0.67465,"('corrupt', 'incorrupt')",-0.24278466,-0.26826167,-0.773691,-0.52573085,-0.5563059,-0.4895475,-0.0667584
56,0.648771,1.0393893,"('impractical', 'practical')",0.30652767,0.7096123,0.16462308,0.329076,0.3733072,0.6926925,-0.3193853
59,0.636804,0.5563047,"('foolish', 'wise')",0.3183156,0.2752479,-0.30241257,-0.051364113,0.217569,0.2600628,-0.0424938
83,0.58344144,0.5939326,"('powerless', 'powerful')",-0.08901124,0.12949711,-0.8078717,-0.6946329,-0.1044805,0.009599,-0.1140795
61,-0.5789286,-0.6712666,"('illogical', 'logical')",-0.40827283,-0.47815987,-0.016653383,0.02100231,-0.3346183,-0.3761414,0.0415231
51,0.57350194,0.7183483,"('uneducated', 'educated')",-0.99493754,-0.9336782,1.3267926,1.3274676,0.3017857,0.3707126,-0.0689269
58,0.57342225,0.25311658,"('undiscriminating', 'discriminating')",0.853347,0.63024145,0.2428247,0.04722584,0.5565313,0.3101946,0.2463367
42,0.54078823,0.7727941,"('unreliable', 'reliable')",-0.6461003,-0.50820124,-2.6546614,-2.551339,-0.9199912,-0.7622487,-0.1577425
68,-0.5331785,-0.7317353,"('dependent', 'independent')",-0.9651017,-1.0816976,-0.070176266,-0.2026959,-0.5228188,-0.6720429,0.1492241
28,0.5074943,0.46936926,"('disloyal', 'loyal')",-0.63389444,-0.6984375,0.7722687,0.87611765,0.2152895,0.2156831,-0.0003936
48,-0.50537,-0.62264085,"('unintelligent', 'intelligent')",0.1290521,0.06824272,0.6047363,0.49000967,0.0761395,-0.0214628,0.0976023
60,-0.4976517,0.06787306,"('inefficient', 'efficient')",-0.28227586,0.12020182,0.5069069,0.6927757,-0.0910069,0.2936169,-0.3846238
19,0.46180952,0.519913,"('inhospitable', 'hospitable')",-0.5632404,-0.42345637,-0.1143042,0.17701577,-0.0719117,0.0911575,-0.1630692
88,0.45541248,0.48794734,"('low', 'eminent')",0.21569438,0.24567421,0.35151815,0.619946,0.340875,0.4511892,-0.1103142
43,-0.45383948,-0.2232494,"('irresponsible', 'responsible')",-0.5457752,-0.27688,0.6077837,0.7694337,-0.1306103,0.0897681,-0.2203784
34,0.42815432,0.40083107,"('mean', 'honorable')",0.40464276,0.48112553,6.177668,6.323291,2.3368217,2.4017491,-0.0649274
7,0.40394986,0.43447536,"('insensitive', 'sensitive')",0.006032549,-0.01897424,1.1088227,0.885077,0.5062684,0.433526,0.0727424
8,-0.3905442,-0.5241813,"('unaffectionate', 'affectionate')",0.40601775,0.3673013,-0.33118284,-0.020890042,-0.1052364,-0.0592567,-0.0459797
13,-0.3900466,-0.09692002,"('impolite', 'polite')",-0.35259902,-0.19855064,0.24751548,0.19380744,-0.1650434,-0.0338877,-0.1311557
36,-0.38035566,-0.7244211,"('hostile', 'amicable')",0.8549259,0.6418262,-0.66025573,-0.37712216,-0.0618952,-0.153239,0.0913438
25,-0.37437108,-0.4749513,"('egoistic', 'altruistic')",0.70208585,0.5531823,0.7406701,1.0066534,0.3561283,0.3616281,-0.0054998
27,-0.3731309,-0.5104337,"('hardhearted', 'softhearted')",0.68975806,0.49533296,1.3936783,1.0901024,0.5701018,0.3583339,0.2117679
74,0.37083986,0.72203785,"('undedicated', 'dedicated')",-0.6127946,-0.32760334,-0.05261926,0.25576523,-0.0981913,0.2167333,-0.3149246
47,-0.3691615,-0.34901527,"('stupid', 'smart')",0.047372,0.08692603,5.5625906,5.589111,1.7469336,1.7756739,-0.0287403
65,-0.36224127,-0.106382184,"('insecure', 'secure')",-0.6823755,-0.5370706,-0.13814303,-0.31667167,-0.3942533,-0.3200415,-0.0742118
15,0.32510954,0.2764701,"('boring', 'funny')",1.0817667,1.0149118,0.11483605,0.103341706,0.5072375,0.4649078,0.0423297
52,0.32272777,-0.20696369,"('irrational', 'rational')",-0.2612829,-0.63434285,-1.3023142,-1.1616845,-0.4136231,-0.6676637,0.2540406
10,-0.32087803,-0.29121244,"('unsympathetic', 'sympathetic')",-1.0914577,-1.0896562,0.57568806,0.3620512,-0.2788826,-0.3396058,0.0607232
87,-0.31661078,-0.086488284,"('unsuccessful', 'successful')",0.062099457,0.15563732,0.58443016,0.507152,0.1099729,0.1921003,-0.0821274
53,-0.30856636,-0.560011,"('uncreative', 'creative')",0.18639863,0.0617198,0.52127767,0.6422409,0.1330366,0.0479832,0.0850534
66,-0.27097052,-0.29157186,"('inactive', 'active')",-0.1914514,-0.18174541,0.7652879,0.6965084,0.1009553,0.074397,0.0265583
46,0.2636843,0.33532953,"('uncompetitive', 'competitive')",-0.550011,-0.49659768,0.5365175,0.3172409,0.0833969,0.0519909,0.031406
33,0.25932524,-0.031106625,"('wrong', 'right')",1.2170048,0.89636105,-0.9326936,-0.9298608,0.1812121,-0.0215355,0.2027476
14,0.25597078,0.47184354,"('antisocial', 'social')",-0.31984508,-0.29948977,-0.45412117,-0.4263769,-0.1726652,-0.0846744,-0.0879908
9,0.24288166,0.14187612,"('unaffectionate', 'caring')",0.6698108,0.5321362,0.5163826,0.7445878,0.4763583,0.4728667,0.0034916
86,-0.2383314,-0.37583423,"('uninfluential', 'influential')",0.9024069,0.74582803,0.31157354,0.17892134,0.3252163,0.1829717,0.1422446
11,0.22931032,0.4875486,"('unhelpful', 'helpful')",-0.54506075,-0.3069107,2.3580334,2.4626884,0.680761,0.8811088,-0.2003478
18,-0.22469011,-0.2565101,"('disagreeable', 'welcoming')",-0.26966488,-0.24724218,-0.8575901,-0.57944494,-0.4506483,-0.3610657,-0.0895826
62,-0.22263543,0.13714293,"('incompetent', 'brilliant')",-0.36192745,-0.04403675,0.40129232,0.5688086,-0.0610902,0.2206383,-0.2817285
81,-0.22211091,-0.03986157,"('submissive', 'aggressive')",-0.77066183,-0.654961,-0.07807949,-0.19996588,-0.3569508,-0.2982628,-0.058688
37,0.21529801,0.09724483,"('fake', 'genuine')",-0.36780185,-0.5030035,0.50191045,0.48893154,0.1164689,0.0277243,0.0887446
79,0.21351582,0.19411173,"('wavering', 'unwavering')",-0.03642303,-0.010129742,-0.12758802,0.10948913,0.0165016,0.0978237,-0.0813221
2,0.18331167,0.4288582,"('unlikable', 'likable')",0.28529012,0.5447888,0.17011985,0.6316798,0.2129072,0.5351089,-0.3222017
80,-0.17914191,-0.055053033,"('dominated', 'dominating')",-0.27524072,-0.3081581,-0.54875463,-0.8896254,-0.3343791,-0.4176122,0.0832331
32,0.17662401,0.4694025,"('unkind', 'kind')",-0.26783174,-0.045050003,1.028328,1.3640071,0.3123734,0.5961199,-0.2837465
41,-0.17626172,-0.2800971,"('unforgiving', 'forgiving')",-0.26110795,-0.3565286,-0.29918405,-0.12431511,-0.2455179,-0.2536469,0.008129
85,-0.17053582,-0.44486007,"('insignificant', 'prestigious')",0.3655556,0.07898106,-0.5520962,-0.1025736,-0.1190255,-0.1561509,0.0371254
70,0.16637366,0.4868983,"('lethargic', 'energetic')",-1.017181,-0.880811,1.2976136,1.2207462,0.1489354,0.2756112,-0.1266758
23,0.16321151,0.2903764,"('insincere', 'sincere')",-1.0908809,-0.96392876,6.032422,6.103214,1.7015842,1.8098871,-0.1083029
64,0.15761673,0.24748175,"('shy', 'confident')",-0.98267436,-0.83851147,-6.4959784,-6.5742264,-2.4403453,-2.3884187,-0.0519266
17,-0.1417116,-0.008073257,"('nasty', 'nice')",-0.2824277,-0.21876633,-0.45683196,-0.36189258,-0.2936571,-0.1962441,-0.097413
22,-0.13424203,-0.1888585,"('untrustworthy', 'trustworthy')",-1.00342,-1.1157584,-0.97679365,-1.0418327,-0.7048186,-0.7821499,0.0773313
21,-0.1308944,0.0023544054,"('immoral', 'moral')",-0.318051,-0.35881516,-0.25044084,-0.23666812,-0.2331287,-0.1977096,-0.0354191
50,-0.09982306,0.05507575,"('clumsy', 'skillful')",-1.2053413,-1.1624366,0.4231101,0.6283248,-0.2940181,-0.1596787,-0.1343394
77,-0.08961142,0.09195672,"('unmotivated', 'motivated')",-1.5265903,-1.3817394,-0.8071086,-0.7965331,-0.8077701,-0.6954385,-0.1123316
69,0.07691654,-0.016640216,"('lazy', 'industrious')",1.1774868,1.0275346,-0.7043919,-0.6182496,0.1833372,0.1308816,0.0524556
5,-0.06367637,-0.18317077,"('distant', 'outgoing')",0.65663666,0.6039717,-0.93787,-0.5461716,-0.1149699,-0.0417902,-0.0731797
4,-0.03496012,-0.10099199,"('disliked', 'liked')",0.22882777,0.11296649,-6.2928615,-6.22516,-2.0329979,-2.0710619,0.038064
