,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
58,-0.5854353,-0.6707417,"('undiscriminating', 'discriminating')",0.46506596,0.5117764,-0.05203426,-0.20320208,-0.0574679,-0.1207225,0.0632546
7,0.58121985,0.36489472,"('insensitive', 'sensitive')",1.047109,1.0017499,0.5894313,0.71868026,0.7392534,0.6951083,0.0441451
54,-0.559085,-0.40343526,"('incapable', 'capable')",-0.6850404,-0.6290776,1.0605344,1.2766819,-0.061197,0.0813897,-0.1425867
49,0.5536158,0.20416449,"('unable', 'able')",-0.120107576,-0.4898304,0.33274615,0.28272676,0.2554181,-0.0009797,0.2563978
17,-0.5472265,-0.53746635,"('nasty', 'nice')",-0.18018042,-0.3501421,-0.5832313,-0.68613917,-0.4368794,-0.5245825,0.0877031
3,-0.5404984,-0.8930053,"('repellent', 'pleasant')",0.9601418,0.8806226,-0.09261972,-0.29857412,0.1090079,-0.1036523,0.2126602
41,-0.5012471,-0.93097675,"('unforgiving', 'forgiving')",0.28059265,0.07515517,0.5019399,0.13903926,0.0937618,-0.2389274,0.3326892
35,-0.46443206,-0.0009833863,"('corrupt', 'incorrupt')",-1.3522993,-1.245131,-0.7505876,-0.24146211,-0.855773,-0.4958588,-0.3599142
45,-0.46418512,-0.63480735,"('incompetent', 'competent')",0.33678982,0.18644303,-0.12495815,-0.12750283,-0.0841178,-0.1919557,0.1078379
48,0.45087808,-0.00870187,"('unintelligent', 'intelligent')",1.0536541,0.6640329,0.8782798,0.6490382,0.7942707,0.4347897,0.359481
52,-0.43693048,-0.02443472,"('irrational', 'rational')",-0.63475907,-0.68940574,-0.50618154,-0.15986177,-0.525957,-0.2912341,-0.2347229
62,0.43155774,0.32724696,"('incompetent', 'brilliant')",0.88071984,0.80546176,0.3963001,0.42950878,0.5695259,0.5207392,0.0487867
21,0.4021201,-0.18084171,"('immoral', 'moral')",1.1819063,0.97487545,-0.31303084,-0.6667778,0.4236652,0.0424187,0.3812465
13,-0.3663317,-0.48983726,"('impolite', 'polite')",-0.07454301,-0.17743507,0.20734656,-0.11122556,-0.0778427,-0.2594993,0.1816566
75,0.36578077,0.34713358,"('meek', 'impulsive')",-0.39317977,-0.5630516,-0.31504613,-0.30803597,-0.1141484,-0.1746513,0.0605029
28,-0.35890692,-0.30063453,"('disloyal', 'loyal')",-0.26893097,-0.03895588,0.7492465,1.0616566,0.0404695,0.2406887,-0.2002192
77,0.35443917,0.17996438,"('unmotivated', 'motivated')",1.0311964,1.1139071,-0.8261093,-0.8808594,0.1865087,0.1376707,0.048838
40,-0.34887385,-0.27205682,"('stingy', 'generous')",0.13964133,0.18373957,-1.6499946,-1.4533002,-0.6197424,-0.5138725,-0.1058699
14,0.3416,-0.1320248,"('antisocial', 'social')",0.9947307,0.75169337,-0.6273496,-1.1537567,0.236327,-0.1780294,0.4143564
12,0.3368412,0.2520638,"('unsupportive', 'supportive')",0.7410335,0.92870927,-1.3580389,-1.2824563,-0.0933881,-0.0338944,-0.0594937
63,0.33524007,0.02660714,"('unperceptive', 'insightful')",1.4987683,1.4163111,1.351302,1.271814,1.0617701,0.9049107,0.1568594
20,-0.3098969,-0.6135092,"('rough', 'thoughtful')",0.17599729,0.029381944,0.6472229,0.69902015,0.1711078,0.0382976,0.1328102
68,-0.30716616,-0.3434177,"('dependent', 'independent')",-0.5472696,-0.6223986,-0.31660882,-0.27609974,-0.3903482,-0.413972,0.0236238
34,0.30173767,0.18250531,"('mean', 'honorable')",0.44365898,0.21742517,6.0455294,6.0051794,2.263642,2.1350366,0.1286054
69,0.28513324,0.40255177,"('lazy', 'industrious')",0.76469684,0.6148084,-0.3405682,-0.18001574,0.2364206,0.2791148,-0.0426942
74,-0.28261903,-0.3030867,"('undedicated', 'dedicated')",0.6461828,0.69070613,0.057599537,0.021961825,0.1403878,0.1365271,0.0038607
51,-0.2785469,-0.69858086,"('uneducated', 'educated')",-0.11767763,-0.39747542,0.7250203,0.37883574,0.1095986,-0.2390735,0.3486721
71,0.27541146,0.62938464,"('diffident', 'self-confident')",1.3400271,1.5762306,0.47175092,0.7133917,0.6957298,0.9730024,-0.2772726
24,0.26775473,0.64851403,"('dishonest', 'honest')",-0.12860332,0.41850203,0.6749654,0.9653033,0.2713723,0.6774398,-0.4060675
11,0.24289006,-0.043114565,"('unhelpful', 'helpful')",1.1596076,1.0895865,2.3150895,2.1682231,1.2391957,1.071565,0.1676307
79,-0.2328461,-0.027167235,"('wavering', 'unwavering')",-1.4868214,-1.3541255,-0.05747442,0.16951537,-0.5923806,-0.4039258,-0.1884548
72,0.2155075,0.5491841,"('unambitious', 'ambitious')",0.45831484,0.59747237,-0.86280745,-0.8230978,-0.062995,0.1078529,-0.1708479
16,-0.19317588,-0.10765028,"('unpopular', 'popular')",0.06244708,-0.18603034,0.35686338,0.39060906,0.0753782,0.0323095,0.0430687
85,-0.19011185,0.19104074,"('insignificant', 'prestigious')",-0.40916246,-0.2198212,-0.09729616,0.39258578,-0.2321902,0.1212684,-0.3534586
37,-0.17760998,-0.15031591,"('fake', 'genuine')",-0.054123003,0.10403612,0.30257127,0.5301255,0.0236128,0.1612819,-0.1376691
46,-0.17718601,-0.5895387,"('uncompetitive', 'competitive')",1.0362023,0.76227075,-0.17771445,-0.46023038,0.2271006,-0.0958328,0.3229334
4,-0.17709233,0.057790197,"('disliked', 'liked')",-0.50530374,-0.47359753,-5.709778,-5.844504,-2.1307246,-2.0867704,-0.0439542
61,-0.17237952,-0.022470392,"('illogical', 'logical')",0.3535313,0.29683718,-0.09964437,-0.033248223,0.0271691,0.0803729,-0.0532038
88,-0.16306385,-0.20030685,"('low', 'eminent')",-0.076021954,0.019882822,0.16846034,0.24777219,-0.0235418,0.0224494,-0.0459912
83,-0.16289802,-0.21300405,"('powerless', 'powerful')",0.26426917,0.17497554,-0.82608396,-1.0602977,-0.2415709,-0.3661087,0.1245378
33,0.15526438,0.55944675,"('wrong', 'right')",0.24784195,0.62349576,-0.9253853,-0.35724425,-0.174093,0.2752328,-0.4493258
29,0.1551356,0.1531532,"('unfair', 'fair')",0.121274166,0.27602783,-0.78459024,-0.5564239,-0.1693935,-0.0424143,-0.1269792
47,0.15173763,-0.00065584853,"('stupid', 'smart')",0.3330276,0.2374,5.409156,5.380233,1.9646403,1.8723256,0.0923147
43,0.13085395,-0.004324479,"('irresponsible', 'responsible')",0.095676035,0.2245036,0.61000085,0.47417453,0.2788436,0.2314512,0.0473924
55,0.13061364,-0.2430843,"('incompetent', 'clever')",0.33415884,0.034163177,0.10234458,-0.0664388,0.189039,-0.0917866,0.2808256
80,-0.120871,-0.37021065,"('dominated', 'dominating')",0.67397773,0.38790956,-0.9263248,-1.1767865,-0.124406,-0.3863626,0.2619566
70,-0.092323065,-0.48131114,"('lethargic', 'energetic')",0.5380453,0.3338474,0.920089,0.67123824,0.4552704,0.1745915,0.2806789
87,0.088170186,0.014950402,"('unsuccessful', 'successful')",0.8939861,0.5236899,0.66373587,0.6845395,0.5486307,0.4077266,0.1409041
44,0.08682178,0.099204175,"('prejudiced', 'unprejudiced')",-0.67459035,-0.8753596,-1.0414963,-1.336141,-0.5430883,-0.7040988,0.1610105
82,-0.055618558,-0.29101038,"('poor', 'rich')",0.31629112,0.067851625,6.0877604,6.188045,2.1161443,1.9882954,0.1278489
23,0.032126896,-0.35892484,"('insincere', 'sincere')",1.3269963,1.2644562,5.540228,5.5643277,2.2997837,2.1566197,0.143164
22,0.027229846,-0.19416635,"('untrustworthy', 'trustworthy')",-0.33803558,-0.36214083,-0.9576062,-1.0468524,-0.422804,-0.5343865,0.1115825
32,-0.020115381,-0.11515474,"('unkind', 'kind')",0.47780293,0.38783872,1.0989528,1.0561723,0.5188801,0.4429521,0.075928
76,0.01635913,-0.3204265,"('anxious', 'daring')",0.60775566,0.45370245,0.4896432,0.32824776,0.3712527,0.1538412,0.2174115
2,0.0039714873,-0.10174441,"('unlikable', 'likable')",0.44023603,0.4308778,0.7646455,0.6690062,0.402951,0.3327132,0.0702378
15,0.002061475,0.19840941,"('boring', 'funny')",-0.83598936,-0.8297837,0.29070035,0.38433182,-0.1810759,-0.0823475,-0.0987284
