,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
12,1.9717325,1.9771622,"('unsupportive', 'supportive')",0.32968807,0.43844578,-1.7747414,-1.421203,0.1755598,0.3314683,-0.1559085
71,1.8545461,1.5892067,"('diffident', 'self-confident')",1.3526304,1.3022143,0.39131346,0.445109,1.1994967,1.1121766,0.0873201
73,1.748278,1.4905157,"('helpless', 'self-reliant')",1.4380726,1.4646806,-3.2977643,-3.2586355,-0.0371379,-0.1011464,0.0640085
45,-1.3043729,-0.7748625,"('incompetent', 'competent')",-0.8616974,-0.8148768,0.041151762,0.19346778,-0.7083062,-0.4654239,-0.2428823
41,-1.3021895,-0.7410257,"('unforgiving', 'forgiving')",-0.8886499,-0.8394939,-0.43730405,-0.25465038,-0.8760478,-0.6117233,-0.2643245
17,-1.2779275,-0.86020213,"('nasty', 'nice')",-1.0936956,-0.9397906,-1.1623654,-0.9476475,-1.1779962,-0.9158801,-0.2621161
16,-1.2556047,-1.4627132,"('unpopular', 'popular')",0.103551745,0.10614866,0.20725355,0.16461372,-0.3149331,-0.3973169,0.0823838
31,-1.2135847,-0.97069675,"('evil', 'good')",-0.79652345,-0.5581366,-2.0274742,-1.8711392,-1.3458608,-1.1333241,-0.2125367
39,1.1786104,1.201913,"('exploitative', 'cooperative')",0.10047024,0.21972066,0.06842989,0.215069,0.4491702,0.5455676,-0.0963974
2,1.1637143,0.8926896,"('unlikable', 'likable')",1.006911,0.9756985,0.6859678,0.6530212,0.9521977,0.8404698,0.1117279
30,1.14049,1.302552,"('intolerant', 'tolerant')",0.35309416,0.4235717,0.339509,0.4929239,0.6110311,0.7396825,-0.1286514
58,-1.1330516,-1.0581541,"('undiscriminating', 'discriminating')",0.8127364,0.71608514,-0.084769934,-0.07916267,-0.1350284,-0.1404105,0.0053821
26,1.0578104,1.0264007,"('hardhearted', 'benevolent')",0.3095833,0.4640915,0.9819298,1.269184,0.7831078,0.9198921,-0.1367843
52,-0.92629355,-1.1681055,"('irrational', 'rational')",-0.32436794,-0.36596,-0.60671735,-0.61624885,-0.6191263,-0.7167714,0.0976451
72,0.8934348,0.98832196,"('unambitious', 'ambitious')",0.60774666,0.7324503,-0.53241473,-0.44190025,0.3229222,0.4262907,-0.1033685
36,-0.89341086,-1.3506057,"('hostile', 'amicable')",-0.5811869,-0.69399166,-0.8902094,-1.0645386,-0.788269,-1.0363787,0.2481097
6,-0.8340031,-0.97483927,"('distant', 'open')",-0.16392659,0.008500934,-1.142935,-1.0310802,-0.7136216,-0.6658062,-0.0478154
50,-0.8248407,-0.8822762,"('clumsy', 'skillful')",-0.34351707,-0.25947642,0.092899166,0.2424551,-0.3584862,-0.2997658,-0.0587204
84,0.81302047,0.588091,"('inferior', 'superior')",0.6036277,0.45714158,0.9181362,0.87550014,0.7782614,0.6402442,0.1380172
77,-0.7875675,-0.84939605,"('unmotivated', 'motivated')",0.9083211,0.67367065,-0.71586937,-0.7563127,-0.1983719,-0.3106794,0.1123075
69,-0.78215855,-0.93232185,"('lazy', 'industrious')",1.152475,1.1347697,-0.9240823,-0.839194,-0.1845886,-0.2122487,0.0276601
9,0.76734906,0.7158538,"('unaffectionate', 'caring')",-0.031940393,0.1752408,0.5374279,0.82629395,0.4242789,0.5724629,-0.148184
24,0.76058525,1.1649879,"('dishonest', 'honest')",0.024765022,0.33531734,0.5052389,0.7716802,0.4301964,0.7573285,-0.3271321
4,-0.74570954,-0.53962886,"('disliked', 'liked')",0.50604236,0.5166942,-6.713861,-6.457151,-2.3178428,-2.1600285,-0.1578143
