,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
35,-5.1703444,-4.092018,"('corrupt', 'incorrupt')",-0.08663559,0.054285116,-1.6633711,-0.9534066,-2.3067837,-1.6637131,-0.6430706
31,-5.1259313,-4.078879,"('evil', 'good')",-1.189155,-0.8716416,-2.045691,-1.249671,-2.7869256,-2.0667305,-0.7201951
85,-5.000554,-3.8884118,"('insignificant', 'prestigious')",-1.2323031,-1.0762514,-1.5541854,-0.43133685,-2.5956809,-1.7986666,-0.7970143
36,-4.8204074,-3.4697845,"('hostile', 'amicable')",-1.0279225,-0.821013,-1.2566167,-0.6278101,-2.3683155,-1.6395357,-0.7287798
60,4.785647,3.9769502,"('inefficient', 'efficient')",-0.10122055,-0.16032061,0.99767965,0.57724375,1.8940353,1.4646244,0.4294109
55,4.678517,3.4458117,"('incompetent', 'clever')",0.5026694,0.3860641,1.1609226,0.39927518,2.1140362,1.4103837,0.7036525
81,4.4149103,3.0597088,"('submissive', 'aggressive')",1.036842,0.89916563,0.19330958,-0.263726,1.8816873,1.2317162,0.6499711
62,4.3620496,3.339787,"('incompetent', 'brilliant')",0.4894647,0.38615966,1.2436215,0.7802292,2.0317119,1.5020587,0.5296532
46,4.258237,2.8369539,"('uncompetitive', 'competitive')",-0.4772632,-0.7550912,0.18498358,-0.3669426,1.3219857,0.57164,0.7503457
10,4.089281,2.9843857,"('unsympathetic', 'sympathetic')",-1.3586304,-1.4081713,0.87431586,0.043154642,1.2016555,0.5397897,0.6618658
69,-4.0445094,-2.9092908,"('lazy', 'industrious')",0.5814865,0.6299216,-1.3633677,-0.36172488,-1.6087969,-0.8803647,-0.7284322
6,-3.7808268,-2.9494026,"('distant', 'open')",-1.3166337,-1.0335013,-1.3516886,-0.7668537,-2.1497164,-1.5832526,-0.5664638
5,-3.6835604,-2.991795,"('distant', 'outgoing')",-0.94179,-0.76856875,-1.351578,-0.6940536,-1.9923096,-1.4848057,-0.5075039
