,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
10,-2.676484,-2.2895427,"('unsympathetic', 'sympathetic')",0.98085725,0.7002246,-0.8478134,-0.794659,-0.0531544
57,-2.2129314,-1.6487911,"('unimaginative', 'imaginative')",-3.06273,-2.7552335,-2.6378307,-2.2020123,-0.4358184
70,-1.8162656,-1.1892006,"('lethargic', 'energetic')",1.0540956,0.97678596,-0.381085,-0.1062073,-0.2748777
86,-1.7531606,-1.3180995,"('uninfluential', 'influential')",-0.10883032,-0.1874416,-0.9309955,-0.7527705,-0.178225
48,-1.7388694,-1.5206817,"('unintelligent', 'intelligent')",0.5061509,0.37070253,-0.6163592,-0.5749896,-0.0413696
35,1.6942031,1.2590562,"('corrupt', 'incorrupt')",-1.6304988,-1.5361278,0.0318522,-0.1385358,0.170388
46,-1.6305906,-1.0971804,"('uncompetitive', 'competitive')",0.50135654,0.49792483,-0.564617,-0.2996278,-0.2649892
11,-1.6213511,-1.1439261,"('unhelpful', 'helpful')",2.9478917,3.028012,0.6632703,0.9420429,-0.2787726
69,1.5724149,1.1763219,"('lazy', 'industrious')",-2.0651293,-1.8486352,-0.2463572,-0.3361567,0.0897995
23,-1.5540528,-1.1423343,"('insincere', 'sincere')",6.8985596,6.393215,2.6722534,2.6254404,0.046813
63,-1.540197,-1.0471299,"('unperceptive', 'insightful')",0.6904284,0.6377244,-0.4248843,-0.2047027,-0.2201816
45,-1.5331752,-0.84750617,"('incompetent', 'competent')",0.26804477,0.30650455,-0.6325653,-0.2705008,-0.3620645
73,1.5237219,1.4819088,"('helpless', 'self-reliant')",-3.7399366,-3.4389114,-1.1081073,-0.9785013,-0.129606
7,-1.4645674,-1.2259703,"('insensitive', 'sensitive')",0.6744399,0.5196096,-0.3950638,-0.3531803,-0.0418835
0,-1.4149616,-1.1182528,"('unsociable', 'sociable')",0.30072656,0.15802073,-0.5571175,-0.480116,-0.0770015
22,-1.4077976,-1.0620986,"('untrustworthy', 'trustworthy')",-0.67964077,-0.6654534,-1.0437192,-0.863776,-0.1799432
12,-1.4069514,-1.169828,"('unsupportive', 'supportive')",-1.684127,-1.6324968,-1.5455391,-1.4011624,-0.1443767
43,-1.3325992,-0.83938074,"('irresponsible', 'responsible')",1.3460805,1.271923,0.0067407,0.2162711,-0.2095304
53,-1.3255032,-1.3194053,"('uncreative', 'creative')",0.20115115,0.04652384,-0.562176,-0.6364408,0.0742648
41,-1.3082924,-0.96670485,"('unforgiving', 'forgiving')",0.28888166,0.3958875,-0.5097054,-0.2854087,-0.2242967
51,-1.2788595,-1.1244283,"('uneducated', 'educated')",1.1180618,1.1323899,-0.0803989,0.0039808,-0.0843797
1,-1.2411671,-1.0041473,"('unfriendly', 'friendly')",0.78645515,0.8032169,-0.227356,-0.1004652,-0.1268908
55,-1.2328795,-0.8768509,"('incompetent', 'clever')",1.1233546,0.8833042,-0.0547625,0.0032266,-0.0579891
78,-1.1951867,-1.1421227,"('nonresilient', 'resilient')",-0.20726374,-0.23221198,-0.7012252,-0.6871673,-0.0140579
13,-1.1684899,-0.91329145,"('impolite', 'polite')",0.37392837,0.5264514,-0.3972808,-0.19342,-0.2038608
85,1.1512208,0.9682412,"('insignificant', 'prestigious')",-1.5336629,-1.1008304,-0.1912211,-0.0662946,-0.1249265
62,-1.1400673,-0.5591316,"('incompetent', 'brilliant')",1.0404928,1.0628451,-0.0497873,0.2518567,-0.301644
3,-1.1384339,-1.0413765,"('repellent', 'pleasant')",0.6893545,0.5245748,-0.2245397,-0.2584008,0.0338611
28,-1.0791941,-0.58980876,"('disloyal', 'loyal')",1.4042683,1.5542215,0.1625371,0.4822064,-0.3196693
14,-1.0640634,-0.8100843,"('antisocial', 'social')",0.45782235,0.3738928,-0.3031206,-0.2180957,-0.0850249
5,1.0501188,0.89284986,"('distant', 'outgoing')",-1.6799265,-1.6935991,-0.3149039,-0.4003746,0.0854707
59,1.0440596,1.1546439,"('foolish', 'wise')",-0.62455034,-0.6368213,0.2097546,0.2589113,-0.0491567
88,-1.0335873,-0.9338027,"('low', 'eminent')",0.07117972,0.27644613,-0.4812038,-0.3286783,-0.1525255
65,-1.0146751,-0.9225576,"('insecure', 'secure')",0.8764073,0.54115987,-0.0691339,-0.1906989,0.121565
72,-0.9578658,-0.88630414,"('unambitious', 'ambitious')",-0.026290078,-0.07426627,-0.4920779,-0.4802852,-0.0117927
75,0.95173615,1.0152096,"('meek', 'impulsive')",-1.1413672,-0.8908226,-0.0948155,0.0621935,-0.157009
60,-0.9217785,-0.48869976,"('inefficient', 'efficient')",1.1560031,1.1962907,0.1171123,0.3537955,-0.2366832
81,-0.9159888,-0.68868214,"('submissive', 'aggressive')",0.7288013,0.57500076,-0.0935937,-0.0568407,-0.036753
21,-0.91516423,-0.7277542,"('immoral', 'moral')",0.5682764,0.50956625,-0.1734439,-0.109094,-0.0643499
6,0.9033083,0.6750393,"('distant', 'open')",-1.3135742,-1.3113834,-0.205133,-0.318172,0.113039
61,-0.86628133,-0.7493551,"('illogical', 'logical')",-0.3095838,-0.36463046,-0.5879326,-0.5569928,-0.0309398
30,-0.8650744,-0.40380272,"('intolerant', 'tolerant')",1.0765188,1.0563692,0.1057222,0.3262832,-0.220561
38,-0.8409888,-0.5545039,"('untruthful', 'truthful')",-0.061411858,0.22219875,-0.4512003,-0.1661526,-0.2850477
67,0.8025452,0.8037217,"('doubtful', 'determined')",-0.06024265,0.094850145,0.3711513,0.4492859,-0.0781346
2,0.79299074,0.8171142,"('unlikable', 'likable')",0.24571511,0.50779086,0.5193529,0.6624525,-0.1430996
