,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
25,0.7919812,0.44809702,"('egoistic', 'altruistic')",0.75981647,0.608035,0.7758988,0.528066,0.2478328
24,-0.7799159,-0.50950617,"('dishonest', 'honest')",0.86116886,0.9429916,0.0406265,0.2167427,-0.1761162
36,0.7478472,0.4543213,"('hostile', 'amicable')",-1.2513343,-1.324287,-0.2517436,-0.4349829,0.1832393
68,-0.7387034,-0.85313106,"('dependent', 'independent')",-1.203508,-1.2659255,-0.9711057,-1.0595284,0.0884227
37,-0.73704225,-0.4475555,"('fake', 'genuine')",0.42425644,0.28267452,-0.1563929,-0.0824405,-0.0739524
58,-0.7324373,-0.38281265,"('undiscriminating', 'discriminating')",-0.4626984,-0.46355784,-0.5975679,-0.4231852,-0.1743827
47,-0.7293248,-0.4816179,"('stupid', 'smart')",5.8254924,5.322257,2.5480838,2.4203196,0.1277642
27,-0.72016436,-0.72259337,"('hardhearted', 'softhearted')",0.59478855,0.39486694,-0.0626879,-0.1638632,0.1011753
9,-0.71287537,-0.4946547,"('unaffectionate', 'caring')",0.8054688,0.82608443,0.0462967,0.1657149,-0.1194182
80,-0.7091469,-0.55950135,"('dominated', 'dominating')",-0.25068104,-0.22532088,-0.479914,-0.3924111,-0.0875029
31,0.69547427,0.44018197,"('evil', 'good')",-2.4636695,-2.520198,-0.8840976,-1.0400081,0.1559105
49,-0.694332,-0.81187,"('unable', 'able')",-0.06851883,-0.14793602,-0.3814254,-0.479903,0.0984776
20,-0.6626746,-0.5739891,"('rough', 'thoughtful')",0.6786331,0.43048126,0.0079792,-0.0717539,0.0797331
4,0.6609307,0.5592808,"('disliked', 'liked')",-7.6636405,-6.8579574,-3.5013549,-3.1493382,-0.3520167
76,-0.651019,-0.72531927,"('anxious', 'daring')",0.5694962,0.41146338,-0.0407614,-0.1569279,0.1161665
82,-0.6492478,-0.30952406,"('poor', 'rich')",7.0912166,6.678776,3.2209845,3.1846259,0.0363586
32,-0.6161195,-0.59587324,"('unkind', 'kind')",1.7270318,1.8827641,0.5554562,0.6434454,-0.0879892
77,-0.5241218,-0.35078645,"('unmotivated', 'motivated')",-1.0730853,-1.0127369,-0.7986035,-0.6817617,-0.1168418
52,0.5196339,0.47735116,"('irrational', 'rational')",-0.61536956,-0.44727454,-0.0478678,0.0150383,-0.0629061
15,0.5143884,0.59368765,"('boring', 'funny')",0.25245875,0.5311832,0.3834236,0.5624354,-0.1790118
40,-0.4855564,-0.18531848,"('stingy', 'generous')",-2.5205493,-2.594314,-1.5030528,-1.3898163,-0.1132365
34,-0.45143455,-0.35791135,"('mean', 'honorable')",5.737313,5.407936,2.6429391,2.5250125,0.1179266
16,0.43412158,0.30673963,"('unpopular', 'popular')",-0.08206251,0.15292192,0.1760295,0.2298308,-0.0538013
33,0.43146467,0.42912292,"('wrong', 'right')",-1.0270715,-0.8043538,-0.2978034,-0.1876154,-0.110188
74,-0.43003556,-0.08371085,"('undedicated', 'dedicated')",0.04240317,0.20380948,-0.1938162,0.0600493,-0.2538655
64,-0.3872667,-0.4696807,"('shy', 'confident')",-6.108034,-5.5902486,-3.2476504,-3.0299647,-0.2176857
17,-0.38346946,-0.53607905,"('nasty', 'nice')",-0.5309209,-0.5833877,-0.4571952,-0.5597334,0.1025382
26,-0.35093284,-0.41380766,"('hardhearted', 'benevolent')",1.1278998,1.1295278,0.3884835,0.3578601,0.0306234
44,0.33069372,0.15687619,"('prejudiced', 'unprejudiced')",-0.92838275,-0.8193689,-0.2988445,-0.3312463,0.0324018
8,-0.25811777,-0.083201796,"('unaffectionate', 'affectionate')",0.5932688,0.58256114,0.1675755,0.2496797,-0.0821042
66,-0.23691124,-0.5363208,"('inactive', 'active')",-0.4311646,-0.66552055,-0.3340379,-0.6009207,0.2668828
83,-0.23262219,0.06904802,"('powerless', 'powerful')",-0.42230126,-0.35467446,-0.3274617,-0.1428132,-0.1846485
50,-0.2163264,-0.19518581,"('clumsy', 'skillful')",-0.18630654,-0.22722068,-0.2013165,-0.2112032,0.0098867
19,0.15517318,0.13767384,"('inhospitable', 'hospitable')",-0.7840308,-0.7410103,-0.3144288,-0.3016682,-0.0127606
87,0.1463556,0.018101107,"('unsuccessful', 'successful')",0.18121414,0.17624716,0.1637849,0.0971741,0.0666108
84,0.13393843,0.13379177,"('inferior', 'superior')",0.3110412,0.18151686,0.2224898,0.1576543,0.0648355
42,-0.13089132,0.031534214,"('unreliable', 'reliable')",-2.8683846,-2.756415,-1.499638,-1.3624403,-0.1371977
54,-0.11245328,-0.17929731,"('incapable', 'capable')",1.0131805,0.9671403,0.4503636,0.3939215,0.0564421
79,0.11199693,-0.06953668,"('wavering', 'unwavering')",-0.77883244,-0.8277099,-0.3334177,-0.4486233,0.1152056
29,-0.061551478,-0.08926904,"('unfair', 'fair')",-1.1940072,-1.383477,-0.6277793,-0.736373,0.1085937
39,0.045279667,0.12971574,"('exploitative', 'cooperative')",0.5714106,0.7126298,0.3083451,0.4211728,-0.1128277
56,-0.016656548,0.41338426,"('impractical', 'practical')",1.4070331,1.5874908,0.6951883,1.0004375,-0.3052492
18,0.0068249553,-0.17275938,"('disagreeable', 'welcoming')",-0.8526461,-0.90486777,-0.4229106,-0.5388136,0.115903
71,-0.0020195013,-0.3346892,"('diffident', 'self-confident')",0.008193467,-0.029586293,0.003087,-0.1821377,0.1852247
