,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,0.10122474,0.27154335,"('undiscriminating', 'discriminating')",-0.06537594,-0.23423113,0.0179244,0.0186561,-0.0007317
48,0.09867135,0.0011681542,"('unintelligent', 'intelligent')",0.80316246,0.6602306,0.4509169,0.3306994,0.1202175
7,0.097427994,0.1415209,"('insensitive', 'sensitive')",0.6380552,0.4739716,0.3677416,0.3077463,0.0599953
21,-0.09510672,-0.0812348,"('immoral', 'moral')",-0.61008686,-0.58510995,-0.3525968,-0.3331724,-0.0194244
52,0.09256158,0.087337695,"('irrational', 'rational')",-0.46836364,-0.4952441,-0.187901,-0.2039532,0.0160522
76,-0.072471336,-0.091923535,"('anxious', 'daring')",0.46166956,0.58537567,0.1945991,0.2467261,-0.052127
36,0.07124469,0.30453673,"('hostile', 'amicable')",-0.26047668,-0.2193629,-0.094616,0.0425869,-0.1372029
63,-0.065376274,0.09395433,"('unperceptive', 'insightful')",1.0001761,0.83280253,0.4673999,0.4633784,0.0040215
62,-0.04199337,0.02071318,"('incompetent', 'brilliant')",0.25506097,0.15501046,0.1065338,0.0878618,0.018672
20,-0.037517708,-0.20504312,"('rough', 'thoughtful')",1.2173771,1.0675322,0.5899297,0.4312445,0.1586852
83,-0.03463967,-0.16172352,"('powerless', 'powerful')",-0.74387443,-0.87486523,-0.389257,-0.5182944,0.1290374
18,0.02842331,0.15706721,"('disagreeable', 'welcoming')",-0.5242157,-0.42289692,-0.2478962,-0.1329149,-0.1149813
37,0.010889925,-0.2906016,"('fake', 'genuine')",0.36716208,0.06005826,0.189026,-0.1152717,0.3042977
