,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,2.634915,2.8667047,"('unfriendly', 'friendly')",1.6393976,1.6143698,2.1371565,2.2405372,-0.1033807
71,2.2186267,2.2799792,"('diffident', 'self-confident')",0.62574714,0.6182078,1.422187,1.4490936,-0.0269066
53,2.0041997,2.2229667,"('uncreative', 'creative')",1.0819424,1.0957739,1.543071,1.6593703,-0.1162993
26,1.9199586,2.376669,"('hardhearted', 'benevolent')",1.4212606,1.6386365,1.6706096,2.0076528,-0.3370432
85,1.8042958,2.1683557,"('insignificant', 'prestigious')",0.5272621,0.5155153,1.1657789,1.3419355,-0.1761566
9,1.7396421,1.9344454,"('unaffectionate', 'caring')",0.8886349,0.83473027,1.3141385,1.3845878,-0.0704493
33,1.6525977,1.7289734,"('wrong', 'right')",-0.7070008,-0.675381,0.4727984,0.5267962,-0.0539978
44,-1.4544129,-1.7024151,"('prejudiced', 'unprejudiced')",-1.4139401,-1.3687587,-1.4341764,-1.5355868,0.1014104
12,1.4523114,1.7358977,"('unsupportive', 'supportive')",-1.394969,-1.3609562,0.0286712,0.1874707,-0.1587995
54,1.3954216,1.5393484,"('incapable', 'capable')",1.3621715,1.4559706,1.3787966,1.4976594,-0.1188628
64,-1.3342049,-1.173485,"('shy', 'confident')",-6.248701,-5.741838,-3.7914529,-3.4576616,-0.3337913
45,-1.3103484,-1.2108978,"('incompetent', 'competent')",-0.60659915,-0.757937,-0.9584738,-0.9844174,0.0259436
81,-1.2680529,-1.2085732,"('submissive', 'aggressive')",-0.85065067,-0.9171101,-1.0593518,-1.0628417,0.0034899
14,-1.244794,-1.0076789,"('antisocial', 'social')",-1.1682211,-1.0673798,-1.2065076,-1.0375293,-0.1689783
84,1.2313306,1.2092849,"('inferior', 'superior')",1.1862035,1.0864227,1.2087671,1.1478539,0.0609132
5,1.2287867,1.4011543,"('distant', 'outgoing')",-0.69065034,-0.65871555,0.2690682,0.3712194,-0.1021512
57,-1.1808342,-0.8928702,"('unimaginative', 'imaginative')",-2.7204485,-2.639048,-1.9506414,-1.7659591,-0.1846823
74,1.1721028,1.2989482,"('undedicated', 'dedicated')",0.33367974,0.39546433,0.7528913,0.8472062,-0.0943149
80,-1.1497027,-1.3994268,"('dominated', 'dominating')",-1.1701326,-1.3069227,-1.1599176,-1.3531747,0.1932571
17,-1.0816158,-1.0174489,"('nasty', 'nice')",-0.91940653,-0.7715942,-1.0005112,-0.8945216,-0.1059896
56,1.0722512,1.2924883,"('impractical', 'practical')",-0.005766986,0.1016172,0.5332421,0.6970528,-0.1638107
39,1.0383753,0.86295,"('exploitative', 'cooperative')",0.15245856,0.17573504,0.5954169,0.5193425,0.0760744
29,-1.0138081,-0.93694127,"('unfair', 'fair')",-0.4454317,-0.49506244,-0.7296199,-0.7160019,-0.013618
22,-1.0049595,-0.9280708,"('untrustworthy', 'trustworthy')",-1.1255565,-1.1750977,-1.065258,-1.0515842,-0.0136738
4,-0.99817455,-0.47172284,"('disliked', 'liked')",-6.607851,-6.2748523,-3.8030128,-3.3732877,-0.4297251
23,0.9451653,1.0274608,"('insincere', 'sincere')",6.158214,5.993634,3.5516896,3.5105476,0.041142
8,0.9410888,1.1297588,"('unaffectionate', 'affectionate')",0.31291926,0.21117197,0.627004,0.6704654,-0.0434614
13,-0.9099491,-0.8678805,"('impolite', 'polite')",-0.5289698,-0.5533699,-0.7194595,-0.7106252,-0.0088343
3,-0.9071435,-0.92360264,"('repellent', 'pleasant')",0.14867339,0.17236313,-0.379235,-0.3756198,-0.0036152
73,0.8912793,0.9519061,"('helpless', 'self-reliant')",-3.1065376,-3.0174108,-1.1076292,-1.0327523,-0.0748769
6,0.87802523,0.94048345,"('distant', 'open')",-0.21487217,-0.34551635,0.3315765,0.2974836,0.0340929
25,0.8764559,0.8578091,"('egoistic', 'altruistic')",1.3222163,1.3603065,1.0993361,1.1090578,-0.0097217
75,-0.8429808,-0.50089395,"('meek', 'impulsive')",-0.33036816,-0.22865966,-0.5866745,-0.3647768,-0.2218977
51,-0.8428105,-0.60627365,"('uneducated', 'educated')",0.78803605,0.83342916,-0.0273872,0.1135778,-0.140965
10,-0.8113154,-0.7501297,"('unsympathetic', 'sympathetic')",-0.35660812,-0.5260676,-0.5839618,-0.6380987,0.0541369
65,-0.7500861,-0.8366435,"('insecure', 'secure')",-0.06759571,0.062114015,-0.4088409,-0.3872648,-0.0215761
32,0.72793317,0.87942654,"('unkind', 'kind')",1.1402383,1.2360706,0.9340857,1.0577486,-0.1236629
72,0.67589223,0.8324141,"('unambitious', 'ambitious')",-0.6480803,-0.5827531,0.013906,0.1248305,-0.1109245
59,0.64239055,0.61667633,"('foolish', 'wise')",0.20255126,0.23149659,0.4224709,0.4240865,-0.0016156
24,0.6404991,0.6098865,"('dishonest', 'honest')",1.123512,1.1354519,0.8820056,0.8726692,0.0093364
68,-0.61759466,-0.64735603,"('dependent', 'independent')",-0.4641647,-0.561592,-0.5408797,-0.604474,0.0635943
70,-0.605264,-0.5764779,"('lethargic', 'energetic')",0.6645989,0.57094413,0.0296674,-0.0027669,0.0324343
55,-0.6039564,-0.6915595,"('incompetent', 'clever')",0.18971233,0.09299716,-0.207122,-0.2992812,0.0921592
46,-0.5989493,-0.9068314,"('uncompetitive', 'competitive')",-0.14157903,-0.2578502,-0.3702642,-0.5823408,0.2120766
42,-0.5976826,-0.2253115,"('unreliable', 'reliable')",-3.1105404,-2.98868,-1.8541114,-1.6069957,-0.2471157
34,0.5854719,0.4263945,"('mean', 'honorable')",6.156911,5.907714,3.3711915,3.1670542,0.2041373
19,0.55222124,0.6002843,"('inhospitable', 'hospitable')",0.042508475,0.0391455,0.2973649,0.3197149,-0.02235
47,0.5427489,0.33866662,"('stupid', 'smart')",5.135063,4.8973255,2.838906,2.617996,0.22091
66,-0.49067453,-0.62803024,"('inactive', 'active')",0.5022107,0.28881624,0.0057681,-0.169607,0.1753751
82,0.48612866,0.5901329,"('poor', 'rich')",6.188537,5.996692,3.337333,3.2934124,0.0439206
86,0.4813701,0.5705581,"('uninfluential', 'influential')",-0.100299746,-0.122704774,0.1905352,0.2239266,-0.0333914
61,0.48009852,0.47342098,"('illogical', 'logical')",0.27258015,0.31803942,0.3763393,0.3957302,-0.0193909
31,0.4235829,0.54609334,"('evil', 'good')",-1.787171,-1.8992091,-0.681794,-0.6765579,-0.0052361
0,-0.41988847,-0.34350604,"('unsociable', 'sociable')",-0.66832906,-0.6890833,-0.5441087,-0.5162947,-0.027814
78,0.4051248,0.14607874,"('nonresilient', 'resilient')",0.32476968,0.092137754,0.3649473,0.1191082,0.2458391
35,-0.39741436,-0.35688066,"('corrupt', 'incorrupt')",-0.52174306,-0.5991759,-0.4595787,-0.4780283,0.0184496
77,-0.39223525,-0.33127844,"('unmotivated', 'motivated')",-0.79383373,-0.6862354,-0.5930345,-0.5087569,-0.0842776
50,-0.30537075,-0.13486807,"('clumsy', 'skillful')",0.68654805,0.6936129,0.1905887,0.2793724,-0.0887837
41,-0.29427955,0.1528134,"('unforgiving', 'forgiving')",-0.34371367,-0.2947937,-0.3189966,-0.0709901,-0.2480065
67,0.2817826,0.43607968,"('doubtful', 'determined')",-0.44635352,-0.30206093,-0.0822855,0.0670094,-0.1492949
88,-0.28052357,0.06852949,"('low', 'eminent')",0.50630224,0.54206973,0.1128893,0.3052996,-0.1924103
27,0.2780141,-0.015990313,"('hardhearted', 'softhearted')",1.0767161,0.58803934,0.6773651,0.2860245,0.3913406
38,0.27669063,0.49846596,"('untruthful', 'truthful')",0.18735036,0.2022158,0.2320205,0.3503409,-0.1183204
15,-0.2672376,-0.16611187,"('boring', 'funny')",-0.18479605,-0.0960367,-0.2260168,-0.1310743,-0.0949425
2,0.25976998,0.3541687,"('unlikable', 'likable')",0.6488476,0.8758318,0.4543088,0.6150002,-0.1606914
16,-0.25272575,-0.41912788,"('unpopular', 'popular')",0.3802124,0.32170755,0.0637433,-0.0487102,0.1124535
30,0.2522405,0.24661574,"('intolerant', 'tolerant')",0.731916,0.69928074,0.4920782,0.4729483,0.0191299
79,0.2226899,0.5529549,"('wavering', 'unwavering')",0.20269476,0.38530782,0.2126923,0.4691314,-0.2564391
43,0.21812564,0.21907286,"('irresponsible', 'responsible')",0.8199427,0.78713936,0.5190341,0.5031061,0.015928
69,0.21382783,-0.014047215,"('lazy', 'industrious')",-0.98010737,-0.9902588,-0.3831398,-0.502153,0.1190132
87,0.21149513,0.082028836,"('unsuccessful', 'successful')",0.67122453,0.6981328,0.4413598,0.3900808,0.051279
49,0.20520489,0.096128024,"('unable', 'able')",-0.21858902,-0.36099935,-0.0066921,-0.1324357,0.1257436
28,0.18819302,0.3636195,"('disloyal', 'loyal')",1.2310618,1.1740822,0.7096274,0.7688508,-0.0592234
60,0.1561401,0.044430606,"('inefficient', 'efficient')",0.66296077,0.77306485,0.4095504,0.4087477,0.0008027
40,-0.14772284,-0.10542347,"('stingy', 'generous')",-1.9289186,-2.1765811,-1.0383208,-1.1410023,0.1026815
11,-0.1162919,-0.0682113,"('unhelpful', 'helpful')",2.159715,2.10272,1.0217115,1.0172544,0.0044571
