,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
27,0.77743137,0.7156452,"('hardhearted', 'softhearted')",-0.154408,-0.558655,1.1320318,0.7284786,0.5850184,0.2951563,0.2898621
19,0.6994049,0.6562893,"('inhospitable', 'hospitable')",-0.76941466,-0.8406644,-0.061238497,-0.32014927,-0.0437494,-0.1681748,0.1244254
13,-0.637803,-0.7973889,"('impolite', 'polite')",0.7031832,0.48710474,-0.14509358,-0.010792337,-0.0265711,-0.1070255,0.0804544
56,-0.6324585,-0.46503335,"('impractical', 'practical')",0.712502,0.6338694,-0.18504867,0.06288968,-0.0350017,0.0772419,-0.1122436
49,-0.6186424,-0.40941766,"('unable', 'able')",-0.70164603,-0.43175033,-0.5156003,-0.1375205,-0.6119629,-0.3262295,-0.2857334
58,0.58229387,0.6054177,"('undiscriminating', 'discriminating')",0.33998576,0.32465506,0.029891064,-0.15816565,0.3173902,0.2573024,0.0600878
82,-0.49141878,-0.3079593,"('poor', 'rich')",-1.0195278,-0.7443117,5.7114687,5.9268665,1.4001741,1.6248652,-0.2246911
73,0.49117476,0.5805218,"('helpless', 'self-reliant')",-0.13160935,0.13323325,-3.4728014,-3.5058393,-1.0377453,-0.9306947,-0.1070506
48,-0.48337585,-0.66809464,"('unintelligent', 'intelligent')",-0.25830963,-0.6520501,0.35765922,0.17127772,-0.1280088,-0.3829556,0.2549468
14,-0.4787553,-0.50345755,"('antisocial', 'social')",0.8625694,1.1415708,-0.6678008,-0.30712095,-0.0946622,0.1103308,-0.204993
30,0.45101124,0.36361074,"('intolerant', 'tolerant')",-0.25101787,-0.29377335,0.62950206,0.75487053,0.2764985,0.2749026,0.0015959
72,0.44060135,0.4482398,"('unambitious', 'ambitious')",-0.45381463,-0.46101034,-1.2430176,-1.126359,-0.4187436,-0.3797098,-0.0390338
65,-0.43941683,-0.6971906,"('insecure', 'secure')",0.27684328,0.07309448,-0.3521787,0.006011501,-0.1715841,-0.2060282,0.0344441
31,0.43095142,0.37582213,"('evil', 'good')",-0.5693956,-0.63520557,-1.1224396,-1.6376497,-0.4202946,-0.6323444,0.2120498
47,0.42351744,0.5728452,"('stupid', 'smart')",-0.3394874,-0.2360741,5.090137,5.2005568,1.7247224,1.8457759,-0.1210535
61,0.39614853,0.49881253,"('illogical', 'logical')",-0.0112204235,-0.1315234,0.3952643,0.27936462,0.2600641,0.2155513,0.0445128
87,-0.368086,-0.08883865,"('unsuccessful', 'successful')",1.7743407,2.00482,1.1678171,1.4468459,0.858024,1.1209424,-0.2629184
86,-0.36768958,-0.672982,"('uninfluential', 'influential')",-0.3791915,-0.6462388,-0.09903292,-0.4250295,-0.2819713,-0.5814168,0.2994455
34,0.32581717,0.29898295,"('mean', 'honorable')",0.19529416,0.07470086,5.885515,6.091392,2.1355422,2.1550253,-0.0194831
7,-0.27825746,-0.3240269,"('insensitive', 'sensitive')",-0.3419084,-0.66410124,0.5725889,0.6006968,-0.015859,-0.1291438,0.1132848
79,0.23088156,0.3988343,"('wavering', 'unwavering')",-0.3794327,-0.10528377,-0.02067049,-0.056421638,-0.0564072,0.079043,-0.1354502
83,0.22486565,0.27555102,"('powerless', 'powerful')",0.21084133,0.38018775,-0.5063577,-0.61294717,-0.0235503,0.0142639,-0.0378142
17,0.20740731,0.32974517,"('nasty', 'nice')",-1.1944779,-1.0112303,-0.70590305,-0.7254433,-0.5643245,-0.4689762,-0.0953483
50,0.20042422,0.17868987,"('clumsy', 'skillful')",0.2236251,0.3794474,0.32251567,0.13464366,0.248855,0.230927,0.017928
68,-0.14516616,-0.34397206,"('dependent', 'independent')",0.31314248,-0.021326011,-0.09670465,-0.21479577,0.0237572,-0.1933646,0.2171218
88,-0.14503558,0.09652974,"('low', 'eminent')",-0.43516034,-0.20181756,-0.004170891,0.19836058,-0.1947889,0.0310243,-0.2258132
15,0.13005735,0.03704506,"('boring', 'funny')",-0.367369,-0.3496048,0.28898644,0.31879306,0.0172249,0.0020778,0.0151471
32,0.10936986,0.19822909,"('unkind', 'kind')",-0.45075813,-0.5082363,0.88693875,0.9239445,0.1818502,0.2046458,-0.0227956
43,0.10443885,0.1851879,"('irresponsible', 'responsible')",-0.0076421443,-0.08032625,0.62346536,0.72667927,0.2400874,0.2771803,-0.0370929
29,-0.07807034,-0.08354608,"('unfair', 'fair')",-0.1276305,-0.13788788,-0.45130354,-0.5759349,-0.2190015,-0.2657896,0.0467881
20,-0.062008098,0.33724177,"('rough', 'thoughtful')",0.5056733,0.6762626,1.081184,1.0102522,0.5082831,0.6745855,-0.1663024
42,-0.05963284,-0.022649186,"('unreliable', 'reliable')",0.8665535,1.1752069,-2.6129444,-2.6334774,-0.6020079,-0.4936399,-0.108368
0,-0.05569359,-0.2621701,"('unsociable', 'sociable')",0.29422218,0.08522342,-0.21306531,-0.3679788,0.0084878,-0.1816418,0.1901296
41,0.054958507,0.1893865,"('unforgiving', 'forgiving')",0.09125273,0.33890682,0.06875205,0.033624902,0.0716544,0.1873061,-0.1156517
74,-0.05245685,0.17689732,"('undedicated', 'dedicated')",0.16584553,0.38462818,-0.13902876,-0.09988916,-0.0085467,0.1538788,-0.1624255
78,0.021210253,0.0839362,"('nonresilient', 'resilient')",1.1758616,1.3617743,1.1412506,1.0225139,0.7794408,0.8227415,-0.0433007
4,-0.020810975,0.03893896,"('disliked', 'liked')",0.11443684,0.60841095,-5.9477777,-5.9671693,-1.9513839,-1.7732732,-0.1781107
67,-0.0011701398,0.010840239,"('doubtful', 'determined')",0.13773474,0.21999952,-0.39026272,-0.2724315,-0.084566,-0.0138639,-0.0707021
