,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.3301003,-2.0468721,"('hostile', 'amicable')",-2.1621637,-2.3089952,0.705437,0.34172803,-1.2622756,-1.3380464,0.0757708
31,-2.1752756,-1.74906,"('evil', 'good')",-1.3337232,-1.2595917,-0.3486439,-0.4945309,-1.2858809,-1.1677275,-0.1181534
56,2.1501772,1.9525484,"('impractical', 'practical')",1.0001075,1.1961383,-0.6112032,-0.1889112,0.8463605,0.9865918,-0.1402313
71,1.990552,1.9149419,"('diffident', 'self-confident')",0.13835347,0.08692352,0.5967164,0.56607777,0.9085406,0.855981,0.0525596
43,1.7711419,1.2673002,"('irresponsible', 'responsible')",0.5137682,0.32124326,0.37119842,0.50927496,0.8853695,0.6992728,0.1860967
19,-1.6616778,-1.5347519,"('inhospitable', 'hospitable')",-1.3893311,-1.4192889,-0.062005896,-0.10122241,-1.0376716,-1.0184211,-0.0192505
60,1.5879296,1.1433023,"('inefficient', 'efficient')",2.5417068,2.488924,-0.20714968,0.09890744,1.3074955,1.2437113,0.0637842
39,1.5571209,1.3029575,"('exploitative', 'cooperative')",0.7621338,0.63788146,0.07142359,0.21828538,0.7968927,0.7197081,0.0771846
14,1.2453353,1.0979648,"('antisocial', 'social')",1.1369311,1.2233688,-0.69602287,-0.57952744,0.5620812,0.580602,-0.0185208
21,1.2081747,0.8431761,"('immoral', 'moral')",0.8983299,0.73568195,-0.9747195,-0.8508442,0.3772617,0.2426713,0.1345904
9,1.1896706,0.94027126,"('unaffectionate', 'caring')",-0.56625503,-0.69867504,1.3790673,1.4494026,0.6674943,0.5636663,0.103828
33,1.1679964,1.1089932,"('wrong', 'right')",-0.90568185,-0.8616148,-0.4091192,-0.62886703,-0.0489349,-0.1271629,0.078228
30,1.1644462,1.026615,"('intolerant', 'tolerant')",1.2098589,1.2263693,0.741452,1.0194329,1.0385857,1.0908057,-0.05222
4,-1.1061668,-0.72244525,"('disliked', 'liked')",-0.7936158,-0.90286326,-6.6969333,-6.664625,-2.865572,-2.7633114,-0.1022606
25,1.0720338,0.98580664,"('egoistic', 'altruistic')",0.06010487,-0.040867355,1.7177918,1.69975,0.9499768,0.8815631,0.0684137
44,-1.0591961,-1.0427239,"('prejudiced', 'unprejudiced')",-0.0405064,0.0058874674,-1.1688579,-1.2729648,-0.7561868,-0.7699337,0.0137469
28,1.0400572,0.8281967,"('disloyal', 'loyal')",0.074644044,-0.20631692,1.1681145,1.1722721,0.7609386,0.5980506,0.162888
7,1.0247157,0.77902204,"('insensitive', 'sensitive')",0.95698285,0.86555845,0.6640147,1.0098529,0.8819044,0.8848111,-0.0029067
24,0.9889287,0.7011998,"('dishonest', 'honest')",-0.6990187,-0.72684133,0.6481947,0.83083063,0.3127015,0.2683964,0.0443051
