,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
60,5.5711045,5.949299,"('inefficient', 'efficient')",2.1124406,3.091326,1.3476205,1.527399,0.6129156,0.96516246,2.4110205,2.8832965,-0.472276
55,5.0596504,5.325151,"('incompetent', 'clever')",0.21935841,1.0529076,0.049768284,-0.13193968,0.08509627,-0.034954663,1.3534684,1.552791,-0.1993226
35,-4.82023,-5.1751337,"('corrupt', 'incorrupt')",-0.17576069,-1.2068752,-0.97113496,-0.89752316,-0.74862194,-0.9269688,-1.678937,-2.0516253,0.3726883
6,-4.516012,-4.603074,"('distant', 'open')",-1.5370742,-2.1056085,-0.77092636,-0.77235794,0.25640315,-0.09696873,-1.6419024,-1.8945023,0.2525999
46,4.41581,4.996039,"('uncompetitive', 'competitive')",1.4213648,2.4017236,1.0966722,1.1008942,0.4209332,0.6205408,1.838695,2.2797992,-0.4411042
31,-4.3412127,-4.479448,"('evil', 'good')",-1.5877806,-2.129145,-0.6005501,-0.6474562,-1.2851804,-1.626051,-1.953681,-2.220525,0.266844
85,-4.2697988,-4.4749923,"('insignificant', 'prestigious')",-0.67133796,-1.5961746,-0.9752528,-1.1039667,0.15940376,-0.31902665,-1.4392464,-1.87354,0.4342936
36,-4.1679983,-4.5943646,"('hostile', 'amicable')",-0.46311322,-1.2343723,-0.7584151,-0.88007635,-0.45543975,-0.7315093,-1.4612416,-1.8600806,0.398839
10,4.1512427,4.328626,"('unsympathetic', 'sympathetic')",0.7617143,1.391277,-0.27715415,-0.29425183,0.34338036,0.3425919,1.2447959,1.4420607,-0.1972648
70,4.0113688,4.4031754,"('lethargic', 'energetic')",1.4124285,2.2291887,0.49243572,0.63477427,1.3220761,1.4983164,1.8095772,2.1913638,-0.3817866
81,3.8422897,4.116583,"('submissive', 'aggressive')",-0.6143837,0.14613229,0.29780287,0.41280544,-0.31836748,-0.09002159,0.8018354,1.1463748,-0.3445394
