,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
48,2.1358974,2.1211195,"('unintelligent', 'intelligent')",0.9038978,0.83236593,-0.059763767,-0.034230288,0.66765815,0.6784442,0.9119224,0.8994249,0.0124975
17,-1.565709,-1.2078686,"('nasty', 'nice')",-0.22427823,-0.120119356,-0.8992227,-0.8437348,-0.6846776,-0.6097153,-0.8434719,-0.6953595,-0.1481124
16,-1.4635521,-1.3782833,"('unpopular', 'popular')",-0.17481469,-0.17620152,-0.09710289,-0.19776304,0.49899808,0.44580078,-0.3091179,-0.3266118,0.0174939
72,1.4561834,1.3794913,"('unambitious', 'ambitious')",0.43240747,0.5672932,0.31599978,0.34802258,-0.9975423,-0.88170135,0.3017621,0.3532764,-0.0515143
19,-1.4429529,-1.356514,"('inhospitable', 'hospitable')",0.07490623,0.06108866,-1.1824857,-1.2161622,-0.15510917,-0.20775889,-0.6764104,-0.6798366,0.0034262
36,-1.4069887,-1.4047619,"('hostile', 'amicable')",-1.5859233,-1.7172635,-1.8353571,-2.1307538,0.042141177,-0.17076768,-1.196532,-1.3558867,0.1593547
26,1.3301104,1.1608778,"('hardhearted', 'benevolent')",1.1350107,1.0838314,0.7426453,0.8056476,1.6351207,1.6359876,1.2107219,1.1715862,0.0391357
6,-1.322705,-1.3990482,"('distant', 'open')",-0.14444277,-0.17604464,-1.8648005,-1.9778311,0.3423992,0.30911112,-0.7473873,-0.8109532,0.0635659
12,1.2054377,1.3423184,"('unsupportive', 'supportive')",1.8165219,1.9175768,1.6651689,1.7468796,-1.3385465,-1.3728108,0.8371455,0.908491,-0.0713455
58,-1.188256,-0.88964957,"('undiscriminating', 'discriminating')",-0.055610992,-0.056197315,0.55120206,0.53872615,-0.03442924,-0.13345738,-0.1817736,-0.1351445,-0.0466291
56,1.1646813,1.0957663,"('impractical', 'practical')",1.6878977,1.7021266,0.9953677,1.1298048,0.3076815,0.21931277,1.0389071,1.0367527,0.0021544
69,-1.1413704,-1.1454469,"('lazy', 'industrious')",0.20761833,0.26748964,0.4498038,0.32098478,-0.43029812,-0.50012165,-0.2285616,-0.2642735,0.0357119
