,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,-2.6014984,-2.43639,"('prejudiced', 'unprejudiced')",-1.8690675,-1.7639039,-2.2352829,-2.1001468,-0.1351361
48,2.31155,1.5041344,"('unintelligent', 'intelligent')",1.239906,0.82338756,1.775728,1.163761,0.611967
66,-2.1179247,-1.6654793,"('inactive', 'active')",-0.1419234,-0.11575194,-1.1299241,-0.8906156,-0.2393085
31,-2.1153362,-1.3443123,"('evil', 'good')",-1.0747144,-0.9673259,-1.5950253,-1.1558192,-0.4392061
60,2.1109903,1.9584183,"('inefficient', 'efficient')",0.07161889,0.19537167,1.0913045,1.076895,0.0144095
69,-2.029335,-1.4592139,"('lazy', 'industrious')",-0.7366846,-0.5957858,-1.3830098,-1.0274998,-0.35551
16,-1.9470868,-1.9920282,"('unpopular', 'popular')",0.61470056,0.3669979,-0.6661931,-0.8125151,0.146322
52,-1.814165,-1.5362839,"('irrational', 'rational')",0.039776955,0.052194104,-0.887194,-0.7420449,-0.1451491
12,1.7324934,1.5335188,"('unsupportive', 'supportive')",-1.7523341,-1.7375382,-0.0099204,-0.1020097,0.0920893
6,-1.6929581,-0.934636,"('distant', 'open')",-0.52128917,-0.5985287,-1.1071236,-0.7665824,-0.3405412
79,-1.635973,-1.2063893,"('wavering', 'unwavering')",-0.14684099,-0.3624134,-0.891407,-0.7844014,-0.1070056
36,-1.6174024,-1.1430652,"('hostile', 'amicable')",-0.06596261,-0.27526888,-0.8416826,-0.7091671,-0.1325155
28,1.6030838,1.0925068,"('disloyal', 'loyal')",1.5247128,1.3752517,1.5638983,1.2338792,0.3300191
75,-1.5898343,-1.4270104,"('meek', 'impulsive')",-0.5673774,-0.60588664,-1.0786059,-1.0164485,-0.0621574
17,-1.5040716,-1.5645034,"('nasty', 'nice')",-0.62994295,-0.80213875,-1.0670073,-1.1833211,0.1163138
23,1.4948567,1.2528406,"('insincere', 'sincere')",6.1952596,5.7690144,3.8450582,3.5109274,0.3341308
81,1.4837587,0.53123105,"('submissive', 'aggressive')",-0.2073904,-0.42218328,0.6381841,0.0545239,0.5836602
9,1.3334149,1.5811485,"('unaffectionate', 'caring')",1.427602,1.2366755,1.3805084,1.4089119,-0.0284035
4,-1.2592146,-1.0560782,"('disliked', 'liked')",-6.7113676,-6.3736186,-3.985291,-3.7148485,-0.2704425
11,1.1795918,0.8831921,"('unhelpful', 'helpful')",2.390651,2.3553157,1.7851214,1.6192539,0.1658675
