,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,2.4442043,2.5972905,"('inefficient', 'efficient')",1.2156297,1.131021,1.829917,1.8641558,-0.0342388
14,2.0681796,1.85601,"('antisocial', 'social')",0.9219744,0.3965638,1.495077,1.1262869,0.3687901
56,2.0187013,2.262168,"('impractical', 'practical')",0.40450054,0.16908017,1.2116009,1.2156241,-0.0040232
6,-1.9854463,-1.9979358,"('distant', 'open')",-1.805103,-1.455028,-1.8952746,-1.7264819,-0.1687927
31,-1.902709,-2.2419147,"('evil', 'good')",-1.9948865,-1.8804336,-1.9487977,-2.0611742,0.1123765
36,-1.8172637,-2.2971659,"('hostile', 'amicable')",-0.7230228,-0.8548633,-1.2701433,-1.5760145,0.3058712
79,-1.7871882,-1.7255838,"('wavering', 'unwavering')",-1.0924857,-0.82278115,-1.439837,-1.2741824,-0.1656546
8,-1.7381403,-1.9522836,"('unaffectionate', 'affectionate')",-0.08407017,-0.08752244,-0.9111053,-1.0199031,0.1087978
62,1.6573764,2.260793,"('incompetent', 'brilliant')",1.1273916,1.4009573,1.3923841,1.8308752,-0.4384911
1,-1.6188438,-1.8856622,"('unfriendly', 'friendly')",0.6990842,0.52527547,-0.4598798,-0.6801934,0.2203136
35,-1.5938132,-1.8275423,"('corrupt', 'incorrupt')",-1.6300336,-1.4370556,-1.6119235,-1.6322989,0.0203754
5,-1.5538505,-1.4797108,"('distant', 'outgoing')",-1.6020892,-1.2388204,-1.5779698,-1.3592656,-0.2187042
81,1.5206798,1.4360082,"('submissive', 'aggressive')",0.36337763,0.32039434,0.9420288,0.8782012,0.0638276
39,1.5051012,1.242964,"('exploitative', 'cooperative')",0.12593395,-0.00646259,0.8155175,0.6182507,0.1972668
61,1.4404185,1.401091,"('illogical', 'logical')",0.8880969,0.82042235,1.1642578,1.1107566,0.0535012
21,1.4351596,1.5709766,"('immoral', 'moral')",0.53533185,0.25897133,0.9852457,0.914974,0.0702717
76,1.3917611,1.7628462,"('anxious', 'daring')",0.43341637,0.4160576,0.9125887,1.0894519,-0.1768632
65,1.2860818,1.227034,"('insecure', 'secure')",0.58841455,0.47983688,0.9372482,0.8534354,0.0838128
80,1.2846642,1.4610636,"('dominated', 'dominating')",-0.19277583,-0.24266797,0.5459442,0.6091979,-0.0632537
52,-1.2767639,-1.4048038,"('irrational', 'rational')",-0.86749613,-0.854585,-1.07213,-1.1296943,0.0575643
3,1.2333466,1.0113643,"('repellent', 'pleasant')",1.3247025,1.0022079,1.2790246,1.0067861,0.2722385
55,1.2221205,1.2534976,"('incompetent', 'clever')",1.3161205,0.9496538,1.2691205,1.1015757,0.1675448
87,1.2213607,1.6704001,"('unsuccessful', 'successful')",0.91712683,0.96341944,1.0692438,1.3169098,-0.247666
9,-1.2083687,-1.1409978,"('unaffectionate', 'caring')",0.60805017,0.77415997,-0.3001592,-0.1834189,-0.1167403
42,1.1456106,1.5141008,"('unreliable', 'reliable')",-3.00287,-3.025275,-0.9286298,-0.7555871,-0.1730427
30,1.1311034,0.9986848,"('intolerant', 'tolerant')",1.3892329,1.1688406,1.2601681,1.0837628,0.1764053
18,-1.0873134,-1.3332821,"('disagreeable', 'welcoming')",-0.56122905,-0.8368199,-0.8242712,-1.0850511,0.2607799
85,-1.0540847,-1.1749423,"('insignificant', 'prestigious')",-0.9582907,-1.1191672,-1.0061877,-1.1470547,0.140867
26,-1.0382531,-1.5770198,"('hardhearted', 'benevolent')",1.5335826,1.1118717,0.2476647,-0.232574,0.4802387
2,1.017935,1.0712004,"('unlikable', 'likable')",0.89272195,0.6816504,0.9553285,0.8764254,0.0789031
45,0.99803394,0.9618454,"('incompetent', 'competent')",0.67618454,0.3742791,0.8371092,0.6680623,0.1690469
77,0.940927,1.1391667,"('unmotivated', 'motivated')",-0.64386326,-0.42500016,0.1485319,0.3570833,-0.2085514
66,-0.93385273,-0.97099614,"('inactive', 'active')",-0.088831946,0.0074953884,-0.5113423,-0.4817504,-0.0295919
53,-0.9000537,-0.82042867,"('uncreative', 'creative')",0.6001003,0.53340375,-0.1499767,-0.1435125,-0.0064642
20,0.8995273,0.9467695,"('rough', 'thoughtful')",1.031017,0.7229002,0.9652721,0.8348348,0.1304373
46,0.881647,1.186105,"('uncompetitive', 'competitive')",0.17093669,0.027846884,0.5262918,0.606976,-0.0806842
67,0.8662705,1.0420089,"('doubtful', 'determined')",-0.25448707,-0.17968145,0.3058917,0.4311637,-0.125272
19,-0.84676087,-0.7773047,"('inhospitable', 'hospitable')",-0.9451505,-0.81639594,-0.8959557,-0.7968503,-0.0991054
27,-0.8073471,-0.64230835,"('hardhearted', 'softhearted')",0.5704059,0.584698,-0.1184706,-0.0288052,-0.0896654
78,-0.8057885,-0.5273014,"('nonresilient', 'resilient')",0.07612851,0.17208962,-0.36483,-0.1776059,-0.1872241
59,-0.78484917,-0.674271,"('foolish', 'wise')",-0.6985902,-0.26943797,-0.7417197,-0.4718545,-0.2698652
54,-0.7554315,-0.6800281,"('incapable', 'capable')",0.75446403,0.889491,-0.0004837,0.1047315,-0.1052152
86,-0.7382199,-0.7494601,"('uninfluential', 'influential')",-0.036944665,-0.089083076,-0.3875823,-0.4192716,0.0316893
13,0.6875692,0.7060322,"('impolite', 'polite')",0.115855314,-0.15631421,0.4017123,0.274859,0.1268533
70,0.676419,1.1628971,"('lethargic', 'energetic')",0.71225643,0.8168232,0.6943377,0.9898602,-0.2955225
63,0.6492313,1.1122557,"('unperceptive', 'insightful')",1.0363911,1.1741859,0.8428112,1.1432208,-0.3004096
71,-0.63933545,-0.5950234,"('diffident', 'self-confident')",0.029364426,-0.0018141326,-0.3049855,-0.2984188,-0.0065667
84,0.6355443,0.748494,"('inferior', 'superior')",0.90478635,0.9674263,0.7701653,0.8579602,-0.0877949
0,0.6229783,0.53359014,"('unsociable', 'sociable')",0.35879755,0.071353704,0.4908879,0.3024719,0.188416
23,0.59188926,0.51928246,"('insincere', 'sincere')",6.681827,6.669386,3.6368582,3.5943341,0.0425241
88,-0.5821378,-0.7914805,"('low', 'eminent')",0.027499018,-0.2052351,-0.2773194,-0.4983578,0.2210384
11,0.55748934,0.69835603,"('unhelpful', 'helpful')",2.7024627,2.6287131,1.629976,1.6635346,-0.0335586
32,0.5296039,0.59234023,"('unkind', 'kind')",1.4002426,1.2518437,0.9649233,0.922092,0.0428313
82,0.5171521,0.579545,"('poor', 'rich')",7.1553345,7.287368,3.8362432,3.9334564,-0.0972132
75,-0.5136669,-0.25567278,"('meek', 'impulsive')",-0.92101026,-0.7166383,-0.7173386,-0.4861556,-0.231183
64,0.49770838,0.79993737,"('shy', 'confident')",-6.211434,-6.257765,-2.8568628,-2.7289138,-0.127949
41,0.4903813,0.33132103,"('unforgiving', 'forgiving')",0.46238023,0.011539316,0.4763808,0.1714302,0.3049506
7,0.48771542,0.23452027,"('insensitive', 'sensitive')",0.9236735,0.5648699,0.7056944,0.3996951,0.3059993
74,0.48411274,0.58559823,"('undedicated', 'dedicated')",-0.2746993,-0.33683,0.1047067,0.1243841,-0.0196774
33,-0.47904214,-0.3828105,"('wrong', 'right')",-1.3810109,-1.2962806,-0.9300265,-0.8395455,-0.090481
51,0.45187593,0.7620355,"('uneducated', 'educated')",1.0217957,1.0359532,0.7368358,0.8989943,-0.1621585
16,-0.41546693,-0.3793563,"('unpopular', 'popular')",0.23676279,0.15567668,-0.0893521,-0.1118398,0.0224877
22,0.4121949,0.44515726,"('untrustworthy', 'trustworthy')",-0.8427428,-1.114957,-0.2152739,-0.3348998,0.1196259
38,-0.41037086,-0.27817744,"('untruthful', 'truthful')",0.25499967,0.37279388,-0.0776856,0.0473082,-0.1249938
25,-0.38425073,-0.70827556,"('egoistic', 'altruistic')",0.5811657,0.4662205,0.0984575,-0.1210275,0.219485
37,0.3539782,0.50424623,"('fake', 'genuine')",0.15637045,0.33189046,0.2551743,0.4180683,-0.162894
43,0.3531608,0.6943394,"('irresponsible', 'responsible')",1.1385298,1.1824697,0.7458453,0.9384046,-0.1925593
57,-0.30996192,-0.29075631,"('unimaginative', 'imaginative')",-2.8091908,-3.1313465,-1.5595763,-1.7110513,0.151475
83,-0.29868656,-0.089990325,"('powerless', 'powerful')",-0.73802876,-0.6514934,-0.5183576,-0.3707418,-0.1476158
73,0.29850054,0.6012001,"('helpless', 'self-reliant')",-3.8546028,-3.7043486,-1.7780511,-1.5515742,-0.2264769
4,-0.29827967,-0.20783278,"('disliked', 'liked')",-7.07193,-7.331348,-3.6851048,-3.7695904,0.0844856
49,0.29598594,0.41943577,"('unable', 'able')",0.06411276,0.07800186,0.1800493,0.2487188,-0.0686695
68,-0.26702046,-0.16711333,"('dependent', 'independent')",-0.4716844,-0.33947727,-0.3693524,-0.2532953,-0.1160571
15,-0.24829829,-0.4387351,"('boring', 'funny')",-0.19283172,-0.350969,-0.220565,-0.394852,0.174287
47,0.22424623,0.38755855,"('stupid', 'smart')",5.3377337,5.57073,2.7809899,2.9791443,-0.1981544
12,-0.2203784,0.23407923,"('unsupportive', 'supportive')",-1.8892404,-1.8759301,-1.0548093,-0.8209254,-0.2338839
28,-0.18844962,-0.5428964,"('disloyal', 'loyal')",1.725442,1.4859883,0.7684962,0.4715459,0.2969503
24,0.17004603,0.1292018,"('dishonest', 'honest')",0.91374767,1.0166619,0.5418968,0.5729318,-0.031035
34,0.13539678,0.34458652,"('mean', 'honorable')",6.287923,6.3874316,3.2116599,3.366009,-0.1543491
40,-0.12983227,0.16788314,"('stingy', 'generous')",-2.512554,-2.4247973,-1.3211931,-1.1284571,-0.192736
69,-0.114877015,-0.13806313,"('lazy', 'industrious')",-1.4329553,-1.2830373,-0.7739161,-0.7105502,-0.0633659
58,-0.1088371,-0.047987882,"('undiscriminating', 'discriminating')",0.52375543,0.41549698,0.2074592,0.1837545,0.0237047
48,0.102169484,0.15204872,"('unintelligent', 'intelligent')",1.2381998,1.1524132,0.6701847,0.652231,0.0179537
29,-0.095921725,0.00654402,"('unfair', 'fair')",-0.5366003,-0.6676694,-0.316261,-0.3305627,0.0143017
17,-0.06420265,-0.28436375,"('nasty', 'nice')",-0.7928619,-1.1015496,-0.4285323,-0.6929567,0.2644244
72,0.033795167,0.53653955,"('unambitious', 'ambitious')",-0.34737635,0.07213122,-0.1567906,0.3043354,-0.461126
10,-0.008834717,0.1710687,"('unsympathetic', 'sympathetic')",0.34193936,0.24867287,0.1665523,0.2098708,-0.0433185
44,-0.007807594,0.18686748,"('prejudiced', 'unprejudiced')",-1.361191,-1.2325492,-0.6844993,-0.5228409,-0.1616584
50,0.00470688,-0.00650806,"('clumsy', 'skillful')",0.14435595,0.17107458,0.0745314,0.0822833,-0.0077519
