,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
7,0.2756469,0.6555006,"('insensitive', 'sensitive')",1.1968476,1.1840036,0.86931086,0.9460826,0.7806018,0.9285289,-0.1479271
15,-0.24563226,-0.4271507,"('boring', 'funny')",-0.07979103,0.061473936,0.28704995,0.14811032,-0.0127911,-0.0725221,0.059731
67,0.2379298,0.46404412,"('doubtful', 'determined')",0.26733643,0.52110773,-0.68095887,-0.5222512,-0.0585642,0.1543002,-0.2128644
4,-0.23683423,-1.1271287,"('disliked', 'liked')",-0.7219576,-0.9214864,-5.451863,-5.81073,-2.1368848,-2.6197817,0.4828969
3,-0.21557948,0.12164387,"('repellent', 'pleasant')",-0.71515626,-0.6597406,0.19624665,0.27886492,-0.2448297,-0.0864106,-0.1584191
61,0.19278777,0.15531218,"('illogical', 'logical')",1.0284094,0.9260375,0.096834704,-0.020226989,0.4393439,0.3537076,0.0856363
77,0.18164748,0.38844308,"('unmotivated', 'motivated')",-0.4640346,-0.18862629,-0.74805754,-0.64642644,-0.3434815,-0.1488699,-0.1946116
68,0.1289202,0.4709385,"('dependent', 'independent')",0.05964157,-0.002070643,-1.0060054,-0.9775922,-0.2724812,-0.1695748,-0.1029064
88,0.10485398,0.052422702,"('low', 'eminent')",-1.1512332,-0.9448619,0.151585,0.21888414,-0.2982647,-0.2245183,-0.0737464
82,0.0682286,0.26228952,"('poor', 'rich')",-0.23529416,0.077858,5.1453867,5.327904,1.6594404,1.8893506,-0.2299102
34,0.04744316,0.2294298,"('mean', 'honorable')",-1.336839,-1.2935961,5.4502454,5.546781,1.3869499,1.4942048,-0.1072549
49,-0.044793144,0.12325819,"('unable', 'able')",-0.22684403,-0.4159655,-0.07636867,-0.11601815,-0.1160019,-0.1362418,0.0202399
73,0.033145078,-0.1804396,"('helpless', 'self-reliant')",-0.22832029,-0.25614804,-2.5573459,-2.6799343,-0.917507,-1.0388406,0.1213336
38,0.02424945,-0.110278636,"('untruthful', 'truthful')",-0.4067223,-0.39248157,-0.25615165,-0.25986016,-0.2128748,-0.2542068,0.041332
26,0.023419257,-0.68213964,"('hardhearted', 'benevolent')",1.5875664,1.6301943,1.9280316,1.8595185,1.1796724,0.9358578,0.2438146
83,0.010559704,-0.105541706,"('powerless', 'powerful')",-0.3685123,-0.51100993,-0.61417943,-0.6464672,-0.324044,-0.4210063,0.0969623
