,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.652641,-2.493067,"('uninfluential', 'influential')",-1.1616716,-1.1859834,-0.06221815,0.038204756,-1.292177,-1.2136153,-0.0785617
10,-2.542765,-2.506211,"('unsympathetic', 'sympathetic')",-0.6230611,-0.60986435,0.28782046,0.26814833,-0.9593352,-0.949309,-0.0100262
69,2.3874333,2.2995515,"('lazy', 'industrious')",0.59062,0.44167233,-0.7266115,-0.823835,0.7504807,0.6391296,0.1113511
8,-1.8172182,-1.9530432,"('unaffectionate', 'affectionate')",-1.6382867,-1.654913,0.46263468,0.76752347,-0.9976234,-0.9468109,-0.0508125
55,-1.7796208,-1.664105,"('incompetent', 'clever')",-0.0956302,-0.0058989916,0.3057563,0.31067598,-0.5231649,-0.4531093,-0.0700556
0,-1.7643831,-1.4806147,"('unsociable', 'sociable')",-0.41129422,-0.31879148,-0.22297129,-0.2212403,-0.7995495,-0.6735489,-0.1260006
1,-1.738302,-1.612339,"('unfriendly', 'friendly')",-1.2954141,-1.2330287,1.5744194,1.7975143,-0.4864323,-0.3492845,-0.1371478
9,-1.6871637,-1.7837309,"('unaffectionate', 'caring')",-1.1486433,-1.2011098,1.1533314,1.2697845,-0.5608251,-0.5716854,0.0108603
48,-1.6666039,-1.5342009,"('unintelligent', 'intelligent')",-0.9802188,-0.8459015,0.58958787,0.6350451,-0.6857449,-0.5816858,-0.1040591
28,-1.6137713,-1.5104516,"('disloyal', 'loyal')",-1.0740181,-1.0465811,1.3959221,1.485575,-0.4306225,-0.3571525,-0.07347
57,-1.4875624,-1.403901,"('unimaginative', 'imaginative')",-0.6115433,-0.68344283,-1.7867781,-2.1450813,-1.2952946,-1.4108082,0.1155136
53,-1.4074305,-1.3237424,"('uncreative', 'creative')",-0.82766443,-0.7972544,1.6658475,1.6170661,-0.1897492,-0.1679769,-0.0217723
45,-1.3857317,-1.5049281,"('incompetent', 'competent')",0.0046077464,-0.1838949,0.0396553,-0.06130727,-0.4471562,-0.5833768,0.1362206
21,-1.3786616,-1.183822,"('immoral', 'moral')",0.6688387,0.8778122,-1.0013368,-0.92358387,-0.5703866,-0.4098646,-0.160522
12,-1.29461,-1.4078509,"('unsupportive', 'supportive')",-0.60973805,-0.7249309,-1.2104509,-1.4039329,-1.0382663,-1.1789049,0.1406386
24,-1.2601521,-1.1178869,"('dishonest', 'honest')",-0.14999878,-0.034602087,1.0877411,1.3337783,-0.1074699,0.0604298,-0.1678997
19,-1.166208,-1.228591,"('inhospitable', 'hospitable')",-0.9063347,-1.00045,-0.00881451,0.029360639,-0.6937857,-0.7332269,0.0394412
43,-1.1538405,-1.0584068,"('irresponsible', 'responsible')",0.0578143,0.03156311,1.2074114,1.2966703,0.0371284,0.0899422,-0.0528138
35,1.0990103,1.1574379,"('corrupt', 'incorrupt')",-0.64269197,-0.57517886,-0.6702356,-0.3406452,-0.0713057,0.080538,-0.1518437
77,-1.0839812,-1.044052,"('unmotivated', 'motivated')",-0.43650806,-0.4494713,-1.2732503,-1.424171,-0.9312465,-0.9725648,0.0413183
23,-1.0687405,-1.2163132,"('insincere', 'sincere')",0.18677725,0.0051049814,5.4389153,5.540296,1.518984,1.4430292,0.0759548
39,1.0685323,1.2473376,"('exploitative', 'cooperative')",1.0911889,1.1696212,0.089117244,0.15803187,0.7496129,0.8583302,-0.1087173
62,-0.9910471,-1.085163,"('incompetent', 'brilliant')",0.47443795,0.31024575,0.66026723,0.38815048,0.047886,-0.1289223,0.1768083
73,0.9837241,0.9159088,"('helpless', 'self-reliant')",0.27910975,0.3466307,-2.9793699,-3.1786118,-0.5721787,-0.6386907,0.066512
75,0.9776821,0.8290108,"('meek', 'impulsive')",-0.14818044,-0.16384348,-0.4751372,-0.49340954,0.1181215,0.0572526,0.0608689
44,0.9760658,0.9705489,"('prejudiced', 'unprejudiced')",0.7163299,0.7393709,-1.2673596,-1.3360994,0.1416787,0.1246068,0.0170719
3,-0.9062677,-0.8936684,"('repellent', 'pleasant')",-0.046719052,0.044379663,0.11562047,0.08166577,-0.2791221,-0.2558743,-0.0232478
27,-0.88245,-0.9176256,"('hardhearted', 'softhearted')",-0.39165157,-0.2506663,1.2348051,1.4262813,-0.0130988,0.0859965,-0.0990953
60,-0.86970115,-0.71404856,"('inefficient', 'efficient')",1.6224666,1.6040661,0.4561907,0.20051311,0.4029854,0.3635102,0.0394752
11,-0.8549073,-0.9824138,"('unhelpful', 'helpful')",0.025748186,-0.015508726,2.5163522,2.3372662,0.5623977,0.4464479,0.1159498
67,0.8173015,0.8444733,"('doubtful', 'determined')",0.989443,1.0203819,-0.534451,-0.485781,0.4240979,0.4596914,-0.0355935
46,-0.81394106,-0.82640815,"('uncompetitive', 'competitive')",0.045270205,-0.050959706,0.09411115,-0.0902039,-0.2248532,-0.3225239,0.0976707
78,-0.80579156,-0.8561933,"('nonresilient', 'resilient')",-0.9160224,-1.0224414,0.25765955,0.075341076,-0.4880515,-0.6010979,0.1130464
14,-0.7722729,-0.50854784,"('antisocial', 'social')",0.7400123,0.8536471,-0.7025554,-0.69429815,-0.2449387,-0.1163996,-0.1285391
22,-0.76346356,-0.5991997,"('untrustworthy', 'trustworthy')",0.2547194,0.3122782,-1.0932012,-0.9611951,-0.5339818,-0.4160389,-0.1179429
41,-0.73067594,-0.639189,"('unforgiving', 'forgiving')",-0.27203077,-0.1756955,-0.17478432,-0.11667984,-0.392497,-0.3105214,-0.0819756
15,0.7282339,0.6929237,"('boring', 'funny')",0.28445974,0.27690375,0.29919276,0.3176962,0.4372955,0.4291746,0.0081209
50,0.7185944,0.42578316,"('clumsy', 'skillful')",0.06931697,-0.13138911,0.420588,0.27071404,0.4028331,0.1883694,0.2144637
71,0.70788157,0.7001588,"('diffident', 'self-confident')",-0.18373388,-0.34539014,0.6293634,0.59024143,0.3845037,0.3150034,0.0695003
32,-0.7021406,-0.6726163,"('unkind', 'kind')",0.79755366,0.6443198,1.7662401,1.6148808,0.620551,0.5288614,0.0916896
82,-0.70081264,-0.83523464,"('poor', 'rich')",-0.10038232,-0.2778054,6.3089285,6.314962,1.8359111,1.733974,0.1019371
58,-0.6779827,-0.48895293,"('undiscriminating', 'discriminating')",0.15600032,0.47245792,0.12784144,0.27285618,-0.1313803,0.0854537,-0.216834
70,-0.66220903,-0.6835644,"('lethargic', 'energetic')",0.65686196,0.62164825,1.2072313,1.1213121,0.4006281,0.353132,0.0474961
36,0.6165331,0.7310131,"('hostile', 'amicable')",-1.4334564,-1.2457104,-0.5937195,-0.19314143,-0.4702143,-0.2359462,-0.2342681
84,0.58508223,0.7229661,"('inferior', 'superior')",0.11936946,0.32590714,0.6030398,0.7218389,0.4358305,0.5902374,-0.1544069
33,0.53306985,0.605473,"('wrong', 'right')",-0.023321472,0.04565824,-1.2521966,-1.1386377,-0.2474827,-0.1625021,-0.0849806
2,0.53013927,0.5408648,"('unlikable', 'likable')",1.1358505,1.1048985,0.8340445,0.8111255,0.8333448,0.8189629,0.0143819
20,0.48816445,0.62020975,"('rough', 'thoughtful')",-0.13726574,0.16623907,0.55993444,0.9195535,0.303611,0.5686675,-0.2650565
83,0.47298297,0.5484685,"('powerless', 'powerful')",-0.15427099,0.02492331,-0.95476097,-0.8630176,-0.2120163,-0.0965419,-0.1154744
49,-0.4657724,-0.6917323,"('unable', 'able')",-0.33772695,-0.6501998,-0.23903067,-0.3695676,-0.34751,-0.5704999,0.2229899
54,-0.4545973,-0.6731729,"('incapable', 'capable')",0.06548429,-0.096647486,1.1320288,1.0718958,0.2476386,0.1006918,0.1469468
40,-0.4500022,-0.3104078,"('stingy', 'generous')",-0.6845162,-0.4085278,-1.2076194,-1.1476601,-0.7807126,-0.6221986,-0.158514
65,-0.43314084,-0.22863269,"('insecure', 'secure')",0.9726936,1.029131,-0.120988205,-0.16545661,0.1395215,0.2116806,-0.0721591
59,0.4267566,0.3515936,"('foolish', 'wise')",0.042135924,-0.016137004,0.18503702,0.24517219,0.2179765,0.1935429,0.0244336
61,-0.4207235,-0.20242572,"('illogical', 'logical')",0.014514957,0.16216582,0.11571023,0.31341237,-0.0968328,0.0910508,-0.1878836
7,-0.41100413,-0.3404469,"('insensitive', 'sensitive')",0.016195938,-0.11060952,0.58885247,0.5267502,0.0646814,0.0252313,0.0394501
30,-0.41011095,-0.25645462,"('intolerant', 'tolerant')",1.009618,1.1161487,1.22772,1.181086,0.6090757,0.68026,-0.0711843
72,-0.4098902,-0.28154063,"('unambitious', 'ambitious')",-0.32374197,-0.17679036,-0.68694544,-0.5737008,-0.4735259,-0.3440106,-0.1295153
63,-0.38652223,-0.45289013,"('unperceptive', 'insightful')",0.17560908,0.04258851,1.5828776,1.3897201,0.4573215,0.3264728,0.1308487
18,-0.3793007,-0.30440897,"('disagreeable', 'welcoming')",-1.3009939,-1.374042,-0.27320996,-0.18945235,-0.6511682,-0.6226345,-0.0285337
5,-0.37089494,-0.3551915,"('distant', 'outgoing')",-1.3971977,-1.2889464,-0.5071527,-0.34030008,-0.7584151,-0.6614793,-0.0969358
42,0.36667457,0.30516267,"('unreliable', 'reliable')",0.6744448,0.63985884,-1.9961077,-2.328072,-0.3183295,-0.4610169,0.1426874
38,-0.35231712,-0.5697375,"('untruthful', 'truthful')",-0.49487087,-0.76151747,0.13280872,-0.01465949,-0.2381264,-0.4486382,0.2105118
25,-0.34140205,-0.28220832,"('egoistic', 'altruistic')",-0.6755624,-0.6872464,1.0931474,1.2937953,0.0253943,0.1081135,-0.0827192
4,-0.3362524,-0.46172196,"('disliked', 'liked')",-0.4085628,-0.5743286,-5.0720463,-5.5379696,-1.9389539,-2.1913401,0.2523862
29,-0.3341846,-0.19637236,"('unfair', 'fair')",-0.3917288,-0.16847919,-0.9282706,-0.64115924,-0.5513947,-0.3353369,-0.2160578
31,0.3336924,0.31817535,"('evil', 'good')",-1.470508,-1.4835336,-1.4082152,-1.181257,-0.8483435,-0.7822051,-0.0661384
52,-0.3189771,-0.23841712,"('irrational', 'rational')",-1.2404469,-1.0127845,-0.51879406,-0.26226762,-0.6927393,-0.5044897,-0.1882496
66,0.28540242,0.22675912,"('inactive', 'active')",-0.7440022,-0.74697834,0.5577425,0.61078733,0.0330476,0.0301894,0.0028582
87,0.2746463,0.26589775,"('unsuccessful', 'successful')",0.88061506,0.79053926,0.7017667,0.6477637,0.6190094,0.5680669,0.0509425
17,-0.27356118,-0.38285986,"('nasty', 'nice')",-0.4881643,-0.49417204,-0.86438423,-0.78847814,-0.5420366,-0.55517,0.0131334
37,-0.26560754,-0.41687164,"('fake', 'genuine')",-0.18305935,-0.25074676,0.5326967,0.574364,0.02801,-0.0310848,0.0590948
51,-0.23574175,-0.20654961,"('uneducated', 'educated')",0.27307343,0.27991772,1.0519153,0.95831144,0.3630823,0.3438932,0.0191891
64,0.23315719,0.39069718,"('shy', 'confident')",0.4931345,0.3769623,-5.627614,-6.15671,-1.6337741,-1.7963502,0.1625761
