,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
74,1.9425644,1.6826,"('undedicated', 'dedicated')",-0.11292577,-0.10620046,0.003662482,0.051451042,0.6111004,0.5426169,0.0684835
12,1.5170335,1.5550967,"('unsupportive', 'supportive')",1.1037972,1.2554171,-1.4298886,-1.2950503,0.3969806,0.5051546,-0.108174
16,-1.4110067,-1.4053918,"('unpopular', 'popular')",0.07747991,0.09504038,-0.16911931,-0.29171288,-0.500882,-0.5340214,0.0331394
9,1.3915386,1.0421997,"('unaffectionate', 'caring')",0.653964,0.49767193,0.4668347,0.3481274,0.8374458,0.629333,0.2081128
1,1.3434037,0.7656092,"('unfriendly', 'friendly')",0.6318543,0.54548216,0.049167883,0.08054713,0.6748087,0.4638795,0.2109292
25,1.3067459,1.1356207,"('egoistic', 'altruistic')",1.0487897,0.941254,0.20785865,0.19427344,0.8544647,0.7570494,0.0974153
38,1.2155229,0.7555288,"('untruthful', 'truthful')",0.5272487,0.34857675,-0.21558703,-0.2549851,0.5090615,0.2830402,0.2260213
73,1.1871234,1.0987542,"('helpless', 'self-reliant')",0.75707734,0.76181144,-3.6145713,-3.5095325,-0.5567902,-0.5496556,-0.0071346
33,1.1825488,0.9339693,"('wrong', 'right')",1.4189719,1.3322859,-1.2501028,-1.3166332,0.4504726,0.3165406,0.133932
71,1.1660792,1.0158926,"('diffident', 'self-confident')",1.5218314,1.4759845,0.27229196,0.29558483,0.9867342,0.929154,0.0575802
44,-1.0840905,-1.0454206,"('prejudiced', 'unprejudiced')",-0.9999029,-0.9788681,-1.3032684,-1.3610659,-1.1290873,-1.1284515,-0.0006358
19,1.0816892,0.711149,"('inhospitable', 'hospitable')",-1.162891,-1.3013484,-0.7538092,-0.7497243,-0.278337,-0.4466413,0.1683043
56,1.0522262,0.9104674,"('impractical', 'practical')",0.855449,0.8830167,0.23087838,0.31699288,0.7128512,0.7034923,0.0093589
79,1.0095395,0.64492124,"('wavering', 'unwavering')",-0.5666117,-0.7018361,-0.58486086,-0.6603897,-0.047311,-0.2391015,0.1917905
