,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2695506,-2.0646362,"('uninfluential', 'influential')",0.37061232,0.39928856,-0.6832729,-0.5544653,-0.860737,-0.7399376,-0.1207994
10,-1.7614646,-1.5899092,"('unsympathetic', 'sympathetic')",-0.38417172,-0.34233683,-0.49957764,-0.71007204,-0.881738,-0.8807727,-0.0009653
0,-1.5850463,-1.9198488,"('unsociable', 'sociable')",0.35366157,0.2122436,-0.2427359,-0.7294267,-0.4913735,-0.812344,0.3209705
8,-1.5672705,-1.5848174,"('unaffectionate', 'affectionate')",-1.2663538,-1.359225,0.092228614,0.48947015,-0.9137986,-0.8181907,-0.0956079
55,-1.5306889,-1.1765381,"('incompetent', 'clever')",-0.113726914,-0.052707627,-0.25272465,-0.3048491,-0.6323802,-0.5113649,-0.1210153
73,1.5279181,1.6744128,"('helpless', 'self-reliant')",0.9567716,0.89626426,-3.0004952,-2.7601717,-0.1719352,-0.0631649,-0.1087703
6,-1.4301182,-1.2445581,"('distant', 'open')",-1.1556308,-0.8702159,-0.16255786,0.29947668,-0.9161023,-0.6050991,-0.3110032
45,-1.4196706,-1.2718338,"('incompetent', 'competent')",-0.27109772,-0.085989326,-0.25221273,-0.5190291,-0.6476603,-0.6256174,-0.0220429
57,-1.404817,-1.3634937,"('unimaginative', 'imaginative')",0.5428542,0.5074423,-2.0948052,-2.6499352,-0.9855893,-1.1686622,0.1830729
44,1.3835127,1.4109291,"('prejudiced', 'unprejudiced')",-0.074494675,0.08967363,-1.0726866,-1.1009388,0.0787772,0.1332213,-0.0544441
51,-1.3691958,-1.5051357,"('uneducated', 'educated')",0.20768721,0.19815864,0.6124423,0.31437457,-0.1830221,-0.3308675,0.1478454
23,-1.3152151,-1.3509839,"('insincere', 'sincere')",0.17660202,0.5404212,5.394634,5.456709,1.4186735,1.5487154,-0.1300419
78,-1.2620617,-0.9571086,"('nonresilient', 'resilient')",0.12647827,0.3145099,0.028824877,0.07178351,-0.3689195,-0.1902717,-0.1786478
63,-1.2497238,-0.9460647,"('unperceptive', 'insightful')",0.4336628,0.7953845,0.9040061,0.95414793,0.029315,0.2678226,-0.2385076
1,-1.1980301,-1.273888,"('unfriendly', 'friendly')",-0.035784885,0.14041479,1.4359708,1.6398437,0.0673853,0.1687902,-0.1014049
27,-1.169841,-0.9483786,"('hardhearted', 'softhearted')",-0.039193545,0.101134986,0.82435936,1.0832587,-0.1282251,0.0786717,-0.2068968
39,1.1237588,1.10519,"('exploitative', 'cooperative')",-0.032963637,0.20327333,-0.00581605,-0.12993117,0.3616597,0.392844,-0.0311843
9,-1.117479,-1.0954914,"('unaffectionate', 'caring')",-0.030522026,0.028070576,0.7069445,1.0374285,-0.1470188,-0.0099974,-0.1370214
59,1.0998428,0.95253086,"('foolish', 'wise')",0.5463454,0.54674107,0.42896754,0.5653501,0.6917186,0.6882073,0.0035113
53,-1.0897936,-1.027219,"('uncreative', 'creative')",0.43980598,0.5120798,0.9002557,0.9436251,0.0834227,0.1428286,-0.0594059
19,-1.0324627,-1.1219313,"('inhospitable', 'hospitable')",-1.3338202,-1.1941364,-0.15267779,-0.022267185,-0.8396536,-0.7794449,-0.0602087
