,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
10,1.086196,0.803229,"('unsympathetic', 'sympathetic')",-2.990463,-3.0246694,-0.5586921,-0.8182488,-0.8209864,-1.0132297,0.1922433
37,1.073108,1.1968069,"('fake', 'genuine')",-0.26825368,-0.20649843,-0.16851243,0.015225237,0.2121139,0.3351779,-0.123064
21,1.0448182,0.7892013,"('immoral', 'moral')",-1.1598024,-1.4659859,-0.20072861,-0.60885483,-0.1052376,-0.4285465,0.3233089
84,1.0097003,1.1281141,"('inferior', 'superior')",0.553256,0.55225694,0.9900973,1.2643048,0.8510179,0.9815586,-0.1305407
81,1.0045688,0.8919527,"('submissive', 'aggressive')",-0.32612926,-0.9427986,-0.11940327,-0.49978375,0.1863454,-0.1835432,0.3698886
5,-0.9954525,-1.1626781,"('distant', 'outgoing')",0.39635408,0.67572176,-1.0269313,-0.40295485,-0.5420099,-0.2966371,-0.2453728
2,0.9911495,0.8975499,"('unlikable', 'likable')",0.075613834,-0.0524358,0.48150134,0.6757129,0.5160882,0.5069424,0.0091458
14,0.9739417,0.9607112,"('antisocial', 'social')",-0.6851415,-1.0170277,-0.074355975,-0.5259031,0.0714814,-0.1940732,0.2655546
74,0.97353643,0.9091727,"('undedicated', 'dedicated')",-1.1583129,-1.0175093,-0.8375914,-0.9878166,-0.3407893,-0.3653844,0.0245951
70,0.97200894,1.123511,"('lethargic', 'energetic')",-1.2268016,-1.2223983,-0.05650416,-0.29998353,-0.1037656,-0.132957,0.0291914
7,0.92298585,0.88584733,"('insensitive', 'sensitive')",-1.5209401,-1.4436383,-0.15949222,-0.2749008,-0.2524821,-0.2775639,0.0250818
19,-0.9058026,-1.0111532,"('inhospitable', 'hospitable')",0.14149417,0.33341828,-1.0712055,-0.573685,-0.611838,-0.41714,-0.194698
76,0.900664,0.87948,"('anxious', 'daring')",-0.82870466,-1.1930127,0.109856054,-0.29882738,0.0606051,-0.20412,0.2647251
85,-0.8907813,-1.2414979,"('insignificant', 'prestigious')",0.6231249,1.0421884,-0.97521055,-0.6096651,-0.414289,-0.2696582,-0.1446308
34,0.8702469,0.65666556,"('mean', 'honorable')",-0.17934954,-0.5115967,5.310753,5.0399346,2.0005501,1.7283344,0.2722157
39,0.82588583,0.68455654,"('exploitative', 'cooperative')",-0.34117994,-0.7305628,0.1914555,-0.0030400362,0.2253871,-0.0163488,0.2417359
44,-0.8063466,-0.90056777,"('prejudiced', 'unprejudiced')",1.2121907,0.9589021,-1.0696073,-1.1699419,-0.2212544,-0.3705359,0.1492815
67,0.8001988,0.9912308,"('doubtful', 'determined')",0.49365345,0.37541264,-0.5931721,-0.41833776,0.23356,0.3161019,-0.0825419
59,-0.79444337,-0.708894,"('foolish', 'wise')",1.0853376,1.3000331,-0.109076954,0.4078084,0.0606058,0.3329825,-0.2723767
11,0.7583462,0.5386283,"('unhelpful', 'helpful')",-1.202903,-1.435765,1.9096161,1.7938899,0.4883531,0.2989177,0.1894354
48,0.7514243,0.7638778,"('unintelligent', 'intelligent')",-1.5831571,-1.552611,0.70602864,0.75544053,-0.0419014,-0.0110976,-0.0308038
83,0.72602105,0.75633824,"('powerless', 'powerful')",0.08638534,0.14267844,-0.63328826,-0.40269855,0.0597061,0.1654394,-0.1057333
29,-0.7155539,-0.67840165,"('unfair', 'fair')",-0.2672068,-0.074147224,-0.56617725,-0.5013527,-0.5163126,-0.4179672,-0.0983454
56,0.6698492,0.78994906,"('impractical', 'practical')",-0.88493615,-0.79258716,-0.44191197,-0.64166474,-0.2189996,-0.2147676,-0.004232
86,0.63244647,0.57336235,"('uninfluential', 'influential')",-2.4650016,-2.297729,-1.1471233,-1.1165944,-0.9932261,-0.946987,-0.0462391
18,0.5856169,0.35510972,"('disagreeable', 'welcoming')",0.51613504,0.5365572,-0.8512246,-0.7434879,0.0835091,0.049393,0.0341161
32,0.57869965,0.37972954,"('unkind', 'kind')",-1.7826824,-1.9943362,0.42567652,-0.029538136,-0.2594354,-0.5480483,0.2886129
40,0.56738085,0.53378594,"('stingy', 'generous')",-0.45099223,0.16852197,-2.2751658,-1.9081755,-0.7195924,-0.4019558,-0.3176366
80,0.54649425,0.6539371,"('dominated', 'dominating')",0.02562569,-0.11497011,-0.30591834,-0.4042521,0.0887339,0.044905,0.0438289
27,0.48602244,0.48538873,"('hardhearted', 'softhearted')",-0.9978524,-0.6485168,0.25891545,0.31054354,-0.0843048,0.0491385,-0.1334433
45,-0.46920648,-0.36426616,"('incompetent', 'competent')",-1.8005421,-1.4130491,-0.6676024,-0.6654118,-0.9791171,-0.8142424,-0.1648747
3,0.37988383,0.26050025,"('repellent', 'pleasant')",-1.4965278,-1.591517,1.0373166,0.46886837,-0.0264424,-0.2873828,0.2609404
66,-0.37296566,-0.350927,"('inactive', 'active')",-0.031008117,-0.017108772,0.20392421,0.39277732,-0.0666832,0.0082472,-0.0749304
49,0.367591,0.42336476,"('unable', 'able')",0.49055797,0.553586,0.11546622,0.27816218,0.3245384,0.418371,-0.0938326
38,-0.36541915,-0.20595263,"('untruthful', 'truthful')",-0.50965154,-0.25344312,-0.25006482,-0.03727904,-0.3750452,-0.1655583,-0.2094869
50,0.36018166,0.5125123,"('clumsy', 'skillful')",0.38431463,0.4985376,0.2242586,0.469747,0.3229183,0.493599,-0.1706807
47,-0.34255022,-0.3350935,"('stupid', 'smart')",-0.40062472,-0.7867962,5.133847,4.679849,1.4635574,1.1859865,0.2775709
64,-0.3345252,-0.44139522,"('shy', 'confident')",-0.42813686,-0.59326625,-5.622082,-5.421739,-2.1282481,-2.1521336,0.0238855
77,0.3318556,0.22474296,"('unmotivated', 'motivated')",-1.2174406,-1.3776435,-0.4541693,-0.605583,-0.4465848,-0.5861611,0.1395763
1,-0.31575567,-0.3423981,"('unfriendly', 'friendly')",-2.40249,-1.6493517,0.124726124,0.5154304,-0.8645065,-0.4921064,-0.3724001
61,0.31206876,0.043385148,"('illogical', 'logical')",-1.5429091,-1.5621663,-0.060857575,-0.22102506,-0.430566,-0.5799354,0.1493694
41,-0.30572855,-0.5563616,"('unforgiving', 'forgiving')",-1.0123615,-0.83415294,-0.31715104,-0.37231082,-0.5450804,-0.5876085,0.0425281
17,-0.2952881,-0.591149,"('nasty', 'nice')",-0.6815293,-0.76820064,-0.8659791,-0.7561682,-0.6142655,-0.7051726,0.0909071
87,0.2653399,0.07170279,"('unsuccessful', 'successful')",-0.18680824,-0.46708137,0.93160206,1.084075,0.3367112,0.2295655,0.1071457
30,0.22364259,-0.005565796,"('intolerant', 'tolerant')",-0.88854957,-1.0454614,0.6454872,0.31713524,-0.0064733,-0.2446307,0.2381574
13,0.22290173,-0.22402805,"('impolite', 'polite')",-1.614182,-1.9736917,-0.6366572,-1.1753433,-0.6759791,-1.1243544,0.4483753
24,-0.21789382,0.1153711,"('dishonest', 'honest')",-1.8842291,-1.6331122,0.2589594,0.38269407,-0.6143878,-0.378349,-0.2360388
33,-0.19139059,-0.2040336,"('wrong', 'right')",1.2929995,1.6708369,-0.8889965,-0.3662388,0.0708708,0.3668548,-0.295984
51,0.1884254,0.06870744,"('uneducated', 'educated')",-0.48498952,-0.7473756,-0.045734756,-0.25046813,-0.1140996,-0.3097121,0.1956125
15,-0.17658682,-0.46254024,"('boring', 'funny')",0.6688056,0.38410583,0.0038595777,-0.05241216,0.1653595,-0.0436155,0.208975
82,-0.1725739,-0.19971882,"('poor', 'rich')",-1.2229509,-1.1185709,5.6500964,5.3629575,1.4181905,1.3482226,0.0699679
73,0.15078664,0.27532274,"('helpless', 'self-reliant')",0.9692406,1.3773493,-2.8703835,-2.421666,-0.5834521,-0.2563313,-0.3271208
54,0.15077737,0.14037752,"('incapable', 'capable')",-0.05503343,-0.031739157,0.79339296,0.9918516,0.296379,0.36683,-0.070451
22,0.13291788,-0.10488042,"('untrustworthy', 'trustworthy')",-0.8766321,-0.92819667,-0.69349784,-0.66250265,-0.4790707,-0.5651933,0.0861226
46,0.11503544,0.18301585,"('uncompetitive', 'competitive')",-2.0688162,-1.98204,-0.7885146,-0.97188324,-0.9140984,-0.9236358,0.0095374
25,-0.10286169,-0.3626543,"('egoistic', 'altruistic')",0.30173248,0.0728763,0.8714967,0.62629926,0.3567892,0.1121738,0.2446154
8,-0.09448849,-0.13035367,"('unaffectionate', 'affectionate')",-0.8939663,-0.76944417,0.12501581,0.49088544,-0.287813,-0.1363041,-0.1515089
63,0.08781156,0.28973606,"('unperceptive', 'insightful')",-1.9351116,-1.7690785,0.054821324,0.25440913,-0.5974929,-0.4083111,-0.1891818
58,-0.07925482,-0.001976557,"('undiscriminating', 'discriminating')",-0.90249777,-0.2993645,-0.30409542,0.016225303,-0.428616,-0.0950386,-0.3335774
28,-0.07579866,-0.064470544,"('disloyal', 'loyal')",-1.9472694,-1.6267148,0.57316655,0.63774705,-0.4833005,-0.3511461,-0.1321544
68,-0.072553925,0.15006086,"('dependent', 'independent')",0.4631682,0.4510842,-0.99661684,-0.73609614,-0.2020009,-0.0449837,-0.1570172
53,-0.059025377,-0.178323,"('uncreative', 'creative')",-2.4236646,-2.0983083,0.07028023,-0.016254267,-0.8041365,-0.7642952,-0.0398413
26,0.055126626,-0.07679474,"('hardhearted', 'benevolent')",-0.512532,-0.35074165,0.773217,0.8196383,0.1052706,0.1307006,-0.02543
42,0.038266692,0.030964702,"('unreliable', 'reliable')",-0.24782187,0.0021065138,-3.1128871,-2.9927855,-1.1074808,-0.9865714,-0.1209094
88,0.011602295,-0.09715098,"('low', 'eminent')",-1.1221627,-1.0983304,-0.5862016,-0.7110032,-0.5655874,-0.6354948,0.0699074
