,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.75840175,-0.6244676,"('corrupt', 'incorrupt')",-2.0600204,-1.985566,-0.6867735,-0.87392443,-1.1683986,-1.1613193,-0.0070793
5,-0.7456672,-0.8015997,"('distant', 'outgoing')",-1.8835353,-1.942446,-0.8236532,-0.8645264,-1.1509519,-1.2028573,0.0519054
54,-0.7421429,-0.6561151,"('incapable', 'capable')",-0.44959676,-0.21061799,0.7417751,0.7140366,-0.1499882,-0.0508988,-0.0990894
31,-0.72990865,-0.75770855,"('evil', 'good')",-1.3797708,-1.6044157,-1.6765198,-1.7357423,-1.2620664,-1.3659555,0.1038891
43,0.72040206,0.52742195,"('irresponsible', 'responsible')",1.2401592,1.0687286,1.0635393,1.0335809,1.0080335,0.8765771,0.1314564
30,0.7147823,0.64465654,"('intolerant', 'tolerant')",0.94200003,0.86882484,1.0517933,1.2893276,0.9028586,0.9342697,-0.0314111
10,-0.7041123,-1.0136126,"('unsympathetic', 'sympathetic')",0.67502946,0.3140885,0.22995786,0.19069242,0.0669583,-0.1696106,0.2365689
68,-0.6806677,-0.39367926,"('dependent', 'independent')",-0.6032941,-0.28808618,-0.90949184,-0.47245198,-0.7311512,-0.3847392,-0.346412
85,-0.67160964,-0.60379946,"('insignificant', 'prestigious')",-1.1181856,-1.1725471,-0.5314481,-0.5303487,-0.7737478,-0.7688984,-0.0048494
33,0.64713085,0.70556235,"('wrong', 'right')",-0.45489764,-0.45431918,-0.9120302,-0.90561545,-0.2399323,-0.2181241,-0.0218082
84,0.6227276,0.65716016,"('inferior', 'superior')",0.23752917,0.36223087,0.39077815,0.5456987,0.4170116,0.5216966,-0.104685
0,-0.6182622,-0.8005832,"('unsociable', 'sociable')",0.6288801,0.4313934,-0.5312162,-0.48831463,-0.1735328,-0.2858348,0.112302
16,-0.61705625,-0.47675455,"('unpopular', 'popular')",-0.56316227,-0.5048611,0.16579443,0.22106488,-0.3381414,-0.2535169,-0.0846245
52,-0.6155749,-0.5597942,"('irrational', 'rational')",-1.3099293,-1.3992367,-0.6744305,-0.65694827,-0.8666449,-0.8719931,0.0053482
87,0.6088474,0.52575487,"('unsuccessful', 'successful')",1.566655,1.4135251,0.67368126,0.710171,0.9497279,0.8831503,0.0665776
61,0.6015308,0.46253324,"('illogical', 'logical')",0.20258915,-0.019630063,-0.08626831,-0.038523488,0.2392839,0.1347932,0.1044907
32,-0.5985393,-0.48394504,"('unkind', 'kind')",0.73556536,0.7725198,1.0856391,1.1071291,0.4075551,0.4652346,-0.0576795
57,-0.5786323,-1.0651296,"('unimaginative', 'imaginative')",0.38596433,-0.17625934,-1.9380378,-2.1196897,-0.7102353,-1.1203596,0.4101243
63,0.5668903,0.6551448,"('unperceptive', 'insightful')",1.4708738,1.4866196,1.1348704,1.5499653,1.0575449,1.2305765,-0.1730316
14,0.56569874,0.18688716,"('antisocial', 'social')",1.9249883,1.5673299,-0.37892666,-0.5749624,0.70392,0.3930849,0.3108351
22,0.5569425,0.34380087,"('untrustworthy', 'trustworthy')",0.9905045,0.61774355,-0.83727145,-0.993217,0.2367252,-0.0105575,0.2472827
26,-0.54700106,-0.8997561,"('hardhearted', 'benevolent')",1.3004082,0.9348039,1.4028172,1.1427611,0.7187415,0.392603,0.3261385
82,-0.49967575,-0.4431349,"('poor', 'rich')",-0.023241267,0.117746994,6.1335597,5.9870586,1.8702141,1.8872236,-0.0170095
21,0.49545807,0.6280279,"('immoral', 'moral')",0.49769735,0.64572644,-0.9627751,-0.6503794,0.0101268,0.2077916,-0.1976648
28,-0.49402216,-0.84347785,"('disloyal', 'loyal')",0.5220546,0.16307415,1.0698819,0.79490435,0.3659714,0.0381669,0.3278045
46,0.48684007,0.2736042,"('uncompetitive', 'competitive')",2.0937033,1.9081596,-0.0827009,0.056076296,0.8326141,0.7459467,0.0866674
23,-0.47390127,-0.4021493,"('insincere', 'sincere')",0.47671327,0.48678145,6.002534,5.7704673,2.0017819,1.9516999,0.050082
19,-0.4508092,-0.32799643,"('inhospitable', 'hospitable')",-1.7229875,-1.6064273,-0.37033877,-0.16248961,-0.8480451,-0.6989711,-0.149074
80,0.4360941,0.24923213,"('dominated', 'dominating')",1.631304,1.4850096,-0.64360535,-0.6458131,0.4745976,0.3628095,0.1117881
74,0.41876608,0.2654364,"('undedicated', 'dedicated')",1.6952695,1.4926798,0.34672803,0.48931926,0.8202546,0.7491452,0.0711094
40,-0.41001958,-0.4831578,"('stingy', 'generous')",0.459144,0.30840087,-1.6426862,-1.519636,-0.5311873,-0.5647976,0.0336103
34,-0.40836048,-0.1838436,"('mean', 'honorable')",-0.105010234,0.34092173,5.9318366,6.0784607,1.8061554,2.078513,-0.2723576
45,0.4049471,-0.079910316,"('incompetent', 'competent')",1.3113959,0.573601,-0.05437242,-0.2012643,0.5539902,0.0974755,0.4565147
49,-0.404285,-0.3067206,"('unable', 'able')",-0.8746296,-0.7249794,-0.54745185,-0.32043487,-0.6087888,-0.4507116,-0.1580772
88,-0.40016842,-0.39037588,"('low', 'eminent')",-0.90953606,-0.89471406,0.072702385,0.12710284,-0.412334,-0.3859957,-0.0263383
12,0.3976167,0.37098163,"('unsupportive', 'supportive')",1.1059916,1.0520566,-1.4357163,-1.1889437,0.0226307,0.0780315,-0.0554008
51,-0.39161533,-0.20176062,"('uneducated', 'educated')",0.61772835,0.93739206,0.79999894,1.0349622,0.3420373,0.5901979,-0.2481606
20,0.38742402,0.44425604,"('rough', 'thoughtful')",1.398255,1.4543076,0.9959614,1.1372981,0.9272135,1.0119539,-0.0847404
24,-0.3774166,-0.50017416,"('dishonest', 'honest')",0.23998667,0.17503436,0.84702986,0.7050545,0.2365333,0.1266382,0.1098951
70,0.35695726,0.12835604,"('lethargic', 'energetic')",1.1326181,0.9909057,1.3252274,1.2925725,0.9382675,0.8039447,0.1343228
75,0.33540297,0.17448409,"('meek', 'impulsive')",-1.1439798,-1.2517579,-0.25235644,-0.3502292,-0.3536444,-0.4758343,0.1221899
76,0.33095148,0.40985817,"('anxious', 'daring')",0.72084224,0.94643515,0.54436654,0.62367296,0.5320534,0.6599888,-0.1279354
81,0.3266226,0.10365561,"('submissive', 'aggressive')",2.244889,2.1663632,-0.058112413,0.06629594,0.8377998,0.7787716,0.0590282
13,0.3257364,0.32081026,"('impolite', 'polite')",0.37778288,0.42163372,-0.06826872,0.14787754,0.2117502,0.2967738,-0.0850236
15,0.29732496,0.10141976,"('boring', 'funny')",-0.9594039,-1.1134143,0.3335494,0.25398427,-0.1095098,-0.2526701,0.1431603
29,-0.2879551,-0.25882575,"('unfair', 'fair')",-0.58952934,-0.7495927,-0.94768196,-0.97535133,-0.6083888,-0.6612566,0.0528678
11,0.24981052,0.22753312,"('unhelpful', 'helpful')",0.53003,0.42374116,2.5827193,2.5129387,1.1208533,1.0547376,0.0661157
58,0.24266228,0.014676519,"('undiscriminating', 'discriminating')",1.4629229,1.0881444,0.33798388,0.3905247,0.6811897,0.4977819,0.1834078
37,0.22031818,0.28207406,"('fake', 'genuine')",0.24145421,0.13943762,0.6593403,0.58198005,0.3737042,0.3344973,0.0392069
17,-0.2134773,-0.29672265,"('nasty', 'nice')",-0.7599919,-0.82684946,-0.47374415,-0.5735169,-0.4824045,-0.5656963,0.0832918
50,0.20508173,0.2624166,"('clumsy', 'skillful')",-0.39095,-0.39625353,0.12570953,0.25813636,-0.0200529,0.0414331,-0.061486
44,0.20439753,0.22716387,"('prejudiced', 'unprejudiced')",-0.29940534,-0.19099545,-1.0082903,-1.1277777,-0.367766,-0.3638697,-0.0038963
65,0.17546411,0.058653113,"('insecure', 'secure')",1.1932731,1.1395301,0.14264688,0.14762244,0.5037947,0.4486019,0.0551928
72,-0.16291408,-0.13488853,"('unambitious', 'ambitious')",0.88805,0.78775865,-0.6496162,-0.7022663,0.0251732,-0.0164654,0.0416386
41,-0.15282078,-0.35417986,"('unforgiving', 'forgiving')",0.6471291,0.3080928,0.37615925,0.53138095,0.2901559,0.1617646,0.1283913
59,-0.13734378,-0.021693513,"('foolish', 'wise')",-1.217477,-1.3457006,0.08889216,0.030775895,-0.4219762,-0.4455394,0.0235632
77,0.13490017,0.25387877,"('unmotivated', 'motivated')",0.5395158,0.6599817,-1.2458332,-1.0665977,-0.1904724,-0.0509124,-0.13956
55,0.12282659,-0.036798332,"('incompetent', 'clever')",1.5227969,1.3859692,0.104093835,0.22884253,0.5832391,0.5260044,0.0572347
7,0.09456049,0.14111082,"('insensitive', 'sensitive')",0.3296695,0.25853345,0.9199907,0.9824676,0.4480735,0.4607039,-0.0126304
4,-0.08361833,-0.38310266,"('disliked', 'liked')",0.14136472,-0.4415714,-6.194852,-6.130068,-2.0457018,-2.3182473,0.2725455
83,0.06279134,-0.10216397,"('powerless', 'powerful')",0.066563755,-0.11440101,-0.8872565,-0.91163105,-0.2526338,-0.3760653,0.1234315
71,0.042351775,0.2695468,"('diffident', 'self-confident')",0.054134965,0.1186994,0.3278858,0.44194815,0.1414575,0.2767315,-0.135274
47,-0.038434215,0.008785658,"('stupid', 'smart')",0.41607222,0.5130194,5.4278836,5.2573833,1.9351738,1.9263961,0.0087777
3,-0.036123402,0.0809079,"('repellent', 'pleasant')",0.64712465,0.7572112,0.3296834,0.29914835,0.3135616,0.3790892,-0.0655276
38,0.008778237,-0.09528783,"('untruthful', 'truthful')",-0.6536469,-0.8875313,0.16753316,0.23063451,-0.1591118,-0.2507282,0.0916164
