,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.3722687,-2.6291,"('uninfluential', 'influential')",-0.20867583,-0.15498856,-1.2904723,-1.3920443,0.101572
1,-2.0294385,-2.307993,"('unfriendly', 'friendly')",1.6332402,1.2477282,-0.1980991,-0.5301324,0.3320333
8,-1.9977918,-2.35573,"('unaffectionate', 'affectionate')",0.5820046,0.44451782,-0.7078936,-0.9556061,0.2477125
53,-1.9095975,-1.9827193,"('uncreative', 'creative')",0.8991395,0.68761295,-0.505229,-0.6475532,0.1423242
9,-1.8398143,-2.1068833,"('unaffectionate', 'caring')",0.997769,1.0291752,-0.4210227,-0.5388541,0.1178314
57,-1.6982937,-1.8713431,"('unimaginative', 'imaginative')",-2.464634,-2.6739478,-2.0814638,-2.2726455,0.1911817
44,1.6765629,2.0519745,"('prejudiced', 'unprejudiced')",-1.2786777,-1.2030767,0.1989426,0.4244489,-0.2255063
0,-1.6598074,-1.9299824,"('unsociable', 'sociable')",-0.6133901,-0.5770621,-1.1365988,-1.2535223,0.1169235
69,1.4051393,1.6316279,"('lazy', 'industrious')",-0.25810716,-0.6411798,0.5735161,0.4952241,0.078292
19,-1.3982602,-1.1745135,"('inhospitable', 'hospitable')",0.057554632,0.027609613,-0.6703528,-0.5734519,-0.0969009
73,1.3818834,1.3819708,"('helpless', 'self-reliant')",-2.8103166,-3.1118522,-0.7142166,-0.8649407,0.1507241
10,-1.3191013,-1.3737857,"('unsympathetic', 'sympathetic')",-0.5305257,-0.09605209,-0.9248135,-0.7349189,-0.1898946
38,-1.182474,-1.096876,"('untruthful', 'truthful')",0.0959443,0.25515133,-0.5432649,-0.4208623,-0.1224026
23,-1.1089213,-1.4564129,"('insincere', 'sincere')",5.585334,5.947853,2.2382064,2.2457201,-0.0075137
61,-1.0844392,-1.1363249,"('illogical', 'logical')",0.03780925,0.029246464,-0.523315,-0.5535392,0.0302242
6,-1.0768588,-0.7194263,"('distant', 'open')",0.5593287,0.37289694,-0.258765,-0.1732647,-0.0855003
58,-1.0477375,-1.0601454,"('undiscriminating', 'discriminating')",0.0021470431,-0.088212386,-0.5227952,-0.5741789,0.0513837
63,-1.0266806,-1.0262907,"('unperceptive', 'insightful')",1.2739091,1.5118598,0.1236143,0.2427846,-0.1191703
39,1.0233574,0.8703509,"('exploitative', 'cooperative')",-0.0042547174,-0.0043125083,0.5095513,0.4330192,0.0765321
42,1.0000387,1.0150298,"('unreliable', 'reliable')",-2.4906905,-2.5854723,-0.7453259,-0.7852213,0.0398954
28,-0.98167634,-1.398966,"('disloyal', 'loyal')",1.0527083,0.8335879,0.035516,-0.282689,0.318205
48,-0.9719363,-1.207803,"('unintelligent', 'intelligent')",0.5734767,0.71553344,-0.1992298,-0.2461348,0.046905
72,-0.8906416,-0.8396478,"('unambitious', 'ambitious')",-1.2567489,-0.8019631,-1.0736953,-0.8208054,-0.2528899
52,-0.8577605,-1.0694653,"('irrational', 'rational')",0.13199118,-0.19191064,-0.3628846,-0.630688,0.2678034
31,-0.8226895,-0.8268546,"('evil', 'good')",-1.1222547,-1.511396,-0.9724721,-1.1691253,0.1966532
45,-0.8034335,-0.94296336,"('incompetent', 'competent')",-0.12522444,-0.10439438,-0.4643289,-0.5236789,0.05935
55,-0.8015238,-0.95042336,"('incompetent', 'clever')",-0.17228737,0.064948216,-0.4869056,-0.4427376,-0.044168
5,-0.7950748,-0.43237105,"('distant', 'outgoing')",0.031355586,-0.1892506,-0.3818596,-0.3108108,-0.0710488
64,0.78728884,0.80119073,"('shy', 'confident')",-6.028883,-6.2550836,-2.6207972,-2.7269464,0.1061492
84,0.77063185,0.6827544,"('inferior', 'superior')",1.2256489,1.0180633,0.9981403,0.8504089,0.1477314
12,-0.7519159,-0.8777593,"('unsupportive', 'supportive')",-1.6801087,-1.6616528,-1.2160122,-1.269706,0.0536938
43,-0.7452294,-0.8010988,"('irresponsible', 'responsible')",0.5781699,0.73201215,-0.0835298,-0.0345433,-0.0489865
59,0.72680366,0.5617142,"('foolish', 'wise')",0.7748322,0.46929348,0.7508179,0.5155038,0.2353141
54,-0.717329,-0.53156805,"('incapable', 'capable')",1.2783685,1.4059491,0.2805197,0.4371905,-0.1566708
50,0.71487194,0.571006,"('clumsy', 'skillful')",0.5498964,0.36004943,0.6323842,0.4655277,0.1668565
66,-0.7098437,-0.34349942,"('inactive', 'active')",0.72176087,0.6739198,0.0059586,0.1652102,-0.1592516
79,-0.7086912,-0.4366803,"('wavering', 'unwavering')",0.1754346,0.15891714,-0.2666283,-0.1388816,-0.1277467
27,-0.6949468,-0.60153395,"('hardhearted', 'softhearted')",1.1431075,1.3016882,0.2240804,0.3500771,-0.1259967
25,-0.6731314,-0.8112958,"('egoistic', 'altruistic')",1.4341385,1.2184231,0.3805036,0.2035637,0.1769399
67,0.6684878,0.7887511,"('doubtful', 'determined')",-0.38558674,-0.31793377,0.1414505,0.2354087,-0.0939582
11,-0.6636477,-0.8187157,"('unhelpful', 'helpful')",1.9640688,2.1336737,0.6502105,0.657479,-0.0072685
35,0.6617374,0.8723417,"('corrupt', 'incorrupt')",-0.14655511,-0.44224122,0.2575911,0.2150502,0.0425409
87,0.6188199,0.6049784,"('unsuccessful', 'successful')",0.76037455,0.7561654,0.6895972,0.6805719,0.0090253
77,-0.60529053,-0.5897062,"('unmotivated', 'motivated')",-1.1417013,-0.96022904,-0.8734959,-0.7749676,-0.0985283
4,0.58686817,0.5116882,"('disliked', 'liked')",-5.6908545,-6.4070477,-2.5519931,-2.9476798,0.3956867
40,0.58065104,0.47137773,"('stingy', 'generous')",-1.5245703,-1.7355987,-0.4719597,-0.6321105,0.1601508
51,-0.57323337,-0.5698182,"('uneducated', 'educated')",0.5091205,0.6620307,-0.0320564,0.0461062,-0.0781626
18,-0.5696216,-0.6905181,"('disagreeable', 'welcoming')",-0.3349603,-0.5098487,-0.452291,-0.6001834,0.1478924
20,0.55457616,0.60145026,"('rough', 'thoughtful')",1.0253708,0.882284,0.7899735,0.7418671,0.0481064
7,-0.55017006,-0.81799483,"('insensitive', 'sensitive')",0.5222963,0.44718662,-0.0139369,-0.1854041,0.1714672
47,0.54830444,0.4540803,"('stupid', 'smart')",5.590808,5.799486,3.0695562,3.1267831,-0.0572269
82,-0.53706867,-0.47125185,"('poor', 'rich')",6.471121,6.7192693,2.967026,3.1240087,-0.1569827
3,-0.5276158,-0.50270414,"('repellent', 'pleasant')",-0.288369,-0.24034491,-0.4079924,-0.3715245,-0.0364679
46,-0.5183255,-0.5855127,"('uncompetitive', 'competitive')",-0.45916814,-0.33722657,-0.4887468,-0.4613696,-0.0273772
24,-0.5130022,-0.708717,"('dishonest', 'honest')",0.6825069,0.90609545,0.0847524,0.0986892,-0.0139368
76,0.4828464,0.8246688,"('anxious', 'daring')",0.4360779,0.7334216,0.4594622,0.7790452,-0.319583
2,0.4610481,0.47270378,"('unlikable', 'likable')",0.8844703,0.7829817,0.6727592,0.6278427,0.0449165
21,-0.45517394,-0.5825204,"('immoral', 'moral')",-0.762381,-0.6360266,-0.6087775,-0.6092736,0.0004961
