,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
24,-1.5669297,-1.6181881,"('dishonest', 'honest')",-0.116293594,-0.173858,-1.0371597,-1.179357,0.6213839,0.5741187,-0.5247498,-0.5993211,0.0745713
72,-1.4860798,-1.411766,"('unambitious', 'ambitious')",-0.36198583,-0.33787823,-0.44274884,-0.3767732,-1.1477654,-1.1113511,-0.8596449,-0.8094422,-0.0502027
13,-1.4566612,-1.5133457,"('impolite', 'polite')",0.17506061,0.21846803,0.16697247,0.09898108,-0.19244795,-0.061018497,-0.326769,-0.3142288,-0.0125402
50,1.4371264,1.3564142,"('clumsy', 'skillful')",0.65580904,0.64348525,0.47045642,0.25344396,0.2787791,0.22926807,0.7105427,0.6206529,0.0898898
3,-1.3899673,-1.3108424,"('repellent', 'pleasant')",-1.5377781,-1.4695215,0.44251642,0.40205315,0.24338977,0.3372438,-0.5604598,-0.5102668,-0.050193
30,-1.386828,-1.2865102,"('intolerant', 'tolerant')",-0.14361222,-0.12576056,1.0868485,1.0602022,0.8517331,0.84340286,0.1020353,0.1228336,-0.0207983
81,-1.3428146,-1.3198159,"('submissive', 'aggressive')",-0.33365262,-0.2542578,0.5637523,0.60422724,-1.1602365,-1.1632665,-0.5682378,-0.5332782,-0.0349596
9,-1.3390632,-1.2164037,"('unaffectionate', 'caring')",-0.5427539,-0.54778135,0.44105673,0.35047632,1.4974078,1.3908436,0.0141619,-0.0057163,0.0198782
8,-1.3332133,-1.2539742,"('unaffectionate', 'affectionate')",-0.3920679,-0.44830775,-0.34451866,-0.47743216,1.0832994,0.8731037,-0.2466251,-0.3266526,0.0800275
59,1.3050674,1.2341009,"('foolish', 'wise')",0.3439409,0.29982588,-0.3555919,-0.42990127,0.4992643,0.4172139,0.4481702,0.3803099,0.0678603
38,-1.2884068,-1.1920809,"('untruthful', 'truthful')",-0.21079573,-0.17914663,-1.1823632,-1.2011349,-0.12678103,-0.19111097,-0.7020867,-0.6908684,-0.0112183
85,1.2532762,1.1769277,"('insignificant', 'prestigious')",0.38094327,0.24099612,0.14646673,0.05014581,1.134962,0.9274115,0.7289121,0.5988703,0.1300418
14,-1.2502114,-1.0851678,"('antisocial', 'social')",-0.14534062,0.06781224,1.5605075,1.7926823,-0.54374707,-0.40257052,-0.0946979,0.0931891,-0.187887
62,-1.1758364,-1.0571768,"('incompetent', 'brilliant')",-0.55216897,-0.41884556,0.08701655,0.25450242,-0.5281344,-0.4027058,-0.5422808,-0.4060564,-0.1362244
7,-1.1536405,-0.967528,"('insensitive', 'sensitive')",-0.28325006,-0.13875431,0.49819782,0.4434619,1.0963852,1.0263528,0.0394231,0.0908831,-0.05146
77,-1.134957,-1.1789794,"('unmotivated', 'motivated')",-0.28498113,-0.31475595,0.92233706,0.9280831,-1.1926947,-1.232652,-0.4225739,-0.449576,0.0270021
32,-1.0926456,-1.0273737,"('unkind', 'kind')",0.685881,0.7468722,0.7180264,0.63898164,1.060723,1.0068011,0.3429962,0.3413203,0.0016759
43,-1.0208737,-0.87192184,"('irresponsible', 'responsible')",-0.03410336,0.034416623,-0.37865478,-0.41465408,0.49153894,0.57068837,-0.2355232,-0.1703677,-0.0651555
76,-0.981909,-0.8747415,"('anxious', 'daring')",-0.84800154,-0.65080607,0.8422044,0.8817762,-0.10352018,0.025410008,-0.2728066,-0.1545903,-0.1182163
22,-0.97961473,-0.99662256,"('untrustworthy', 'trustworthy')",-0.10797416,-0.11156992,0.32846507,0.3696296,-0.6838601,-0.67772686,-0.360746,-0.3540724,-0.0066736
44,0.95440644,0.92067295,"('prejudiced', 'unprejudiced')",0.05004473,0.14765424,-0.6696236,-0.4908787,-1.5798942,-1.452138,-0.3112667,-0.2186724,-0.0925943
88,-0.884306,-0.96204,"('low', 'eminent')",0.034224376,-0.0015939027,-0.0764004,-0.11478218,0.16949826,0.15361059,-0.1892459,-0.2312014,0.0419555
26,-0.88125354,-0.65480566,"('hardhearted', 'benevolent')",0.2944686,0.3326367,1.5486528,1.6527863,1.8772011,1.8295411,0.7097672,0.7900396,-0.0802724
61,-0.807679,-0.8519858,"('illogical', 'logical')",-0.62794167,-0.6481138,-0.068751544,-0.16367848,0.28372,0.23214598,-0.3051631,-0.357908,0.0527449
33,0.7988774,0.647709,"('wrong', 'right')",1.0562179,0.9588872,0.6666433,0.5549906,-0.2571256,-0.33650643,0.5661533,0.4562701,0.1098832
82,-0.76357406,-0.84799916,"('poor', 'rich')",-0.80228,-0.8942483,0.5692812,0.4759376,5.940942,5.9700484,1.2360922,1.1759347,0.0601575
51,-0.73388076,-0.6380899,"('uneducated', 'educated')",-0.3622897,-0.3156519,0.73603904,0.7009554,0.564185,0.5211661,0.0510134,0.0670949,-0.0160815
49,-0.71851385,-0.6553052,"('unable', 'able')",-0.1442808,-0.14709508,-0.5936285,-0.55601925,-0.48921424,-0.5245546,-0.4864094,-0.4707435,-0.0156659
60,-0.7113947,-0.6495808,"('inefficient', 'efficient')",0.3401711,0.4996456,0.40305603,0.35705894,-0.5248999,-0.38588023,-0.1232669,-0.0446891,-0.0785778
56,-0.6972055,-0.6057781,"('impractical', 'practical')",0.63450205,0.7340096,-0.4000552,-0.33318043,-0.8763906,-0.7519195,-0.3347873,-0.2392171,-0.0955702
74,-0.65061635,-0.6140913,"('undedicated', 'dedicated')",-0.0071138646,-0.04913748,0.11923176,0.062096417,0.104676805,0.0886567,-0.1084554,-0.1281189,0.0196635
18,-0.6283807,-0.51669794,"('disagreeable', 'welcoming')",-0.36356056,-0.32108536,-0.032617852,0.043991156,-0.038886625,-0.08758498,-0.2658615,-0.2203443,-0.0455172
40,-0.62778264,-0.52799916,"('stingy', 'generous')",0.3145298,0.25619376,0.6552982,0.64740026,-1.0206811,-1.16058,-0.169659,-0.1962463,0.0265873
16,0.59357893,0.45758474,"('unpopular', 'popular')",-0.1155667,-0.26258698,-0.7778176,-0.8819908,0.3503935,0.22315404,0.012647,-0.1159597,0.1286067
78,-0.53824586,-0.42656514,"('nonresilient', 'resilient')",0.20813039,0.24703322,0.9568733,0.85664165,0.38935706,0.28337693,0.2540287,0.2401217,0.013907
29,0.51623267,0.47227478,"('unfair', 'fair')",-0.23182379,-0.1928568,-0.53599274,-0.48184714,-0.14620833,-0.1423281,-0.0994481,-0.0861893,-0.0132588
87,0.48414043,0.50318414,"('unsuccessful', 'successful')",0.102671504,0.1260338,0.965929,1.0209712,0.60157406,0.6356262,0.5385787,0.5714538,-0.0328751
84,0.48122498,0.47503093,"('inferior', 'superior')",0.25266904,0.21198359,0.24189056,0.22507866,0.94780463,0.9420118,0.4808973,0.4635262,0.0173711
36,0.46275216,0.3758359,"('hostile', 'amicable')",-0.15593971,-0.24321568,-0.8560548,-0.83006597,0.74209464,0.6100735,0.0482131,-0.0218431,0.0700562
70,-0.45323706,-0.36780986,"('lethargic', 'energetic')",-0.3522665,-0.27749664,1.1874392,1.1770773,0.8637867,0.9269069,0.3114306,0.3646694,-0.0532388
67,0.43896693,0.3330348,"('doubtful', 'determined')",0.41358504,0.46473694,0.4412144,0.42515194,-0.94603956,-0.90369076,0.0869317,0.0798083,0.0071234
66,0.4338948,0.31692776,"('inactive', 'active')",-0.7769155,-0.8230085,1.1155465,1.0806102,1.3874596,1.2840154,0.5399964,0.4646362,0.0753602
65,-0.42311594,-0.5096333,"('insecure', 'secure')",-0.7949698,-0.7282223,0.27451953,0.2365755,-0.49048132,-0.38718095,-0.3585119,-0.3471153,-0.0113966
27,-0.4077758,-0.35811117,"('hardhearted', 'softhearted')",-0.52796936,-0.612526,0.95087874,0.7128757,1.8443804,1.6514039,0.4648785,0.3484106,0.1164679
31,-0.39706156,-0.37678325,"('evil', 'good')",-0.30675906,-0.42343628,-1.434552,-1.4383901,-0.7483329,-0.91507643,-0.7216763,-0.7884216,0.0667453
52,0.37147027,0.24846411,"('irrational', 'rational')",-0.15056929,-0.30147928,-1.0164574,-1.1276712,0.18873475,0.06442827,-0.1517054,-0.2790645,0.1273591
58,-0.36181688,-0.26506305,"('undiscriminating', 'discriminating')",-1.1600845,-1.1714894,0.5493126,0.59358805,0.13787223,0.17579137,-0.2086791,-0.1667932,-0.0418859
71,0.35890785,0.45584735,"('diffident', 'self-confident')",1.3980002,1.4656194,0.96622413,1.0423468,0.6747963,0.6478039,0.8494821,0.9029044,-0.0534223
5,0.35573575,0.34895968,"('distant', 'outgoing')",-0.35699916,-0.44357052,-0.72431695,-0.826503,-0.012568494,-0.10814127,-0.1845372,-0.2573138,0.0727766
39,0.31358045,0.24233997,"('exploitative', 'cooperative')",0.7625604,0.70732117,0.23551278,0.11350066,0.22344989,0.24952823,0.3837759,0.3281725,0.0556034
34,-0.28386074,-0.37135562,"('mean', 'honorable')",-0.27081883,-0.3149394,-0.064202726,-0.18240571,6.286874,6.2360587,1.4169979,1.3418396,0.0751583
83,-0.2659802,-0.082269095,"('powerless', 'powerful')",-0.23808087,-0.17427832,0.042451773,0.24555197,-0.9219133,-0.82430786,-0.3458807,-0.2088258,-0.1370549
75,0.23188785,0.15736592,"('meek', 'impulsive')",-0.4806345,-0.5484595,-0.4589334,-0.2527449,-0.36180812,-0.35912675,-0.2673721,-0.2507413,-0.0166308
37,-0.22189243,-0.18765514,"('fake', 'genuine')",0.22192995,0.27898243,0.3715789,0.30956268,0.92362684,0.90728295,0.3238108,0.3270432,-0.0032324
42,0.2009685,0.30336416,"('unreliable', 'reliable')",0.33690098,0.3946649,1.0533671,1.0560699,-2.8712552,-2.8218477,-0.3200046,-0.2669372,-0.0530674
20,-0.18359476,-0.1702288,"('rough', 'thoughtful')",0.06855077,0.15236858,0.7039654,0.6488944,1.256204,1.2406298,0.4612814,0.467916,-0.0066346
4,0.17870986,0.30151004,"('disliked', 'liked')",-0.0164497,-0.010205107,-0.23775609,0.07202669,-6.3304467,-6.3777657,-1.6014856,-1.5036085,-0.0978771
68,0.1739511,0.09461664,"('dependent', 'independent')",-1.3646469,-1.4150163,-0.6062547,-0.73618805,-0.4832019,-0.582663,-0.5700381,-0.6598127,0.0897746
17,-0.1667175,-0.28095168,"('nasty', 'nice')",0.010613117,0.0042813346,-1.3019991,-1.351537,-0.6856425,-0.73717546,-0.5359365,-0.5913457,0.0554092
2,0.14270192,0.03591,"('unlikable', 'likable')",0.49666792,0.50991464,1.6170552,1.6720839,0.66059583,0.68431807,0.7292552,0.7255566,0.0036986
25,-0.13609456,-0.2360638,"('egoistic', 'altruistic')",0.6883525,0.6028525,0.87718964,0.84456825,1.8589203,1.6804843,0.822092,0.7229604,0.0991316
19,0.07779378,0.068639725,"('inhospitable', 'hospitable')",-0.9690025,-1.0514582,-0.87204707,-0.8975074,0.15953882,0.07982677,-0.4009292,-0.4501248,0.0491956
6,-0.07052043,-0.119961135,"('distant', 'open')",-0.30055866,-0.42911547,-0.97965515,-1.1525877,0.81500566,0.6994445,-0.1339321,-0.2505549,0.1166228
54,0.051751565,0.090966,"('incapable', 'capable')",0.15705839,0.14511025,0.50717705,0.4639741,1.0797215,1.0431373,0.4489271,0.4357969,0.0131302
79,-0.044001155,-0.09992346,"('wavering', 'unwavering')",-0.072932124,-0.11341645,-1.7937268,-1.8036937,-0.10529952,-0.184753,-0.5039899,-0.5504466,0.0464567
64,0.043557625,0.08061008,"('shy', 'confident')",-0.32235897,-0.2987512,0.6565378,0.74408066,-6.8632884,-6.6861367,-1.621388,-1.5400493,-0.0813387
47,-0.041087322,-0.110285826,"('stupid', 'smart')",1.0168482,1.0447313,0.5192958,0.46544755,5.4700894,5.4526315,1.7412865,1.7131312,0.0281553
15,0.03983902,-0.017859744,"('boring', 'funny')",0.73962027,0.747142,-0.90986216,-0.88746375,0.5410703,0.48725992,0.1026669,0.0822696,0.0203973
80,0.037547,0.12748286,"('dominated', 'dominating')",-0.41952285,-0.24726665,0.7201821,0.8254543,-1.2986357,-1.230778,-0.2401074,-0.1312769,-0.1088305
