,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
85,0.7996241,0.52670485,"('insignificant', 'prestigious')",-1.5731739,-1.8489722,-1.4627907,-1.8034251,-0.4314025,-0.45141223,-0.6669357,-0.8942761,0.2273404
9,-0.7468065,-0.6784271,"('unaffectionate', 'caring')",-2.228231,-2.2550426,-1.6955271,-1.9224993,0.43661386,0.4569705,-1.0584877,-1.0997496,0.0412619
25,-0.73809355,-0.90228724,"('egoistic', 'altruistic')",-0.5987173,-0.7283843,-0.51787156,-0.629029,0.506885,0.66317815,-0.3369493,-0.3991306,0.0621813
45,-0.7228872,-0.39571172,"('incompetent', 'competent')",-0.16646177,-0.0054055657,0.18720123,0.22485287,0.3059225,0.17100257,-0.0990563,-0.0013155,-0.0977408
18,-0.7115344,-0.6685823,"('disagreeable', 'welcoming')",-0.61974055,-0.69861674,-0.644009,-0.6385912,-0.5309605,-0.5445404,-0.6265611,-0.6375827,0.0110216
20,-0.7079645,-0.5752521,"('rough', 'thoughtful')",-0.38083926,-0.25312647,0.05699593,0.24862576,0.6811012,0.8454793,-0.0876767,0.0664316,-0.1541083
67,0.6985925,0.8507154,"('doubtful', 'determined')",0.9640378,1.0915211,0.8262337,0.83459985,-0.025226144,0.045347337,0.6159095,0.705546,-0.0896365
79,0.6890834,0.494223,"('wavering', 'unwavering')",0.094422475,-0.03322138,-0.80968314,-0.9770942,-0.17469604,-0.17521453,-0.0502183,-0.1728268,0.1226085
54,-0.6752143,-0.75180835,"('incapable', 'capable')",-0.9831124,-0.99693394,-1.1188865,-1.069672,0.4117336,0.6145599,-0.5913699,-0.5509636,-0.0404063
5,0.67492515,0.68243223,"('distant', 'outgoing')",-0.6241396,-0.6609072,-1.1988611,-1.3415408,-1.0621046,-0.96100247,-0.5525451,-0.5702546,0.0177095
11,-0.65500784,-0.37000653,"('unhelpful', 'helpful')",-0.95402414,-0.73150396,-0.32584172,-0.34042552,2.1036532,2.084103,0.0421949,0.1605418,-0.1183469
13,-0.6491698,-0.29199594,"('impolite', 'polite')",0.014929004,0.35884613,0.98691154,1.2797486,0.08295343,0.1648491,0.108906,0.377862,-0.268956
84,0.6247979,0.3992223,"('inferior', 'superior')",0.23111187,0.13729501,-0.1830566,-0.23583499,0.55936295,0.5852956,0.308054,0.2214945,0.0865595
34,-0.5996335,-0.50525475,"('mean', 'honorable')",-0.29250756,-0.015480131,0.095599756,0.37745202,5.481311,5.859546,1.1711924,1.4290658,-0.2578734
72,-0.58446586,-0.45033324,"('unambitious', 'ambitious')",-1.3277489,-1.1765524,-0.5465916,-0.5481535,-0.72609454,-0.62621444,-0.7962252,-0.7003134,-0.0959118
58,-0.56693256,-0.36896446,"('undiscriminating', 'discriminating')",-0.38017625,-0.5039927,-0.6688844,-0.91362023,0.1346987,-0.07086326,-0.3703236,-0.4643601,0.0940365
33,0.54707855,0.48017082,"('wrong', 'right')",0.16236487,-0.03654416,-0.1552084,-0.3442938,-1.161549,-1.2047749,-0.1518285,-0.2763605,0.124532
47,-0.5337264,-0.2932615,"('stupid', 'smart')",-0.5568551,-0.26678407,0.5375319,0.7094899,4.6792026,5.0412188,1.0315382,1.2976657,-0.2661275
30,-0.4829278,-0.21792284,"('intolerant', 'tolerant')",-0.32035846,-0.070283696,0.9757891,1.2033892,1.0909528,1.4444973,0.3158639,0.58992,-0.2740561
39,-0.44651118,-0.3760207,"('exploitative', 'cooperative')",-0.2500327,-0.029943172,0.065311834,0.32254434,-0.3627807,-0.28714862,-0.2485032,-0.092642,-0.1558612
87,0.41125804,0.4950396,"('unsuccessful', 'successful')",0.30005828,0.38872597,0.23467363,0.15624644,0.24977838,0.22545476,0.2989421,0.3163667,-0.0174246
42,0.38606626,0.38547602,"('unreliable', 'reliable')",0.61300504,0.5130589,0.55702233,0.38497084,-2.6661594,-2.7966135,-0.2775164,-0.3782769,0.1007605
51,-0.38265488,-0.16783804,"('uneducated', 'educated')",-0.6637531,-0.33996475,-0.17980325,0.07347393,0.47136796,0.5848727,-0.1887108,0.037636,-0.2263468
6,0.34745276,0.4140579,"('distant', 'open')",-0.7499091,-0.8818508,-1.0647349,-1.2190719,-0.39117965,-0.3623756,-0.4645927,-0.5123101,0.0477174
44,0.33230132,0.14974096,"('prejudiced', 'unprejudiced')",0.6054046,0.5180408,0.5733302,0.5249917,-1.3338386,-1.3822852,0.0442994,-0.047378,0.0916774
66,0.3300519,0.25350183,"('inactive', 'active')",0.74618083,0.68627584,0.06880963,-0.14156964,0.601908,0.4662523,0.4367376,0.3161151,0.1206225
63,-0.32445914,-0.061291605,"('unperceptive', 'insightful')",-1.2383838,-1.0232987,-0.59659183,-0.6041152,1.0854617,1.0853841,-0.2684933,-0.1508303,-0.117663
36,0.32018888,0.1078263,"('hostile', 'amicable')",-0.042031392,-0.3147971,-0.86336213,-1.197454,-0.67671406,-0.6839543,-0.3154797,-0.5220948,0.2066151
2,0.3140693,0.32769933,"('unlikable', 'likable')",0.5262341,0.53585434,0.6158522,0.59655166,0.21661612,0.23201106,0.4181929,0.4230291,-0.0048362
68,-0.3028525,-0.31076357,"('dependent', 'independent')",-0.7295747,-0.59985733,-0.9840394,-0.8737124,-0.65298885,-0.64907926,-0.6673639,-0.6083531,-0.0590108
17,-0.30134845,-0.32958934,"('nasty', 'nice')",-0.3349623,-0.30877393,-0.0034661219,0.09367393,-1.0398171,-0.9442644,-0.4198985,-0.3722384,-0.0476601
50,0.28291726,-0.034478493,"('clumsy', 'skillful')",0.6243751,0.18805009,0.3045045,-0.179183,0.1891794,0.13861462,0.3502441,0.0282508,0.3219933
82,-0.25669584,0.07166329,"('poor', 'rich')",0.36667266,0.6143136,0.61963487,0.92225164,6.319611,6.6545224,1.7623057,2.0656877,-0.303382
71,0.24257126,-0.032043606,"('diffident', 'self-confident')",-0.41593173,-0.578528,-0.29799944,-0.5902475,0.30964774,0.17269608,-0.040428,-0.2570308,0.2166028
43,-0.2328272,-0.044565316,"('irresponsible', 'responsible')",-1.3931577,-1.0741714,-0.46775678,-0.38453186,0.8753893,0.8934837,-0.3045881,-0.1524462,-0.1521419
78,-0.19168717,-0.28243402,"('nonresilient', 'resilient')",-1.0174129,-1.09482,-1.2155893,-1.275759,0.13139677,0.14176878,-0.5733231,-0.6278111,0.054488
26,0.18527412,0.15099406,"('hardhearted', 'benevolent')",0.6785086,0.642764,0.84154236,0.74903154,1.452136,1.322862,0.7893653,0.7164129,0.0729524
31,0.17935193,-0.12770326,"('evil', 'good')",-0.41390923,-0.6265393,-0.9635896,-1.224041,-1.605845,-1.6860408,-0.7009979,-0.9160811,0.2150832
64,0.17595628,0.08094866,"('shy', 'confident')",-0.26604208,-0.3105135,-0.6000228,-0.82928634,-6.249482,-6.5588865,-1.7348977,-1.9044344,0.1695367
80,0.124447554,0.23389474,"('dominated', 'dominating')",-0.2509963,-0.12808412,0.37950405,0.4643236,-1.0575085,-1.0785576,-0.2011383,-0.1271058,-0.0740325
56,-0.113631025,0.3301438,"('impractical', 'practical')",0.252254,0.6932752,1.0072308,1.3154905,-0.0066659823,0.17807607,0.284797,0.6292464,-0.3444494
74,0.10496949,0.14303216,"('undedicated', 'dedicated')",-0.39477423,-0.40353397,-0.27696973,-0.402573,0.40941718,0.19206408,-0.0393393,-0.1177527,0.0784134
8,-0.099445164,-0.15475976,"('unaffectionate', 'affectionate')",-2.2235959,-2.35037,-2.3791788,-2.6088233,-0.3258758,-0.24487196,-1.2570239,-1.3397063,0.0826824
37,0.088603206,0.026579127,"('fake', 'genuine')",0.18970667,0.14539604,-0.36227134,-0.43906796,0.58225375,0.42880028,0.1245731,0.0404269,0.0841462
12,-0.07980645,0.054206762,"('unsupportive', 'supportive')",-2.0949135,-1.965232,-1.3746977,-1.4535428,-1.9227281,-2.0796986,-1.3680364,-1.3610667,-0.0069697
29,0.07286042,0.099188045,"('unfair', 'fair')",-1.0117583,-0.9887417,-1.5309945,-1.5060196,-0.82656956,-0.8656012,-0.8241155,-0.8152936,-0.0088219
83,0.035351686,-0.01549232,"('powerless', 'powerful')",-0.69918615,-0.6141916,-1.3563583,-1.3771242,-0.85174143,-0.83755934,-0.7179835,-0.7110919,-0.0068916
38,-0.028609946,0.2997414,"('untruthful', 'truthful')",-1.2247679,-1.0062267,-0.73810565,-0.7369445,-0.102759235,0.07348892,-0.5235607,-0.3424852,-0.1810755
15,-0.0110734645,-0.0865957,"('boring', 'funny')",1.1250924,0.975601,1.1126996,0.9355828,0.048888355,0.111669354,0.5689017,0.4840643,0.0848374
52,-0.008760765,-0.16005602,"('irrational', 'rational')",-1.1766617,-1.1726428,-1.6898767,-1.868822,-1.2845296,-1.1626962,-1.0399572,-1.0910543,0.0510971
