,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
31,0.58612764,0.72109807,"('evil', 'good')",-0.05167706,0.018763617,0.83057654,0.8550588,-1.1231631,-1.108337,0.060466,0.1216458,-0.0611798
39,0.58320534,0.61399066,"('exploitative', 'cooperative')",1.1239386,1.1278887,0.7471258,0.6898448,0.15214488,0.18878086,0.6516036,0.6551262,-0.0035226
26,0.56916004,0.77603847,"('hardhearted', 'benevolent')",-0.415324,-0.23550709,1.0414375,1.3691893,1.6161989,1.85941,0.7028681,0.9422827,-0.2394146
3,-0.55906713,-0.7666693,"('repellent', 'pleasant')",0.14049776,0.0072307587,-0.67429197,-0.86512315,0.1519986,0.13946345,-0.2352157,-0.3712746,0.1360589
0,-0.5553458,-0.741403,"('unsociable', 'sociable')",-0.5882317,-0.87013954,-0.50779045,-0.71420693,-0.3408717,-0.37483588,-0.4980599,-0.6751463,0.1770864
45,-0.5414678,-0.94624406,"('incompetent', 'competent')",-0.26029286,-0.5149564,-1.6009504,-1.8114867,-0.3229232,-0.37516904,-0.6814085,-0.9119641,0.2305556
57,0.54090196,0.24024391,"('unimaginative', 'imaginative')",0.056110814,-0.14964068,-0.42303976,-0.6910851,-2.4158452,-2.3772721,-0.560468,-0.7444385,0.1839705
83,-0.53741217,-0.7039559,"('powerless', 'powerful')",0.119817264,0.06315149,0.57269037,0.50737095,-0.8123119,-0.837059,-0.1643041,-0.2426231,0.078319
61,0.53703487,0.5072956,"('illogical', 'logical')",-0.78931034,-0.8812858,0.24107927,0.15425111,0.4066019,0.3983807,0.0988514,0.0446604,0.054191
23,-0.52500826,-0.58624256,"('insincere', 'sincere')",-0.14417517,-0.1586299,-0.023236468,-0.16498072,5.9934435,5.877738,1.3252559,1.2419713,0.0832846
37,-0.51891494,-0.56248176,"('fake', 'genuine')",-0.18602017,-0.23933554,-1.0713804,-1.2139401,0.5917713,0.48207143,-0.296136,-0.3834215,0.0872855
15,0.51805925,0.43206018,"('boring', 'funny')",0.027850538,0.033239234,1.2987939,1.3680187,0.25900102,0.19046229,0.5259262,0.5059451,0.0199811
11,-0.4955318,-0.57822436,"('unhelpful', 'helpful')",0.87556195,0.75753385,-1.1383764,-1.1234883,2.193607,2.238558,0.3588152,0.3235948,0.0352204
43,-0.49450827,-0.6237953,"('irresponsible', 'responsible')",0.09190332,0.00034286827,-1.2729342,-1.1963949,0.700486,0.80669934,-0.2437633,-0.253287,0.0095237
85,0.45963502,0.87521225,"('insignificant', 'prestigious')",-0.95771825,-0.72306585,1.388417,1.5352737,0.8046237,0.8150333,0.4237394,0.6256133,-0.2018739
2,0.45397013,0.71288,"('unlikable', 'likable')",0.5821518,0.74137324,1.4719589,1.41371,0.8688373,1.0064822,0.8442295,0.9686114,-0.1243819
70,-0.44686162,-0.71659696,"('lethargic', 'energetic')",0.12415894,-0.02464469,-1.3002226,-1.3961831,0.813202,0.88000625,-0.2024308,-0.3143546,0.1119238
76,-0.43696,-0.47775894,"('anxious', 'daring')",0.6588457,0.72582996,-0.037736036,-0.21151008,0.40266338,0.4389922,0.1467033,0.1188883,0.027815
51,-0.41785598,-0.5818678,"('uneducated', 'educated')",0.29211715,0.2587045,-1.6647108,-1.7644844,0.7216148,0.661638,-0.2672087,-0.3565024,0.0892937
67,-0.38750216,-0.37476555,"('doubtful', 'determined')",1.1884395,1.1962566,0.26979125,0.337065,-0.8033455,-0.7435219,0.0668458,0.1037585,-0.0369127
62,0.3863359,0.17415982,"('incompetent', 'brilliant')",0.3897304,0.2958239,-0.58996147,-0.7701687,0.040089734,0.14648122,0.0565486,-0.0384259,0.0949745
18,-0.32958114,-0.17248654,"('disagreeable', 'welcoming')",-0.098543525,0.047811244,-0.18228267,-0.16654529,-0.5266312,-0.45217878,-0.2842596,-0.1858498,-0.0984098
79,-0.3250044,-0.2456993,"('wavering', 'unwavering')",0.17773886,0.2780564,1.187241,1.186783,0.21785766,0.18057647,0.3144583,0.3499291,-0.0354708
35,0.32264838,0.61031145,"('corrupt', 'incorrupt')",-0.4586909,-0.19672638,1.3652397,1.4766026,-0.17712009,-0.24787977,0.2630193,0.410577,-0.1475577
75,0.30950695,0.37300503,"('meek', 'impulsive')",0.4518711,0.5787159,0.4326074,0.61579293,-0.44307965,-0.46432486,0.1877265,0.2757973,-0.0880708
66,0.30201417,0.33650625,"('inactive', 'active')",1.164036,1.1129129,1.3946207,1.4344889,1.2197918,1.0379863,1.0201156,0.9804736,0.039642
38,0.29692265,0.39168856,"('untruthful', 'truthful')",0.794738,0.8526057,0.32490578,0.49839714,0.17399031,0.303836,0.3976392,0.5116318,-0.1139926
56,-0.29308754,-0.44835123,"('impractical', 'practical')",0.47507674,0.35742483,-0.17976068,-0.29669276,-0.048730522,-0.029403368,-0.0116255,-0.1042556,0.0926301
36,0.28946698,0.35828042,"('hostile', 'amicable')",-0.4243853,-0.38580346,2.2949402,2.1392915,0.37872556,0.27529898,0.6346868,0.5967669,0.0379199
87,-0.28718412,-0.23344135,"('unsuccessful', 'successful')",0.15974186,-0.011543751,0.7245829,0.5323932,0.61732394,0.55666435,0.3036162,0.2110181,0.0925981
29,0.28676307,0.3921181,"('unfair', 'fair')",0.024161398,0.054534346,-0.1166137,-0.087452486,-0.26597586,-0.29589444,-0.0179163,0.0158264,-0.0337427
20,-0.28078967,-0.356213,"('rough', 'thoughtful')",-1.0913339,-1.0366309,-0.0066914577,-0.20910887,1.218438,1.23766,-0.0400942,-0.0910732,0.050979
74,0.2794985,0.20455094,"('undedicated', 'dedicated')",0.41569254,0.42767286,0.056785792,-0.1333937,0.59511703,0.7156793,0.3367735,0.3036273,0.0331462
63,0.23940225,0.035934325,"('unperceptive', 'insightful')",0.8654541,0.689258,-0.03265635,-0.14752032,1.2808472,1.3650016,0.5882618,0.4856684,0.1025934
7,-0.22627413,-0.2271821,"('insensitive', 'sensitive')",-0.042839155,-0.12625054,-0.46850497,-0.5009142,0.98548174,0.8826001,0.0619659,0.0070633,0.0549026
58,-0.22502355,-0.28802362,"('undiscriminating', 'discriminating')",-0.20439081,-0.20150012,0.7373243,0.5754483,0.28864616,0.25575238,0.149139,0.0854192,0.0637198
1,0.21337269,0.49176764,"('unfriendly', 'friendly')",-0.7783053,-0.54719037,0.6533036,0.76493716,2.2950013,2.3525395,0.5958431,0.7655135,-0.1696704
47,0.1851311,0.14814359,"('stupid', 'smart')",-0.25647452,-0.18773636,0.24272749,0.11554679,5.603217,5.449496,1.4436502,1.3813624,0.0622878
4,0.15789841,0.18169452,"('disliked', 'liked')",0.15397353,0.15396115,0.6082001,0.48298937,-6.287079,-6.2087936,-1.3417517,-1.3475372,0.0057855
30,-0.1448378,-0.3583972,"('intolerant', 'tolerant')",-0.105403066,-0.24463378,-0.8478418,-0.91477275,0.81397897,0.8226842,-0.0710259,-0.1737799,0.102754
22,0.14359653,-0.064356476,"('untrustworthy', 'trustworthy')",0.33631432,0.18216567,-1.2556295,-1.4768338,-0.85003495,-0.8198589,-0.4064384,-0.5447209,0.1382825
17,0.14248413,0.16615368,"('nasty', 'nice')",-0.078353554,-0.013781462,0.84230864,0.7218152,-0.88108754,-0.91071224,0.0063379,-0.0091312,0.0154691
69,0.12915765,0.25176817,"('lazy', 'industrious')",0.47712088,0.5528069,2.579095,2.7084346,-0.92939454,-0.85528904,0.5639947,0.6644301,-0.1004354
28,0.12238793,0.05407908,"('disloyal', 'loyal')",-0.20176016,-0.33321995,-0.73387253,-0.70705545,1.2618026,1.136458,0.1121394,0.0375654,0.074574
13,0.10689887,-0.004669221,"('impolite', 'polite')",0.63689166,0.41865423,-0.20775071,-0.337991,-0.16653678,-0.19135506,0.0923758,-0.0288403,0.1212161
59,0.098441504,0.25199747,"('foolish', 'wise')",0.07685779,0.20387179,0.45763075,0.6395529,0.40038088,0.43356815,0.2583277,0.3822476,-0.1239199
86,-0.095869064,-0.32033122,"('uninfluential', 'influential')",-0.3669658,-0.56197995,-1.5635588,-1.6898581,0.050782688,-0.003145855,-0.4939027,-0.6438288,0.1499261
24,-0.09523394,0.0038136467,"('dishonest', 'honest')",-0.22998036,-0.21201304,-1.4413261,-1.2787837,0.95921004,1.0390276,-0.2018326,-0.1119889,-0.0898437
34,-0.055103853,-0.00028416887,"('mean', 'honorable')",0.10377709,0.1323879,0.6725865,0.62517565,6.349058,6.2077284,1.7675794,1.7412519,0.0263275
42,0.05375786,0.07672967,"('unreliable', 'reliable')",0.58456296,0.6291801,0.42443222,0.2955568,-2.7219908,-2.5442984,-0.4148095,-0.385708,-0.0291015
54,0.031115962,0.20786054,"('incapable', 'capable')",-0.16547924,0.004689552,1.1260811,1.1284769,1.1205453,1.1816971,0.5280658,0.630681,-0.1026152
19,-0.018208694,0.108331494,"('inhospitable', 'hospitable')",0.06763388,0.19614436,-0.29550138,-0.304934,-0.24344525,-0.14312056,-0.1223804,-0.0358947,-0.0864857
41,-0.011418842,-0.03141258,"('unforgiving', 'forgiving')",-0.033413723,0.016376423,0.6242288,0.61472434,-0.095888756,-0.067066,0.1208769,0.1331555,-0.0122786
