,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
39,1.4305086,1.1920786,"('exploitative', 'cooperative')",0.04455299,0.106930934,-0.082295835,0.03023304,0.4642553,0.4430809,0.0211744
86,-1.4135822,-1.4096935,"('uninfluential', 'influential')",-2.51965,-2.5807495,-0.7943004,-0.6140294,-1.5758443,-1.5348241,-0.0410202
1,-1.2384661,-1.36401,"('unfriendly', 'friendly')",0.25815132,-0.30293462,1.7701223,1.4443802,0.2632691,-0.0741882,0.3374573
51,-1.1847821,-0.92256737,"('uneducated', 'educated')",-1.5345056,-1.2767425,0.03938748,0.14871845,-0.8933001,-0.6835305,-0.2097696
53,-1.0845631,-1.0193677,"('uncreative', 'creative')",0.33281,0.07791395,0.6523308,0.4598177,-0.0331408,-0.1605453,0.1274045
58,-1.0682255,-0.7040655,"('undiscriminating', 'discriminating')",-0.33991602,-0.4942308,0.123564735,-0.08789669,-0.4281923,-0.428731,0.0005387
26,-1.0638889,-1.0813663,"('hardhearted', 'benevolent')",1.6992356,1.3102697,1.5877168,1.3137555,0.7410212,0.5142196,0.2268016
57,-1.0614638,-0.92846763,"('unimaginative', 'imaginative')",-0.66574055,-0.6857211,-3.252513,-3.3823428,-1.6599058,-1.6655105,0.0056047
45,-1.0542384,-0.76798296,"('incompetent', 'competent')",-2.2907043,-1.9223818,-0.28531766,-0.09179589,-1.2100867,-0.9273869,-0.2826998
36,-0.9244845,-0.9613194,"('hostile', 'amicable')",1.9323927,1.287485,0.5180042,-0.044967182,0.5086375,0.0937328,0.4149047
0,-0.90022486,-1.0457352,"('unsociable', 'sociable')",-0.80188483,-0.6861359,-0.50908744,-0.39801028,-0.7370657,-0.7099605,-0.0271052
76,0.8744255,0.9196943,"('anxious', 'daring')",-0.0955955,0.1977737,-0.59305286,-0.41860098,0.0619257,0.2329557,-0.17103
68,-0.87088984,-0.848609,"('dependent', 'independent')",-1.8604398,-1.8226986,-1.0762988,-0.97620684,-1.2692095,-1.2158381,-0.0533714
83,-0.81816214,-0.7579546,"('powerless', 'powerful')",0.36930075,0.46279466,-1.6153108,-1.3403226,-0.6880574,-0.5451608,-0.1428966
20,-0.8043206,-0.7159441,"('rough', 'thoughtful')",0.07280616,0.08214841,0.8398379,0.6904874,0.0361078,0.0188972,0.0172106
82,-0.8018595,-0.44541866,"('poor', 'rich')",-1.0909464,-0.817691,6.2621336,6.641697,1.4564425,1.7928624,-0.3364199
16,-0.7797651,-0.5074196,"('unpopular', 'popular')",0.610532,0.6103565,0.4953307,0.36596286,0.1086992,0.1562999,-0.0476007
24,0.767711,0.5665899,"('dishonest', 'honest')",-1.174811,-1.4433417,0.3033545,0.4389326,-0.0345818,-0.1459397,0.1113579
72,-0.76545507,-0.7504572,"('unambitious', 'ambitious')",0.3360116,0.070742875,-0.77005404,-0.46185434,-0.3998325,-0.3805229,-0.0193096
88,-0.7633919,-0.8032607,"('low', 'eminent')",-1.0270909,-1.0966566,-0.6162256,-0.5759037,-0.8022361,-0.8252737,0.0230376
4,-0.7523753,-0.36059266,"('disliked', 'liked')",0.8132748,0.8354301,-6.7811785,-7.1301665,-2.2400929,-2.2184431,-0.0216498
31,-0.7499092,-0.8752114,"('evil', 'good')",0.6439905,0.26306123,-0.36601344,-0.7932543,-0.1573107,-0.4684682,0.3111575
18,-0.6951223,-0.57553405,"('disagreeable', 'welcoming')",0.36734655,0.15269858,-0.45305413,-0.5211041,-0.2602766,-0.3146465,0.0543699
2,0.67757714,0.8754841,"('unlikable', 'likable')",1.028425,1.0909436,0.77144736,0.6940107,0.8258165,0.8868128,-0.0609963
73,0.67026,0.89584225,"('helpless', 'self-reliant')",1.2109671,1.2254661,-3.1941173,-3.448634,-0.4376301,-0.4424419,0.0048118
41,-0.6678332,-0.53347087,"('unforgiving', 'forgiving')",-0.29392824,-0.5481268,-0.17475006,-0.31555113,-0.3788372,-0.4657163,0.0868791
9,-0.6489767,-0.8171349,"('unaffectionate', 'caring')",0.5195429,0.14755915,1.6333492,1.5333617,0.5013051,0.2879286,0.2133765
79,-0.644218,-0.4387688,"('wavering', 'unwavering')",0.9822138,0.6895546,-0.1825239,-0.27791741,0.051824,-0.0090439,0.0608679
49,-0.6364326,-0.4177845,"('unable', 'able')",-1.4088613,-1.1024458,-0.686881,-0.38789585,-0.910725,-0.636042,-0.274683
19,-0.5963845,-0.46549052,"('inhospitable', 'hospitable')",-0.26608697,-0.42735857,-0.12782495,-0.30524677,-0.3300988,-0.3993653,0.0692665
40,-0.59620094,-0.65640557,"('stingy', 'generous')",0.22613639,-0.09087165,-1.543292,-2.0296943,-0.6377855,-0.9256572,0.2878717
8,-0.58196974,-0.68312955,"('unaffectionate', 'affectionate')",0.3506651,-0.0707365,1.2714165,1.0272188,0.346704,0.0911176,0.2555864
65,-0.5771166,-0.5871031,"('insecure', 'secure')",-1.800491,-1.5302126,-0.75142986,-0.3635618,-1.0430125,-0.8269592,-0.2160533
30,0.5716065,0.4561532,"('intolerant', 'tolerant')",-0.5285076,-0.36414412,0.6826733,0.78157574,0.2419241,0.291195,-0.0492709
67,0.5578908,0.6102349,"('doubtful', 'determined')",0.705748,0.71260726,-0.69729954,-0.44869828,0.1887797,0.2913813,-0.1026016
14,-0.5568269,-0.54188097,"('antisocial', 'social')",-0.22812504,0.22025569,-0.564438,-0.2390578,-0.4497966,-0.1868944,-0.2629022
66,-0.55568326,-0.48671716,"('inactive', 'active')",1.0024693,1.0157037,1.1040392,1.007256,0.5169417,0.5120808,0.0048609
10,-0.54677564,-0.6669385,"('unsympathetic', 'sympathetic')",-2.3346558,-2.2464542,-0.58224195,-0.40017298,-1.1545578,-1.1045219,-0.0500359
33,0.5311274,0.38041604,"('wrong', 'right')",1.4971117,1.2097515,-0.51811826,-0.61929035,0.5033736,0.3236257,0.1797479
28,-0.5310519,-0.8049617,"('disloyal', 'loyal')",-0.69545054,-0.87139755,0.701626,0.88924533,-0.1749588,-0.2623713,0.0874125
48,-0.51518863,-0.58313465,"('unintelligent', 'intelligent')",-0.79383636,-0.9199681,0.3605626,0.3247943,-0.3161542,-0.3927695,0.0766153
74,-0.4924156,-0.23150855,"('undedicated', 'dedicated')",-1.6882501,-1.4754865,-0.65069205,-0.5856972,-0.9437859,-0.7642307,-0.1795552
60,0.48817378,0.48808488,"('inefficient', 'efficient')",-1.6027752,-1.1591152,-0.6150372,-0.04821844,-0.5765462,-0.2397496,-0.3367966
44,0.46386495,0.5191428,"('prejudiced', 'unprejudiced')",0.17567998,0.41815692,-1.4716357,-1.392606,-0.2773636,-0.1517688,-0.1255948
32,-0.44919044,-0.4355387,"('unkind', 'kind')",-0.75371796,-0.7791011,0.39380085,0.47652158,-0.2697025,-0.2460394,-0.0236631
71,-0.41577047,-0.30009025,"('diffident', 'self-confident')",1.4416499,1.5206848,0.14015184,0.5030327,0.3886771,0.5745424,-0.1858653
