,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
6,-0.41462064,-0.45991606,"('distant', 'open')",1.0459619,0.67390096,0.25935033,-0.058938563,0.2968972,0.0516821,0.2452151
15,0.37206924,0.3479982,"('boring', 'funny')",0.7660115,0.78297555,-0.042008005,-0.11482991,0.3653576,0.3387146,0.026643
78,-0.37026995,-0.1596164,"('nonresilient', 'resilient')",0.76585263,1.0546483,0.11319946,0.36915874,0.169594,0.4213969,-0.2518029
23,-0.33315536,-0.3239644,"('insincere', 'sincere')",-0.54146296,-0.5752885,5.51794,5.9754953,1.547774,1.6920808,-0.1443068
52,-0.3282999,-0.63041866,"('irrational', 'rational')",1.335093,0.7142624,0.39153513,-0.07086134,0.4661094,0.0043275,0.4617819
50,-0.3111597,0.09501799,"('clumsy', 'skillful')",0.9745562,1.2059662,0.28043616,0.22238258,0.3146109,0.5077889,-0.193178
42,0.2791412,0.5323404,"('unreliable', 'reliable')",0.1075297,0.3723478,-3.064708,-3.168279,-0.8926791,-0.7545303,-0.1381488
56,-0.27500045,0.0047393814,"('impractical', 'practical')",-1.0748941,-0.65232635,-1.404084,-0.82888794,-0.9179928,-0.4921583,-0.4258345
62,0.2717491,0.50557405,"('incompetent', 'brilliant')",-1.2282314,-0.7874057,0.020338062,0.4112105,-0.3120481,0.0431263,-0.3551744
12,-0.26759866,-0.14114337,"('unsupportive', 'supportive')",0.33920947,0.21570635,-1.8536739,-1.8847783,-0.594021,-0.6034051,0.0093841
46,-0.2669884,-0.0046627633,"('uncompetitive', 'competitive')",-2.0152194,-1.6946666,-1.4207404,-1.1279804,-1.2343161,-0.9424365,-0.2918796
70,0.24991004,0.6250219,"('lethargic', 'energetic')",-1.6093906,-1.3813659,0.05114125,0.3475829,-0.4361131,-0.1362537,-0.2998594
47,-0.24555603,-0.11764077,"('stupid', 'smart')",0.19260769,0.21783236,5.489887,5.8067102,1.8123129,1.9689673,-0.1566544
29,-0.23203807,-0.111177444,"('unfair', 'fair')",-0.6169865,-0.52156085,-0.27110565,-0.53458303,-0.3733768,-0.3891071,0.0157303
7,-0.23201738,-0.2206124,"('insensitive', 'sensitive')",-0.7909293,-0.7092757,0.40281907,0.6060952,-0.2067092,-0.107931,-0.0987782
38,-0.23055302,-0.015841996,"('untruthful', 'truthful')",-0.014093261,-0.13144617,-0.19079727,0.044061866,-0.1451479,-0.0344088,-0.1107391
25,-0.21992365,-0.44117832,"('egoistic', 'altruistic')",0.8191977,0.4609543,1.5722985,1.2085336,0.7238576,0.4094365,0.3144211
61,-0.21544255,-0.23345473,"('illogical', 'logical')",-0.55085003,-0.45128676,0.3027017,0.429043,-0.1545303,-0.0852328,-0.0692975
54,-0.21051878,-0.01846753,"('incapable', 'capable')",0.8981184,0.90601724,0.8558926,1.0531081,0.5144974,0.646886,-0.1323886
85,-0.20694923,-0.14501399,"('insignificant', 'prestigious')",2.7468271,2.0587084,0.78287095,0.20305954,1.107583,0.7055846,0.4019984
27,0.20470744,0.009261534,"('hardhearted', 'softhearted')",-0.17609906,-0.44120538,1.4881116,1.203785,0.5055734,0.2572804,0.248293
64,-0.199179,-0.24166737,"('shy', 'confident')",-0.5300255,-0.31418812,-6.6419635,-6.6423125,-2.457056,-2.3993893,-0.0576667
63,-0.19820702,0.15803033,"('unperceptive', 'insightful')",-0.49649757,-0.3767156,0.48358685,0.8078172,-0.0703726,0.1963773,-0.2667499
75,0.19431804,0.5606702,"('meek', 'impulsive')",0.46055743,0.4499945,-0.5893778,-0.69457865,0.0218325,0.105362,-0.0835295
87,0.1915935,0.34721607,"('unsuccessful', 'successful')",0.7211531,1.1133977,0.8512997,1.0537711,0.5880154,0.8381282,-0.2501128
55,-0.1850534,-0.16074315,"('incompetent', 'clever')",-2.1252098,-1.866681,-0.0950062,0.028904699,-0.8017565,-0.6661731,-0.1355834
13,0.16580595,0.016157,"('impolite', 'polite')",-0.9377448,-0.70084167,-0.86274064,-0.49856883,-0.5448932,-0.3944178,-0.1504754
81,0.14722537,0.15948549,"('submissive', 'aggressive')",-1.6008538,-1.1229362,-1.3529513,-0.79334927,-0.9355265,-0.5856,-0.3499265
5,0.1250754,0.19743721,"('distant', 'outgoing')",0.96345127,0.7739895,-0.07008081,-0.20607263,0.339482,0.255118,0.084364
37,0.10931098,-1.41281635e-05,"('fake', 'genuine')",-1.0552033,-1.03905,0.10920569,0.2653226,-0.2788955,-0.2579139,-0.0209816
59,0.10670775,0.14503722,"('foolish', 'wise')",1.4983295,1.2392545,0.5413847,0.31179854,0.715474,0.5653634,0.1501106
17,-0.10092045,-0.090366095,"('nasty', 'nice')",0.7940848,0.6388537,-0.42247513,-0.7054163,0.0902297,-0.0523096,0.1425393
3,-0.08941855,-0.22124928,"('repellent', 'pleasant')",-1.0224186,-0.89330447,0.7987312,0.7615344,-0.1043686,-0.1176731,0.0133045
22,0.0711014,0.28707868,"('untrustworthy', 'trustworthy')",-1.5476481,-1.3683807,-1.119921,-1.038497,-0.8654892,-0.7065996,-0.1588896
43,0.06840143,0.12396255,"('irresponsible', 'responsible')",-1.5086092,-1.270858,0.041849963,0.3835377,-0.4661192,-0.2544526,-0.2116666
11,-0.067788385,0.068981126,"('unhelpful', 'helpful')",-1.0696255,-0.7999433,1.4581865,1.8260626,0.1069242,0.3650335,-0.2581093
21,0.06295727,0.029568193,"('immoral', 'moral')",-0.6936033,-0.6763909,-0.8930079,-0.6924115,-0.5078846,-0.4464114,-0.0614732
80,0.056677677,0.056248598,"('dominated', 'dominating')",-1.8303213,-1.3350648,-1.2886262,-0.94219005,-1.0207566,-0.7403355,-0.2804211
34,0.03969561,0.005867079,"('mean', 'honorable')",0.26110977,0.17331643,5.501289,5.902254,1.9340315,2.0271459,-0.0931144
84,0.030086774,0.07082743,"('inferior', 'superior')",-0.94177485,-0.87906617,0.87808603,1.0750775,-0.0112007,0.0889463,-0.100147
77,0.020719703,-0.095568866,"('unmotivated', 'motivated')",-0.18481988,-0.12660462,-1.1617653,-1.0178361,-0.4419552,-0.4133365,-0.0286187
35,-0.009186847,-0.041797645,"('corrupt', 'incorrupt')",1.167613,1.0408704,-0.056112316,-0.21082866,0.367438,0.262748,0.10469
69,-0.00021232478,0.038863573,"('lazy', 'industrious')",2.5332778,2.3818417,-0.036861677,-0.42049384,0.8320679,0.6667372,0.1653307
