,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.9633363,-0.8064909,"('unhelpful', 'helpful')",-0.16381165,-0.27204368,1.9101758,1.9076849,0.2610093,0.2763834,-0.0153741
45,-0.957713,-0.8328404,"('incompetent', 'competent')",0.077630684,0.042371236,-0.45725983,-0.59837216,-0.4457807,-0.4629471,0.0171664
16,-0.93551135,-1.0449265,"('unpopular', 'popular')",-0.11786061,-0.16385266,0.68230665,0.72968817,-0.1236884,-0.159697,0.0360086
87,-0.9021577,-0.97392946,"('unsuccessful', 'successful')",0.13216421,0.06650472,0.10500139,0.18227565,-0.2216641,-0.2417164,0.0200523
29,-0.90001094,-0.96101326,"('unfair', 'fair')",-0.52963376,-0.6194918,-0.6527064,-0.72822654,-0.6941171,-0.7695772,0.0754601
85,0.897312,0.41199553,"('insignificant', 'prestigious')",0.944515,0.8624961,0.65395594,0.705509,0.8319276,0.6600002,0.1719274
19,0.87577283,0.48401773,"('inhospitable', 'hospitable')",-0.408437,-0.5406179,0.22087309,0.19224896,0.229403,0.0452163,0.1841867
30,0.8673169,1.0419253,"('intolerant', 'tolerant')",-0.13693722,-0.16405588,1.0807762,1.0231484,0.6037186,0.6336726,-0.029954
8,0.85411,0.5867124,"('unaffectionate', 'affectionate')",0.37941256,0.32251817,0.5196079,0.4202656,0.5843768,0.4431654,0.1412114
20,-0.7417873,-0.6372209,"('rough', 'thoughtful')",-0.29715654,-0.3598713,1.1841758,1.0020136,0.0484107,0.0016404,0.0467703
52,-0.6999341,-0.8140711,"('irrational', 'rational')",-0.04385374,0.020393118,-0.47625327,-0.5223199,-0.4066804,-0.4386659,0.0319855
33,0.61555356,0.53797287,"('wrong', 'right')",0.49471015,0.4053994,-0.6213094,-0.66603553,0.1629848,0.0924456,0.0705392
58,-0.6100914,-0.79711294,"('undiscriminating', 'discriminating')",-0.774154,-0.8150065,-0.49186742,-0.6278113,-0.6253709,-0.7466435,0.1212726
14,-0.60048664,-0.31468672,"('antisocial', 'social')",-0.43539274,-0.22469689,-1.2875947,-0.9985048,-0.7744913,-0.5126295,-0.2618618
50,0.596368,0.5746157,"('clumsy', 'skillful')",0.24033561,0.107750624,0.7927414,0.57533,0.5431484,0.4192321,0.1239163
10,0.586611,0.6018153,"('unsympathetic', 'sympathetic')",-0.42094624,-0.56056964,-0.14709622,-0.41256303,0.0061895,-0.1237725,0.129962
48,0.5789755,0.6301184,"('unintelligent', 'intelligent')",0.5498106,0.48803782,0.48005036,0.2078732,0.5362788,0.4420098,0.094269
42,0.5774179,0.6063574,"('unreliable', 'reliable')",0.7142202,0.5960807,-2.5135386,-2.6247804,-0.4073002,-0.4741141,0.0668139
2,0.5748447,0.7163621,"('unlikable', 'likable')",0.35829347,0.39146414,0.33572102,0.42539862,0.422953,0.5110749,-0.0881219
73,0.56956565,0.5156834,"('helpless', 'self-reliant')",0.35718635,0.3305207,-3.2747562,-3.301559,-0.7826681,-0.8184516,0.0357835
66,-0.52708507,-0.760586,"('inactive', 'active')",-0.41126037,-0.3886435,0.97765404,1.0490005,0.0131029,-0.0334097,0.0465126
47,-0.5122567,-0.41900435,"('stupid', 'smart')",0.29047346,0.43082252,5.2492695,5.38237,1.6758288,1.7980626,-0.1222338
84,0.50956964,0.41547346,"('inferior', 'superior')",0.13699707,0.14873563,0.87261534,0.81311333,0.506394,0.4591075,0.0472865
39,0.50956476,0.40290648,"('exploitative', 'cooperative')",0.27379388,0.24683337,-0.24478662,-0.18095262,0.179524,0.1562624,0.0232616
64,-0.49229658,-0.25043052,"('shy', 'confident')",-0.81103563,-0.66584307,-6.8451915,-6.692514,-2.7161744,-2.5362625,-0.1799119
83,-0.48821315,-0.5803988,"('powerless', 'powerful')",-0.19499297,-0.16532235,-1.1829468,-1.2328262,-0.622051,-0.6595158,0.0374648
38,0.478335,0.30953014,"('untruthful', 'truthful')",0.44280243,0.3182947,0.5993616,0.473411,0.506833,0.3670786,0.1397544
35,-0.44578955,-0.5829106,"('corrupt', 'incorrupt')",-0.8483435,-0.8846742,-0.24775217,-0.20171607,-0.5139618,-0.5564336,0.0424718
27,-0.44388187,-0.49335518,"('hardhearted', 'softhearted')",-0.11846714,-0.20094077,1.6596541,1.4677099,0.3657684,0.2578047,0.1079637
78,0.427433,0.51103425,"('nonresilient', 'resilient')",1.5138196,1.4216665,1.0430502,0.9049674,0.9947676,0.9458894,0.0488782
55,0.40611714,0.731408,"('incompetent', 'clever')",0.06633802,0.036157884,-0.23954755,-0.35748097,0.0776359,0.136695,-0.0590591
80,-0.36614513,-0.1979661,"('dominated', 'dominating')",0.008189566,-0.064668,-1.0317736,-1.0683167,-0.463243,-0.4436502,-0.0195928
65,-0.3417733,0.042029068,"('insecure', 'secure')",-0.8314561,-0.7694598,-0.4935525,-0.537276,-0.555594,-0.4215689,-0.1340251
63,0.32046133,0.44537497,"('unperceptive', 'insightful')",0.61344326,0.57364243,1.0626845,0.9607104,0.6655297,0.6599093,0.0056204
41,-0.31968206,-0.29206502,"('unforgiving', 'forgiving')",0.49521145,0.57566357,-0.25002253,-0.33490807,-0.024831,-0.0171032,-0.0077278
34,0.31785944,0.22450316,"('mean', 'honorable')",0.308124,0.2320087,6.3008347,6.1889114,2.3089393,2.2151411,0.0937982
26,0.2897045,-0.046851933,"('hardhearted', 'benevolent')",0.39012015,0.34421587,0.9682193,0.8883747,0.549348,0.3952462,0.1541018
51,0.2787534,0.20821562,"('uneducated', 'educated')",0.058031313,-0.07951199,0.77607155,0.5587595,0.3709521,0.2291544,0.1417977
18,0.269743,0.18612528,"('disagreeable', 'welcoming')",-0.32717866,-0.28298834,-0.42872956,-0.30701214,-0.1620551,-0.1346251,-0.02743
77,-0.24773003,-0.17330551,"('unmotivated', 'motivated')",-0.22381197,-0.23542824,-0.9363115,-1.063926,-0.4692845,-0.4908866,0.0216021
25,0.24494725,0.24865957,"('egoistic', 'altruistic')",1.20182,1.18197,1.1614627,1.1670752,0.86941,0.8659016,0.0035084
79,0.22831,-0.08529177,"('wavering', 'unwavering')",0.04537186,0.058051202,0.35055032,0.2901254,0.2080774,0.0876283,0.1204491
23,0.1988289,0.354551,"('insincere', 'sincere')",-0.481427,-0.5316992,5.683356,5.5686707,1.8002526,1.7971741,0.0030785
59,-0.17866164,-0.13005088,"('foolish', 'wise')",0.12912926,0.2679661,0.27664092,0.39751557,0.0757028,0.1784769,-0.1027741
28,0.17582947,0.17727552,"('disloyal', 'loyal')",0.074988745,0.013254765,0.8980571,0.69087476,0.3829585,0.2938017,0.0891568
43,0.16965847,0.33298755,"('irresponsible', 'responsible')",-0.025294207,-0.012032747,0.39986616,0.372431,0.1814102,0.2311286,-0.0497184
68,0.14920974,0.23300038,"('dependent', 'independent')",-1.0052365,-1.074596,-0.18443035,-0.23939939,-0.346819,-0.3603317,0.0135127
13,0.14914715,0.20565227,"('impolite', 'polite')",0.5736583,0.52818465,0.024301283,0.009728618,0.2490356,0.2478552,0.0011804
53,0.1345781,0.06506252,"('uncreative', 'creative')",-0.578792,-0.6276872,0.45842695,0.33636504,0.0047377,-0.0754199,0.0801576
60,0.123748235,0.19305402,"('inefficient', 'efficient')",0.86386967,0.6629173,0.29125696,0.09897848,0.4262916,0.3183166,0.107975
69,0.11305051,-0.023800775,"('lazy', 'industrious')",1.0428023,1.0461978,-0.21727206,-0.046592142,0.3128603,0.3252683,-0.012408
88,0.10510923,-0.066881485,"('low', 'eminent')",-0.44494063,-0.48943564,0.11441807,0.011207316,-0.0751378,-0.1817033,0.1065655
7,0.09995595,0.3585639,"('insensitive', 'sensitive')",-0.46353394,-0.37317973,0.60303754,0.6139242,0.0798198,0.1997695,-0.1199497
6,-0.09297244,-0.36626226,"('distant', 'open')",0.20696035,0.11660982,0.5048194,0.4580708,0.2062691,0.0694728,0.1367963
0,-0.08469935,-0.20300744,"('unsociable', 'sociable')",0.17033637,0.048008427,-0.67860854,-0.8482183,-0.1976572,-0.3344058,0.1367486
70,0.07190324,0.09609258,"('lethargic', 'energetic')",-0.70766807,-0.7700645,0.5924695,0.548232,-0.0144318,-0.0419133,0.0274815
62,-0.06362939,0.24218261,"('incompetent', 'brilliant')",0.34099218,0.31015873,0.25119662,0.112622455,0.1761865,0.2216546,-0.0454681
15,0.048865855,0.05590931,"('boring', 'funny')",-0.20716925,-0.11948791,0.045302317,0.15392339,-0.037667,0.0301149,-0.0677819
61,0.044595446,0.16997729,"('illogical', 'logical')",-0.067965895,-0.047754798,0.031485423,0.0089875115,0.002705,0.0437367,-0.0410317
81,-0.042051308,0.25143412,"('submissive', 'aggressive')",0.27232987,0.3513788,-0.6102467,-0.6766671,-0.1266561,-0.0246181,-0.102038
76,-0.04043197,0.05668606,"('anxious', 'daring')",-0.4893621,-0.54252195,0.29752684,0.29221758,-0.0774224,-0.0645394,-0.012883
5,0.013135227,-0.28871584,"('distant', 'outgoing')",0.04903672,-0.02617234,-0.06178914,-0.07725689,0.0001276,-0.130715,0.1308426
49,-0.011720337,0.001370836,"('unable', 'able')",-0.03036668,-0.03776826,-0.030620933,-0.013906565,-0.024236,-0.016768,-0.007468
82,-0.0051091537,0.043067217,"('poor', 'rich')",0.18741564,0.14226812,6.194238,6.0920506,2.1255148,2.0924619,0.0330529
46,0.0008422183,0.13600034,"('uncompetitive', 'competitive')",0.47048634,0.43896776,-0.54241467,-0.69625187,-0.0236954,-0.0404279,0.0167325
