,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.9219232,-1.8928754,"('unsociable', 'sociable')",-2.0634763,-1.9291673,-0.44206458,-0.44434112,-1.4758213,-1.4221279,-0.0536934
55,-1.8735127,-1.7991389,"('incompetent', 'clever')",-3.0499752,-2.88176,0.1895855,0.21702191,-1.5779673,-1.4879589,-0.0900084
10,-1.8487282,-1.8184929,"('unsympathetic', 'sympathetic')",-3.1563716,-3.0130272,-0.4790933,-0.61757356,-1.8280643,-1.8163646,-0.0116997
65,-1.791653,-1.8181443,"('insecure', 'secure')",-1.9068248,-1.7709991,-0.33469552,-0.35336635,-1.344391,-1.3141699,-0.0302211
60,-1.7726415,-1.5729374,"('inefficient', 'efficient')",-2.508284,-2.327745,-0.26632553,-0.2656902,-1.5157504,-1.3887909,-0.1269595
57,-1.6932921,-1.7227895,"('unimaginative', 'imaginative')",-2.3989863,-2.338487,-3.1143246,-3.062837,-2.402201,-2.3747044,-0.0274966
70,-1.622504,-1.6693854,"('lethargic', 'energetic')",-2.131187,-2.0558565,0.119354784,0.0038113892,-1.2114454,-1.2404768,0.0290314
30,-1.6170386,-1.57522,"('intolerant', 'tolerant')",-1.7799547,-1.6692966,0.3205864,0.2794075,-1.0254689,-0.9883697,-0.0370992
11,-1.5674992,-1.5193644,"('unhelpful', 'helpful')",-2.1925168,-2.2081323,1.7580477,1.5539193,-0.6673228,-0.7245258,0.057203
86,-1.5489804,-1.3662136,"('uninfluential', 'influential')",-2.7583547,-2.562556,-0.56793106,-0.46536067,-1.6250887,-1.4647101,-0.1603786
43,-1.5212063,-1.4273162,"('irresponsible', 'responsible')",-2.687683,-2.6052225,-0.056126527,-0.08391269,-1.421672,-1.3721504,-0.0495216
14,-1.4993305,-1.6187495,"('antisocial', 'social')",-1.5748441,-1.5076807,-0.30819756,-0.3654336,-1.1274574,-1.1639546,0.0364972
63,-1.4681451,-1.4509661,"('unperceptive', 'insightful')",-2.0687265,-2.0214694,0.48717076,0.47092295,-1.016567,-1.0005042,-0.0160628
69,1.4239873,1.2721521,"('lazy', 'industrious')",3.4499817,3.3111145,-0.73146576,-0.625045,1.3808344,1.3194072,0.0614272
21,-1.4169352,-1.330461,"('immoral', 'moral')",-1.7965473,-1.7202915,-0.9143446,-0.92520225,-1.3759424,-1.3253183,-0.0506241
46,-1.3873715,-1.4312143,"('uncompetitive', 'competitive')",-1.6736604,-1.5650303,-0.7908302,-0.86561394,-1.283954,-1.2872862,0.0033322
45,-1.3510437,-1.4764346,"('incompetent', 'competent')",-1.9407789,-1.8504833,-0.33316356,-0.46566778,-1.2083286,-1.2641952,0.0558666
73,1.3337101,1.2675258,"('helpless', 'self-reliant')",0.88146305,0.91084766,-3.276755,-3.1780446,-0.3538606,-0.3332237,-0.0206369
48,-1.3228947,-1.1005034,"('unintelligent', 'intelligent')",-1.9818846,-1.8160661,0.66260815,0.685303,-0.8807237,-0.7437556,-0.1369681
77,-1.3015991,-1.0508827,"('unmotivated', 'motivated')",-0.42894447,-0.3251977,-1.2586802,-1.1484455,-0.996408,-0.8415086,-0.1548994
8,-1.2973608,-1.1803608,"('unaffectionate', 'affectionate')",-2.1090908,-2.0115552,0.3176767,0.26173222,-1.0295916,-0.976728,-0.0528636
23,-1.286057,-1.0912552,"('insincere', 'sincere')",-1.8142829,-1.6833683,5.494745,5.168987,0.798135,0.7981211,1.39e-05
13,-1.2483925,-1.2189645,"('impolite', 'polite')",-1.5151566,-1.4684873,-0.9514911,-0.94371617,-1.2383467,-1.2103893,-0.0279574
81,-1.247781,-1.3304976,"('submissive', 'aggressive')",-1.258157,-1.2102838,-0.6931147,-0.80337036,-1.0663509,-1.1147173,0.0483664
76,-1.0839609,-1.2214193,"('anxious', 'daring')",-0.8004913,-0.78295374,-0.35443914,-0.39500627,-0.746297,-0.7997931,0.0534961
53,-1.0159428,-0.81442916,"('uncreative', 'creative')",-1.4242855,-1.3113338,0.28198957,0.2422036,-0.719413,-0.6278531,-0.0915599
36,1.0079575,1.035456,"('hostile', 'amicable')",0.8518412,0.8576864,-0.2603524,-0.25015616,0.5331488,0.5476621,-0.0145133
82,-1.0052106,-0.99173474,"('poor', 'rich')",-1.825136,-1.7301229,5.8672657,5.541109,1.0123064,0.9397505,0.0725559
41,-0.9960542,-0.74227893,"('unforgiving', 'forgiving')",-1.9297531,-1.7932583,-0.31641954,-0.25528395,-1.0807423,-0.9302737,-0.1504686
18,-0.95358986,-0.6503092,"('disagreeable', 'welcoming')",-0.15638864,-0.05729353,-1.0160213,-0.8639921,-0.7086666,-0.5238649,-0.1848017
28,-0.9507519,-0.8516737,"('disloyal', 'loyal')",-1.8250844,-1.6912161,0.81830436,0.770952,-0.6525107,-0.5906459,-0.0618648
66,0.9484537,0.63892984,"('inactive', 'active')",1.4268496,1.2951308,0.939369,0.8699813,1.1048907,0.9346806,0.1702101
78,-0.9448168,-0.8851526,"('nonresilient', 'resilient')",-0.33328563,-0.35137984,0.49687812,0.4986059,-0.2604081,-0.2459755,-0.0144326
62,-0.93726325,-1.0969025,"('incompetent', 'brilliant')",-1.5608069,-1.5644138,0.15837862,0.013593778,-0.7798972,-0.8825742,0.102677
59,0.86717165,0.9005229,"('foolish', 'wise')",1.2222799,1.2034668,-0.14565136,-0.072630614,0.6479334,0.6771197,-0.0291863
7,-0.8671237,-0.73345315,"('insensitive', 'sensitive')",-1.6960508,-1.5224916,0.34400928,0.34482223,-0.7397218,-0.6370409,-0.1026809
22,-0.84555936,-0.9766308,"('untrustworthy', 'trustworthy')",-1.642084,-1.6117853,-1.1726408,-1.3312955,-1.2200947,-1.3065705,0.0864758
35,0.82101125,0.55631196,"('corrupt', 'incorrupt')",1.7147406,1.5500215,-0.44133154,-0.4761444,0.6981401,0.5433964,0.1547437
51,-0.8059223,-0.5971046,"('uneducated', 'educated')",-1.1568623,-1.0148128,0.85368025,0.98124564,-0.3697014,-0.210224,-0.1594774
54,-0.7996824,-0.739161,"('incapable', 'capable')",0.21132506,0.20741512,0.5741291,0.52655476,-0.0047427,-0.0017304,-0.0030123
12,-0.7445926,-0.5844053,"('unsupportive', 'supportive')",-1.5513773,-1.4442704,-1.8788512,-1.7848125,-1.391607,-1.2711627,-0.1204443
9,-0.715742,-0.643711,"('unaffectionate', 'caring')",-1.6881325,-1.5862976,0.9388156,0.8783503,-0.4883529,-0.4505528,-0.0378001
44,0.67979044,0.43997633,"('prejudiced', 'unprejudiced')",1.1111704,0.8785679,-1.4860145,-1.4978933,0.1016488,-0.0597831,0.1614319
2,0.6592527,0.68222415,"('unlikable', 'likable')",0.5500105,0.567227,0.3753428,0.38575506,0.528202,0.5450687,-0.0168667
47,-0.64968956,-0.63552004,"('stupid', 'smart')",-0.39568982,-0.4103878,5.0417423,4.7840915,1.332121,1.2460612,0.0860598
58,-0.6347066,-0.52848524,"('undiscriminating', 'discriminating')",-0.560223,-0.42371473,0.24902749,0.26990497,-0.3153007,-0.2274317,-0.087869
3,-0.6295931,-0.5586856,"('repellent', 'pleasant')",-1.249251,-1.199787,0.64807254,0.6120605,-0.4102572,-0.3821374,-0.0281198
49,-0.6270864,-0.6686296,"('unable', 'able')",-0.5295306,-0.54207003,-0.53113824,-0.62363976,-0.562585,-0.6114465,0.0488615
52,-0.60847515,-0.49217296,"('irrational', 'rational')",0.12446512,0.08639582,-0.10201137,-0.11746634,-0.1953405,-0.1744145,-0.020926
20,-0.60491717,-0.52313167,"('rough', 'thoughtful')",-0.7432935,-0.71156716,0.8416461,0.8781378,-0.1688549,-0.1188536,-0.0500013
56,-0.5855772,-0.60680914,"('impractical', 'practical')",-0.7910432,-0.6694637,-0.6285016,-0.667898,-0.668374,-0.6480569,-0.0203171
19,-0.5713484,-0.4663263,"('inhospitable', 'hospitable')",-0.33962092,-0.30585995,-0.66852254,-0.5599517,-0.5264973,-0.444046,-0.0824513
33,0.57058305,0.63835555,"('wrong', 'right')",1.857616,1.8394606,-0.8467243,-0.70640445,0.5271583,0.5904706,-0.0633123
75,0.5692395,0.28267264,"('meek', 'impulsive')",0.48932683,0.37169525,-0.4048373,-0.594894,0.2179097,0.0198246,0.1980851
17,-0.56444746,-0.5579208,"('nasty', 'nice')",-0.119192734,-0.17740496,-0.7166695,-0.6923649,-0.4667699,-0.4758969,0.009127
84,0.535534,0.5170448,"('inferior', 'superior')",1.3321228,1.3691583,1.1904725,1.2558229,1.0193764,1.047342,-0.0279656
38,-0.53499573,-0.5214983,"('untruthful', 'truthful')",-1.2514867,-1.2358547,-0.30110142,-0.328016,-0.6958613,-0.695123,-0.0007383
1,-0.534153,-0.33825928,"('unfriendly', 'friendly')",-1.2748704,-1.1598103,1.0673139,1.0530564,-0.2472365,-0.1483377,-0.0988988
39,-0.5183688,-0.373705,"('exploitative', 'cooperative')",-0.3776202,-0.29285863,-0.0034450693,0.06082253,-0.2998113,-0.2019137,-0.0978976
5,0.514855,0.4069372,"('distant', 'outgoing')",1.4667996,1.3235137,-0.8213817,-0.8261087,0.3867577,0.3014474,0.0853103
4,0.45699966,0.43282488,"('disliked', 'liked')",0.3009165,0.32316896,-6.1208677,-5.80539,-1.7876506,-1.683132,-0.1045186
74,-0.43189073,-0.23699386,"('undedicated', 'dedicated')",-1.0823035,-0.913091,-0.33485758,-0.23579618,-0.6163506,-0.4619604,-0.1543902
85,0.42021117,0.5920354,"('insignificant', 'prestigious')",1.7857305,1.7658026,0.18086135,0.33306727,0.7956011,0.8969684,-0.1013673
72,0.40933233,0.41490325,"('unambitious', 'ambitious')",-1.6508045,-1.6027471,-0.8101795,-0.9151554,-0.6838839,-0.7009997,0.0171158
34,-0.39517766,-0.34927088,"('mean', 'honorable')",-1.0604132,-1.085722,5.324393,5.0754576,1.2896006,1.2134883,0.0761123
88,-0.39490184,-0.22602788,"('low', 'eminent')",-0.49761742,-0.37847182,-0.28977403,-0.33482203,-0.3940978,-0.3131073,-0.0809905
61,-0.37975848,-0.43266743,"('illogical', 'logical')",0.05319415,-0.0011855438,0.5339582,0.5328227,0.0691313,0.0329899,0.0361414
80,0.3623814,0.048249505,"('dominated', 'dominating')",-0.7719195,-0.8325351,-0.57151616,-0.5801069,-0.3270181,-0.4547975,0.1277794
79,0.35460052,0.29142335,"('wavering', 'unwavering')",1.3125983,1.2472609,-0.4458621,-0.5236902,0.4071123,0.3383313,0.068781
15,-0.34912223,-0.37745473,"('boring', 'funny')",0.013310082,0.028070489,-0.4025717,-0.4638095,-0.246128,-0.2710646,0.0249366
6,0.32895347,0.2930184,"('distant', 'open')",0.7884086,0.70369416,-0.70112914,-0.7665641,0.1387443,0.0767162,0.0620281
67,0.3148113,0.2524865,"('doubtful', 'determined')",1.058547,1.0401013,-0.56459385,-0.5360298,0.2695881,0.252186,0.0174021
64,0.31126428,0.31551814,"('shy', 'confident')",0.30226463,0.33919173,-5.885421,-5.5776887,-1.7572974,-1.640993,-0.1163044
32,-0.28278476,-0.14103417,"('unkind', 'kind')",-1.2854627,-1.1934174,0.75195205,0.70036346,-0.2720985,-0.2113627,-0.0607358
24,0.27692214,0.33768252,"('dishonest', 'honest')",-1.5957304,-1.4865855,0.24457142,0.19681221,-0.358079,-0.3173636,-0.0407154
68,-0.24478464,-0.19603676,"('dependent', 'independent')",-0.4105121,-0.3439145,-0.75806653,-0.5784376,-0.4711211,-0.3727963,-0.0983248
29,-0.23225409,-0.33890694,"('unfair', 'fair')",0.5355237,0.44203046,-0.13156605,-0.10399351,0.0572345,-0.00029,0.0575245
37,-0.17074586,-0.24661303,"('fake', 'genuine')",-0.5132209,-0.46715057,-0.034581535,-0.12419705,-0.2395161,-0.2793202,0.0398041
83,-0.15558597,-0.1669679,"('powerless', 'powerful')",0.29062584,0.3712548,-0.73218393,-0.7710711,-0.199048,-0.188928,-0.01012
42,-0.15497902,-0.16435462,"('unreliable', 'reliable')",-0.39588207,-0.30293828,-3.0843043,-3.006554,-1.2117218,-1.157949,-0.0537728
25,-0.15289465,-0.031439234,"('egoistic', 'altruistic')",0.6358,0.6530121,1.0511743,1.1894131,0.5113599,0.603662,-0.0923021
31,-0.15080239,0.013773363,"('evil', 'good')",0.904916,0.890733,-1.242944,-1.1732577,-0.1629435,-0.0895838,-0.0733597
