,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.671086,-1.770393,"('hostile', 'amicable')",-1.336917,-1.6669747,-0.66945976,-1.0861565,-0.88547623,-1.0309784,-1.1407348,-1.3886256,0.2478908
84,1.4867417,0.9334038,"('inferior', 'superior')",1.1334442,0.8847422,0.16297954,-0.08804382,1.6903322,1.4979339,1.1183743,0.807009,0.3113653
39,1.4194258,1.6656452,"('exploitative', 'cooperative')",-0.1916967,0.14504194,0.021679834,0.26535502,-0.03176996,0.284343,0.3044097,0.5900963,-0.2856866
1,-1.3911626,-1.1325079,"('unfriendly', 'friendly')",-1.9448959,-2.0069833,-2.1932957,-2.1946166,0.81164193,0.84488446,-1.1794281,-1.1223058,-0.0571223
4,-1.3827319,-1.3955171,"('disliked', 'liked')",0.3010607,0.16505072,0.5248699,0.36705682,-5.7161407,-5.8906503,-1.5682355,-1.6885149,0.1202794
74,1.3480881,1.2053808,"('undedicated', 'dedicated')",0.28645796,0.25041097,-0.27562523,-0.3066322,0.169276,-0.06575271,0.3820492,0.2708517,0.1111975
78,-1.2946563,-1.5475255,"('nonresilient', 'resilient')",0.3119809,0.031712566,-0.66989183,-0.74180263,0.51696557,0.43626052,-0.2839004,-0.4553388,0.1714384
82,-1.2793319,-1.0415647,"('poor', 'rich')",0.085923165,0.16142079,-0.22732605,0.03586238,5.283419,5.313033,0.9656711,1.1171879,-0.1515168
67,1.2515565,1.3627309,"('doubtful', 'determined')",0.37854177,0.32930446,0.7693677,0.723664,0.38195178,0.21264578,0.6953545,0.6570863,0.0382682
27,-1.0656744,-0.85217565,"('hardhearted', 'softhearted')",-1.1899034,-1.3196849,-0.14160302,-0.17384812,0.74057716,0.70752865,-0.4141509,-0.409545,-0.0046059
34,-1.0506805,-0.85284275,"('mean', 'honorable')",-0.6343231,-0.47000802,-0.31849885,-0.15296946,4.6749487,5.0698633,0.6678616,0.8985108,-0.2306492
32,-1.0321983,-0.5939558,"('unkind', 'kind')",-0.66044647,-0.3883864,-1.7159044,-1.4380499,0.55812347,0.6136235,-0.7126064,-0.4516921,-0.2609143
41,-1.0123141,-0.8926472,"('unforgiving', 'forgiving')",-0.987331,-1.0264704,-1.1310735,-1.0648061,0.11806311,0.09647334,-0.7531638,-0.7218626,-0.0313012
16,-1.0108123,-1.0935922,"('unpopular', 'popular')",0.09874528,0.054060705,-0.66595894,-0.7245592,-0.5631162,-0.32633588,-0.5352855,-0.5226066,-0.0126789
31,-0.94271135,-1.1061307,"('evil', 'good')",-0.9909999,-1.2394967,-0.47301665,-0.84447116,-1.3460687,-1.4575715,-0.9381992,-1.1619174,0.2237182
69,0.9410724,0.8389868,"('lazy', 'industrious')",1.2011054,0.97808045,1.0189148,0.6867844,-0.9104,-0.97304654,0.5626732,0.3827013,0.1799719
52,-0.9315144,-1.0918624,"('irrational', 'rational')",-0.58827066,-0.8008569,0.16309781,-0.15687928,-0.28293875,-0.33456823,-0.4099065,-0.5960417,0.1861352
47,-0.9272452,-0.4753011,"('stupid', 'smart')",-0.26478198,0.011308938,-0.7668185,-0.40799314,4.359074,4.7342525,0.6000571,0.9655668,-0.3655097
73,0.8581782,0.9948249,"('helpless', 'self-reliant')",0.2895818,0.34261355,1.0126042,1.0401778,-3.127568,-3.039295,-0.241801,-0.1654196,-0.0763814
18,-0.83252865,-0.6238396,"('disagreeable', 'welcoming')",0.21699616,0.3110554,-0.304092,-0.14182392,-1.1940467,-0.9552456,-0.5284178,-0.3524634,-0.1759544
