,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,male-female
31,-4.0039215,-3.9560108,"('evil', 'good')",-0.20691587,-0.2046707,-0.6427008,-0.7480771,-1.617846,-1.6362529,0.0184069
46,3.5070484,3.6474385,"('uncompetitive', 'competitive')",0.06988734,-0.0387765,-1.1559384,-1.0004847,0.8069991,0.8693925,-0.0623934
36,-3.4926019,-3.6848533,"('hostile', 'amicable')",-0.43242747,-0.5514461,0.33630827,-0.18025847,-1.1962403,-1.4721859,0.2759456
60,2.7440069,2.6251733,"('inefficient', 'efficient')",0.32980782,0.3221476,-0.43069997,-0.027480822,0.8810382,0.97328,-0.0922418
4,-2.6535335,-2.4456012,"('disliked', 'liked')",0.38986966,0.58098894,-6.9152675,-7.1662383,-3.0596437,-3.0102835,-0.0493602
81,2.588566,2.6663554,"('submissive', 'aggressive')",0.089529544,0.10564624,-1.3715776,-1.0215684,0.435506,0.5834777,-0.1479717
39,2.5549679,2.081039,"('exploitative', 'cooperative')",0.6947334,0.5014677,0.68878174,0.3061524,1.3128277,0.9628863,0.3499414
6,-2.5337849,-2.6038444,"('distant', 'open')",0.5501982,0.6937139,0.26877594,0.098725475,-0.5716036,-0.6038017,0.0321981
29,-2.4768548,-2.4830067,"('unfair', 'fair')",-0.9490617,-0.8404013,-0.7370715,-0.9218002,-1.3876626,-1.4150694,0.0274068
23,2.4254816,2.4805605,"('insincere', 'sincere')",-0.38451198,-0.43308002,5.3990917,5.712486,2.4800205,2.5866555,-0.106635
5,-2.3356245,-2.3752322,"('distant', 'outgoing')",0.6746499,0.8501391,-0.2907134,-0.2528732,-0.6505626,-0.5926554,-0.0579072
62,2.3165011,2.7182882,"('incompetent', 'brilliant')",0.2534118,0.46362743,-0.58906317,-0.10756955,0.6602832,1.024782,-0.3644988
35,-2.3057413,-2.4492202,"('corrupt', 'incorrupt')",-0.67897207,-0.5605226,-0.46224675,-0.5873216,-1.1489867,-1.1990214,0.0500347
56,2.2831688,2.4801457,"('impractical', 'practical')",0.8443522,1.0436563,-0.6548142,-0.31282404,0.8242356,1.070326,-0.2460904
74,2.271098,2.2294052,"('undedicated', 'dedicated')",0.62381846,0.49960956,0.2690903,0.051041927,1.0546689,0.9266855,0.1279834
76,2.2381287,1.9918405,"('anxious', 'daring')",-0.8252099,-0.9420905,-0.40511957,-0.15608701,0.3359331,0.2978876,0.0380455
21,2.2311904,2.2111137,"('immoral', 'moral')",0.5086563,0.32802075,-1.1029515,-0.89146817,0.5456317,0.5492221,-0.0035904
55,2.17187,2.1276402,"('incompetent', 'clever')",0.10851812,-0.17926906,-0.26089692,-0.19133677,0.6731637,0.5856781,0.0874856
52,-2.1381445,-2.161758,"('irrational', 'rational')",0.46252373,0.2792579,0.041900326,-0.4621651,-0.5445735,-0.781555,0.2369815
10,2.1315165,2.2605886,"('unsympathetic', 'sympathetic')",-0.47158182,-0.64735854,-0.6643671,-0.3948755,0.3318559,0.4061182,-0.0742623
43,2.0987573,2.0587368,"('irresponsible', 'responsible')",0.18120828,0.24711962,0.14751181,0.43025777,0.8091591,0.9120381,-0.102879
16,-2.021162,-1.9691689,"('unpopular', 'popular')",-0.43577695,-0.5412199,0.094028875,0.019597247,-0.7876367,-0.8302639,0.0426272
44,-2.0081255,-2.1127582,"('prejudiced', 'unprejudiced')",-0.97270113,-0.85055393,-1.3214445,-1.179518,-1.4340903,-1.3809433,-0.053147
69,-1.9723767,-2.211154,"('lazy', 'industrious')",1.0480735,1.0244199,-0.63443637,-0.9522705,-0.5195798,-0.7130016,0.1934218
77,1.9416802,1.9969659,"('unmotivated', 'motivated')",-0.44439688,-0.54497015,-1.3790727,-1.3731228,0.0394036,0.026291,0.0131126
85,-1.9367507,-2.3172975,"('insignificant', 'prestigious')",1.2129012,0.7274808,0.096268,-0.51213217,-0.2091938,-0.7006496,0.4914558
80,1.8870184,1.7600038,"('dominated', 'dominating')",0.08470445,-0.13528012,-0.7766998,-0.8043445,0.398341,0.2734597,0.1248813
7,1.8528521,1.7052964,"('insensitive', 'sensitive')",-0.34352016,-0.45720097,-0.011303164,0.14972918,0.4993429,0.4659415,0.0334014
86,1.7739209,1.8549936,"('uninfluential', 'influential')",0.11186313,-0.25275952,-0.37941033,-0.46135813,0.5021245,0.380292,0.1218325
13,1.770964,1.9887366,"('impolite', 'polite')",0.33953884,0.5945276,-0.66069096,-0.12099455,0.4832706,0.8207566,-0.337486
67,1.7423081,1.7119457,"('doubtful', 'determined')",0.3456784,0.39395267,-0.46320474,-0.29127878,0.5415939,0.6048732,-0.0632793
75,-1.6510495,-1.3146205,"('meek', 'impulsive')",-0.78606963,-0.53408056,-0.5046269,-0.42778325,-0.980582,-0.7588281,-0.2217539
70,1.6321111,1.6914244,"('lethargic', 'energetic')",-0.28065687,-0.33549675,0.015169598,0.31869054,0.4555413,0.558206,-0.1026647
12,1.567714,1.6388202,"('unsupportive', 'supportive')",0.78103215,0.78436905,-2.2068264,-2.2900388,0.0473065,0.0443834,0.0029231
73,1.5187575,1.7006559,"('helpless', 'self-reliant')",0.95763355,0.9969373,-3.2293162,-3.2243693,-0.2509751,-0.175592,-0.0753831
