,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
65,1.372829,1.0756651,"('insecure', 'secure')",-0.20605156,-0.10890577,0.5833887,0.4833797,0.100009
11,1.3631318,1.1498832,"('unhelpful', 'helpful')",1.8776624,2.0217783,1.6203971,1.5858307,0.0345664
56,1.3422647,1.2936168,"('impractical', 'practical')",-1.0594736,-0.9594101,0.1413955,0.1671034,-0.0257079
46,1.3063639,1.3032638,"('uncompetitive', 'competitive')",-0.7973485,-0.7981796,0.2545077,0.2525421,0.0019656
0,1.2976793,0.919834,"('unsociable', 'sociable')",-0.11496501,-0.22227857,0.5913572,0.3487777,0.2425795
82,1.2755992,1.0328016,"('poor', 'rich')",6.662995,6.591219,3.9692969,3.8120103,0.1572866
86,1.2539159,1.1741745,"('uninfluential', 'influential')",-0.15870406,-0.39847094,0.5476059,0.3878518,0.1597541
42,-1.2476815,-1.0099779,"('unreliable', 'reliable')",-3.7983894,-3.7096257,-2.5230355,-2.3598018,-0.1632337
35,-1.2160904,-1.2436086,"('corrupt', 'incorrupt')",-0.4707272,-0.39300674,-0.8434088,-0.8183076,-0.0251012
29,-1.1234109,-0.9041025,"('unfair', 'fair')",-0.45957673,-0.57619053,-0.7914938,-0.7401465,-0.0513473
24,1.0936011,1.2096237,"('dishonest', 'honest')",0.45093682,0.6618535,0.772269,0.9357386,-0.1634696
74,1.0584173,1.0059551,"('undedicated', 'dedicated')",-0.19274949,-0.3429308,0.4328339,0.3315122,0.1013217
7,1.0484135,1.0626352,"('insensitive', 'sensitive')",0.64764726,0.6736053,0.8480304,0.8681203,-0.0200899
9,1.0389903,0.99378717,"('unaffectionate', 'caring')",1.4454266,1.4689847,1.2422085,1.2313859,0.0108226
22,1.037818,1.0419526,"('untrustworthy', 'trustworthy')",-0.9130558,-0.78146267,0.0623811,0.130245,-0.0678639
33,-0.9985341,-1.0226177,"('wrong', 'right')",-0.74176335,-0.6383215,-0.8701487,-0.8304696,-0.0396791
83,-0.9711663,-0.7261817,"('powerless', 'powerful')",-1.2914575,-1.1342045,-1.1313119,-0.9301931,-0.2011188
32,0.91593724,0.71958274,"('unkind', 'kind')",0.6421852,0.3589964,0.7790612,0.5392896,0.2397716
43,0.9110984,0.93622816,"('irresponsible', 'responsible')",0.32108757,0.16744058,0.616093,0.5518343,0.0642587
64,-0.831286,-0.690277,"('shy', 'confident')",-6.9053907,-6.9161863,-3.8683383,-3.8032317,-0.0651066
63,0.81734097,0.9564423,"('unperceptive', 'insightful')",0.5536129,0.63856006,0.6854769,0.7975012,-0.1120243
73,-0.81326425,-0.35740098,"('helpless', 'self-reliant')",-3.2539005,-2.9208453,-2.0335824,-1.6391231,-0.3944593
70,0.7943601,0.8564913,"('lethargic', 'energetic')",0.055662427,0.09709175,0.4250113,0.4767915,-0.0517802
57,-0.7933847,-0.7587697,"('unimaginative', 'imaginative')",-3.5998278,-3.6496272,-2.1966062,-2.2041984,0.0075922
39,0.7882041,0.7855545,"('exploitative', 'cooperative')",0.042425357,0.10306101,0.4153147,0.4443078,-0.0289931
3,0.7868264,0.7923624,"('repellent', 'pleasant')",0.87513685,0.9003191,0.8309816,0.8463408,-0.0153592
50,-0.7808243,-0.8801475,"('clumsy', 'skillful')",0.36743158,0.34187314,-0.2066964,-0.2691372,0.0624408
61,0.7649691,0.78429097,"('illogical', 'logical')",0.43000987,0.35324153,0.5974895,0.5687662,0.0287233
13,0.68341494,0.46911013,"('impolite', 'polite')",-0.9526154,-1.1103122,-0.1346002,-0.320601,0.1860008
84,0.66403675,0.6786914,"('inferior', 'superior')",0.8803288,1.0222102,0.7721828,0.8504508,-0.078268
80,0.62285805,0.7757118,"('dominated', 'dominating')",-0.984402,-0.59300214,-0.180772,0.0913548,-0.2721268
72,0.5462032,0.71778095,"('unambitious', 'ambitious')",-0.5854162,-0.4715426,-0.0196065,0.1231192,-0.1427257
15,-0.53396916,-0.57388884,"('boring', 'funny')",-0.2493546,-0.21457486,-0.3916619,-0.3942319,0.00257
51,0.53155047,0.686342,"('uneducated', 'educated')",0.39176384,0.36594397,0.4616572,0.526143,-0.0644858
87,0.5047065,0.30138773,"('unsuccessful', 'successful')",1.2336956,1.3365221,0.8692011,0.8189549,0.0502462
77,0.4881041,0.49499285,"('unmotivated', 'motivated')",-1.1990635,-0.912648,-0.3554797,-0.2088276,-0.1466521
71,0.48475453,0.40020227,"('diffident', 'self-confident')",0.25333673,0.39297146,0.3690456,0.3965869,-0.0275413
54,-0.41934866,-0.44898048,"('incapable', 'capable')",0.83488697,1.0404776,0.2077692,0.2957486,-0.0879794
37,0.36293304,0.45188078,"('fake', 'genuine')",0.24845457,0.35386607,0.3056938,0.4028734,-0.0971796
53,0.3450758,0.6155758,"('uncreative', 'creative')",0.0933816,0.13812268,0.2192287,0.3768492,-0.1576205
18,-0.34421334,-0.28580946,"('disagreeable', 'welcoming')",-0.31526002,-0.30831033,-0.3297367,-0.2970599,-0.0326768
67,0.3409003,0.1434941,"('doubtful', 'determined')",-0.91079843,-1.0717702,-0.2849491,-0.464138,0.1791889
26,0.31208393,0.116217256,"('hardhearted', 'benevolent')",1.669357,1.3579047,0.9907205,0.737061,0.2536595
49,0.3079854,0.3181032,"('unable', 'able')",-0.19618583,0.10013179,0.0558998,0.2091175,-0.1532177
38,-0.29629397,-0.25030917,"('untruthful', 'truthful')",-0.31209388,-0.07279872,-0.3041939,-0.1615539,-0.14264
1,-0.28989244,-0.17644076,"('unfriendly', 'friendly')",1.2578043,1.3378946,0.4839559,0.5807269,-0.096771
88,0.28090197,0.16221505,"('low', 'eminent')",-0.3189923,-0.3393498,-0.0190452,-0.0885674,0.0695222
58,-0.2707779,-0.08788779,"('undiscriminating', 'discriminating')",0.316662,0.2537556,0.0229421,0.0829339,-0.0599918
45,-0.24828964,-0.45413738,"('incompetent', 'competent')",-0.15193617,-0.29194558,-0.2001129,-0.3730415,0.1729286
20,0.22887461,0.302693,"('rough', 'thoughtful')",0.5045774,0.5844029,0.366726,0.443548,-0.076822
40,-0.20268601,0.16044177,"('stingy', 'generous')",-2.074614,-1.902325,-1.1386501,-0.8709416,-0.2677085
34,0.19569778,0.23573571,"('mean', 'honorable')",5.687054,5.7735853,2.941376,3.0046606,-0.0632846
2,0.19290106,0.4523035,"('unlikable', 'likable')",0.22444016,0.09846171,0.2086706,0.2753826,-0.066712
25,-0.16257693,-0.21591957,"('egoistic', 'altruistic')",1.2375708,1.2696134,0.5374969,0.5268469,0.01065
47,0.15786374,0.066544004,"('stupid', 'smart')",5.0966177,5.037396,2.6272407,2.55197,0.0752707
41,0.14275594,-0.019665154,"('unforgiving', 'forgiving')",-0.12054213,-0.45638043,0.0111069,-0.2380228,0.2491297
27,0.12976965,0.26906776,"('hardhearted', 'softhearted')",1.0562509,0.9970412,0.5930103,0.6330545,-0.0400442
68,-0.022277068,0.2767144,"('dependent', 'independent')",-0.6743925,-0.40728244,-0.3483348,-0.065284,-0.2830508
8,-0.020797882,-0.13348609,"('unaffectionate', 'affectionate')",0.7531626,0.6835716,0.3661824,0.2750427,0.0911397
