,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
26,1.686861,1.5991675,"('hardhearted', 'benevolent')",2.3857408,2.3071222,1.8423997,2.0010214,1.9716671,1.9691037,0.0025634
82,-1.6231418,-1.2750993,"('poor', 'rich')",-0.2184087,-0.09607222,6.4758644,6.685467,1.5447714,1.7714318,-0.2266604
74,1.5300848,1.1600513,"('undedicated', 'dedicated')",0.3319209,0.21836771,-0.14034073,-0.15601227,0.5738883,0.4074689,0.1664194
87,1.3880578,1.2433366,"('unsuccessful', 'successful')",1.0895416,0.9079883,0.8134581,0.7648081,1.0970192,0.9720443,0.1249749
66,1.3447125,1.0193166,"('inactive', 'active')",-0.3698814,-0.6128027,0.8693067,0.54966515,0.6147126,0.3187263,0.2959863
80,1.2620819,0.8834277,"('dominated', 'dominating')",0.44639316,0.2169264,-0.34202537,-0.28139964,0.4554832,0.2729848,0.1824984
51,1.1951975,1.3090386,"('uneducated', 'educated')",-0.6344355,-0.58297586,-0.07485656,0.275828,0.1619685,0.3339636,-0.1719951
69,1.0824367,1.2892013,"('lazy', 'industrious')",0.4578964,0.6949357,-0.7398345,-0.8100654,0.2668328,0.3913572,-0.1245244
14,1.0193229,0.9787999,"('antisocial', 'social')",1.0352077,1.0868515,0.0878115,0.30420732,0.714114,0.7899529,-0.0758389
77,-0.97031057,-0.8677004,"('unmotivated', 'motivated')",-0.80512327,-0.69669324,-1.388302,-1.3313042,-1.0545786,-0.9652326,-0.089346
16,-0.9598037,-0.68314004,"('unpopular', 'popular')",-0.84874123,-0.82478243,0.20228419,0.13189086,-0.5354202,-0.4586772,-0.076743
12,0.92577344,0.74577117,"('unsupportive', 'supportive')",0.3872448,0.31009224,-1.8926942,-1.8940247,-0.1932253,-0.2793871,0.0861618
53,-0.90024745,-0.95105547,"('uncreative', 'creative')",0.9635475,0.92890525,0.3858115,0.28445154,0.1497039,0.0874338,0.0622701
49,-0.8995355,-0.81222934,"('unable', 'able')",-0.99964386,-1.0281513,-0.52416575,-0.4351209,-0.8077817,-0.7585005,-0.0492812
39,0.84619874,1.0905344,"('exploitative', 'cooperative')",-0.0028610174,0.16345009,0.09866853,0.40229902,0.3140021,0.5520945,-0.2380924
33,0.83379143,0.8733235,"('wrong', 'right')",0.5932393,0.5761986,-0.4231954,-0.40967575,0.3346118,0.3466154,-0.0120036
17,-0.8211732,-0.9177161,"('nasty', 'nice')",-0.5633237,-0.742017,-0.037608065,-0.17250857,-0.474035,-0.6107472,0.1367122
13,0.8126432,1.0560701,"('impolite', 'polite')",-0.3109377,-0.15719923,-0.3881893,-0.1157405,0.0378387,0.2610434,-0.2232047
18,0.76659214,1.2777678,"('disagreeable', 'welcoming')",-1.0851778,-0.67319393,-0.6859333,-0.51129794,-0.3348397,0.031092,-0.3659317
64,-0.7634963,-0.5707618,"('shy', 'confident')",-1.1264554,-0.8503548,-6.8147316,-6.6441936,-2.9015611,-2.6884368,-0.2131243
15,0.75567746,0.84879756,"('boring', 'funny')",0.3035052,0.1139863,0.41002023,0.33331776,0.4897343,0.4320339,0.0577004
9,0.7294641,0.8436464,"('unaffectionate', 'caring')",0.94787157,0.8852651,1.374491,1.3040326,1.0172756,1.0109814,0.0062942
29,-0.6837095,-0.89379317,"('unfair', 'fair')",-0.22641574,-0.30247706,-0.5711068,-0.7308979,-0.493744,-0.6423894,0.1486454
2,0.66849375,0.9679858,"('unlikable', 'likable')",0.10711214,0.31944564,0.5971642,0.8469401,0.45759,0.7114572,-0.2538672
31,-0.6567931,-0.60927194,"('evil', 'good')",0.0010817945,-0.23471645,-0.3549083,-0.8101001,-0.3368732,-0.5513628,0.2144896
56,0.6509993,0.63038784,"('impractical', 'practical')",0.8010016,0.8768239,-0.96180505,-0.6753625,0.1633986,0.2772831,-0.1138845
68,-0.64812875,-0.46315315,"('dependent', 'independent')",-1.9198622,-1.7863345,-1.706031,-1.708592,-1.4246739,-1.3193599,-0.105314
19,-0.64178735,-0.39948308,"('inhospitable', 'hospitable')",-0.8497457,-0.7825514,-0.052640773,0.043255612,-0.5147246,-0.379593,-0.1351316
63,0.63735217,0.58024156,"('unperceptive', 'insightful')",-0.019856889,-0.2513826,0.29633513,0.36305878,0.3046101,0.2306393,0.0739708
11,0.62874335,0.54610735,"('unhelpful', 'helpful')",-0.5608431,-0.6215086,1.8843093,2.1380138,0.6507365,0.6875375,-0.036801
85,-0.5950238,-0.33042383,"('insignificant', 'prestigious')",0.39032528,0.48617947,-0.16517445,-0.2078448,-0.123291,-0.0173631,-0.1059279
10,-0.59295624,-0.8720997,"('unsympathetic', 'sympathetic')",-1.167415,-1.2856896,-0.16999371,-0.08097017,-0.643455,-0.7462532,0.1027982
70,0.5880384,0.14478225,"('lethargic', 'energetic')",-0.38823113,-0.71654737,0.5457339,0.4313999,0.2485137,-0.0467884,0.2953021
60,-0.5275453,-0.43868092,"('inefficient', 'efficient')",-0.47261104,-0.2876726,-0.6248981,-0.22010165,-0.5416848,-0.3154851,-0.2261997
