,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
44,-0.52565664,-0.39894077,"('prejudiced', 'unprejudiced')",-1.033843,-0.93082446,-1.4318804,-1.416781,-0.9971267,-0.9155154,-0.0816113
55,-0.5035954,-0.6794311,"('incompetent', 'clever')",-0.892628,-1.005073,-0.06923528,0.09785603,-0.4884863,-0.5288827,0.0403964
3,-0.49550548,-0.6857085,"('repellent', 'pleasant')",-0.67649317,-0.68330467,0.63634825,0.6715164,-0.1785501,-0.2324989,0.0539488
86,0.4725594,-0.056640603,"('uninfluential', 'influential')",0.31616962,-0.103084326,-0.034286834,-0.23898827,0.2514807,-0.1329044,0.3843851
73,0.43398347,0.534595,"('helpless', 'self-reliant')",0.19231102,0.28011024,-3.4306653,-3.547168,-0.9347903,-0.910821,-0.0239693
47,-0.43062037,-0.6468301,"('stupid', 'smart')",0.4034712,0.28656495,5.4047656,5.536427,1.7925388,1.7253873,0.0671515
61,-0.4094467,-0.5568787,"('illogical', 'logical')",0.33790922,0.23132421,0.085998446,-0.048149876,0.0048203,-0.1245681,0.1293884
54,-0.39981294,-0.24850333,"('incapable', 'capable')",0.5200047,0.6337156,1.1642878,1.2159066,0.4281599,0.5337063,-0.1055464
25,0.38429716,0.48148173,"('egoistic', 'altruistic')",1.3855077,1.5176662,1.620823,1.6697044,1.1302093,1.2229508,-0.0927415
24,0.3744883,0.3216089,"('dishonest', 'honest')",-0.22671148,-0.21233505,0.7169206,0.87665844,0.2882325,0.3286441,-0.0404116
8,0.37165824,0.30135462,"('unaffectionate', 'affectionate')",0.7492885,0.75974894,1.1682795,0.967696,0.7630754,0.6762665,0.0868089
34,-0.3695046,-0.35375172,"('mean', 'honorable')",-0.39357397,-0.30193308,5.2084146,5.34811,1.4817786,1.5641418,-0.0823632
84,-0.36900872,-0.18917045,"('inferior', 'superior')",-0.020874798,0.19453035,0.20078237,0.25360978,-0.0630337,0.0863232,-0.1493569
20,-0.36578777,-0.37115544,"('rough', 'thoughtful')",-0.28169888,-0.22176702,0.11990267,0.19914672,-0.1758613,-0.1312586,-0.0446027
4,-0.36444277,-0.36710697,"('disliked', 'liked')",-0.0222789,-0.26727062,-7.299854,-7.4636397,-2.5621918,-2.6993392,0.1371474
50,-0.3638907,-0.05267386,"('clumsy', 'skillful')",-0.678408,-0.35527295,-0.24466261,-0.10886197,-0.4289871,-0.1722696,-0.2567175
1,0.35819066,0.25212774,"('unfriendly', 'friendly')",0.9415736,0.8146614,2.0941951,2.0600932,1.1313198,1.0422941,0.0890257
22,-0.35677204,-0.7117157,"('untrustworthy', 'trustworthy')",-0.24095699,-0.5478,-0.51688063,-0.5385303,-0.3715366,-0.5993487,0.2278121
45,0.34817022,-0.049411148,"('incompetent', 'competent')",0.15500991,-0.24443567,0.096214145,0.017094612,0.1997981,-0.0922507,0.2920488
32,-0.34027806,-0.07988177,"('unkind', 'kind')",0.14030576,0.23461503,0.92459524,1.2295897,0.241541,0.461441,-0.2199
7,0.31506178,0.021099046,"('insensitive', 'sensitive')",-0.045646425,-0.15547083,0.6435477,0.6426819,0.304321,0.1694367,0.1348843
46,0.3035752,-0.26863188,"('uncompetitive', 'competitive')",-0.77474403,-0.9709105,-0.85763144,-0.80381644,-0.4429334,-0.6811196,0.2381862
71,0.30048776,0.19955721,"('diffident', 'self-confident')",1.1664597,1.0326697,0.42317045,0.2960389,0.6300393,0.5094219,0.1206174
58,0.26902848,-0.24066809,"('undiscriminating', 'discriminating')",0.19129273,-0.14941776,0.41663328,0.16608728,0.2923182,-0.0746662,0.3669844
36,0.26032943,0.4963243,"('hostile', 'amicable')",-0.23181662,-0.23456405,0.082869865,-0.06984467,0.0371276,0.0639719,-0.0268443
48,-0.24179374,-0.26053086,"('unintelligent', 'intelligent')",-0.66495824,-0.5980321,-0.6525119,-0.50457186,-0.5197546,-0.4543783,-0.0653763
57,0.23625799,-0.3083701,"('unimaginative', 'imaginative')",-0.2540759,-0.62759376,-3.0848782,-3.3736157,-1.0342321,-1.4365266,0.4022945
5,-0.23091161,-0.11557303,"('distant', 'outgoing')",-0.04050058,-0.1343518,0.078436874,-0.24631476,-0.0643251,-0.1654132,0.1010881
40,0.22719572,0.2832673,"('stingy', 'generous')",0.31416282,0.42316702,-2.3047297,-2.3608265,-0.5877904,-0.5514641,-0.0363263
79,0.22647263,0.26657617,"('wavering', 'unwavering')",-0.36568806,-0.38445637,-0.10428537,-0.30695155,-0.0811669,-0.1416106,0.0604437
37,-0.22359636,-0.5476059,"('fake', 'genuine')",-1.2904336,-1.3030947,0.19140692,0.1872564,-0.4408743,-0.5544814,0.1136071
76,0.21672326,0.3335229,"('anxious', 'daring')",-0.98931575,-1.0474728,-0.12592183,-0.03584689,-0.2995048,-0.2499323,-0.0495725
62,0.20584665,0.1144871,"('incompetent', 'brilliant')",-0.32862908,-0.35684806,-0.27329615,-0.06582606,-0.1320262,-0.102729,-0.0292972
88,0.20126553,0.30024013,"('low', 'eminent')",-0.61430615,-0.5827142,-0.4246345,-0.20823376,-0.279225,-0.1635693,-0.1156557
27,-0.14582857,-0.14554614,"('hardhearted', 'softhearted')",-0.56772524,-0.6503387,1.0629842,0.9163004,0.1164768,0.0401385,0.0763383
78,0.14289865,-0.094768636,"('nonresilient', 'resilient')",-0.1107199,-0.20597559,-0.1262108,-0.24973549,-0.031344,-0.1834932,0.1521492
30,0.13541931,0.38165513,"('intolerant', 'tolerant')",-0.5354774,-0.33485922,0.23798075,0.5101524,-0.0540258,0.1856494,-0.2396752
43,0.13283996,0.055945527,"('irresponsible', 'responsible')",-0.92329127,-0.9125955,0.413972,0.57805157,-0.1254931,-0.0928661,-0.032627
59,0.10548082,0.3107319,"('foolish', 'wise')",0.28682616,0.25655773,0.040783755,-0.038359724,0.1443636,0.17631,-0.0319464
0,-0.09349191,-0.2682369,"('unsociable', 'sociable')",0.10725971,-0.017274257,-0.01370575,0.10460445,2.07e-05,-0.0603022,0.0603229
81,-0.091530785,0.016366456,"('submissive', 'aggressive')",0.15859525,0.13860637,-0.6924678,-0.4989568,-0.2084678,-0.1146613,-0.0938065
67,-0.08648191,0.14627755,"('doubtful', 'determined')",-0.24314195,-0.07827615,-0.44099993,-0.27539754,-0.2568746,-0.069132,-0.1877426
72,-0.08182466,-0.2581476,"('unambitious', 'ambitious')",0.17648792,0.18793514,-0.3244802,-0.3704155,-0.0766056,-0.146876,0.0702704
41,-0.077225804,0.11756256,"('unforgiving', 'forgiving')",0.06642386,0.04383091,0.5030481,0.48761216,0.1640821,0.2163352,-0.0522531
35,-0.07014406,0.16268893,"('corrupt', 'incorrupt')",-0.064277045,-0.08350284,-0.3564837,-0.5379808,-0.1636349,-0.1529316,-0.0107033
38,0.06219425,0.10137238,"('untruthful', 'truthful')",-0.18027389,-0.09718104,-0.27426267,-0.12076996,-0.1307808,-0.0388595,-0.0919213
65,-0.053736456,-0.0587737,"('insecure', 'secure')",-0.28799617,-0.19433548,-0.114682116,0.23298839,-0.1521382,-0.0067069,-0.1454313
42,-0.05310501,0.09964055,"('unreliable', 'reliable')",-0.13941227,-0.012718212,-3.4050906,-3.3103797,-1.1992026,-1.0744858,-0.1247168
21,-0.049844854,0.02912381,"('immoral', 'moral')",-0.16131347,-0.065047994,-0.8588484,-0.630281,-0.3566689,-0.2220684,-0.1346005
23,-0.037378766,0.03326327,"('insincere', 'sincere')",0.31809574,0.49144304,6.2684064,6.576274,2.1830411,2.3669934,-0.1839523
75,0.026868938,-0.13874009,"('meek', 'impulsive')",-0.80284023,-0.93618286,-0.22008862,-0.5198842,-0.33202,-0.5316024,0.1995824
52,-0.026492042,0.21578465,"('irrational', 'rational')",0.34743565,0.61811155,0.03168589,-0.13554853,0.1175432,0.2327826,-0.1152394
6,-0.019835033,0.0024306327,"('distant', 'open')",-0.33640045,-0.35707518,0.16940436,-0.15314816,-0.062277,-0.1692642,0.1069872
28,-0.01858282,0.11300942,"('disloyal', 'loyal')",-0.10007919,0.025927471,1.112897,1.3406271,0.3314117,0.493188,-0.1617763
83,-0.0067918226,-0.08224134,"('powerless', 'powerful')",-0.025436647,0.015411243,-1.4224936,-1.3761231,-0.4849073,-0.4809844,-0.0039229
