,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
48,2.0177925,2.0434809,"('unintelligent', 'intelligent')",0.7643608,0.77825975,-0.14023905,-0.051463764,0.5223066,0.5730098,0.7910552,0.8358216,-0.0447664
26,1.5848266,1.4102623,"('hardhearted', 'benevolent')",1.2249378,1.1649324,0.8496064,0.81597984,1.8935391,1.880866,1.3882275,1.3180102,0.0702173
16,-1.5441624,-1.4519999,"('unpopular', 'popular')",-0.38815925,-0.5122216,-0.27959627,-0.39947116,0.109619156,0.17942859,-0.5255747,-0.546066,0.0204913
6,-1.3546793,-1.425553,"('distant', 'open')",-0.23037069,-0.39684948,-2.193009,-2.388522,-0.07661755,-0.07707389,-0.9636691,-1.0719995,0.1083304
72,1.3322121,1.3532552,"('unambitious', 'ambitious')",0.47529706,0.61940974,0.24316671,0.45186865,-1.0386324,-0.8909176,0.2530109,0.383404,-0.1303931
17,-1.3165476,-1.1995519,"('nasty', 'nice')",-0.33448988,-0.26745838,-0.84682107,-0.8995561,-0.7282694,-0.63883823,-0.806532,-0.7513512,-0.0551808
45,-1.2673854,-1.0049646,"('incompetent', 'competent')",0.68729454,0.84775466,-0.10375848,0.15130763,-0.8300755,-0.7619267,-0.3784812,-0.1919573,-0.1865239
19,-1.2049447,-1.2231833,"('inhospitable', 'hospitable')",0.1973959,-0.067519754,-1.0415678,-1.2625767,-0.23010166,-0.2737644,-0.5698045,-0.7067611,0.1369566
5,-1.190836,-1.160706,"('distant', 'outgoing')",-0.13930124,-0.31789225,-1.709943,-1.9107075,-0.71616644,-0.6544794,-0.9390617,-1.0109463,0.0718846
44,-1.054999,-0.9162843,"('prejudiced', 'unprejudiced')",-0.28625304,-0.239265,-0.44569772,-0.3221057,-1.5944942,-1.4442974,-0.845361,-0.7304881,-0.1148729
73,1.0290558,0.9887133,"('helpless', 'self-reliant')",0.80568445,0.7890752,-0.6790633,-0.58147824,-3.5263813,-3.5054076,-0.592676,-0.5772743,-0.0154017
12,0.99216366,1.1044625,"('unsupportive', 'supportive')",1.6811819,1.5811183,1.4188226,1.32963,-1.3557765,-1.3349814,0.6840979,0.6700573,0.0140406
39,0.9854618,1.0909965,"('exploitative', 'cooperative')",0.10295308,0.2636292,1.8672599,2.0274994,-0.0691985,0.14025594,0.721619,0.8805953,-0.1589763
47,-0.935154,-0.90178865,"('stupid', 'smart')",1.2607272,1.3474219,1.0378122,1.1242135,5.031015,5.316802,1.5986001,1.7216622,-0.1230621
4,-0.9305186,-1.0213381,"('disliked', 'liked')",1.1625571,0.9676279,-0.33857965,-0.45821387,-5.920652,-6.231611,-1.5067983,-1.6858838,0.1790855
22,-0.89359426,-0.796832,"('untrustworthy', 'trustworthy')",0.21166037,0.20902674,1.1713535,1.3077884,-1.078172,-0.9193012,-0.1471881,-0.0498295,-0.0973586
41,-0.892675,-0.6522072,"('unforgiving', 'forgiving')",-0.6258942,-0.6955571,1.0456709,1.0532535,0.31788835,0.34844187,-0.0387525,0.0134828,-0.0522353
69,-0.8824436,-0.92245734,"('lazy', 'industrious')",0.18484065,0.10569155,0.26462752,-0.03542481,-0.95313895,-0.9893653,-0.3465286,-0.460389,0.1138604
38,-0.8445638,-0.87923527,"('untruthful', 'truthful')",-0.12768795,-0.13266236,-0.9880398,-0.8371879,-0.18359737,-0.056499086,-0.5359722,-0.4763961,-0.0595761
56,0.84263474,1.0525038,"('impractical', 'practical')",1.3549259,1.5759695,0.6125098,0.9281794,0.13728932,0.1850623,0.7368399,0.9354287,-0.1985888
58,-0.8350034,-0.99304926,"('undiscriminating', 'discriminating')",0.12072501,-0.025732549,0.646443,0.4302056,0.27131373,0.115185186,0.0508696,-0.1183477,0.1692173
27,0.8001054,0.56816673,"('hardhearted', 'softhearted')",1.1375939,0.8885142,0.17596707,-0.21738426,1.3534445,1.1247046,0.8667777,0.5910003,0.2757774
