,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.6820598,-1.9872442,"('hostile', 'amicable')",-1.9024992,-2.3289945,-0.10787305,0.042590372,-1.2308106,-1.4245496,0.193739
6,-1.542385,-1.3921068,"('distant', 'open')",-1.1332966,-1.1824341,0.19249202,0.4253131,-0.8277299,-0.7164093,-0.1113206
0,-1.4536686,-1.2956542,"('unsociable', 'sociable')",-0.2452577,-0.2360461,-0.6488316,-0.70247066,-0.7825859,-0.7447236,-0.0378623
16,-1.4045782,-1.5266881,"('unpopular', 'popular')",0.08404702,0.045030028,0.43303058,0.44912812,-0.2958335,-0.3441767,0.0483432
62,1.2734089,1.5622426,"('incompetent', 'brilliant')",0.24370572,0.37597048,0.06665523,0.21435273,0.5279233,0.717522,-0.1895987
33,1.2159274,1.1071919,"('wrong', 'right')",1.2277272,1.0654296,-0.3223078,-0.2796337,0.7071156,0.6309959,0.0761197
24,1.1526377,1.2677325,"('dishonest', 'honest')",0.035600815,0.2696584,0.566285,0.68633497,0.5848412,0.7412419,-0.1564007
39,1.1419744,1.3726879,"('exploitative', 'cooperative')",-0.2797017,0.041875876,-0.045427226,0.019881655,0.2722818,0.4781485,-0.2058667
4,-1.10422,-1.0595669,"('disliked', 'liked')",-0.30177236,-0.49115932,-6.2198715,-5.998737,-2.5419547,-2.5164878,-0.0254669
5,-1.0701177,-0.8544438,"('distant', 'outgoing')",-0.7797308,-0.67537373,-0.3235706,-0.020364195,-0.724473,-0.5167272,-0.2077458
73,1.0677123,1.1679014,"('helpless', 'self-reliant')",0.75839275,0.78608495,-2.967442,-2.7849317,-0.3804456,-0.2769818,-0.1034638
80,1.0235322,0.88605726,"('dominated', 'dominating')",0.3988235,0.32786062,-0.68459433,-1.0970055,0.2459204,0.0389708,0.2069496
9,0.9744969,1.1398598,"('unaffectionate', 'caring')",0.47904015,0.58279294,1.0318913,1.050988,0.8284761,0.9245469,-0.0960708
12,0.96649766,0.9347509,"('unsupportive', 'supportive')",0.75822824,0.74682313,-1.5715353,-1.6371571,0.0510635,0.0148057,0.0362578
19,-0.959449,-0.78815466,"('inhospitable', 'hospitable')",-1.4455355,-1.2940345,-0.097763486,0.034662258,-0.8342493,-0.6825089,-0.1517404
60,0.950541,1.3428226,"('inefficient', 'efficient')",0.66725725,1.0224512,-0.12977001,0.090390585,0.4960094,0.8185548,-0.3225454
53,0.9366999,0.940847,"('uncreative', 'creative')",0.3420953,0.42812398,0.7069102,0.8271649,0.6619018,0.7320453,-0.0701435
44,-0.9245785,-1.1171409,"('prejudiced', 'unprejudiced')",-0.86661786,-0.8129988,-1.3222985,-1.2026492,-1.0378316,-1.044263,0.0064314
76,0.89246804,1.1574569,"('anxious', 'daring')",0.30486384,0.45988235,0.41658175,0.447221,0.5379712,0.6881867,-0.1502155
72,0.866459,1.1105516,"('unambitious', 'ambitious')",0.48804772,0.7307256,-0.9907072,-0.82122034,0.1212665,0.3400189,-0.2187524
49,-0.8546557,-0.43396312,"('unable', 'able')",-0.2224954,-0.11279554,-0.31296402,-0.18580665,-0.4633717,-0.2441884,-0.2191833
56,0.84699595,1.2696961,"('impractical', 'practical')",0.41874242,0.7679975,-0.43371916,-0.37672052,0.2773397,0.5536577,-0.276318
15,-0.84125435,-0.75364244,"('boring', 'funny')",-0.80196774,-0.8334802,0.3829277,0.40313503,-0.4200981,-0.3946625,-0.0254356
41,-0.8091402,-0.7766727,"('unforgiving', 'forgiving')",-0.24015093,-0.36591318,-0.15886578,-0.13906844,-0.402719,-0.4272181,0.0244991
88,0.79512715,0.5886285,"('low', 'eminent')",0.144901,-0.0055190586,0.27429977,0.1442465,0.404776,0.242452,0.162324
31,-0.7874734,-0.97328174,"('evil', 'good')",-0.94973093,-1.1771034,-1.1577716,-1.0832019,-0.964992,-1.0778623,0.1128703
85,-0.77818155,-0.9395184,"('insignificant', 'prestigious')",0.45591313,0.23395167,0.65598345,0.61531657,0.1112383,-0.0300834,0.1413217
61,0.76998806,0.6482753,"('illogical', 'logical')",0.5289148,0.4752736,0.04321348,-0.060898058,0.4473721,0.354217,0.0931551
37,0.75838476,0.5946008,"('fake', 'genuine')",0.28825492,0.27237046,0.56271625,0.4584756,0.536452,0.4418156,0.0946364
17,-0.7076423,-0.4934298,"('nasty', 'nice')",-0.0741002,-0.0047967657,-0.4674534,-0.33722192,-0.4163986,-0.2784828,-0.1379158
7,0.67353743,0.717895,"('insensitive', 'sensitive')",0.57762116,0.77725,0.9424061,0.702673,0.7311882,0.732606,-0.0014178
74,0.6314917,0.8247863,"('undedicated', 'dedicated')",0.4687526,0.51040226,-0.29699937,-0.28793916,0.2677483,0.3490831,-0.0813348
82,-0.6249568,-0.32766634,"('poor', 'rich')",-0.5572378,-0.25514826,5.460713,5.633076,1.4261727,1.6834205,-0.2572478
30,0.5995282,0.9054906,"('intolerant', 'tolerant')",1.1669204,1.4722896,1.1010498,1.2634807,0.9558328,1.2137536,-0.2579208
48,0.5992843,0.51284516,"('unintelligent', 'intelligent')",1.0356994,0.94328934,0.6597515,0.53524256,0.7649117,0.6637924,0.1011193
43,0.5667316,0.7245333,"('irresponsible', 'responsible')",-0.5185157,-0.22240043,0.24814728,0.33941746,0.0987877,0.2805168,-0.1817291
71,0.5608751,0.5499974,"('diffident', 'self-confident')",1.3223327,1.461553,0.67755806,0.4904268,0.8535886,0.8339924,0.0195962
59,0.5377863,0.5129359,"('foolish', 'wise')",0.7949383,1.0091746,0.15383719,0.40230772,0.4955206,0.6414727,-0.1459521
21,0.53249204,0.37227502,"('immoral', 'moral')",0.92839766,0.90107036,-0.52339154,-0.7501266,0.3124994,0.1744063,0.1380931
52,-0.5322718,-0.7099221,"('irrational', 'rational')",-0.23305923,-0.40209103,-0.37311527,-0.3748651,-0.3794821,-0.4956261,0.116144
81,0.52961123,0.80125743,"('submissive', 'aggressive')",1.1505538,1.3217258,-0.55022043,-0.5894537,0.3766482,0.5111765,-0.1345283
11,0.5131173,0.6075615,"('unhelpful', 'helpful')",0.63010883,0.8518301,1.724603,1.8063242,0.9559431,1.0885719,-0.1326288
55,0.5080371,0.53975284,"('incompetent', 'clever')",-0.24030358,-0.33139545,0.003193114,-0.1949308,0.0903089,0.0044755,0.0858334
67,-0.4822556,-0.1728239,"('doubtful', 'determined')",0.19266912,0.52047676,-0.49752983,-0.3961159,-0.2623721,-0.0161543,-0.2462178
45,-0.4714833,-0.32902953,"('incompetent', 'competent')",-0.56768024,-0.413317,-0.37027967,-0.46064752,-0.4698144,-0.400998,-0.0688164
23,0.42107746,0.5181776,"('insincere', 'sincere')",0.43164688,0.67029476,5.270395,5.231009,2.0410398,2.1398271,-0.0987873
79,0.39915574,0.4257361,"('wavering', 'unwavering')",-0.9265712,-0.9648354,0.10743907,0.10612793,-0.1399921,-0.1443238,0.0043317
64,0.3808891,0.37255216,"('shy', 'confident')",0.67212534,0.7649227,-6.190624,-6.0204144,-1.7125367,-1.6276464,-0.0848903
84,0.37046358,0.40293622,"('inferior', 'superior')",1.1808877,1.2154377,0.86403835,0.9244092,0.8051298,0.8475943,-0.0424645
18,-0.36684054,-0.363584,"('disagreeable', 'welcoming')",-0.6500548,-0.6901208,-0.54567415,-0.47420332,-0.5208565,-0.5093027,-0.0115538
87,0.35993567,0.37324777,"('unsuccessful', 'successful')",0.80910724,0.7684897,0.8182776,0.5513129,0.6624402,0.5643501,0.0980901
8,-0.35202628,-0.27386934,"('unaffectionate', 'affectionate')",-0.56543934,-0.56749123,0.5668048,0.66068566,-0.1168869,-0.060225,-0.0566619
3,0.34794584,0.08301436,"('repellent', 'pleasant')",0.99968415,0.95248514,0.25321528,0.02909341,0.5336151,0.3548643,0.1787508
38,0.34413344,0.27915588,"('untruthful', 'truthful')",0.40298328,0.34194443,-0.12722978,0.1195758,0.206629,0.246892,-0.040263
10,0.34221172,0.47594804,"('unsympathetic', 'sympathetic')",-0.4057213,-0.36725876,0.0091632735,-0.2518088,-0.0181154,-0.0477065,0.0295911
35,-0.3354954,-0.2259848,"('corrupt', 'incorrupt')",-1.0530599,-1.0439284,-0.17323121,0.056935303,-0.5205955,-0.404326,-0.1162695
34,-0.33005705,-0.37791896,"('mean', 'honorable')",0.058921717,0.033526815,5.6646376,5.6268487,1.7978341,1.7608188,0.0370153
14,-0.32869804,-0.11521606,"('antisocial', 'social')",0.37344563,0.69545954,-0.7308258,-0.7704877,-0.2286927,-0.0634148,-0.1652779
69,0.3271873,0.31346118,"('lazy', 'industrious')",0.96536165,0.99312794,-0.11821923,-0.039232716,0.3914432,0.4224521,-0.0310089
57,0.31296033,0.2294639,"('unimaginative', 'imaginative')",0.10971905,-0.08049175,-2.2949228,-2.375365,-0.6240811,-0.7421309,0.1180498
51,-0.3114334,-0.20567524,"('uneducated', 'educated')",-0.42482808,-0.43152967,0.24738804,0.036968146,-0.1629578,-0.2000789,0.0371211
47,-0.30896983,-0.19960523,"('stupid', 'smart')",0.0349484,0.32131577,5.0768895,5.1197906,1.600956,1.747167,-0.146211
40,0.2815305,0.2525404,"('stingy', 'generous')",0.34608725,0.23931174,-1.3327544,-1.4708697,-0.2350456,-0.3263392,0.0912936
75,-0.2694056,-0.22680412,"('meek', 'impulsive')",-0.1476375,-0.11688118,-0.29714745,-0.05989718,-0.2380635,-0.1345275,-0.103536
20,0.2629206,0.19536948,"('rough', 'thoughtful')",0.16722676,0.13966767,1.1657823,1.0794864,0.5319765,0.4715079,0.0604686
2,0.2578626,0.38464576,"('unlikable', 'likable')",0.7512342,0.8588675,0.4816616,0.6675167,0.4969194,0.63701,-0.1400906
78,-0.2535941,-0.4402419,"('nonresilient', 'resilient')",0.37643975,0.14896093,0.6238616,0.30454853,0.2489024,0.0044225,0.2444799
77,-0.25056207,-0.2560142,"('unmotivated', 'motivated')",0.62916625,0.7394579,-1.0041991,-0.99078083,-0.2085317,-0.1691124,-0.0394193
65,0.24807295,0.47275528,"('insecure', 'secure')",-0.22196953,0.0004975423,-0.68159866,-0.57351667,-0.2184984,-0.0334213,-0.1850771
54,-0.23334338,-0.19115172,"('incapable', 'capable')",-0.26413184,-0.16708288,0.9098072,1.0522753,0.137444,0.2313469,-0.0939029
13,-0.22661386,0.06527099,"('impolite', 'polite')",-0.4050979,-0.09968929,-0.17807019,-0.17088695,-0.2699273,-0.0684351,-0.2014922
46,0.22164905,0.04076118,"('uncompetitive', 'competitive')",0.68457633,0.5574846,-0.53159046,-0.7274911,0.1248783,-0.0430818,0.1679601
63,-0.21859935,-0.29955727,"('unperceptive', 'insightful')",0.8537922,0.9168193,1.0796376,0.95008975,0.5716102,0.5224506,0.0491596
32,0.2174151,0.45663744,"('unkind', 'kind')",-0.01081644,0.24275,0.6708653,0.72246873,0.292488,0.4739521,-0.1814641
70,0.19292748,0.39810342,"('lethargic', 'energetic')",0.04491164,0.27963898,0.6057514,0.6282228,0.2811968,0.4353217,-0.1541249
86,0.16367772,0.06037959,"('uninfluential', 'influential')",-0.34170318,-0.5389813,-0.3130991,-0.5880501,-0.1637082,-0.3555506,0.1918424
26,0.1473773,-0.05761864,"('hardhearted', 'benevolent')",0.6186005,0.47950113,1.4648905,1.5486255,0.7436228,0.656836,0.0867868
1,-0.1324368,-0.39686364,"('unfriendly', 'friendly')",0.36057603,0.20255417,1.4959122,1.4695867,0.5746838,0.4250924,0.1495914
28,0.09090617,0.22996657,"('disloyal', 'loyal')",-0.26101175,-0.12546729,0.474287,0.5427313,0.1013938,0.2157435,-0.1143497
22,-0.0862781,-0.22488602,"('untrustworthy', 'trustworthy')",-0.5331108,-0.4330546,-1.0401778,-0.93894255,-0.5531889,-0.5322944,-0.0208945
50,-0.07455557,-0.14956024,"('clumsy', 'skillful')",0.14676285,0.18771449,0.33863392,0.36652273,0.1369471,0.1348923,0.0020548
25,0.07167703,-0.0046933144,"('egoistic', 'altruistic')",0.8731709,0.6497207,1.5274792,1.5318545,0.8241091,0.7256273,0.0984818
83,-0.059048943,-0.23661092,"('powerless', 'powerful')",0.6323647,0.44959655,-0.89483994,-0.9736917,-0.1071747,-0.2535687,0.146394
68,0.0462071,-0.025284603,"('dependent', 'independent')",-0.7165036,-0.6912241,-0.45241266,-0.6552496,-0.3742364,-0.4572527,0.0830163
42,0.045246262,0.36482057,"('unreliable', 'reliable')",-0.06284337,0.18608509,-2.575666,-2.5155451,-0.864421,-0.6548798,-0.2095412
66,0.038653538,0.01090309,"('inactive', 'active')",-0.7594389,-0.7793883,1.4604414,1.257633,0.246552,0.1630493,0.0835027
27,-0.030887773,-0.2151691,"('hardhearted', 'softhearted')",-0.14649317,-0.112074666,1.8481677,1.5696775,0.5569289,0.4141446,0.1427843
29,0.023101456,-0.07096307,"('unfair', 'fair')",0.123114124,0.10242568,-0.49664432,-0.58033967,-0.1168096,-0.182959,0.0661494
58,-0.007171683,-0.3396792,"('undiscriminating', 'discriminating')",0.6595837,0.34156603,0.020636346,-0.140739,0.2243494,-0.0462841,0.2706335
