,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
3,-1.3053311,-1.3288114,"('repellent', 'pleasant')",-0.56299293,-0.73537856,0.5893903,0.48540327,-0.4263113,-0.5262622,0.0999509
81,-1.2992406,-1.1485783,"('submissive', 'aggressive')",-0.19199236,0.36605945,-0.9291665,-0.7509498,-0.8067998,-0.5111562,-0.2956436
25,1.2903196,1.2226106,"('egoistic', 'altruistic')",1.1120803,1.0490084,1.1307639,1.124601,1.1777213,1.1320732,0.0456481
21,-1.1668361,-1.2174618,"('immoral', 'moral')",-0.91377497,-0.75631267,-1.0992047,-1.0218477,-1.0599386,-0.9985407,-0.0613979
69,1.1076498,1.3457367,"('lazy', 'industrious')",1.4539299,1.414542,-0.22685552,-0.20257379,0.7782414,0.8525683,-0.0743269
30,-1.1050922,-1.1890585,"('intolerant', 'tolerant')",-0.9781368,-0.98585343,0.079288274,0.04455667,-0.6679803,-0.7101185,0.0421382
26,1.0576758,0.5273994,"('hardhearted', 'benevolent')",0.058792304,-0.27030364,1.7258316,1.3565491,0.9474333,0.5378817,0.4095516
84,1.0511824,0.84340924,"('inferior', 'superior')",0.6504159,0.49150407,1.2817631,1.2547214,0.9944537,0.8632116,0.1312421
44,-1.0354062,-0.58618563,"('prejudiced', 'unprejudiced')",-0.93284243,-0.77839583,-1.5711268,-1.3350165,-1.1797918,-0.8998659,-0.2799259
53,0.9943328,0.5432877,"('uncreative', 'creative')",0.15631391,-0.033913318,0.5062046,0.3188014,0.5522838,0.2760586,0.2762252
15,0.99398196,0.57659084,"('boring', 'funny')",-0.32551616,-0.40621626,-0.12820876,-0.28694534,0.1800857,-0.0388569,0.2189426
24,-0.98893505,-1.2704511,"('dishonest', 'honest')",-1.6107388,-1.4121306,-0.02208598,-0.048883207,-0.8739199,-0.9104883,0.0365684
9,0.9374278,0.7760142,"('unaffectionate', 'caring')",0.53605664,0.43356758,0.81974536,0.75157017,0.7644099,0.6537174,0.1106925
1,0.88592595,0.16024417,"('unfriendly', 'friendly')",0.24092712,-0.2346968,0.8959002,0.73415196,0.6742511,0.2198998,0.4543513
55,-0.8614256,-1.0833143,"('incompetent', 'clever')",-1.4835389,-1.2738789,0.20459805,0.034445457,-0.7134555,-0.7742492,0.0607937
8,0.8531466,0.6290257,"('unaffectionate', 'affectionate')",0.2373175,0.09817727,0.30941987,0.18789548,0.466628,0.3050328,0.1615952
27,-0.82066166,-0.9308726,"('hardhearted', 'softhearted')",-1.3218352,-1.3263706,0.48731643,0.35768113,-0.5517268,-0.6331873,0.0814605
87,-0.80438554,-0.539554,"('unsuccessful', 'successful')",0.2855928,0.52208036,1.076091,1.005078,0.1857661,0.3292014,-0.1434353
64,-0.80229557,-0.93784964,"('shy', 'confident')",-0.8718388,-0.8891967,-5.3414865,-5.6631093,-2.3385402,-2.4967186,0.1581784
37,-0.76657814,-0.92233026,"('fake', 'genuine')",-1.900775,-1.8679765,-0.80841124,-0.63617027,-1.1585881,-1.142159,-0.0164291
50,-0.75657356,-0.7486155,"('clumsy', 'skillful')",0.031272955,0.07885135,0.045335427,0.255583,-0.2266551,-0.1380604,-0.0885947
31,0.7475928,0.28568798,"('evil', 'good')",0.59568673,0.07097557,-0.7103471,-0.9427904,0.2109775,-0.1953756,0.4063531
85,0.73561996,0.4126747,"('insignificant', 'prestigious')",1.5879809,1.1320875,0.09804386,-0.06705756,0.8072149,0.4925682,0.3146467
39,0.7268886,0.49937898,"('exploitative', 'cooperative')",0.08510462,-0.028395418,0.31017214,0.3134463,0.3740551,0.2614766,0.1125785
52,0.7225649,0.3018239,"('irrational', 'rational')",-0.08643891,-0.54497737,-0.14669153,-0.2089653,0.1631448,-0.1507063,0.3138511
63,-0.71198916,-0.91121614,"('unperceptive', 'insightful')",-0.84514034,-0.7447743,0.09027135,0.11238127,-0.4889527,-0.5145364,0.0255837
59,0.68757915,0.7203349,"('foolish', 'wise')",0.34141454,0.30635124,-0.45711026,-0.16028082,0.1906278,0.2888018,-0.098174
41,-0.6784242,-1.2852451,"('unforgiving', 'forgiving')",-0.47378212,-0.7092301,-0.06783556,-0.4715458,-0.4066806,-0.8220069,0.4153263
77,-0.6570526,-0.76029813,"('unmotivated', 'motivated')",-0.11556893,-0.110584036,-1.5299982,-1.373196,-0.7675399,-0.7480261,-0.0195138
22,-0.652283,-0.8338626,"('untrustworthy', 'trustworthy')",-0.87722,-0.9787481,-0.82310003,-1.0570242,-0.784201,-0.956545,0.172344
48,0.6306203,0.42606217,"('unintelligent', 'intelligent')",0.40027094,0.43395784,0.5055701,0.48855683,0.5121538,0.4495256,0.0626282
35,0.57921207,0.5626949,"('corrupt', 'incorrupt')",1.0582945,0.8088253,-0.70114803,-0.56761307,0.3121195,0.2679691,0.0441504
68,-0.5694289,-0.31458825,"('dependent', 'independent')",-0.93776834,-0.89240026,-1.0285641,-0.9778545,-0.8452538,-0.728281,-0.1169728
75,0.56804085,0.640424,"('meek', 'impulsive')",0.91927487,0.91009647,-0.22856154,-0.116790436,0.4195847,0.47791,-0.0583253
54,0.5543659,0.51356864,"('incapable', 'capable')",0.6962039,0.6228942,0.7662721,0.9146389,0.6722806,0.6837006,-0.01142
34,-0.55245125,-0.46325684,"('mean', 'honorable')",-0.37823638,-0.3591396,4.5932584,4.8289804,1.2208569,1.3355281,-0.1146712
17,-0.50843155,-0.48558939,"('nasty', 'nice')",0.17309673,-0.05469013,-0.35433796,-0.31436285,-0.2298909,-0.2848808,0.0549899
5,0.46965352,0.4457807,"('distant', 'outgoing')",0.26553786,0.18964247,-0.8403997,-0.75027084,-0.0350694,-0.0382826,0.0032132
40,-0.45818275,-0.7104072,"('stingy', 'generous')",-0.9221766,-0.9369878,-1.7636007,-2.140487,-1.0479867,-1.2626273,0.2146406
80,-0.4451811,-0.20075795,"('dominated', 'dominating')",-0.6725124,-0.14200519,-0.8630694,-0.6959861,-0.6602543,-0.3462497,-0.3140046
2,0.43241894,0.58720344,"('unlikable', 'likable')",0.14770313,0.4831012,0.7508933,0.89467186,0.4436718,0.6549922,-0.2113204
83,0.39398935,0.5065038,"('powerless', 'powerful')",0.12796752,0.28041583,-0.8659551,-0.6897638,-0.1146661,0.0323853,-0.1470514
36,0.39098188,-0.16175488,"('hostile', 'amicable')",0.21385033,-0.42374998,-0.28115714,-0.5149937,0.1078917,-0.3668329,0.4747246
86,-0.3756772,-0.8521298,"('uninfluential', 'influential')",-0.27999577,-0.5322618,-0.4641309,-0.85558367,-0.373268,-0.7466584,0.3733904
49,0.37349448,0.45901024,"('unable', 'able')",0.23969075,0.32806858,-0.58763933,-0.29374814,0.0085153,0.1644436,-0.1559283
32,-0.350666,-0.12502468,"('unkind', 'kind')",-0.7629615,-0.40787485,0.46004778,0.51016587,-0.2178599,-0.0075779,-0.210282
38,-0.35027084,-0.3180695,"('untruthful', 'truthful')",0.060906544,0.17085747,-0.3487396,-0.0013594083,-0.2127013,-0.0495238,-0.1631775
74,0.34245113,-0.043688394,"('undedicated', 'dedicated')",0.018388078,0.063150495,-0.23777671,-0.43101895,0.0410208,-0.1371856,0.1782064
51,-0.33958727,-0.29402852,"('uneducated', 'educated')",0.4927318,0.727027,0.7368792,0.74300873,0.2966746,0.3920024,-0.0953278
23,-0.3096125,-0.38634703,"('insincere', 'sincere')",-0.5872984,-0.5748551,4.8200603,5.096221,1.3077164,1.3783396,-0.0706232
6,0.3035995,0.18088233,"('distant', 'open')",-0.329948,-0.44938797,-0.85664326,-0.8704529,-0.2943306,-0.3796528,0.0853222
12,0.29905373,0.10494098,"('unsupportive', 'supportive')",-0.20675907,-0.16940127,-1.7572291,-1.9029554,-0.5549781,-0.6558052,0.1008271
66,-0.29834008,-0.2662734,"('inactive', 'active')",-0.12128505,-0.19701213,0.6371517,0.409217,0.0725089,-0.0180228,0.0905317
18,-0.24083121,-0.345084,"('disagreeable', 'welcoming')",-0.5613098,-0.6598001,-0.96868604,-1.1573398,-0.5902757,-0.7207413,0.1304656
57,-0.23482205,-0.8115206,"('unimaginative', 'imaginative')",-0.99018914,-1.2130783,-2.571196,-2.947644,-1.2654025,-1.6574143,0.3920118
88,-0.2315976,-0.30007055,"('low', 'eminent')",-0.07280274,0.040842947,-0.40487534,-0.44731313,-0.2364252,-0.2355136,-0.0009116
78,0.23157832,0.13233978,"('nonresilient', 'resilient')",0.6728469,0.64656836,0.25282168,0.20622581,0.385749,0.328378,0.057371
56,-0.23045526,-0.16255055,"('impractical', 'practical')",-0.07357302,0.18403512,-0.62637466,-0.48705316,-0.3101343,-0.1551895,-0.1549448
4,-0.21645276,-0.61661905,"('disliked', 'liked')",0.26480618,-0.02517594,-5.6479115,-5.9818664,-1.8665195,-2.2078872,0.3413677
67,0.20937434,0.21095195,"('doubtful', 'determined')",0.56454295,0.5921183,-0.44058886,-0.28832632,0.1111095,0.1715813,-0.0604718
7,-0.17221975,-0.398767,"('insensitive', 'sensitive')",-1.0753896,-1.0552193,0.17243637,0.09898854,-0.358391,-0.4516659,0.0932749
62,-0.16580263,-0.059635945,"('incompetent', 'brilliant')",-0.92027074,-0.5613865,-0.18151322,0.09470396,-0.4225289,-0.1754395,-0.2470894
58,0.11934759,-0.4358172,"('undiscriminating', 'discriminating')",0.13769755,-0.1402503,0.36128527,0.18247165,0.2061101,-0.1311986,0.3373087
16,0.102963984,0.15308613,"('unpopular', 'popular')",0.55251557,0.37828106,0.40172386,0.3278306,0.3524011,0.2863993,0.0660018
73,0.09516084,0.24073562,"('helpless', 'self-reliant')",-0.47579905,-0.3767407,-3.0295968,-2.8905451,-1.136745,-1.0088501,-0.1278949
79,-0.07541034,-0.15216923,"('wavering', 'unwavering')",0.8737483,0.6238015,-0.3377546,-0.19329682,0.1535278,0.0927785,0.0607493
61,0.073628396,0.022460598,"('illogical', 'logical')",-0.37561166,-0.5071775,0.6192658,0.4414456,0.1057608,-0.0144238,0.1201846
47,-0.04820867,0.096505284,"('stupid', 'smart')",-0.10596949,0.13539776,4.1267524,4.460674,1.3241914,1.5641923,-0.2400009
11,-0.045905996,0.014186304,"('unhelpful', 'helpful')",-0.14555253,0.12263705,1.6720803,1.9467583,0.4935406,0.6945272,-0.2009866
29,0.039088063,-0.14495613,"('unfair', 'fair')",-0.20619227,-0.42824253,-0.16630995,-0.3443777,-0.1111381,-0.3058588,0.1947207
72,-0.025038347,0.417104,"('unambitious', 'ambitious')",-0.32703832,-0.0407158,-0.7922345,-0.68671495,-0.3814371,-0.1034423,-0.2779948
28,-0.023992809,-0.54995257,"('disloyal', 'loyal')",-0.37982374,-0.6136148,0.7463618,0.5552246,0.1141817,-0.2027809,0.3169626
19,-0.014059633,0.041486286,"('inhospitable', 'hospitable')",-0.1689059,-0.20648462,-0.5410683,-0.3280606,-0.2413446,-0.164353,-0.0769916
20,-0.0023999698,-0.008932628,"('rough', 'thoughtful')",0.36310184,0.30387133,0.8878134,0.94172406,0.4161717,0.4122209,0.0039508
