,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.2358096,-2.732585,"('incompetent', 'competent')",-2.1478925,-2.257313,-0.8460438,-1.105232,-1.7432486,-2.03171,0.2884614
42,-2.1174724,-2.3099964,"('unreliable', 'reliable')",-1.7830955,-1.5623322,-3.093073,-3.150298,-2.3312136,-2.3408756,0.009662
10,-2.0759368,-2.3186352,"('unsympathetic', 'sympathetic')",-1.9238385,-1.8577392,-0.9621172,-1.1321061,-1.6539642,-1.7694934,0.1155292
71,1.81453,1.6403546,"('diffident', 'self-confident')",1.0070589,0.85982656,0.45478868,0.38610175,1.0921259,0.9620943,0.1300316
33,1.812676,1.6639333,"('wrong', 'right')",1.2156585,0.9982247,-0.406061,-0.39438146,0.8740912,0.7559255,0.1181657
14,-1.6724807,-1.7869095,"('antisocial', 'social')",-0.91490924,-0.8389002,-0.14156981,-0.39008287,-0.9096533,-1.0052975,0.0956442
43,-1.6580892,-1.8200281,"('irresponsible', 'responsible')",-2.125697,-1.897048,-0.52032745,-0.33816338,-1.4347045,-1.3517466,-0.0829579
60,-1.6399586,-1.4642051,"('inefficient', 'efficient')",-1.8245572,-1.4134998,-0.7076318,-0.535567,-1.3907159,-1.1377574,-0.2529585
76,-1.624105,-1.6080071,"('anxious', 'daring')",-1.339071,-0.9445085,-0.6753594,-0.60228646,-1.2128452,-1.0516006,-0.1612446
82,-1.5823497,-1.2546111,"('poor', 'rich')",-1.441713,-0.99629,5.018038,5.3905325,0.6646584,1.0465438,-0.3818854
0,-1.4769685,-1.8905126,"('unsociable', 'sociable')",-0.970289,-1.1950297,-0.59072405,-0.9546311,-1.0126605,-1.3467245,0.334064
65,-1.4617914,-1.2992007,"('insecure', 'secure')",-1.7615639,-1.5995973,-0.42989117,-0.4025786,-1.2177488,-1.1004589,-0.1172899
70,-1.438888,-1.701907,"('lethargic', 'energetic')",-1.2123176,-0.97094494,-0.24640287,-0.22140485,-0.9658695,-0.9647523,-0.0011172
46,-1.4234358,-1.618281,"('uncompetitive', 'competitive')",-0.7936055,-0.75871044,-0.99536526,-1.0437047,-1.0708022,-1.1402321,0.0694299
13,-1.3733518,-1.3374307,"('impolite', 'polite')",-1.5499868,-1.4394257,-1.2521722,-1.2594099,-1.391837,-1.3454221,-0.0464149
