,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
71,1.9431881,1.6773859,"('diffident', 'self-confident')",1.4142691,1.3023098,0.32889646,0.38496822,1.2287846,1.1215547,0.1072299
12,1.9325961,2.020994,"('unsupportive', 'supportive')",0.6208548,0.45919257,-1.7999045,-1.7136713,0.2511821,0.255505,-0.0043229
73,1.8166983,1.7816157,"('helpless', 'self-reliant')",1.5427974,1.5775334,-3.2769804,-2.9318197,0.0275051,0.1424431,-0.114938
45,-1.611597,-1.2819362,"('incompetent', 'competent')",-0.80996305,-0.80938333,-0.33331943,-0.15732461,-0.9182932,-0.749548,-0.1687452
41,-1.4648446,-1.1143963,"('unforgiving', 'forgiving')",-0.8080796,-0.75080526,-0.36621526,-0.44636393,-0.8797131,-0.7705218,-0.1091913
26,1.3048146,1.03414,"('hardhearted', 'benevolent')",0.53010243,0.5339967,1.3650709,1.1578588,1.0666626,0.9086652,0.1579974
85,1.2279719,0.4685131,"('insignificant', 'prestigious')",0.8004101,0.47350854,-0.23329122,-0.50906605,0.5983636,0.1443185,0.4540451
16,-1.2257684,-1.5616364,"('unpopular', 'popular')",0.023999669,-0.09965736,0.1341167,0.050798416,-0.355884,-0.5368318,0.1809478
2,1.0953307,0.9761155,"('unlikable', 'likable')",1.0771862,0.8813698,0.57274115,0.592011,0.915086,0.8164988,0.0985872
58,-1.0281972,-1.3264428,"('undiscriminating', 'discriminating')",0.985346,0.83361745,0.049482,-0.06601769,0.0022103,-0.186281,0.1884913
67,-0.97750574,-0.99008363,"('doubtful', 'determined')",-0.6019288,-0.6163213,-0.7127949,-0.84104097,-0.7640765,-0.8158153,0.0517388
39,0.967885,1.1182276,"('exploitative', 'cooperative')",0.21993573,0.0400154,0.1847681,0.3066677,0.4575296,0.4883035,-0.0307739
17,-0.9636553,-0.94002634,"('nasty', 'nice')",-1.1115596,-1.2436855,-0.92990994,-1.0513922,-1.0017083,-1.078368,0.0766597
0,-0.9237185,-0.6607506,"('unsociable', 'sociable')",-0.49548882,-0.6855652,-0.44991603,-0.37391597,-0.6230411,-0.5734106,-0.0496305
