,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
73,2.0624175,2.1114583,"('helpless', 'self-reliant')",0.9657228,1.0362132,-2.4966412,-2.435506,0.1771664,0.2373885,-0.0602221
68,-1.7476335,-1.6143303,"('dependent', 'independent')",-0.14293951,-0.08223821,-0.93839556,-0.85672134,-0.9429895,-0.8510966,-0.0918929
82,-1.6978298,-1.5109552,"('poor', 'rich')",-0.59935045,-0.22275597,5.286349,5.7370424,0.9963895,1.3344437,-0.3380542
9,1.6213026,1.3768531,"('unaffectionate', 'caring')",-0.1234758,-0.11258224,0.966739,1.0458469,0.8215219,0.7700392,0.0514827
29,-1.6114812,-1.8122661,"('unfair', 'fair')",-1.7340256,-1.7555034,-1.1231611,-1.1514822,-1.489556,-1.5730839,0.0835279
74,1.5593693,1.6450394,"('undedicated', 'dedicated')",0.5476211,0.54668623,0.0124502815,0.025179947,0.7064802,0.7389685,-0.0324883
85,1.5434111,0.9432783,"('insignificant', 'prestigious')",-0.53517556,-0.73618644,0.7194585,0.70396787,0.575898,0.3036866,0.2722114
71,1.5358219,1.8971395,"('diffident', 'self-confident')",1.1155101,1.2239636,0.6475811,0.65015644,1.0996377,1.2570866,-0.1574489
33,1.4945799,1.4211229,"('wrong', 'right')",0.8634774,0.71945477,-0.31913108,-0.2580685,0.679642,0.6275031,0.0521389
1,1.4539062,1.1287326,"('unfriendly', 'friendly')",-0.4403095,-0.57885456,1.7698504,1.8409698,0.9278157,0.7969492,0.1308665
51,-1.3732617,-1.1534046,"('uneducated', 'educated')",0.273367,0.32359776,-0.18975154,-0.10610789,-0.4298821,-0.3119716,-0.1179105
22,-1.3587893,-1.2985729,"('untrustworthy', 'trustworthy')",-0.6531247,-0.56108904,-1.6327659,-1.5272417,-1.2148933,-1.1289679,-0.0859254
80,-1.3206973,-1.0494776,"('dominated', 'dominating')",-0.29010746,-0.15992658,-1.2618681,-1.3341448,-0.9575577,-0.8478497,-0.109708
26,1.2757428,0.8933558,"('hardhearted', 'benevolent')",0.49112174,0.36382034,1.4095076,1.3299811,1.0587907,0.8623857,0.196405
18,-1.2659075,-1.1042577,"('disagreeable', 'welcoming')",0.046306066,0.063629806,-0.7809559,-0.59787935,-0.6668525,-0.5461691,-0.1206834
63,-1.1715928,-1.0302194,"('unperceptive', 'insightful')",0.07272385,0.27170753,0.7725357,0.90155125,-0.1087778,0.0476798,-0.1564576
14,-1.1654603,-1.1143972,"('antisocial', 'social')",-0.3703697,-0.39857337,-1.417718,-1.4863248,-0.984516,-0.9997651,0.0152491
2,1.1548983,1.1884743,"('unlikable', 'likable')",0.5780062,0.4998775,0.6997358,0.7891272,0.8108801,0.8258263,-0.0149462
84,1.1010101,0.82663953,"('inferior', 'superior')",0.72939014,0.57207835,0.8078429,0.68379676,0.8794144,0.6941716,0.1852428
12,1.094903,1.1398996,"('unsupportive', 'supportive')",0.28914115,0.36264774,-1.5430288,-1.4484142,-0.0529949,0.0180444,-0.0710393
76,-1.0763414,-0.6751962,"('anxious', 'daring')",-0.35963282,-0.15502584,-0.006705381,0.13258559,-0.4808932,-0.2325455,-0.2483477
69,1.0390366,0.8414712,"('lazy', 'industrious')",1.5885711,1.4894648,0.08361103,0.11319265,0.9037396,0.8147095,0.0890301
81,-1.0215185,-0.7818059,"('submissive', 'aggressive')",0.724987,0.92861885,-0.72694385,-0.7151556,-0.3411585,-0.1894475,-0.151711
45,-0.9943676,-1.0024797,"('incompetent', 'competent')",-0.31708786,-0.30319762,-0.5582008,-0.5430236,-0.6232188,-0.6162336,-0.0069852
