,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.95102024,-0.87387395,"('incompetent', 'clever')",-0.73374957,-0.75614727,-0.43612072,-0.51201373,-0.7069635,-0.7140117,0.0070482
65,-0.94689804,-0.8223373,"('insecure', 'secure')",-0.18187435,-0.20360665,-0.77198577,-0.8092673,-0.633586,-0.6117371,-0.0218489
58,0.89761114,0.83383906,"('undiscriminating', 'discriminating')",0.3607454,0.22776726,0.10714949,0.07031036,0.4551687,0.3773055,0.0778632
44,-0.8943134,-0.8350766,"('prejudiced', 'unprejudiced')",-0.19524357,-0.21034308,-1.0259047,-1.0830674,-0.7051539,-0.7094957,0.0043418
47,-0.86805916,-0.5587474,"('stupid', 'smart')",-0.75333625,-0.46799752,4.7346745,4.956389,1.0377597,1.3098814,-0.2721217
86,-0.8345407,-0.94244844,"('uninfluential', 'influential')",-0.3470273,-0.32193995,-0.81078357,-0.78560877,-0.6641172,-0.6833324,0.0192152
53,0.81136644,0.42957053,"('uncreative', 'creative')",-0.8429527,-0.95449036,0.7755185,0.791947,0.2479774,0.089009,0.1589684
21,-0.7714547,-0.45921314,"('immoral', 'moral')",-0.25981307,-0.08062278,-1.4469407,-1.3645898,-0.8260695,-0.6348086,-0.1912609
42,-0.7624352,-0.5701582,"('unreliable', 'reliable')",0.058938596,0.14164434,-2.8962817,-2.6531062,-1.1999261,-1.0272067,-0.1727194
40,0.7150271,0.59606457,"('stingy', 'generous')",0.09938653,-0.0040343823,-1.6014242,-1.5473375,-0.2623369,-0.3184358,0.0560989
35,-0.7117516,-1.0736967,"('corrupt', 'incorrupt')",0.023594737,-0.15797912,-0.33108193,-0.36938578,-0.3397462,-0.5336872,0.193941
36,0.6552779,0.07676104,"('hostile', 'amicable')",-0.06804147,-0.4406525,0.09556792,0.025292385,0.2276014,-0.1128664,0.3404678
11,-0.64018,-0.53967357,"('unhelpful', 'helpful')",0.16966888,0.4428935,2.0198796,2.0988998,0.5164562,0.6673733,-0.1509171
30,0.6247289,0.95467305,"('intolerant', 'tolerant')",-0.07776041,0.024483759,0.7174327,0.768189,0.4214671,0.5824486,-0.1609815
50,-0.62348026,-0.4192326,"('clumsy', 'skillful')",0.72953814,0.82870334,0.8912991,1.0786121,0.3324523,0.4960276,-0.1635753
39,0.6044244,0.6541382,"('exploitative', 'cooperative')",0.7811128,0.7772413,-0.28527203,-0.38238344,0.366755,0.3496654,0.0170896
16,-0.6020371,-0.58542776,"('unpopular', 'popular')",-0.84492964,-0.82281476,0.5324021,0.5909521,-0.3048548,-0.2724301,-0.0324247
83,0.5610615,0.33108476,"('powerless', 'powerful')",-0.14398694,-0.2894013,-0.71387035,-0.84543043,-0.0989319,-0.2679156,0.1689837
88,-0.53212625,-0.39981985,"('low', 'eminent')",-0.024913158,-0.04732395,0.2481175,0.28801462,-0.102974,-0.0530431,-0.0499309
49,-0.51747614,-0.5718905,"('unable', 'able')",-0.6143815,-0.5407778,-0.4174965,-0.33686447,-0.5164514,-0.4831776,-0.0332738
37,0.51306546,0.6665019,"('fake', 'genuine')",-0.6454103,-0.59523153,0.14715683,0.24394292,0.0049373,0.1050711,-0.1001338
52,-0.4907717,-0.934754,"('irrational', 'rational')",-0.71200997,-0.7918086,0.032735877,-0.0036613867,-0.3900153,-0.5767413,0.186726
17,0.48708633,0.479663,"('nasty', 'nice')",-0.55512244,-0.51445544,-0.65606976,-0.62795234,-0.2413686,-0.2209149,-0.0204537
32,-0.47835872,-0.17084914,"('unkind', 'kind')",-0.98527145,-0.75366384,0.3828811,0.5269262,-0.3602497,-0.1325289,-0.2277208
8,0.47769532,0.017168,"('unaffectionate', 'affectionate')",-0.73813975,-0.8023662,0.42494953,0.552608,0.054835,-0.0775301,0.1323651
70,-0.4551497,0.00049314275,"('lethargic', 'energetic')",0.09909049,0.36713207,0.17020908,0.46671337,-0.06195,0.2781128,-0.3400628
77,0.44070807,0.48798758,"('unmotivated', 'motivated')",-0.31969908,-0.44973585,-0.8518954,-0.96511036,-0.2436288,-0.3089529,0.0653241
38,0.4222852,0.35566768,"('untruthful', 'truthful')",0.423994,0.38989788,0.4316788,0.512493,0.425986,0.4193528,0.0066332
87,-0.39900303,-0.11051022,"('unsuccessful', 'successful')",0.77796435,0.9942387,0.92161196,0.983698,0.4335244,0.6224755,-0.1889511
13,0.3457401,1.0529501,"('impolite', 'polite')",-0.06581011,0.2041162,-0.6510093,-0.60527444,-0.1236931,0.217264,-0.3409571
66,-0.33638394,-0.5318208,"('inactive', 'active')",1.0923047,0.94609195,1.1253717,1.0592656,0.6270975,0.4911789,0.1359186
25,0.33520305,0.34982693,"('egoistic', 'altruistic')",-0.0612059,-0.11564238,1.1964369,1.232726,0.4901447,0.4889702,0.0011745
60,-0.293576,0.3949286,"('inefficient', 'efficient')",0.25759697,0.518258,-0.11635713,-0.020793783,-0.0507787,0.2974643,-0.348243
7,0.2568218,0.3357155,"('insensitive', 'sensitive')",-0.29690617,-0.11333386,0.26792392,0.349954,0.0759465,0.1907786,-0.1148321
3,-0.25058228,0.07523922,"('repellent', 'pleasant')",-0.6633109,-0.6084747,-0.15178627,-0.21609494,-0.3552265,-0.2497768,-0.1054497
43,0.2397946,0.3693872,"('irresponsible', 'responsible')",0.026229061,0.17025858,0.22418505,0.2299231,0.1634029,0.256523,-0.0931201
24,-0.2358669,-0.12355931,"('dishonest', 'honest')",-0.036071293,0.014253849,0.2704094,0.34131613,-0.0005096,0.0773369,-0.0778465
57,-0.20237842,-0.47387332,"('unimaginative', 'imaginative')",-0.778431,-0.8660695,-2.232244,-2.3625147,-1.0710178,-1.2341525,0.1631347
28,0.19762668,-0.041202508,"('disloyal', 'loyal')",0.116714515,0.10194247,0.5116144,0.5983908,0.2753185,0.2197103,0.0556082
10,0.1952545,0.3171699,"('unsympathetic', 'sympathetic')",-0.79235566,-0.7138266,-0.54124886,-0.58652645,-0.37945,-0.3277277,-0.0517223
19,-0.1818508,-0.2376793,"('inhospitable', 'hospitable')",0.009865187,0.0038072988,-0.26745874,-0.05852004,-0.1464815,-0.097464,-0.0490175
62,-0.18031941,0.14168686,"('incompetent', 'brilliant')",-0.12412307,0.073498905,0.45998743,0.6111952,0.0518483,0.2754603,-0.223612
34,-0.1768116,0.095476195,"('mean', 'honorable')",0.15796356,0.4296515,5.482325,5.646992,1.821159,2.0573734,-0.2362144
54,-0.1745821,-0.041826576,"('incapable', 'capable')",0.25455967,0.30940697,1.1738731,1.39356,0.4179502,0.5537135,-0.1357633
27,-0.16361868,0.14114872,"('hardhearted', 'softhearted')",-0.3214616,-0.2693854,1.1200151,1.1867306,0.211645,0.3528313,-0.1411863
64,0.16069822,0.063170195,"('shy', 'confident')",0.521209,0.2549916,-5.639744,-6.017713,-1.6526122,-1.8998504,0.2472382
23,-0.15661304,0.15601788,"('insincere', 'sincere')",-0.55804014,-0.24546677,4.9692907,5.0895724,1.4182126,1.6667078,-0.2484952
75,0.14873844,-0.2735659,"('meek', 'impulsive')",0.66078824,0.5474719,-0.05592162,-0.0620824,0.2512017,0.0706079,0.1805938
48,0.1410332,0.08751647,"('unintelligent', 'intelligent')",-0.14915293,-0.14206506,0.214874,0.09502716,0.0689181,0.0134929,0.0554252
20,-0.13970715,-0.066637926,"('rough', 'thoughtful')",-0.08848888,-0.047471896,1.0227237,1.085155,0.2648425,0.3236817,-0.0588392
61,-0.13862324,-0.022135817,"('illogical', 'logical')",-0.32870147,-0.3370425,-0.109304056,-0.19267355,-0.1922096,-0.1839506,-0.008259
56,0.1348484,0.3279585,"('impractical', 'practical')",0.5830745,0.79158896,-0.3677228,-0.3295702,0.1167334,0.2633258,-0.1465924
78,0.12210092,0.3056373,"('nonresilient', 'resilient')",0.12068745,0.329547,0.88220453,0.99403834,0.3749976,0.5430742,-0.1680766
46,-0.095799,0.16574039,"('uncompetitive', 'competitive')",0.06243625,0.1337291,-0.35380644,-0.51532876,-0.1290564,-0.0719531,-0.0571033
59,-0.08615197,-0.39770633,"('foolish', 'wise')",-0.20134462,-0.12274075,0.5070915,0.64842075,0.0731983,0.0426579,0.0305404
72,0.07745798,0.2720902,"('unambitious', 'ambitious')",-0.33050805,-0.24783146,-1.1151453,-0.952062,-0.4560651,-0.3092678,-0.1467973
0,0.07106594,0.20289156,"('unsociable', 'sociable')",-0.5881852,-0.60772514,-0.91891205,-0.9684213,-0.4786771,-0.4577516,-0.0209255
41,-0.068539985,-0.47451058,"('unforgiving', 'forgiving')",-0.31400636,-0.45821887,-0.5420937,-0.6361272,-0.3082134,-0.5229522,0.2147388
67,0.06847075,0.03945282,"('doubtful', 'determined')",0.71216714,0.633288,-0.6706063,-0.6165001,0.0366772,0.0187469,0.0179303
31,0.06554461,-0.47628805,"('evil', 'good')",-0.060272407,-0.353389,-1.1562604,-1.1280811,-0.3836627,-0.6525861,0.2689234
79,-0.06254625,-0.52080137,"('wavering', 'unwavering')",0.32168877,0.21737866,0.22856152,0.31236336,0.162568,0.0029802,0.1595878
6,-0.062223054,-0.1617739,"('distant', 'open')",-0.30403075,-0.38813764,0.4340295,0.5785973,0.0225919,0.0095619,0.01303
5,0.05453834,0.15551873,"('distant', 'outgoing')",0.06932581,0.014366757,0.106773905,0.323192,0.0768794,0.1643592,-0.0874798
4,-0.017572492,-0.17950137,"('disliked', 'liked')",-0.05070597,-0.22604387,-5.532919,-5.517269,-1.8670657,-1.9742715,0.1072058
15,-0.011929691,-0.23340891,"('boring', 'funny')",0.19625896,0.16799216,0.1364314,0.16713953,0.1069202,0.0339076,0.0730126
