,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6397898,1.3749881,"('helpless', 'self-reliant')",1.098998,0.8991247,0.08969228,0.085948825,-2.8236856,-2.7888353,0.0011986,-0.1071934,0.108392
49,-1.4104017,-1.2027969,"('unable', 'able')",-1.1827198,-0.8478392,-1.2507259,-1.0597308,-0.47406483,-0.35883275,-1.079478,-0.8672999,-0.2121781
47,-1.2863371,-1.2806963,"('stupid', 'smart')",-0.36478633,-0.26554403,0.690352,0.64127624,5.250525,5.2473516,1.0724384,1.0855969,-0.0131585
29,-1.2708278,-1.2904946,"('unfair', 'fair')",-0.879655,-0.86602646,-0.4471374,-0.6180994,-0.5651406,-0.6252433,-0.7906902,-0.8499659,0.0592757
45,-1.2648194,-1.4519306,"('incompetent', 'competent')",-0.73632395,-0.97523034,0.09206839,-0.24091555,-0.35754135,-0.537104,-0.5666541,-0.8012952,0.2346411
39,1.2376661,1.124622,"('exploitative', 'cooperative')",0.78735614,0.7927619,1.8873239,1.8029429,0.12685347,0.21167144,1.0098,0.9829996,0.0268004
66,1.2317525,1.0009855,"('inactive', 'active')",1.450198,1.1135063,1.0401171,0.9203564,1.3720483,1.1907642,1.2735291,1.0564032,0.2171259
16,-1.2259009,-1.1669682,"('unpopular', 'popular')",0.17399445,0.359969,-0.12692124,-0.044276975,0.64301795,0.5989162,-0.1339525,-0.06309,-0.0708625
0,-1.2111619,-1.4506097,"('unsociable', 'sociable')",-1.476669,-1.5996907,0.29437494,0.13602455,-0.74107105,-0.74667305,-0.7836317,-0.9152372,0.1316055
82,-0.9756719,-0.68556863,"('poor', 'rich')",-1.0924184,-0.7913974,-0.3027413,-0.092957154,5.641213,5.6352777,0.8175953,1.0163386,-0.1987433
62,-0.9718407,-0.8530046,"('incompetent', 'brilliant')",-0.29698044,-0.04731992,0.5630783,0.5614965,-0.1304407,-0.057238016,-0.2090459,-0.0990165,-0.1100294
69,0.9310039,0.8881118,"('lazy', 'industrious')",2.570007,2.5005803,0.541935,0.5696757,-0.22211695,-0.20264646,0.9552072,0.9389303,0.0162769
53,-0.9288927,-0.9357276,"('uncreative', 'creative')",-0.6645707,-0.4861927,-0.04319789,0.14309743,1.0869788,1.1447722,-0.1374206,-0.0335127,-0.1039079
3,-0.9256518,-0.9591443,"('repellent', 'pleasant')",-0.9501706,-0.9508586,0.91800356,0.86572856,0.32557443,0.30754286,-0.1580611,-0.1841829,0.0261218
77,-0.9047746,-0.9069177,"('unmotivated', 'motivated')",-0.6206251,-0.6661604,0.36385143,0.30703795,-1.2911706,-1.3933324,-0.6131797,-0.6648431,0.0516634
22,-0.87600076,-1.0285621,"('untrustworthy', 'trustworthy')",-0.7743417,-0.8204813,0.41847384,0.2854526,-1.101984,-1.0221646,-0.5834632,-0.6464388,0.0629756
71,0.845699,0.82401675,"('diffident', 'self-confident')",0.77077854,1.0782728,0.46432298,0.60027486,0.70726144,0.72148114,0.6970155,0.8060114,-0.1089959
78,-0.81125075,-0.7966849,"('nonresilient', 'resilient')",0.06626687,0.0070766434,1.1460633,1.0533648,0.3209323,0.27040246,0.180503,0.1335397,0.0469633
55,-0.808384,-0.93541,"('incompetent', 'clever')",-1.1599962,-1.2404773,0.8640042,0.6779428,-0.35129163,-0.32765216,-0.3639169,-0.4563992,0.0924823
14,-0.73194325,-0.7437823,"('antisocial', 'social')",0.1528261,0.13839689,1.5719153,1.6073369,-0.90475667,-0.73825496,0.0220104,0.0659241,-0.0439137
40,0.7167592,0.6722321,"('stingy', 'generous')",0.07338773,0.15984958,0.60234785,0.6423972,-1.3321662,-1.3344359,0.0150822,0.0350108,-0.0199286
57,-0.7116741,-0.9839711,"('unimaginative', 'imaginative')",-0.899365,-0.9880208,-0.5801015,-0.75269043,-2.2989328,-2.3636138,-1.1225183,-1.272074,0.1495557
26,0.70509386,0.27187762,"('hardhearted', 'benevolent')",1.8041407,1.6361386,1.2333697,1.195564,1.8936274,1.7847509,1.4090579,1.2220829,0.186975
18,0.7032439,0.9912958,"('disagreeable', 'welcoming')",0.8293881,1.1949973,-0.48210168,-0.15841468,-0.22384444,-0.06617313,0.2066715,0.4904264,-0.2837549
41,-0.6762595,-0.53929865,"('unforgiving', 'forgiving')",-0.35632166,-0.069946155,0.6807839,0.71641463,0.31024855,0.4007713,-0.0103872,0.1269853,-0.1373725
58,0.6498955,0.19142076,"('undiscriminating', 'discriminating')",0.692145,0.31650174,1.2071499,0.93572676,0.30727935,0.22266662,0.7141175,0.416579,0.2975385
46,-0.6478328,-0.6078056,"('uncompetitive', 'competitive')",-0.59168386,-0.61829937,1.4605834,1.3813422,-0.7884512,-0.7535683,-0.1418461,-0.1495828,0.0077367
