,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
13,-1.1741844,-1.1878265,"('impolite', 'polite')",-0.6573043,-0.647995,-0.9157444,-0.9179108,0.0021664
84,1.1574078,1.1677232,"('inferior', 'superior')",0.42286745,0.20843002,0.7901376,0.6880766,0.102061
41,-1.1518525,-1.0219887,"('unforgiving', 'forgiving')",0.34731027,0.21304718,-0.4022711,-0.4044708,0.0021997
46,-1.1430318,-0.94419616,"('uncompetitive', 'competitive')",-0.44871852,-0.5765278,-0.7958752,-0.760362,-0.0355132
32,-1.137397,-0.9265928,"('unkind', 'kind')",0.2006342,0.48399347,-0.4683814,-0.2212997,-0.2470817
88,-1.1207694,-1.1887054,"('low', 'eminent')",-0.0054932926,-0.056013346,-0.5631313,-0.6223594,0.0592281
39,1.1170038,1.0862662,"('exploitative', 'cooperative')",0.29117167,0.71524656,0.7040877,0.9007564,-0.1966687
38,-1.06408,-0.9458774,"('untruthful', 'truthful')",0.23252445,-0.019284599,-0.4157778,-0.482581,0.0668032
63,-1.0611379,-1.2901846,"('unperceptive', 'insightful')",1.315248,0.6501864,0.127055,-0.3199991,0.4470541
11,-1.042296,-1.021568,"('unhelpful', 'helpful')",0.8842385,0.9390263,-0.0790288,-0.0412708,-0.037758
19,-0.9716468,-0.7891311,"('inhospitable', 'hospitable')",-0.64349365,-0.7268383,-0.8075702,-0.7579847,-0.0495855
12,-0.92719954,-0.7971083,"('unsupportive', 'supportive')",-0.61644,-1.120481,-0.7718198,-0.9587947,0.1869749
21,-0.9178816,-0.40594587,"('immoral', 'moral')",-1.2967228,-0.6009094,-1.1073022,-0.5034276,-0.6038746
28,-0.9109374,-0.8810519,"('disloyal', 'loyal')",0.45646423,0.2294488,-0.2272366,-0.3258016,0.098565
51,-0.9065979,-0.6960941,"('uneducated', 'educated')",0.042513482,0.21052787,-0.4320422,-0.2427831,-0.1892591
55,-0.8604192,-0.77406716,"('incompetent', 'clever')",-0.03974282,0.15995347,-0.450081,-0.3070568,-0.1430242
78,-0.85051215,-0.7025403,"('nonresilient', 'resilient')",0.4438742,-0.078692704,-0.203319,-0.3906165,0.1872975
44,0.83581984,0.77535737,"('prejudiced', 'unprejudiced')",-1.5037022,-1.2258618,-0.3339412,-0.2252522,-0.108689
20,0.83189803,0.5593657,"('rough', 'thoughtful')",1.0865184,1.040628,0.9592083,0.7999969,0.1592114
35,0.7872515,0.74567854,"('corrupt', 'incorrupt')",-0.5387546,-0.5938179,0.1242484,0.0759303,0.0483181
77,-0.7825489,-0.54019815,"('unmotivated', 'motivated')",-0.84268075,-0.6395914,-0.8126148,-0.5898948,-0.22272
82,-0.7560535,-0.6391714,"('poor', 'rich')",3.88262,4.3076053,1.5632833,1.834217,-0.2709337
7,-0.7540345,-0.94356775,"('insensitive', 'sensitive')",0.41966495,0.1539204,-0.1671848,-0.3948237,0.2276389
29,0.73401517,0.7017624,"('unfair', 'fair')",-0.6596421,-0.735826,0.0371865,-0.0170318,0.0542183
67,0.7303374,0.76884663,"('doubtful', 'determined')",-0.4461607,-0.071704365,0.1420883,0.3485711,-0.2064828
6,-0.71759367,-0.6674335,"('distant', 'open')",0.006084867,-0.31332242,-0.3557544,-0.490378,0.1346236
60,-0.66510904,-0.87299013,"('inefficient', 'efficient')",0.16644412,0.15569505,-0.2493325,-0.3586475,0.109315
26,-0.6528425,-1.0963471,"('hardhearted', 'benevolent')",2.421055,1.907218,0.8841063,0.4054354,0.4786709
81,-0.61248875,-0.31292674,"('submissive', 'aggressive')",-0.49628207,0.085355125,-0.5543854,-0.1137858,-0.4405996
25,-0.61124855,-0.3091771,"('egoistic', 'altruistic')",1.1938953,1.2285881,0.2913234,0.4597055,-0.1683821
68,-0.5913608,-0.70765114,"('dependent', 'independent')",-0.91613156,-0.93242586,-0.7537462,-0.8200385,0.0662923
42,0.5886015,0.7974526,"('unreliable', 'reliable')",-1.3443409,-1.685574,-0.3778697,-0.4440607,0.066191
85,-0.52165264,-0.50643605,"('insignificant', 'prestigious')",0.020878775,-0.28179157,-0.2503869,-0.3941138,0.1437269
76,-0.45064032,0.011436459,"('anxious', 'daring')",-0.30685645,0.39084506,-0.3787484,0.2011408,-0.5798892
16,-0.43952224,-0.26862553,"('unpopular', 'popular')",-0.3651182,-0.32489005,-0.4023202,-0.2967578,-0.1055624
49,-0.43396327,-0.47144213,"('unable', 'able')",-0.56587535,-0.70927685,-0.4999193,-0.5903595,0.0904402
47,-0.42780226,-0.65556586,"('stupid', 'smart')",3.8751652,4.462565,1.7236814,1.9034996,-0.1798182
62,-0.42521954,-0.75674605,"('incompetent', 'brilliant')",0.7985391,0.41767213,0.1866598,-0.169537,0.3561968
17,-0.39207974,-0.59586936,"('nasty', 'nice')",-1.2264636,-1.3014095,-0.8092716,-0.9486394,0.1393678
52,-0.37971023,-0.44628122,"('irrational', 'rational')",-0.28414133,-0.12052944,-0.3319258,-0.2834053,-0.0485205
54,-0.3588753,-0.2999497,"('incapable', 'capable')",0.614137,0.73889697,0.1276308,0.2194736,-0.0918428
58,-0.3517723,-0.57478166,"('undiscriminating', 'discriminating')",0.87068546,0.22149363,0.2594566,-0.176644,0.4361006
80,0.34731016,0.20160374,"('dominated', 'dominating')",0.4182734,0.35507774,0.3827918,0.2783408,0.104451
75,0.34125403,0.19744463,"('meek', 'impulsive')",-0.69435716,-0.9778996,-0.1765516,-0.3902275,0.2136759
71,-0.34122148,-0.39212632,"('diffident', 'self-confident')",0.32141525,-0.05890496,-0.0099031,-0.2255156,0.2156125
64,0.33540452,0.23357457,"('shy', 'confident')",-3.7628198,-4.310588,-1.7137077,-2.0385067,0.324799
40,-0.31682906,-0.35109225,"('stingy', 'generous')",-1.3939123,-2.011353,-0.8553707,-1.1812227,0.325852
22,-0.27273697,-0.26747018,"('untrustworthy', 'trustworthy')",-0.6258622,-0.7945599,-0.4492996,-0.531015,0.0817154
15,-0.26767656,-0.63161665,"('boring', 'funny')",0.0051305443,-0.1035417,-0.131273,-0.3675792,0.2363062
50,0.26701912,0.023911595,"('clumsy', 'skillful')",-0.38404936,-0.7408099,-0.0585151,-0.3584492,0.2999341
30,-0.25165015,-0.21555601,"('intolerant', 'tolerant')",0.7093984,0.8962631,0.2288741,0.3403535,-0.1114794
3,-0.23707105,0.113861166,"('repellent', 'pleasant')",-0.37543708,0.22968231,-0.3062541,0.1717717,-0.4780258
70,-0.22880085,-0.36903113,"('lethargic', 'energetic')",0.35658452,0.14586584,0.0638918,-0.1115826,0.1754744
87,0.21451047,0.05949186,"('unsuccessful', 'successful')",1.6044655,1.181921,0.909488,0.6207064,0.2887816
5,-0.20931534,-0.3810405,"('distant', 'outgoing')",0.05109383,-0.5189994,-0.0791108,-0.45002,0.3709092
36,-0.15924914,0.028295834,"('hostile', 'amicable')",0.6067644,0.394133,0.2237576,0.2112144,0.0125432
56,0.15414926,0.1561991,"('impractical', 'practical')",0.93417627,0.96600616,0.5441628,0.5611026,-0.0169398
59,0.14924039,0.09340519,"('foolish', 'wise')",-0.085428305,-0.12453951,0.031906,-0.0155672,0.0474732
4,-0.12729506,-0.053277783,"('disliked', 'liked')",-3.6683888,-4.9923806,-1.8978419,-2.5228293,0.6249874
31,-0.12507154,-0.18999626,"('evil', 'good')",-0.25302818,-0.78166103,-0.1890499,-0.4858286,0.2967787
37,0.11840543,-0.22537193,"('fake', 'genuine')",0.5043095,0.21606266,0.3113574,-0.0046546,0.316012
33,0.104357034,0.1336909,"('wrong', 'right')",0.06241244,-0.08386127,0.0833847,0.0249148,0.0584699
34,0.099810556,-0.005088403,"('mean', 'honorable')",3.2526298,3.4944177,1.6762202,1.7446647,-0.0684445
61,-0.091884956,-0.337202,"('illogical', 'logical')",0.7596209,0.6856739,0.333868,0.1742359,0.1596321
74,-0.08058381,0.10726657,"('undedicated', 'dedicated')",1.0599911,0.7841168,0.4897037,0.4456917,0.044012
79,0.061888464,0.11905255,"('wavering', 'unwavering')",-0.14990887,-0.39302072,-0.0440102,-0.1369841,0.0929739
83,0.04529423,-0.095547445,"('powerless', 'powerful')",-0.3243755,-0.46778506,-0.1395406,-0.2816662,0.1421256
14,0.023400147,0.016282966,"('antisocial', 'social')",0.71457505,0.7242119,0.3689876,0.3702474,-0.0012598
66,-0.009842239,-0.112704925,"('inactive', 'active')",0.8093678,0.49883372,0.3997628,0.1930644,0.2066984
2,0.006359063,0.045709178,"('unlikable', 'likable')",0.66461813,0.8220755,0.3354886,0.4338923,-0.0984037
65,0.0056333356,-0.09133514,"('insecure', 'secure')",0.13458446,0.34232503,0.0701089,0.1254949,-0.055386
