,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-1.6198928,-1.8786285,"('inhospitable', 'hospitable')",-0.5757048,-0.74650776,-1.0977988,-1.3125682,0.2147694
86,-1.3277622,-0.7807268,"('uninfluential', 'influential')",-0.7138407,-0.46432334,-1.0208015,-0.6225251,-0.3982764
1,-1.2547841,-1.3742137,"('unfriendly', 'friendly')",1.4038615,1.0202974,0.0745387,-0.1769581,0.2514968
31,-1.2398609,-1.6757299,"('evil', 'good')",-0.9626109,-1.1844888,-1.1012359,-1.4301093,0.3288734
32,-1.2267351,-0.7533627,"('unkind', 'kind')",0.40555835,0.5569949,-0.4105884,-0.0981839,-0.3124045
79,-1.2054422,-1.5072732,"('wavering', 'unwavering')",-0.36892292,-0.5954892,-0.7871826,-1.0513812,0.2641986
53,-1.1395061,-0.9475417,"('uncreative', 'creative')",0.2754962,0.3570943,-0.4320049,-0.2952237,-0.1367812
67,1.1026425,1.0688373,"('doubtful', 'determined')",-0.60506546,-0.6773553,0.2487885,0.195741,0.0530475
57,-1.0969448,-0.6263889,"('unimaginative', 'imaginative')",-3.4585283,-3.1677248,-2.2777367,-1.8970568,-0.3806799
17,-1.0766739,-1.1375146,"('nasty', 'nice')",-0.82775646,-0.9428623,-0.9522152,-1.0401884,0.0879732
6,-1.0382571,-1.4546812,"('distant', 'open')",-0.06460109,-0.53389335,-0.5514291,-0.9942873,0.4428582
13,-0.9967264,-0.4489422,"('impolite', 'polite')",-0.8441349,-0.6831519,-0.9204307,-0.5660471,-0.3543836
9,-0.982727,-0.8185302,"('unaffectionate', 'caring')",1.4072164,1.2403095,0.2122447,0.2108896,0.0013551
33,0.96896297,0.71096206,"('wrong', 'right')",-0.44349182,-0.6827466,0.2627356,0.0141077,0.2486279
5,-0.959118,-1.1700484,"('distant', 'outgoing')",-0.39445412,-0.87108195,-0.6767861,-1.0205652,0.3437791
69,0.9291893,0.6270796,"('lazy', 'industrious')",-0.85821927,-0.9214495,0.035485,-0.1471849,0.1826699
51,-0.8870833,-0.54916704,"('uneducated', 'educated')",-0.057413787,0.04628731,-0.4722486,-0.2514399,-0.2208087
