,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-0.8654624,0.0014322465,"('unsympathetic', 'sympathetic')",-0.4824878,-0.06735207,-0.6739751,-0.0329599,-0.6410152
43,-0.85307014,-0.02086755,"('irresponsible', 'responsible')",0.23209137,0.43862608,-0.3104894,0.2088793,-0.5193687
8,-0.83002573,-1.0757378,"('unaffectionate', 'affectionate')",1.140476,0.7700634,0.1552251,-0.1528372,0.3080623
76,0.779157,1.120448,"('anxious', 'daring')",-0.0009383969,0.18139942,0.3891093,0.6509237,-0.2618144
28,-0.75367194,-0.57558763,"('disloyal', 'loyal')",1.079366,0.9463048,0.162847,0.1853586,-0.0225116
4,-0.7469853,-1.1072383,"('disliked', 'liked')",-7.731651,-7.7800965,-4.2393179,-4.4436674,0.2043495
0,-0.7463442,-0.4207541,"('unsociable', 'sociable')",-0.48025572,-0.13114555,-0.6133,-0.2759498,-0.3373502
81,0.7150035,1.0999244,"('submissive', 'aggressive')",-0.760717,-0.6167966,-0.0228567,0.2415639,-0.2644206
36,-0.7085757,-1.5415572,"('hostile', 'amicable')",0.042509105,-0.32690838,-0.3330333,-0.9342328,0.6011995
11,-0.7059172,-0.14960518,"('unhelpful', 'helpful')",1.4506074,1.478176,0.3723451,0.6642854,-0.2919403
12,-0.6708104,-0.2209867,"('unsupportive', 'supportive')",-2.3218393,-2.1713789,-1.4963249,-1.1961827,-0.3001422
7,-0.65654606,0.14665881,"('insensitive', 'sensitive')",0.06358179,0.5459227,-0.2964821,0.3462908,-0.6427729
84,0.6534493,0.6942827,"('inferior', 'superior')",0.91976655,0.86483556,0.7866079,0.7795591,0.0070488
24,-0.6531315,-0.27650827,"('dishonest', 'honest')",0.43162802,0.31659663,-0.1107517,0.0200442,-0.1307959
38,-0.64619476,-0.7769995,"('untruthful', 'truthful')",-0.37168264,-0.6914459,-0.5089387,-0.7342227,0.225284
27,-0.59338146,-0.6322377,"('hardhearted', 'softhearted')",1.274842,1.263157,0.3407303,0.3154597,0.0252706
45,-0.5749678,-0.14335784,"('incompetent', 'competent')",-0.22780801,0.22622995,-0.4013879,0.0414361,-0.442824
3,-0.56383824,-0.14290573,"('repellent', 'pleasant')",0.48441473,0.80535907,-0.0397118,0.3312267,-0.3709385
52,-0.54249847,-1.2160608,"('irrational', 'rational')",0.42890006,-0.07332389,-0.0567992,-0.6446923,0.5878931
85,-0.5385512,-0.9208107,"('insignificant', 'prestigious')",-0.33315086,-0.65349674,-0.435851,-0.7871537,0.3513027
21,-0.53736484,0.16739537,"('immoral', 'moral')",-0.5502023,-0.31144065,-0.5437835,-0.0720226,-0.4717609
30,0.53029937,0.8247634,"('intolerant', 'tolerant')",0.61954266,0.54719996,0.574921,0.6859817,-0.1110607
64,-0.5115612,-0.0014658608,"('shy', 'confident')",-6.878127,-6.4390736,-3.6948442,-3.2202697,-0.4745745
14,0.5020097,0.88371027,"('antisocial', 'social')",-0.71295875,-0.22199266,-0.1054745,0.3308588,-0.4363333
50,-0.49461502,-0.502051,"('clumsy', 'skillful')",0.2966761,0.1543828,-0.0989695,-0.1738341,0.0748646
60,0.4943546,1.1943958,"('inefficient', 'efficient')",-0.053479586,0.15823506,0.2204375,0.6763154,-0.4558779
63,-0.48558,0.089309454,"('unperceptive', 'insightful')",0.37296915,0.5493728,-0.0563054,0.3193411,-0.3756465
34,-0.48282528,-0.1943779,"('mean', 'honorable')",5.647919,5.684667,2.5825469,2.7451446,-0.1625977
61,-0.48208988,-0.18602163,"('illogical', 'logical')",0.18723157,0.4429147,-0.1474292,0.1284465,-0.2758757
74,-0.46835008,-0.21870308,"('undedicated', 'dedicated')",-0.5925063,-0.49066833,-0.5304282,-0.3546857,-0.1757425
88,-0.45788196,-0.26341915,"('low', 'eminent')",-0.45133388,-0.51616144,-0.4546079,-0.3897903,-0.0648176
15,0.43982193,0.25283337,"('boring', 'funny')",0.080302544,-0.19996303,0.2600622,0.0264352,0.233627
77,-0.42035082,-0.009421062,"('unmotivated', 'motivated')",-1.281464,-1.0539689,-0.8509074,-0.531695,-0.3192124
16,-0.41850165,-0.70467556,"('unpopular', 'popular')",0.14003623,0.0652686,-0.1392327,-0.3197035,0.1804708
39,0.40625364,0.78552276,"('exploitative', 'cooperative')",-0.062097646,0.12227831,0.172078,0.4539005,-0.2818225
20,0.40507624,0.5375727,"('rough', 'thoughtful')",0.9286253,1.0530642,0.6668507,0.7953185,-0.1284678
35,-0.40416807,-1.114527,"('corrupt', 'incorrupt')",-0.36035857,-0.7179028,-0.3822633,-0.9162149,0.5339516
72,-0.39629826,-0.6474823,"('unambitious', 'ambitious')",-0.061249755,-0.18910003,-0.228774,-0.4182912,0.1895172
62,0.38308638,0.84590226,"('incompetent', 'brilliant')",0.38064396,0.5081114,0.3818652,0.6770068,-0.2951416
70,-0.38241073,0.4839138,"('lethargic', 'energetic')",-0.08163032,0.45054615,-0.2320205,0.46723,-0.6992505
49,0.36721718,0.20423853,"('unable', 'able')",0.036697734,0.01683978,0.2019575,0.1105392,0.0914183
42,0.36710408,0.696092,"('unreliable', 'reliable')",-3.2372675,-3.055838,-1.4350817,-1.179873,-0.2552087
37,-0.3656893,0.053242043,"('fake', 'genuine')",0.37146914,0.35287145,0.0028899,0.2030568,-0.2001669
26,-0.35687488,-0.35800052,"('hardhearted', 'benevolent')",1.2614498,1.3572191,0.4522875,0.4996093,-0.0473218
44,0.35628492,0.14147003,"('prejudiced', 'unprejudiced')",-1.2272215,-1.081713,-0.4354683,-0.4701215,0.0346532
82,-0.34770444,-0.5276061,"('poor', 'rich')",6.5999413,6.509622,3.1261184,2.991008,0.1351104
2,0.3436707,0.2127891,"('unlikable', 'likable')",0.5573999,0.43330625,0.4505353,0.3230477,0.1274876
54,-0.32932374,-0.51774746,"('incapable', 'capable')",1.1422343,0.9719293,0.4064553,0.2270909,0.1793644
73,0.3184279,0.2863431,"('helpless', 'self-reliant')",-3.0527956,-3.1801875,-1.3671839,-1.4469222,0.0797383
71,-0.30742723,0.058406748,"('diffident', 'self-confident')",0.11177438,0.40489456,-0.0978264,0.2316507,-0.3294771
23,-0.29992887,0.1516256,"('insincere', 'sincere')",5.919699,5.8489122,2.8098853,3.0002689,-0.1903836
78,-0.29780677,-0.043858286,"('nonresilient', 'resilient')",0.10225956,0.25165203,-0.0977736,0.1038969,-0.2016705
58,0.29024905,0.18544945,"('undiscriminating', 'discriminating')",0.13279973,0.0029708333,0.2115244,0.0942101,0.1173143
66,-0.27837738,-0.3358698,"('inactive', 'active')",0.48220146,0.48052275,0.101912,0.0723265,0.0295855
41,-0.2782258,-0.37379134,"('unforgiving', 'forgiving')",-0.22682665,-0.20669585,-0.2525262,-0.2902436,0.0377174
40,0.24333248,0.113224074,"('stingy', 'generous')",-2.2783647,-2.3798473,-1.0175161,-1.1333116,0.1157955
65,-0.24076435,0.08034849,"('insecure', 'secure')",-0.33234006,-0.070584014,-0.2865522,0.0048822,-0.2914344
83,-0.18219827,0.008326337,"('powerless', 'powerful')",-1.0527769,-0.9236556,-0.6174876,-0.4576646,-0.159823
47,-0.17092015,0.030702423,"('stupid', 'smart')",5.651196,5.620017,2.7401378,2.8253598,-0.085222
22,-0.16857088,0.061618097,"('untrustworthy', 'trustworthy')",-1.0137892,-0.81669116,-0.59118,-0.3775365,-0.2136435
80,-0.11204154,0.28133947,"('dominated', 'dominating')",-1.1296687,-0.75902444,-0.6208552,-0.2388425,-0.3820127
48,0.097899765,0.32712373,"('unintelligent', 'intelligent')",0.7969056,0.6596632,0.4474027,0.4933935,-0.0459908
56,0.09588167,0.70825577,"('impractical', 'practical')",-0.7078728,-0.48387215,-0.3059956,0.1121918,-0.4181874
87,0.094917245,0.2448722,"('unsuccessful', 'successful')",0.6661823,0.9327069,0.3805498,0.5887895,-0.2082397
29,0.08766489,-0.1876228,"('unfair', 'fair')",-0.22461131,-0.29610792,-0.0684732,-0.2418654,0.1733922
68,-0.08279277,0.021620004,"('dependent', 'independent')",-0.8129553,-0.8510263,-0.447874,-0.4147032,-0.0331708
55,0.074049085,0.7243992,"('incompetent', 'clever')",0.0044894405,0.42518258,0.0392693,0.5747909,-0.5355216
46,-0.06864333,0.8808597,"('uncompetitive', 'competitive')",-1.0690082,-0.759813,-0.5688258,0.0605233,-0.6293491
25,0.061296437,-0.42203814,"('egoistic', 'altruistic')",1.0517836,0.9424315,0.55654,0.2601967,0.2963433
18,-0.047356397,-0.23944274,"('disagreeable', 'welcoming')",-0.5428079,-0.73968697,-0.2950822,-0.4895648,0.1944826
59,0.038476244,-0.5137411,"('foolish', 'wise')",0.41988805,-0.073462665,0.2291822,-0.2936019,0.5227841
75,-0.0012663491,-0.5419225,"('meek', 'impulsive')",-0.54001164,-0.70325553,-0.270639,-0.622589,0.35195
