,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
83,-0.56226784,-0.5910272,"('powerless', 'powerful')",0.64806455,0.58861434,-0.84916294,-0.6763837,-0.2544554,-0.2262655,-0.0281899
54,0.55271524,0.50101084,"('incapable', 'capable')",0.003946211,-0.06222514,0.8154332,0.75880104,0.4573649,0.3991956,0.0581693
58,0.52595156,0.2683835,"('undiscriminating', 'discriminating')",0.78452426,0.66038454,0.34719634,0.23764564,0.5525574,0.3888046,0.1637528
29,-0.52562076,-0.7060974,"('unfair', 'fair')",-0.7102261,-0.71157056,-0.32999736,-0.5481944,-0.5219481,-0.6552875,0.1333394
3,-0.47575262,-0.26358336,"('repellent', 'pleasant')",-0.4480026,-0.44021752,0.99338216,1.1546458,0.023209,0.1502816,-0.1270726
0,0.46884006,0.3068861,"('unsociable', 'sociable')",0.49920258,0.39152116,-0.06821029,0.07184593,0.2999441,0.2567511,0.043193
80,0.46282303,0.06282134,"('dominated', 'dominating')",0.40114662,0.18964973,-0.002294764,0.39631867,0.287225,0.2162633,0.0709617
48,-0.4573763,-0.365258,"('unintelligent', 'intelligent')",0.59848696,0.50033885,0.2515885,0.42955077,0.1308997,0.1882105,-0.0573108
76,0.43505493,0.41773215,"('anxious', 'daring')",-0.39277765,-0.37939364,0.016577972,0.3960659,0.0196184,0.1448015,-0.1251831
52,-0.42541802,-0.35248774,"('irrational', 'rational')",-0.8142794,-0.9132444,-0.35506245,-0.9054974,-0.5315866,-0.7237432,0.1921566
88,-0.40899652,-0.47999582,"('low', 'eminent')",-0.33289066,-0.37680185,-0.27330846,-0.2177148,-0.3383985,-0.3581708,0.0197723
78,0.40009034,0.53057027,"('nonresilient', 'resilient')",1.2053719,1.0820953,0.54028726,0.6507489,0.7152499,0.7544715,-0.0392216
45,-0.38809958,-0.4381234,"('incompetent', 'competent')",0.31002486,0.4155253,0.14503552,0.23856214,0.0223203,0.071988,-0.0496677
34,-0.37667137,-0.4900834,"('mean', 'honorable')",0.1477975,0.18904378,5.2622833,5.2528358,1.6778032,1.6505987,0.0272045
84,0.35626823,0.35203823,"('inferior', 'superior')",0.5445397,0.5039728,0.6880195,0.7630962,0.5296091,0.5397024,-0.0100933
24,0.35626218,0.11644361,"('dishonest', 'honest')",0.6776427,0.63334846,0.18677251,0.26310188,0.4068925,0.3376313,0.0692612
63,0.32865253,0.3777813,"('unperceptive', 'insightful')",1.2012616,1.183702,0.67546296,0.8003265,0.7351257,0.7872699,-0.0521442
70,0.3268034,0.30585998,"('lethargic', 'energetic')",0.03530816,0.12955539,0.8329971,1.2426096,0.3983696,0.5593417,-0.1609721
11,0.32275698,0.31840953,"('unhelpful', 'helpful')",0.5850907,0.6312534,2.0244713,2.3114529,0.9774396,1.0870386,-0.109599
86,0.3114212,0.39636242,"('uninfluential', 'influential')",0.9120228,0.76107085,0.19148159,0.32655936,0.4716419,0.4946642,-0.0230223
87,0.29616472,-0.037395164,"('unsuccessful', 'successful')",1.2339313,0.98566973,1.3934566,1.5141404,0.9745175,0.820805,0.1537125
55,0.28592485,0.25726077,"('incompetent', 'clever')",0.5471431,0.5863658,0.5531802,0.9768411,0.4620827,0.6068226,-0.1447399
51,0.2753796,0.28528678,"('uneducated', 'educated')",-0.18542114,-0.05515588,0.8798543,1.0782398,0.3232709,0.4361236,-0.1128527
40,-0.27332893,-0.19723451,"('stingy', 'generous')",-0.11114646,-0.117690146,-2.3663752,-2.4498825,-0.9169502,-0.9216024,0.0046522
2,0.25949478,0.49645168,"('unlikable', 'likable')",1.4250759,1.4864222,0.3358083,0.439411,0.6734597,0.8074283,-0.1339686
8,0.25332493,0.40606505,"('unaffectionate', 'affectionate')",-0.045530133,-0.08168058,0.42471173,0.058324214,0.2108355,0.1275696,0.0832659
66,0.24952859,0.022187702,"('inactive', 'active')",-0.26921257,-0.4831019,0.73587507,0.49504307,0.2387304,0.0113763,0.2273541
14,0.23053198,0.3464156,"('antisocial', 'social')",0.51663023,0.67421454,-0.046486363,0.28257558,0.2335586,0.4344019,-0.2008433
69,-0.22136225,-0.4424821,"('lazy', 'industrious')",1.2314495,1.0020071,-1.2246982,-1.5695106,-0.071537,-0.3366619,0.2651249
61,-0.1881768,-0.25377274,"('illogical', 'logical')",0.20381597,0.13045666,0.5282302,0.49450558,0.1812898,0.1237298,0.05756
65,-0.18384796,-0.1763988,"('insecure', 'secure')",-0.19799602,-0.092629135,0.15742809,0.58911115,-0.0748053,0.1066944,-0.1814997
85,-0.16271119,-0.005478115,"('insignificant', 'prestigious')",0.08816729,-0.15272161,-0.7341178,-1.2912831,-0.2695539,-0.483161,0.2136071
43,-0.15042002,-0.25511307,"('irresponsible', 'responsible')",-0.016333021,0.07009161,0.3551759,0.5712972,0.0628076,0.1287586,-0.065951
42,0.14733198,0.4221246,"('unreliable', 'reliable')",0.14548334,0.20504665,-2.6356232,-2.2259157,-0.7809359,-0.5329148,-0.2480211
18,-0.13629974,-0.031248808,"('disagreeable', 'welcoming')",-0.44851997,-0.33242196,-0.9770892,-1.0813761,-0.5206363,-0.4816823,-0.038954
53,0.12311655,0.44179258,"('uncreative', 'creative')",0.3116382,0.24324133,0.015833225,-0.008380987,0.150196,0.225551,-0.075355
41,0.11412736,0.5209673,"('unforgiving', 'forgiving')",-0.28575283,-0.16526856,-0.4911104,-0.63419527,-0.220912,-0.0928322,-0.1280798
10,-0.10703154,0.032903135,"('unsympathetic', 'sympathetic')",-0.34571072,-0.3432477,-0.0038047545,0.35679352,-0.1521823,0.015483,-0.1676653
20,-0.089008614,-0.21251027,"('rough', 'thoughtful')",-0.68963456,-0.7430428,0.24343854,0.21860306,-0.1784015,-0.24565,0.0672485
68,-0.08643101,-0.6499094,"('dependent', 'independent')",-1.1542122,-1.1743866,-1.0191437,-1.0608408,-0.7532624,-0.9617123,0.2084499
22,0.074699685,-0.0054161046,"('untrustworthy', 'trustworthy')",-0.39980432,-0.359731,-0.77327955,-0.43615663,-0.366128,-0.2671012,-0.0990268
81,-0.06709448,-0.13688812,"('submissive', 'aggressive')",0.7914928,0.8021241,-0.4035274,0.016471267,0.106957,0.2272358,-0.1202788
77,0.062057264,0.20617788,"('unmotivated', 'motivated')",0.6493289,0.60982615,-0.9851672,-0.64936286,-0.0912604,0.0555471,-0.1468075
67,-0.042507004,-0.28274772,"('doubtful', 'determined')",-0.17045659,-0.15942913,-0.6632656,-0.7764154,-0.2920764,-0.4061974,0.114121
13,0.034839824,-0.069509074,"('impolite', 'polite')",0.15922119,0.27829847,-0.57072383,-0.3282097,-0.1255543,-0.0398068,-0.0857475
15,0.031113982,0.14647889,"('boring', 'funny')",0.5150006,0.5135047,-0.3225736,-0.3809342,0.0745137,0.0930165,-0.0185028
36,0.026901394,0.17928982,"('hostile', 'amicable')",-0.82743174,-0.91342866,-0.9303137,-1.4167714,-0.576948,-0.7169701,0.1400221
57,0.025085408,0.3486582,"('unimaginative', 'imaginative')",0.39592147,0.372766,-2.835112,-2.5767825,-0.8047017,-0.6184527,-0.186249
62,-0.024473093,0.09389551,"('incompetent', 'brilliant')",1.0622916,1.2251238,0.4987443,0.97963303,0.5121876,0.7662175,-0.2540299
59,-0.022223655,0.05970837,"('foolish', 'wise')",0.57180464,0.40197402,-0.52932656,-0.88962126,0.0067515,-0.1426463,0.1493978
21,-0.012404075,-0.14867479,"('immoral', 'moral')",0.5739242,0.6050087,-0.14514156,0.3256113,0.1387929,0.2606484,-0.1218555
