,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
87,0.4020843,0.3499102,"('unsuccessful', 'successful')",0.88052714,0.93353915,0.8575797,0.7946547,1.3634866,1.416604,0.8759195,0.873677,0.0022425
54,-0.39964557,-0.52288663,"('incapable', 'capable')",-0.38144094,-0.5004337,0.014512472,-0.08232075,0.12714761,0.1724228,-0.1598566,-0.2333046,0.073448
13,-0.3959756,-0.23956223,"('impolite', 'polite')",-1.0105209,-0.75895846,-0.8046455,-0.6479314,-1.0683888,-0.7319441,-0.8198828,-0.594599,-0.2252838
25,-0.37202066,-0.5516305,"('egoistic', 'altruistic')",0.25510696,-0.050521486,1.9701995,1.7400638,1.233506,0.9557602,0.7716979,0.523418,0.2482799
51,0.3628102,0.47215503,"('uneducated', 'educated')",0.69088924,1.0149325,-0.48658454,-0.43804508,0.18785873,0.4970991,0.1887434,0.3865354,-0.197792
27,-0.36032772,-0.44870704,"('hardhearted', 'softhearted')",0.008171521,0.035390064,-1.4588227,-1.436271,-0.4027652,-0.47992286,-0.553436,-0.5823777,0.0289417
58,-0.35703507,-0.20587383,"('undiscriminating', 'discriminating')",-0.31917384,-0.15613946,0.25941417,0.14463061,-0.065903865,-0.023033611,-0.1206747,-0.0601041,-0.0605706
2,0.35666755,0.16971269,"('unlikable', 'likable')",0.50149995,0.27601475,0.7289857,0.70810926,0.17180684,0.017488789,0.43974,0.2928314,0.1469086
77,0.3489655,0.4393883,"('unmotivated', 'motivated')",-0.25333938,-0.022373192,-0.4782979,-0.38297293,-1.1101999,-0.71920127,-0.3732179,-0.1712898,-0.2019281
65,0.34758213,0.28453845,"('insecure', 'secure')",-0.15745178,-0.0665841,-0.47049972,-0.58177847,0.23191005,0.40090877,-0.0121148,0.0092712,-0.021386
83,-0.33534834,-0.3411251,"('powerless', 'powerful')",-0.31171834,-0.28775138,0.24527743,0.16789521,-0.70137936,-0.65001786,-0.2757922,-0.2777498,0.0019576
52,0.3093734,0.04723767,"('irrational', 'rational')",0.17411497,-0.13228029,1.4389087,0.9314538,-0.5099454,-0.965366,0.3531129,-0.0297387,0.3828516
14,-0.30144787,-0.21535355,"('antisocial', 'social')",-0.1920659,0.094356686,0.3803564,0.507608,0.24031919,0.32761726,0.0317905,0.1785571,-0.1467666
18,-0.27865353,-0.38028553,"('disagreeable', 'welcoming')",0.118210316,-0.05805709,-1.6571616,-1.9089565,-1.8670447,-1.8847966,-0.9211624,-1.0580239,0.1368615
73,0.26492107,0.313555,"('helpless', 'self-reliant')",1.3571473,1.2829251,0.4772897,0.38600844,-3.467598,-3.6259139,-0.34206,-0.4108563,0.0687963
57,-0.24887335,-0.18391287,"('unimaginative', 'imaginative')",-0.71094775,-0.5373004,-0.5447205,-0.59544593,-3.2232327,-3.1305096,-1.1819437,-1.1117922,-0.0701515
78,0.24335049,0.36561668,"('nonresilient', 'resilient')",-0.43733883,-0.19087633,-0.44482565,-0.5074811,0.28172767,0.6640042,-0.0892716,0.0828159,-0.1720875
19,-0.24110658,-0.29019183,"('inhospitable', 'hospitable')",0.32651478,0.3545436,-0.64087737,-0.6996418,-1.1088039,-0.9938383,-0.4160683,-0.4072821,-0.0087862
5,0.23183164,0.22203536,"('distant', 'outgoing')",-0.59057564,-0.698778,-0.23891537,-0.40598202,-1.5671169,-1.504895,-0.5411941,-0.5969049,0.0557108
56,0.19037995,0.38562185,"('impractical', 'practical')",-0.5508584,-0.20650911,0.7775469,0.84945256,-0.5580993,-0.17706081,-0.0352577,0.2128761,-0.2481338
84,0.18198249,0.24278563,"('inferior', 'superior')",-0.053507924,-0.045960125,0.5441614,0.5274547,0.99781597,1.1342704,0.417613,0.4646376,-0.0470246
59,0.17868622,0.1938616,"('foolish', 'wise')",0.33225554,0.23062468,1.1884743,0.99594265,-0.70976985,-0.8759401,0.2474115,0.1361222,0.1112893
61,-0.17002511,-0.24170968,"('illogical', 'logical')",-0.6942146,-0.57354367,-0.040955618,-0.087144256,0.3990494,0.5164387,-0.1265365,-0.0964897,-0.0300468
76,-0.15209217,-0.18950728,"('anxious', 'daring')",0.22887091,0.29695013,0.20450762,0.19318143,0.61429465,0.77050024,0.2238953,0.2677811,-0.0438858
40,-0.15129042,-0.087688275,"('stingy', 'generous')",1.2099758,1.2703149,-0.056279525,-0.11192782,-2.6077962,-2.684243,-0.4013476,-0.4033861,0.0020385
72,-0.15034822,-0.04566443,"('unambitious', 'ambitious')",-0.2494355,-0.17032915,0.741778,0.8921668,-0.9153697,-0.70073026,-0.1433439,-0.0061393,-0.1372046
70,-0.11901046,0.08574098,"('lethargic', 'energetic')",-0.025948558,0.3493371,-0.87045234,-0.7488016,-0.187279,0.24025649,-0.3006726,-0.0183668,-0.2823058
10,-0.10699395,-0.069038875,"('unsympathetic', 'sympathetic')",-0.939225,-0.6654124,-1.2791574,-1.2881331,-0.60221314,-0.38877484,-0.7318974,-0.6028398,-0.1290576
20,-0.10519463,-0.24108669,"('rough', 'thoughtful')",0.3974301,0.3188633,-0.61491,-0.6479048,0.41006914,0.430539,0.0218486,-0.0348973,0.0567459
47,0.09983772,0.030567855,"('stupid', 'smart')",0.1787098,0.21420503,0.75702256,0.5744659,4.512488,4.5990233,1.3870145,1.3545655,0.032449
7,-0.09710665,-0.09747832,"('insensitive', 'sensitive')",-0.3301224,-0.22422138,0.06978696,0.17477496,-0.051190443,0.22614306,-0.1021581,0.0198046,-0.1219627
21,-0.08936609,-0.09831896,"('immoral', 'moral')",-0.32949156,-0.17294046,0.42850414,0.29006258,-0.1942183,-0.06517587,-0.0461429,-0.0115932,-0.0345497
34,0.07861632,0.02388481,"('mean', 'honorable')",-0.34850058,-0.30147338,0.034510918,-0.099917755,4.5925994,4.84735,1.0893065,1.117461,-0.0281545
46,0.07602877,0.19478428,"('uncompetitive', 'competitive')",-0.17274486,0.1444668,-0.7742319,-0.7600456,-0.6105689,-0.2515497,-0.3703792,-0.1680861,-0.2022931
16,-0.06745921,-0.2536108,"('unpopular', 'popular')",0.2651108,0.0753931,-0.24713996,-0.45053434,0.2619551,0.09252058,0.0531167,-0.1340578,0.1871745
71,0.05423307,-0.00096391514,"('diffident', 'self-confident')",0.3791842,0.29828584,1.5614471,1.5172155,-0.11678681,-0.0441492,0.4695194,0.4425971,0.0269223
44,0.041777104,-0.15475532,"('prejudiced', 'unprejudiced')",-0.006636642,-0.28327963,-0.8519214,-0.8660919,-1.2243128,-1.2655143,-0.5102735,-0.6424103,0.1321368
85,0.035676524,-0.20069923,"('insignificant', 'prestigious')",0.100130275,-0.2661541,1.5600133,1.1734166,-0.4790414,-0.8158349,0.3041947,-0.0273179,0.3315126
3,0.023746464,-0.12138273,"('repellent', 'pleasant')",0.018305525,0.018981555,-0.8429518,-0.71792316,0.882585,0.9530144,0.0204213,0.0331725,-0.0127512
38,0.011447594,0.17248458,"('untruthful', 'truthful')",-0.33841634,-0.18575434,-0.0042663813,-0.006444849,-0.6627105,-0.44561315,-0.2484864,-0.1163319,-0.1321545
64,-0.0061979927,0.032361962,"('shy', 'confident')",0.33792117,0.39184737,-0.4437804,-0.35672933,-5.39985,-5.469261,-1.3779768,-1.3504453,-0.0275315
50,0.0023391936,-0.0650083,"('clumsy', 'skillful')",0.69696826,0.6536143,0.1689584,-0.009190718,-0.12247103,-0.058232084,0.1864487,0.1302958,0.0561529
32,-0.0006947592,-0.06991321,"('unkind', 'kind')",-0.6573702,-0.6441529,-0.00025300495,-0.10983965,0.16908157,0.14832264,-0.1223091,-0.1688958,0.0465867
17,0.0006524734,-0.07166915,"('nasty', 'nice')",0.282133,0.31904012,-0.8264653,-0.70591855,-0.80064976,-0.85797036,-0.3360824,-0.3291295,-0.0069529
