,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
45,-1.9945676,-1.7581242,"('incompetent', 'competent')",-0.9027306,-0.43912274,-1.4932134,-1.1679645,-0.7025514,-0.35351068,-1.2732657,-0.9296805,-0.3435852
8,-1.9113673,-1.9259846,"('unaffectionate', 'affectionate')",-1.3170167,-1.460644,0.77186733,0.6009547,-0.48103738,-0.63519686,-0.7343885,-0.8552177,0.1208292
55,-1.4326984,-1.3526939,"('incompetent', 'clever')",-0.83807075,-0.5253236,-1.2672747,-1.0940897,0.29143193,0.4595346,-0.811653,-0.6281432,-0.1835098
74,1.3164613,1.3133773,"('undedicated', 'dedicated')",0.43789113,0.639073,0.3208815,0.3019127,-0.75884604,-0.69548434,0.329097,0.3897197,-0.0606227
36,-1.2447227,-1.4620147,"('hostile', 'amicable')",-0.7627368,-1.1902041,-0.08928381,-0.5246434,-0.87497854,-1.3559308,-0.7429305,-1.1331983,0.3902678
67,1.1996164,1.3332182,"('doubtful', 'determined')",0.46509528,0.6083932,0.5109667,0.6001255,-0.36944097,-0.39995715,0.4515594,0.5354449,-0.0838855
75,-1.1374553,-1.0063922,"('meek', 'impulsive')",-0.49493974,-0.50120145,-1.1550827,-1.014098,-0.7441901,-0.6720801,-0.8829169,-0.798443,-0.0844739
86,-1.1174209,-0.88765204,"('uninfluential', 'influential')",-0.7873628,-0.36625254,-0.1452245,-0.15621714,-0.68224746,-0.4880005,-0.6830639,-0.4745305,-0.2085334
1,-1.0708594,-1.1030043,"('unfriendly', 'friendly')",-1.5148829,-1.6246428,0.98451006,0.65188473,0.09965106,-0.017868701,-0.3753953,-0.5234078,0.1480125
49,-1.0510067,-1.0240498,"('unable', 'able')",-1.2112124,-1.0171568,-1.2495661,-1.1426704,-0.960517,-0.7483907,-1.1180755,-0.9830669,-0.1350086
42,1.0449401,1.0863249,"('unreliable', 'reliable')",1.1456678,1.2549083,-0.20522395,-0.40065536,-2.5186908,-2.4007463,-0.1333267,-0.1150421,-0.0182846
22,-1.0324364,-0.91479445,"('untrustworthy', 'trustworthy')",-0.55252266,-0.3523446,-1.4269279,-1.4297194,-1.1933258,-1.0208668,-1.0513031,-0.9294313,-0.1218718
41,-1.0104778,-0.947012,"('unforgiving', 'forgiving')",-0.99607563,-0.8789231,-0.9670705,-1.0711511,-0.56316966,-0.6771035,-0.8841984,-0.8935474,0.009349
29,-1.0047314,-0.9866739,"('unfair', 'fair')",-0.81017154,-0.687533,-0.23202658,-0.13846259,-0.6671762,-0.59306735,-0.6785265,-0.6014342,-0.0770923
11,0.9868117,1.1104696,"('unhelpful', 'helpful')",-0.061476797,0.26763996,-0.85507834,-0.7686322,1.5207571,1.9302042,0.3977534,0.6349204,-0.237167
4,-0.9211115,-0.7253464,"('disliked', 'liked')",0.17498896,0.2592706,-0.5205785,-0.3680653,-6.6341724,-6.7291226,-1.9752184,-1.890816,-0.0844024
81,0.9150464,0.9063713,"('submissive', 'aggressive')",0.07329039,0.391415,-0.7058691,-0.5606173,-0.28653643,0.0062983036,-0.0010172,0.1858668,-0.186884
28,0.8977977,0.86356664,"('disloyal', 'loyal')",0.15091127,0.20974751,-0.4482963,-0.5269834,0.6501279,0.76161355,0.3126351,0.3269861,-0.014351
15,-0.88773996,-0.8093945,"('boring', 'funny')",0.13371302,0.17450908,-0.04169396,0.02551715,-0.69149095,-0.72931564,-0.371803,-0.334671,-0.037132
82,-0.860368,-0.8305489,"('poor', 'rich')",-0.59050703,-0.44472143,-0.19649065,-0.3131067,5.595344,5.886307,0.9869946,1.0744824,-0.0874878
33,0.80354863,0.82195187,"('wrong', 'right')",0.30966693,0.24580091,1.4083843,1.2912035,-0.9919477,-1.0183215,0.382413,0.3351587,0.0472543
66,0.7859286,0.64594823,"('inactive', 'active')",0.43208462,0.2340087,-0.19067883,-0.41786337,0.4907021,0.3036036,0.3795092,0.1914243,0.1880849
37,-0.7464911,-0.77349097,"('fake', 'genuine')",-0.23826127,-0.2501203,0.032525793,0.014413554,-0.4710301,-0.4022355,-0.3558142,-0.3528583,-0.0029559
30,-0.73981005,-0.6747624,"('intolerant', 'tolerant')",-0.6833411,-0.5819314,-0.97897404,-1.0831066,-0.61669725,-0.6564822,-0.7547056,-0.7490706,-0.005635
6,0.73669887,0.6240834,"('distant', 'open')",-0.31828395,-0.5350029,-0.14275289,-0.33574927,-1.4732816,-1.5714194,-0.2994049,-0.454522,0.1551171
12,0.6656095,0.8107158,"('unsupportive', 'supportive')",0.5655735,0.81544995,0.7175301,0.7209087,-2.235275,-2.0632424,-0.0716405,0.070958,-0.1425985
43,-0.63739216,-0.52201927,"('irresponsible', 'responsible')",-1.2064286,-0.9968814,-0.7134564,-0.7836095,-0.20410341,0.05260557,-0.6903452,-0.5624762,-0.127869
9,-0.6369845,-0.6269332,"('unaffectionate', 'caring')",-1.0224456,-1.0498922,0.8394764,0.7638911,-0.03873035,-0.032396317,-0.214671,-0.2363327,0.0216617
0,-0.6247604,-0.5489908,"('unsociable', 'sociable')",-1.3707441,-1.1081233,-0.9982057,-0.99770916,-0.65900993,-0.48772427,-0.9131801,-0.7856369,-0.1275432
79,0.6173202,0.61148405,"('wavering', 'unwavering')",0.5553938,0.42278567,-0.22456327,-0.31976312,-0.4439828,-0.34871742,0.126042,0.0914473,0.0345947
63,-0.6162942,-0.3120164,"('unperceptive', 'insightful')",-0.0099970065,0.3483674,-0.39208946,-0.29763347,0.14952278,0.60415655,-0.2172145,0.0857185,-0.302933
69,0.6157821,0.49309388,"('lazy', 'industrious')",0.93042785,0.6855842,1.1608458,1.06776,-0.72221625,-0.9895489,0.4962098,0.3142223,0.1819875
53,-0.611517,-0.6328411,"('uncreative', 'creative')",-0.9220101,-0.93347263,1.0878348,0.82366186,-0.2350541,-0.33893907,-0.1701866,-0.2703977,0.1002111
26,-0.5893183,-0.54636246,"('hardhearted', 'benevolent')",-0.27237415,-0.2924421,1.0833946,0.93210816,1.3625065,1.0694009,0.3960522,0.2906761,0.1053761
88,0.5810286,0.4877956,"('low', 'eminent')",0.23044434,0.15104248,-0.3849807,-0.4886675,-0.4251797,-0.4092665,0.0003281,-0.064774,0.0651021
35,-0.5748481,-0.70591,"('corrupt', 'incorrupt')",0.12855473,-0.23404911,0.09302807,-0.11684176,-0.8591165,-1.1999793,-0.3030955,-0.564195,0.2610995
31,-0.5603019,-0.6759093,"('evil', 'good')",0.4119405,0.14364141,0.24097307,0.17922144,-1.5682533,-1.8432355,-0.3689104,-0.5490705,0.1801601
80,0.52002925,0.5713596,"('dominated', 'dominating')",-0.033187635,0.2452289,-0.094923474,0.0867947,0.29303747,0.4993246,0.1712389,0.3506769,-0.179438
62,-0.50648123,-0.25608894,"('incompetent', 'brilliant')",-0.84350485,-0.3321825,-0.9798128,-0.5790889,-0.3765416,0.16716607,-0.6765851,-0.2500485,-0.4265366
60,-0.47478157,-0.33946157,"('inefficient', 'efficient')",-0.8060589,-0.3186773,-0.7314305,-0.46910912,-0.5535386,-0.12915464,-0.6414524,-0.3141007,-0.3273517
39,0.44299996,0.29990703,"('exploitative', 'cooperative')",1.1643041,1.0656558,0.8293576,0.66495746,0.019044723,0.0024086582,0.6139266,0.5082323,0.1056943
48,-0.44224176,-0.4219281,"('unintelligent', 'intelligent')",-0.09550388,0.03541131,-0.20940453,-0.1732447,0.35203826,0.48482704,-0.098778,-0.0187336,-0.0800444
23,0.42761117,0.40461248,"('insincere', 'sincere')",-0.74294627,-0.52827996,-0.3188373,-0.26571637,4.705262,5.2004147,1.0177724,1.2027577,-0.1849853
24,-0.4248788,-0.31382877,"('dishonest', 'honest')",-0.9566694,-0.9080386,0.8745028,0.8790259,-0.09410015,-0.020056242,-0.1502864,-0.0907244,-0.059562
68,-0.4112923,-0.44425216,"('dependent', 'independent')",-0.53066456,-0.4433463,-1.8020447,-1.7832237,-1.2444677,-1.0433184,-0.9971173,-0.9285351,-0.0685822
