,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
9,-1.113028,-0.84159225,"('unaffectionate', 'caring')",-0.5808894,-0.35679707,0.15596558,0.34325272,1.0467503,1.3165857,-0.1228004,0.1153623,-0.2381627
7,-1.0963266,-1.0188323,"('insensitive', 'sensitive')",-0.4963149,-0.34694746,0.372577,0.50869614,0.46909994,0.43680477,-0.1877411,-0.1050697,-0.0826714
77,-1.0535805,-1.028811,"('unmotivated', 'motivated')",-0.29069635,-0.30518612,1.1184498,1.1501774,-0.86089855,-0.8366517,-0.2716814,-0.2551179,-0.0165635
13,-1.0362748,-1.0016993,"('impolite', 'polite')",0.32761517,0.30909264,0.45001787,0.6957757,0.18317723,0.22937295,-0.0188661,0.0581355,-0.0770016
44,1.0057914,0.617872,"('prejudiced', 'unprejudiced')",0.28125256,0.07028118,-0.53031737,-0.64893365,-1.4682645,-1.5883687,-0.1778844,-0.3872873,0.2094029
22,-0.97246367,-0.8588067,"('untrustworthy', 'trustworthy')",-0.37461776,-0.2779013,0.13334596,0.42952204,-0.9004839,-0.7635987,-0.5285549,-0.3676962,-0.1608587
14,-0.95937407,-1.2022883,"('antisocial', 'social')",-0.023186479,-0.033764042,2.0433125,2.0539386,-0.6257196,-0.6169026,0.1087581,0.0502459,0.0585122
85,0.9530693,1.0483629,"('insignificant', 'prestigious')",0.23267804,0.19006611,-0.12964115,-0.278413,0.5641637,0.49703687,0.4050675,0.3642632,0.0408043
38,-0.9448043,-0.8518915,"('untruthful', 'truthful')",-0.17659539,-0.10708902,-0.78171736,-0.91645825,0.18286255,0.04994473,-0.4300636,-0.4563735,0.0263099
26,-0.9190817,-0.73102176,"('hardhearted', 'benevolent')",0.10787219,0.33008182,1.5725479,1.5127685,1.4937656,1.5813243,0.563776,0.6732882,-0.1095122
81,-0.9114028,-1.2336581,"('submissive', 'aggressive')",-0.2549823,-0.3600738,1.0987926,0.7504104,-0.6557039,-0.8331756,-0.1808241,-0.4191243,0.2383002
40,-0.89327234,-0.5607375,"('stingy', 'generous')",-0.19829431,0.11687125,0.31576172,0.48824498,-1.3907135,-1.2510173,-0.5416296,-0.3016596,-0.23997
30,-0.84045327,-0.77114576,"('intolerant', 'tolerant')",0.001697937,0.051026143,1.4902593,1.5247465,1.2365733,1.1534244,0.4720193,0.4895128,-0.0174935
62,-0.82467455,-0.5446691,"('incompetent', 'brilliant')",-0.5237348,-0.45346946,0.49966028,0.75467813,-0.0034688301,0.23256782,-0.2130545,-0.0027231,-0.2103314
88,-0.76310265,-0.7456185,"('low', 'eminent')",-0.053571913,-0.048053056,0.13796882,0.021282358,0.5653566,0.42353815,-0.0283373,-0.0872128,0.0588755
33,0.74046856,0.8240254,"('wrong', 'right')",1.0391215,0.96449214,0.48149323,0.3785081,-0.5034193,-0.52317405,0.439416,0.4109629,0.0284531
43,-0.69530773,-0.68899846,"('irresponsible', 'responsible')",-0.06354949,-0.07002178,-0.046164546,0.008274838,0.57833874,0.4635788,-0.0566708,-0.0717916,0.0151208
61,-0.67641515,-0.705357,"('illogical', 'logical')",-0.5740545,-0.6713331,-0.06460243,-0.101704165,0.25061548,0.1840173,-0.2661141,-0.3235942,0.0574801
32,-0.6384072,-0.731738,"('unkind', 'kind')",0.69956064,0.8355742,0.9179778,0.9828728,1.2686636,1.2363062,0.5619487,0.5807538,-0.0188051
76,-0.62045383,-0.93830025,"('anxious', 'daring')",-0.6533861,-0.7621921,1.0977533,0.9664777,0.49635798,0.42698824,0.0800678,-0.0767566,0.1568244
16,0.59197176,0.54273653,"('unpopular', 'popular')",0.045820452,-0.08949261,-0.50914323,-0.6690142,0.6530658,0.53074604,0.1954287,0.0787439,0.1166848
67,0.58973545,0.45525053,"('doubtful', 'determined')",0.74513555,0.53207606,0.88585395,0.8177652,-0.39602166,-0.5102563,0.4561759,0.3237089,0.132467
78,-0.5708476,-0.468695,"('nonresilient', 'resilient')",0.016785048,0.09935127,0.5401539,0.67598563,0.41188747,0.5487522,0.0994947,0.2138485,-0.1143538
58,-0.5674555,-0.45529735,"('undiscriminating', 'discriminating')",-1.5204513,-1.4606267,0.5428085,0.48474818,-0.1511857,-0.09935108,-0.424071,-0.3826317,-0.0414393
42,0.56621635,0.45299438,"('unreliable', 'reliable')",0.29654136,0.2696674,1.2523745,1.5230309,-2.3376412,-2.205839,-0.0556272,0.0099635,-0.0655907
18,-0.5652025,-0.41133916,"('disagreeable', 'welcoming')",-0.43858883,-0.3297935,0.09836221,0.07953544,-0.25079286,-0.21899104,-0.2890555,-0.2201471,-0.0689084
31,-0.5402399,-0.15908462,"('evil', 'good')",-0.4643633,-0.33885965,-1.7410457,-1.6807944,-1.308529,-1.1758893,-1.0135444,-0.838657,-0.1748874
27,-0.5345096,-0.29219633,"('hardhearted', 'softhearted')",-0.8249321,-0.5041683,0.3675348,0.86787456,1.0879617,1.2909489,0.0240137,0.3406147,-0.316601
74,-0.518337,-0.46909574,"('undedicated', 'dedicated')",-0.2159008,-0.0989563,0.15376523,0.13646644,0.19327061,0.18684131,-0.0968005,-0.0611861,-0.0356144
51,-0.5051254,-0.64454824,"('uneducated', 'educated')",-0.43988714,-0.29934293,0.7628456,0.8465727,0.42793065,0.50538737,0.0614409,0.1020172,-0.0405763
87,0.47413856,0.2522263,"('unsuccessful', 'successful')",0.10738331,-0.09256196,1.0371057,0.95306116,0.6293967,0.6055906,0.5620061,0.429579,0.1324271
71,0.46538728,0.5303237,"('diffident', 'self-confident')",1.3390456,1.4213274,1.0051659,1.1147863,0.60864055,0.6299222,0.8545599,0.9240898,-0.0695299
84,0.44893658,0.5062679,"('inferior', 'superior')",0.17062604,0.21617667,0.2790612,0.34855655,0.8699738,0.93932706,0.4421494,0.5025821,-0.0604327
49,-0.43722907,-0.26329345,"('unable', 'able')",-0.05266062,0.022248123,-0.5257051,-0.43493113,-0.34846234,-0.10445629,-0.3410143,-0.1951082,-0.1459061
82,-0.41978088,-0.41339028,"('poor', 'rich')",-0.72359365,-0.6472479,0.928418,1.2157795,5.788389,5.994629,1.3933581,1.5374426,-0.1440845
34,-0.4148283,-0.4660789,"('mean', 'honorable')",-0.29003635,-0.36106884,-0.17305464,0.114347465,5.8192363,5.9493256,1.2353293,1.3091314,-0.0738021
5,0.369729,0.64772063,"('distant', 'outgoing')",-0.28259742,-0.11268397,-0.9170266,-0.68512225,-0.11385453,0.09649764,-0.2359374,-0.013397,-0.2225404
54,0.36439282,0.11734067,"('incapable', 'capable')",0.2092009,0.156031,0.4158333,0.28485495,0.69664246,0.74840415,0.4215174,0.3266577,0.0948597
37,-0.35744405,-0.31401968,"('fake', 'genuine')",0.08527133,0.095154576,0.12973437,0.3888344,0.56708735,0.70890146,0.1061623,0.2197177,-0.1135554
25,-0.3470002,-0.37368262,"('egoistic', 'altruistic')",0.34315854,0.47559902,0.6537019,0.51879144,1.5325838,1.5284792,0.545611,0.5372968,0.0083142
29,0.3438883,0.49925527,"('unfair', 'fair')",-0.33186665,-0.20628479,-0.8116577,-0.54829,-0.7285226,-0.6005289,-0.3820397,-0.2139621,-0.1680776
17,-0.31437236,-0.16643855,"('nasty', 'nice')",0.1910949,0.12628391,-1.3053879,-1.2047565,-0.77837723,-0.6621333,-0.5517606,-0.4767611,-0.0749995
70,-0.28827468,-0.31668672,"('lethargic', 'energetic')",-0.4529335,-0.42044786,1.1866467,1.4732692,0.87427807,0.8831367,0.3299291,0.4048178,-0.0748887
2,0.27348024,0.24215028,"('unlikable', 'likable')",0.48858705,0.47031483,1.910886,1.9754828,1.1166629,1.1134856,0.947404,0.9503584,-0.0029544
20,-0.24700251,-0.13965681,"('rough', 'thoughtful')",0.07511303,0.12545228,0.4540368,0.70910615,1.0819423,1.2069255,0.3410224,0.4754568,-0.1344344
39,0.21742551,0.15082775,"('exploitative', 'cooperative')",0.7083788,0.6015307,0.093678236,-0.08949995,-0.29527414,-0.20173651,0.1810521,0.1152805,0.0657716
47,0.20223318,0.14651766,"('stupid', 'smart')",1.1592033,1.1452513,0.8147632,0.95376986,5.317983,5.4377365,1.8735456,1.9208188,-0.0472732
60,-0.19951728,-0.20724227,"('inefficient', 'efficient')",0.5087057,0.60105556,0.91929555,1.1645598,0.1322004,0.27098435,0.3401711,0.4573394,-0.1171683
36,0.19184065,0.22279543,"('hostile', 'amicable')",-0.21234605,-0.2653279,-1.2411466,-1.408056,0.33208445,0.18634024,-0.2323919,-0.3160621,0.0836702
79,-0.18223774,-0.1471478,"('wavering', 'unwavering')",0.040548667,0.02675495,-1.8779297,-1.9020164,-0.2884754,-0.23877347,-0.5770235,-0.5652957,-0.0117278
52,0.17258069,0.20779583,"('irrational', 'rational')",-0.14073671,-0.37107754,-1.0477216,-1.3078308,-0.020011785,-0.17983718,-0.2589723,-0.4127374,0.1537651
66,0.14994435,0.07485487,"('inactive', 'active')",-0.77812445,-0.82757586,0.9707078,0.98588234,1.1197238,1.0910287,0.3655629,0.3310475,0.0345154
65,-0.13457228,-0.49731356,"('insecure', 'secure')",-0.65833837,-0.7996482,0.49554992,0.4744656,-0.2344154,-0.18399355,-0.132944,-0.2516224,0.1186784
6,-0.11791316,0.14199498,"('distant', 'open')",-0.3595049,-0.1844706,-1.3071388,-1.0810941,0.52032065,0.7261244,-0.3160591,-0.0993613,-0.2166978
4,0.08960582,0.5113922,"('disliked', 'liked')",-0.18303083,-0.007928475,0.055910803,0.0014769584,-5.350359,-5.4953036,-1.3469683,-1.2475908,-0.0993775
56,0.08204778,0.06416178,"('impractical', 'practical')",1.0719073,0.9676975,0.37802568,0.44887468,-0.0077011306,-0.040838562,0.3810699,0.3599738,0.0210961
68,0.07380661,0.061285757,"('dependent', 'independent')",-1.2905793,-1.2654786,-0.5826693,-0.39766705,-0.5750962,-0.40242782,-0.5936345,-0.5010719,-0.0925626
75,0.071904,0.14679456,"('meek', 'impulsive')",-0.4284256,-0.391331,-0.5067046,-0.46158853,-0.3869932,-0.32638767,-0.3125549,-0.2581282,-0.0544267
19,0.05380705,0.26439628,"('inhospitable', 'hospitable')",-0.9939463,-0.8982625,-1.153899,-0.96452415,-0.26549843,-0.11373677,-0.5898842,-0.4280318,-0.1618524
64,0.033563126,-0.05732748,"('shy', 'confident')",-0.406654,-0.41185287,0.8160481,0.8793304,-5.8034844,-5.876359,-1.3401318,-1.3665522,0.0264204
83,-0.0194844,-0.18155657,"('powerless', 'powerful')",-0.21667996,-0.32537612,0.35599172,0.2640265,-0.7598713,-0.7639246,-0.160011,-0.2517077,0.0916967
80,0.0067188544,-0.11918571,"('dominated', 'dominating')",-0.67404103,-0.6994953,0.5999915,0.6726311,-1.282285,-1.3033489,-0.3374039,-0.3623497,0.0249458
15,0.0033156835,0.04766504,"('boring', 'funny')",0.8363562,0.8418476,-1.096309,-0.9737314,0.35632345,0.47421792,0.0249216,0.0974998,-0.0725782
