,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.78944147,-0.6235168,"('uneducated', 'educated')",0.41153964,0.43074518,-0.1889509,-0.0963858,-0.0925651
50,0.77932435,0.5778247,"('clumsy', 'skillful')",0.7040028,0.62526554,0.7416636,0.6015451,0.1401185
13,-0.76572,-0.41567966,"('impolite', 'polite')",-0.60037106,-0.34947303,-0.6830455,-0.3825763,-0.3004692
21,-0.7470176,-0.6783962,"('immoral', 'moral')",-0.6722135,-0.7355884,-0.7096156,-0.7069923,-0.0026233
84,0.72745496,0.6311311,"('inferior', 'superior')",0.97758204,0.99435866,0.8525185,0.8127449,0.0397736
60,-0.7196176,-0.48790517,"('inefficient', 'efficient')",0.03723874,0.23608598,-0.3411894,-0.1259096,-0.2152798
67,0.71261597,0.77697486,"('doubtful', 'determined')",-0.6459467,-0.42031756,0.0333346,0.1783286,-0.144994
41,-0.61310434,-0.43325835,"('unforgiving', 'forgiving')",0.0050164796,-0.11205306,-0.3040439,-0.2726557,-0.0313882
4,0.6072705,0.7651627,"('disliked', 'liked')",-5.8468795,-5.858347,-2.6198044,-2.5465922,-0.0732122
40,0.6020723,0.60084176,"('stingy', 'generous')",-1.4315042,-1.4397118,-0.414716,-0.419435,0.004719
85,0.5884543,0.21199362,"('insignificant', 'prestigious')",0.8288974,0.47358978,0.7086759,0.3427917,0.3658842
65,-0.5864378,-0.6069068,"('insecure', 'secure')",-0.4840407,-0.30666518,-0.5352393,-0.456786,-0.0784533
77,-0.56868607,-0.7878137,"('unmotivated', 'motivated')",-0.98599494,-1.1260132,-0.7773405,-0.9569135,0.179573
12,-0.55182636,-0.5424348,"('unsupportive', 'supportive')",-1.4559644,-1.4122633,-1.0038954,-0.977349,-0.0265464
24,-0.55131024,-0.4910077,"('dishonest', 'honest')",0.5498339,0.7157688,-0.0007382,0.1123806,-0.1131188
20,0.54650426,0.523196,"('rough', 'thoughtful')",1.349192,1.2402748,0.9478481,0.8817354,0.0661127
6,-0.54054725,-0.5398048,"('distant', 'open')",0.5358509,0.60775363,-0.0023482,0.0339744,-0.0363226
79,-0.5118616,-0.34168556,"('wavering', 'unwavering')",-0.09702326,0.059992157,-0.3044424,-0.1408467,-0.1635957
87,0.5089179,0.53148246,"('unsuccessful', 'successful')",1.0883931,0.8681673,0.7986555,0.6998249,0.0988306
2,0.4770557,0.4991857,"('unlikable', 'likable')",0.82901907,0.8337146,0.6530374,0.6664501,-0.0134127
70,-0.47392136,-0.24209705,"('lethargic', 'energetic')",0.5958955,0.84511614,0.0609871,0.3015096,-0.2405225
78,-0.47346878,-0.39979908,"('nonresilient', 'resilient')",0.47278404,0.39736596,-0.0003424,-0.0012166,0.0008742
5,-0.46945703,-0.34177878,"('distant', 'outgoing')",0.02018454,0.18058077,-0.2246362,-0.080599,-0.1440372
27,-0.45452404,-0.5404349,"('hardhearted', 'softhearted')",1.570276,1.2311023,0.557876,0.3453337,0.2125423
47,0.4006254,0.61046237,"('stupid', 'smart')",5.2396913,5.480183,2.8201582,3.0453227,-0.2251645
33,0.39745972,0.26202404,"('wrong', 'right')",-0.26399183,-0.41168794,0.0667339,-0.0748319,0.1415658
52,-0.38887936,-0.7705822,"('irrational', 'rational')",0.46123117,0.19912088,0.0361759,-0.2857307,0.3219066
18,-0.38006502,-0.63483375,"('disagreeable', 'welcoming')",-0.27116826,-0.37985128,-0.3256167,-0.5073425,0.1817258
54,-0.36907655,-0.4554786,"('incapable', 'capable')",1.135355,1.2578359,0.3831392,0.4011786,-0.0180394
71,0.36513343,0.26116458,"('diffident', 'self-confident')",0.85473794,0.7322427,0.6099357,0.4967036,0.1132321
32,-0.3357635,-0.19984011,"('unkind', 'kind')",0.9459965,1.0211246,0.3051165,0.4106422,-0.1055257
81,-0.31141397,-0.028901493,"('submissive', 'aggressive')",-0.8821007,-0.6249711,-0.5967574,-0.3269363,-0.2698211
56,-0.30965286,0.25705498,"('impractical', 'practical')",-0.114088334,0.2670365,-0.2118706,0.2620457,-0.4739163
25,-0.30418947,-0.5316129,"('egoistic', 'altruistic')",1.4883912,1.3533276,0.5921009,0.4108574,0.1812435
49,-0.299477,-0.13898592,"('unable', 'able')",0.19752112,0.18731594,-0.0509779,0.024165,-0.0751429
83,-0.29897332,-0.30660504,"('powerless', 'powerful')",-0.8119744,-0.94079906,-0.5554739,-0.623702,0.0682281
14,-0.2675864,0.015919708,"('antisocial', 'social')",-0.97220314,-0.90883714,-0.6198947,-0.4464587,-0.173436
74,-0.2620236,-0.19489676,"('undedicated', 'dedicated')",0.16024873,0.02533818,-0.0508874,-0.0847793,0.0338919
31,-0.25162247,-0.4230129,"('evil', 'good')",-0.9213804,-1.146563,-0.5865014,-0.784788,0.1982866
34,-0.2509773,-0.08368334,"('mean', 'honorable')",5.5923867,5.7428055,2.6707046,2.829561,-0.1588564
17,0.24314025,0.35497394,"('nasty', 'nice')",-0.541438,-0.52971065,-0.1491489,-0.0873684,-0.0617805
68,-0.20757917,-0.28135684,"('dependent', 'independent')",-0.24853484,-0.42711437,-0.228057,-0.3542356,0.1261786
26,0.20028888,0.033322595,"('hardhearted', 'benevolent')",1.8855509,1.7825606,1.0429199,0.9079416,0.1349783
66,-0.19381985,-0.37920773,"('inactive', 'active')",1.0358655,0.7382547,0.4210228,0.1795235,0.2414993
29,0.14966719,0.08025561,"('unfair', 'fair')",-0.4256733,-0.44178414,-0.1380031,-0.1807643,0.0427612
36,-0.13830523,-0.30466872,"('hostile', 'amicable')",0.08106023,-0.106597066,-0.0286225,-0.2056329,0.1770104
15,-0.1351884,-0.20168303,"('boring', 'funny')",0.5218581,0.5982203,0.1933348,0.1982686,-0.0049338
80,0.10848787,0.20320433,"('dominated', 'dominating')",-1.2175685,-1.2149805,-0.5545403,-0.5058881,-0.0486522
37,0.10617153,0.056929484,"('fake', 'genuine')",0.50885004,0.55902785,0.3075108,0.3079787,-0.0004679
75,0.05339603,0.29186207,"('meek', 'impulsive')",-0.39908072,-0.24915019,-0.1728424,0.0213559,-0.1941983
16,-0.037704855,-0.048212055,"('unpopular', 'popular')",0.6679639,0.43504083,0.3151295,0.1934144,0.1217151
76,0.036506582,0.20907387,"('anxious', 'daring')",0.13855256,0.35012737,0.0875296,0.2796006,-0.192071
30,-0.026614495,0.114647344,"('intolerant', 'tolerant')",1.0637798,1.1639706,0.5185826,0.639309,-0.1207264
22,-0.021124355,0.09107345,"('untrustworthy', 'trustworthy')",-0.6580574,-0.5727113,-0.3395909,-0.2408189,-0.098772
88,-0.011317414,-0.2501724,"('low', 'eminent')",0.42489785,0.30964902,0.2067902,0.0297383,0.1770519
