,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.510778,-2.5373719,"('uninfluential', 'influential')",-0.052158024,-0.26951608,-1.281468,-1.4034439,0.1219759
69,2.0545871,1.7488424,"('lazy', 'industrious')",-0.019870473,-0.31616387,1.0173583,0.7163392,0.3010191
53,-1.9359642,-2.038656,"('uncreative', 'creative')",0.7568368,0.645526,-0.5895637,-0.696565,0.1070013
44,1.8793448,1.7839571,"('prejudiced', 'unprejudiced')",-1.1934237,-1.3046129,0.3429605,0.2396721,0.1032884
0,-1.8478256,-1.7228266,"('unsociable', 'sociable')",-0.3729223,-0.42365187,-1.110374,-1.0732392,-0.0371348
57,-1.8217872,-1.7647799,"('unimaginative', 'imaginative')",-2.227478,-2.4245856,-2.0246327,-2.0946827,0.07005
10,-1.7235621,-1.4761739,"('unsympathetic', 'sympathetic')",-0.5343325,-0.45454517,-1.1289473,-0.9653595,-0.1635878
8,-1.7067698,-1.8992046,"('unaffectionate', 'affectionate')",0.94062144,0.8791476,-0.3830742,-0.5100285,0.1269543
1,-1.6877239,-1.8487214,"('unfriendly', 'friendly')",1.7975302,1.7303376,0.0549031,-0.0591919,0.114095
9,-1.5747212,-1.7277982,"('unaffectionate', 'caring')",1.3136739,1.2728899,-0.1305237,-0.2274542,0.0969305
23,-1.5398841,-1.4550592,"('insincere', 'sincere')",4.9965506,5.286169,1.7283332,1.915555,-0.1872218
28,-1.406313,-1.3367856,"('disloyal', 'loyal')",0.6084206,0.58437866,-0.3989462,-0.3762034,-0.0227428
73,1.3651863,1.3393106,"('helpless', 'self-reliant')",-2.6504223,-2.6192007,-0.642618,-0.639945,-0.002673
63,-1.3101251,-1.073776,"('unperceptive', 'insightful')",1.0727813,1.2919711,-0.1186719,0.1090975,-0.2277694
45,-1.2840502,-0.84239644,"('incompetent', 'competent')",-0.23233186,-0.12042422,-0.758191,-0.4814103,-0.2767807
55,-1.2661446,-1.1259304,"('incompetent', 'clever')",0.055315882,-0.009949021,-0.6054144,-0.5679397,-0.0374747
38,-1.2295207,-0.9636303,"('untruthful', 'truthful')",-0.15896463,0.07202439,-0.6942427,-0.445803,-0.2484397
61,-1.217968,-1.182706,"('illogical', 'logical')",0.16556185,0.08680156,-0.526203,-0.5479522,0.0217492
19,-1.2031511,-1.0637002,"('inhospitable', 'hospitable')",-0.030249339,0.021472031,-0.6167002,-0.5211141,-0.0955861
58,-1.1696043,-1.2270443,"('undiscriminating', 'discriminating')",-0.116555184,-0.17493695,-0.6430798,-0.7009907,0.0579109
39,1.1467675,0.8863062,"('exploitative', 'cooperative')",0.15086591,0.07504001,0.6488167,0.4806731,0.1681436
59,1.1053737,0.89121276,"('foolish', 'wise')",0.84274644,0.78640765,0.9740601,0.8388102,0.1352499
64,1.0997784,0.78358746,"('shy', 'confident')",-5.7171855,-5.928525,-2.3087034,-2.5724688,0.2637654
82,-1.0921558,-0.6650092,"('poor', 'rich')",5.690412,5.9595013,2.2991281,2.6472461,-0.348118
11,-1.0888201,-0.89908206,"('unhelpful', 'helpful')",1.6037179,1.8954225,0.2574489,0.4981702,-0.2407213
48,-1.0727319,-1.2272156,"('unintelligent', 'intelligent')",1.0047266,0.88133395,-0.0340026,-0.1729409,0.1389383
35,1.0387752,0.9861731,"('corrupt', 'incorrupt')",-0.23947689,-0.26871413,0.3996491,0.3587295,0.0409196
72,-1.0085242,-0.97085965,"('unambitious', 'ambitious')",-0.98004866,-0.81838316,-0.9942864,-0.8946214,-0.099665
46,-0.9774332,-0.88717306,"('uncompetitive', 'competitive')",-0.7064785,-0.812691,-0.8419558,-0.849932,0.0079762
43,-0.9560301,-0.8570492,"('irresponsible', 'responsible')",0.4903201,0.60361564,-0.232855,-0.1267168,-0.1061382
42,0.9056315,1.0084256,"('unreliable', 'reliable')",-2.502821,-2.3803694,-0.7985947,-0.6859719,-0.1126228
62,-0.8052893,-0.3540129,"('incompetent', 'brilliant')",0.22516885,0.6579528,-0.2900602,0.1519699,-0.4420301
3,-0.80516225,-0.845653,"('repellent', 'pleasant')",-0.28700352,-0.35870424,-0.5460829,-0.6021786,0.0560957
7,-0.8042746,-0.7948079,"('insensitive', 'sensitive')",0.47953418,0.5438894,-0.1623702,-0.1254593,-0.0369109
