,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.7381957,-2.896076,"('unfriendly', 'friendly')",1.3515326,1.1324445,2.3691356,2.3783574,0.3274908,0.2049086,0.1225822
8,-2.3439848,-2.4276798,"('unaffectionate', 'affectionate')",-0.16039224,-0.20402598,0.91241395,1.0547462,-0.5306544,-0.5256532,-0.0050012
9,-2.174571,-2.264702,"('unaffectionate', 'caring')",1.3098723,1.3444138,1.3066734,1.5271318,0.1473249,0.2022812,-0.0549563
86,-2.0420868,-2.2250473,"('uninfluential', 'influential')",-0.037978712,-0.08874044,-0.20956197,-0.33388692,-0.7632092,-0.8825582,0.119349
53,-1.8562273,-1.9415821,"('uncreative', 'creative')",1.4755105,1.1997615,1.1165072,1.1316468,0.2452635,0.1299421,0.1153214
12,-1.7272078,-1.7025791,"('unsupportive', 'supportive')",1.2555887,1.2490895,-1.752866,-1.8344859,-0.7414951,-0.7626585,0.0211634
44,1.6648452,1.7407327,"('prejudiced', 'unprejudiced')",-0.45066908,-0.36865962,-1.3009521,-1.2903692,-0.0289253,0.0272346,-0.0561599
31,-1.5081959,-1.6113603,"('evil', 'good')",-0.86583453,-1.0871203,-0.5809901,-0.65563846,-0.9850068,-1.1180397,0.1330329
42,1.3755596,1.5329223,"('unreliable', 'reliable')",0.54059845,0.5965862,-2.5274768,-2.362119,-0.2037729,-0.0775368,-0.1262361
19,-1.3310416,-1.2111562,"('inhospitable', 'hospitable')",-0.48193827,-0.49813256,0.15845832,0.30749995,-0.5515072,-0.467263,-0.0842442
78,-1.2987317,-1.1953866,"('nonresilient', 'resilient')",1.0650266,1.0475374,0.13657954,0.20303851,-0.0323752,0.0183964,-0.0507716
57,-1.2811831,-1.210625,"('unimaginative', 'imaginative')",-0.027634375,-0.09535745,-2.4221885,-2.4984705,-1.2436687,-1.268151,0.0244823
73,1.2787945,1.2298949,"('helpless', 'self-reliant')",0.5071194,0.42675036,-2.7305772,-2.7144375,-0.3148878,-0.3525974,0.0377096
48,-1.2282205,-1.2496171,"('unintelligent', 'intelligent')",-0.75232935,-0.6461599,0.0045308713,0.10902588,-0.658673,-0.5955837,-0.0630893
0,-1.2031536,-1.2871287,"('unsociable', 'sociable')",0.61114925,0.53167546,-0.7613477,-0.9188884,-0.4511174,-0.5581139,0.1069965
85,-1.189542,-1.5401334,"('insignificant', 'prestigious')",0.88321024,0.47142878,0.985309,0.639266,0.2263257,-0.1431462,0.3694719
77,-1.1620189,-1.4039918,"('unmotivated', 'motivated')",0.89102274,0.66725034,-1.4538727,-1.5379043,-0.5749563,-0.7582153,0.183259
63,-1.1128142,-0.9756679,"('unperceptive', 'insightful')",1.51121,1.5233576,0.92159116,1.1054723,0.4399956,0.551054,-0.1110584
69,1.0997376,0.7487426,"('lazy', 'industrious')",0.772119,0.61186445,-0.011734668,-0.32516026,0.6200407,0.3451489,0.2748918
71,-1.0885928,-1.0964918,"('diffident', 'self-confident')",1.8019454,1.8885102,0.66966283,0.8674718,0.4610052,0.5531634,-0.0921582
10,-1.0706908,-1.0572793,"('unsympathetic', 'sympathetic')",-0.53674674,-0.4728903,-0.5069474,-0.53709936,-0.704795,-0.6890896,-0.0157054
25,-1.0542474,-1.3606447,"('egoistic', 'altruistic')",-0.15495636,-0.353374,1.8109325,1.5277565,0.2005763,-0.0620874,0.2626637
38,-1.0515479,-0.9406393,"('untruthful', 'truthful')",0.51906353,0.786153,-0.0772416,0.10294989,-0.203242,-0.0171788,-0.1860632
16,-1.033288,-1.1052204,"('unpopular', 'popular')",-0.35611206,-0.5538452,0.49103835,0.35101333,-0.2994539,-0.4360175,0.1365636
28,-1.0294957,-1.2040396,"('disloyal', 'loyal')",0.28312802,0.28976783,0.922404,0.9427405,0.0586788,0.0094896,0.0491892
52,-1.0132346,-1.2493399,"('irrational', 'rational')",-0.14628711,-0.3800961,0.21844351,-0.12017446,-0.3136927,-0.5832035,0.2695108
11,-1.0122601,-0.93159866,"('unhelpful', 'helpful')",0.5002179,0.70633817,1.5241709,1.7919568,0.3373762,0.5222321,-0.1848559
54,-0.9957437,-1.0603688,"('incapable', 'capable')",0.8884448,0.81235164,1.2136943,1.4589804,0.3687985,0.4036544,-0.0348559
36,-0.9934867,-1.1085973,"('hostile', 'amicable')",-0.20182079,-0.5336937,0.56382096,0.34640712,-0.2104955,-0.4319613,0.2214658
46,-0.9895422,-0.9314411,"('uncompetitive', 'competitive')",0.9651433,0.8765033,-0.89110625,-0.999356,-0.3051684,-0.3514313,0.0462629
58,-0.9398571,-0.7257388,"('undiscriminating', 'discriminating')",1.3796211,1.3892059,0.23041303,0.28453925,0.2233923,0.3160021,-0.0926098
80,0.9371046,1.1563467,"('dominated', 'dominating')",0.003015671,0.21627142,-1.354156,-1.4007797,-0.1380119,-0.0093872,-0.1286247
76,0.92973965,1.0938715,"('anxious', 'daring')",0.19281045,0.34827745,-0.0016977526,0.27972224,0.3736175,0.573957,-0.2003395
23,-0.81745803,-0.88860273,"('insincere', 'sincere')",1.0950617,1.1832378,5.5553527,5.9369164,1.9443188,2.0771837,-0.1328649
5,-0.77744627,-0.7788157,"('distant', 'outgoing')",0.5362188,0.5171634,0.3078784,0.54573727,0.022217,0.094695,-0.072478
24,-0.7524724,-0.7906776,"('dishonest', 'honest')",0.05747278,0.16564932,0.63289756,0.8834854,-0.0207007,0.0861524,-0.1068531
72,-0.75001407,-0.7032582,"('unambitious', 'ambitious')",-0.09435011,0.17934027,-1.0193715,-0.58940625,-0.6212452,-0.3711081,-0.2501371
6,-0.73498285,-0.7430914,"('distant', 'open')",-0.30099237,-0.34425637,0.9340542,1.0398549,-0.0339737,-0.015831,-0.0181427
55,-0.71870124,-0.7218594,"('incompetent', 'clever')",-0.20873933,-0.20947789,-0.4337956,-0.50429416,-0.4537454,-0.4785438,0.0247984
56,0.7160099,0.8288501,"('impractical', 'practical')",0.75363207,1.1045518,-0.4311602,-0.14763643,0.3461606,0.5952551,-0.2490945
64,0.70185363,0.46061894,"('shy', 'confident')",0.5723251,0.43357906,-6.8017616,-7.2682977,-1.8425277,-2.1246999,0.2821722
43,-0.68419677,-0.62892586,"('irresponsible', 'responsible')",1.2409606,1.370825,0.44474462,0.57483596,0.3338362,0.4389117,-0.1050755
30,0.68032867,0.71246713,"('intolerant', 'tolerant')",0.77175295,0.8163012,1.0185064,1.025771,0.8235294,0.8515131,-0.0279837
