,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.5507846,-2.3929048,"('uninfluential', 'influential')",-1.2491848,-1.1387228,-0.45745695,-0.24730587,-1.4191421,-1.2596445,-0.1594976
10,-2.2555256,-2.063938,"('unsympathetic', 'sympathetic')",-0.35325062,-0.39661366,-0.18833315,0.043528594,-0.9323697,-0.8056743,-0.1266954
69,2.1587992,2.4929326,"('lazy', 'industrious')",0.07327168,0.6699009,-0.5787546,-0.1945866,0.5511054,0.9894156,-0.4383102
8,-2.0180607,-1.6979111,"('unaffectionate', 'affectionate')",-1.8300296,-1.7130772,0.81727505,0.85735327,-1.0102717,-0.8512117,-0.15906
9,-1.90079,-1.5360409,"('unaffectionate', 'caring')",-1.4231856,-1.2040558,1.2441914,1.3533118,-0.6932614,-0.4622616,-0.2309998
1,-1.7852442,-1.4595808,"('unfriendly', 'friendly')",-1.3461382,-1.3001417,1.8933498,1.8732053,-0.4126776,-0.2955057,-0.1171719
53,-1.4972477,-1.1964952,"('uncreative', 'creative')",-0.7339715,-0.59162986,1.348647,1.5186225,-0.2941908,-0.0898342,-0.2043566
19,-1.4701164,-1.2985251,"('inhospitable', 'hospitable')",-1.1798208,-1.0324568,-0.16287729,-0.11961867,-0.9376048,-0.8168668,-0.120738
28,-1.4638662,-1.4029224,"('disloyal', 'loyal')",-0.97141755,-1.1439013,1.2878171,1.2206748,-0.3824888,-0.4420497,0.0595609
57,-1.438122,-1.3183639,"('unimaginative', 'imaginative')",-0.6678879,-0.5818577,-2.5731268,-2.1299798,-1.5597123,-1.3434005,-0.2163118
55,-1.4037442,-1.4954473,"('incompetent', 'clever')",0.30286163,0.19566704,0.22104895,0.2336751,-0.2932779,-0.3553684,0.0620905
12,-1.3423047,-0.9494552,"('unsupportive', 'supportive')",-0.68063104,-0.52156013,-1.7989858,-1.4762986,-1.2739739,-0.9824379,-0.291536
48,-1.2994373,-1.559412,"('unintelligent', 'intelligent')",-0.6538768,-1.0438907,0.51003146,0.33904693,-0.4810942,-0.7547519,0.2736577
45,-1.2392163,-1.2121731,"('incompetent', 'competent')",0.13621566,0.09468652,-0.15383756,0.03331574,-0.4189461,-0.3613903,-0.0575558
0,-1.199468,-1.3039199,"('unsociable', 'sociable')",0.21357171,-0.19814691,-0.08756983,-0.33031413,-0.357822,-0.6107937,0.2529717
24,-1.1645564,-1.2431257,"('dishonest', 'honest')",0.06331848,-0.16548017,0.8595948,0.7362182,-0.0805477,-0.2241292,0.1435815
39,1.0463691,1.3338621,"('exploitative', 'cooperative')",0.88830316,1.2436863,-0.0112431925,0.11268604,0.641143,0.8967449,-0.2556019
27,-1.0208023,-0.85084045,"('hardhearted', 'softhearted')",-0.50952685,-0.43588695,1.1574634,1.3536716,-0.1242886,0.0223147,-0.1466033
44,1.0139815,0.8879923,"('prejudiced', 'unprejudiced')",0.6131667,0.7010792,-1.3039134,-1.3690081,0.1077449,0.0733545,0.0343904
82,-0.92745584,-1.2142066,"('poor', 'rich')",-0.033664346,-0.38671356,6.5590434,6.112556,1.8659744,1.5038786,0.3620958
11,-0.92677885,-0.89177406,"('unhelpful', 'helpful')",0.12804504,0.11652713,1.9074309,1.9455323,0.3695657,0.3900952,-0.0205295
35,0.91982514,1.0231246,"('corrupt', 'incorrupt')",-0.9551867,-0.7132243,-0.14340746,-0.124551326,-0.0595897,0.061783,-0.1213727
77,-0.90846527,-0.75895447,"('unmotivated', 'motivated')",-0.08832084,-0.18737717,-1.5641631,-1.5068947,-0.8536498,-0.8177421,-0.0359077
58,-0.8835758,-0.6862288,"('undiscriminating', 'discriminating')",-0.07512443,0.2047398,-0.1302915,0.11294423,-0.3629973,-0.1228483,-0.240149
67,0.8707207,0.868387,"('doubtful', 'determined')",1.1345136,1.1585844,-0.49389523,-0.5391539,0.5037796,0.4959392,0.0078404
23,-0.86744684,-0.95158094,"('insincere', 'sincere')",0.5433374,0.29016542,5.778412,5.3903637,1.8181008,1.576316,0.2417848
43,-0.86720014,-0.8222706,"('irresponsible', 'responsible')",0.38811076,0.27507395,0.92441595,0.91720885,0.1484422,0.1233374,0.0251048
21,-0.85293067,-0.80925685,"('immoral', 'moral')",1.2231189,1.1996273,-1.0092655,-0.9959789,-0.2130258,-0.2018695,-0.0111563
62,-0.8338135,-0.7927934,"('incompetent', 'brilliant')",0.65951407,0.52746946,0.21388803,0.31319386,0.0131962,0.0159566,-0.0027604
3,-0.81265324,-0.7821097,"('repellent', 'pleasant')",0.14586662,0.22762728,0.14937755,0.27800682,-0.1724697,-0.0921585,-0.0803112
73,0.8012729,0.9788493,"('helpless', 'self-reliant')",-0.06892327,0.24894369,-3.4393084,-3.0792665,-0.9023196,-0.6171579,-0.2851617
5,-0.7780261,-0.46991232,"('distant', 'outgoing')",-1.741479,-1.4717746,-0.37941298,-0.34207892,-0.966306,-0.7612553,-0.2050507
15,0.776324,0.55908626,"('boring', 'funny')",0.19465467,0.102930024,0.24849308,0.19388355,0.4064906,0.2852999,0.1211907
49,-0.7464089,-0.6686712,"('unable', 'able')",-0.6668699,-0.6583889,-0.50741637,-0.42361322,-0.6402317,-0.5835578,-0.0566739
4,-0.726651,-0.47847492,"('disliked', 'liked')",-0.8257076,-0.77782565,-6.2422347,-5.6911473,-2.5981978,-2.3158159,-0.2823819
54,-0.7209043,-0.33677116,"('incapable', 'capable')",-0.096989624,0.0923889,1.0906518,1.1846386,0.0909193,0.3134188,-0.2224995
20,0.7020431,0.5161035,"('rough', 'thoughtful')",0.10410332,0.02798086,1.1091982,1.1173493,0.6384482,0.5538112,0.084637
46,-0.68587923,-0.6121554,"('uncompetitive', 'competitive')",0.3442785,0.25966826,-0.5735556,-0.4670638,-0.3050521,-0.2731836,-0.0318685
41,-0.6683142,-0.5223773,"('unforgiving', 'forgiving')",0.055560462,-0.123068966,-0.062098026,0.013089817,-0.2249506,-0.2107855,-0.0141651
40,-0.62059337,-0.46403855,"('stingy', 'generous')",-0.7903184,-0.7337294,-1.5056889,-1.2689221,-0.9722002,-0.82223,-0.1499702
87,0.60400504,0.56693554,"('unsuccessful', 'successful')",1.2379217,1.1529217,0.89329195,0.9455002,0.9117396,0.8884525,0.0232871
38,-0.5902837,-0.44129282,"('untruthful', 'truthful')",-0.6646678,-0.62377715,-0.12418665,-0.15510418,-0.4597127,-0.4067247,-0.052988
78,-0.568032,-0.5741937,"('nonresilient', 'resilient')",-0.62379926,-0.8066417,0.122943446,0.14308836,-0.356296,-0.4125824,0.0562864
50,0.56732696,0.731903,"('clumsy', 'skillful')",-0.028584976,0.23785125,0.38062102,0.5933876,0.3064543,0.5210473,-0.214593
71,0.5498019,0.7777171,"('diffident', 'self-confident')",-0.44221437,-0.32128802,0.59271157,0.6673871,0.233433,0.3746054,-0.1411724
22,-0.5355149,-0.607562,"('untrustworthy', 'trustworthy')",0.4739581,0.5057228,-0.97878975,-1.0080934,-0.3467822,-0.3699775,0.0231953
6,-0.525456,-0.20342425,"('distant', 'open')",-1.9611295,-1.6436733,0.24315782,0.37679377,-0.7478093,-0.4901013,-0.257708
85,-0.5234106,0.043514792,"('insignificant', 'prestigious')",-1.0479685,-0.6983945,0.6889571,0.8799891,-0.2941407,0.0750365,-0.3691772
84,0.5195258,0.5142533,"('inferior', 'superior')",0.089659065,0.13649413,0.56284744,0.56492215,0.3906775,0.4052232,-0.0145457
75,0.5091016,0.61575586,"('meek', 'impulsive')",-0.61143893,-0.40227756,-0.60531175,-0.55383533,-0.235883,-0.1134523,-0.1224307
64,0.49831253,0.60513127,"('shy', 'confident')",0.70633894,0.742119,-6.4065533,-6.1716204,-1.7339673,-1.6081235,-0.1258438
80,0.4969859,0.28302997,"('dominated', 'dominating')",1.0837209,0.97837996,-1.6045206,-1.5392247,-0.0079379,-0.0926049,0.084667
18,-0.47618845,-0.36106747,"('disagreeable', 'welcoming')",-1.2377079,-1.3460819,-0.12735319,-0.1438027,-0.6137498,-0.616984,0.0032342
70,-0.4739538,-0.5668177,"('lethargic', 'energetic')",0.8067787,0.70827866,0.90674007,0.95319486,0.4131883,0.3648853,0.048303
83,0.46279374,0.5588775,"('powerless', 'powerful')",-0.09211147,-0.118742876,-1.050651,-0.9755961,-0.2266562,-0.1784871,-0.0481691
32,-0.45101237,-0.45884976,"('unkind', 'kind')",1.021249,0.77618164,1.4785941,1.4375601,0.6829436,0.584964,0.0979796
63,-0.44189826,-0.13940167,"('unperceptive', 'insightful')",0.22127154,0.3924329,1.0353143,1.1785688,0.2715625,0.4772,-0.2056375
56,0.4333675,0.14434847,"('impractical', 'practical')",1.7919807,1.5199382,-0.24096116,-0.23021848,0.6614623,0.4780227,0.1834396
33,0.4330674,0.73849744,"('wrong', 'right')",-0.25474966,0.13712849,-1.0318167,-0.8756887,-0.2844996,-2.09e-05,-0.2844787
42,0.4261186,0.43962204,"('unreliable', 'reliable')",0.6272935,0.6518111,-2.6891515,-2.2874823,-0.5452464,-0.398683,-0.1465634
52,-0.4217506,-0.11047952,"('irrational', 'rational')",-1.2187929,-1.0015388,-0.016364764,0.13702667,-0.5523028,-0.3249972,-0.2273056
60,-0.41307113,-0.6464781,"('inefficient', 'efficient')",2.0742583,1.7540169,0.07102702,-0.04049176,0.5774047,0.3556823,0.2217224
36,0.4101349,0.586056,"('hostile', 'amicable')",-1.6346699,-1.511151,0.13065909,0.062310684,-0.3646253,-0.2875948,-0.0770305
2,0.4095557,0.71699595,"('unlikable', 'likable')",1.1275066,1.2651198,0.6956925,0.91533685,0.7442516,0.9658175,-0.2215659
34,-0.38052717,-0.24972335,"('mean', 'honorable')",-0.009053325,0.1822495,5.6402445,5.4624324,1.7502213,1.7983195,-0.0480982
79,-0.34883097,-0.32442272,"('wavering', 'unwavering')",-1.5134811,-1.4827456,-0.20798509,-0.16757825,-0.6900991,-0.6582489,-0.0318502
17,-0.34499624,-0.3785127,"('nasty', 'nice')",-0.43580297,-0.35833138,-0.7524794,-0.62563103,-0.5110929,-0.4541584,-0.0569345
47,0.34204504,0.41846472,"('stupid', 'smart')",0.7855533,0.9775079,5.2049303,5.012708,2.1108429,2.136227,-0.0253841
61,-0.32787704,-0.085417345,"('illogical', 'logical')",0.19452707,0.36236933,0.2892865,0.36132634,0.0519788,0.2127594,-0.1607806
30,-0.31074327,-0.2659921,"('intolerant', 'tolerant')",0.96906036,0.99321324,1.0337833,1.0342984,0.5640335,0.5871732,-0.0231397
14,-0.28141668,-0.3524079,"('antisocial', 'social')",1.2570052,1.0307198,-0.6581259,-0.662122,0.1058209,0.0053966,0.1004243
68,-0.27198666,-0.31132743,"('dependent', 'independent')",-0.74539304,-0.679812,-0.63152635,-0.7594619,-0.5496354,-0.5835338,0.0338984
59,0.25403327,0.5934035,"('foolish', 'wise')",-0.20707586,0.21288024,0.49459037,0.64014935,0.1805159,0.4821444,-0.3016285
37,-0.23972048,-0.23757215,"('fake', 'genuine')",-0.17922568,-0.12444147,0.49750003,0.5673509,0.0261846,0.0684458,-0.0422612
13,0.23797593,0.1781836,"('impolite', 'polite')",0.6441825,0.5186534,-0.09349617,-0.29791665,0.2628874,0.1329735,0.1299139
76,0.2286417,-0.07295981,"('anxious', 'daring')",1.417298,1.1247303,0.45189133,0.32365236,0.699277,0.4584743,0.2408027
29,-0.22746673,-0.3584845,"('unfair', 'fair')",-0.22224703,-0.28721046,-0.5092974,-0.6698462,-0.3196704,-0.4385137,0.1188433
25,-0.22446463,-0.0067029074,"('egoistic', 'altruistic')",-0.5206726,-0.42493418,1.4533571,1.5573882,0.2360733,0.3752504,-0.1391771
51,-0.19899145,-0.39312804,"('uneducated', 'educated')",0.35794365,0.041920736,0.58225703,0.47293624,0.2470698,0.0405763,0.2064935
72,-0.18969816,-0.45074403,"('unambitious', 'ambitious')",-0.12850696,-0.3527641,-0.6731401,-0.8692392,-0.3304484,-0.5575825,0.2271341
88,0.1691315,0.1233164,"('low', 'eminent')",-0.06820326,-0.27943596,0.7172558,0.6838753,0.272728,0.1759186,0.0968094
16,-0.16645092,-0.1800702,"('unpopular', 'popular')",-0.57901067,-0.6319274,0.7805027,0.6766913,0.0116804,-0.0451021,0.0567825
7,-0.11402428,-0.028297871,"('insensitive', 'sensitive')",0.08112299,0.19068055,0.5451229,0.74750197,0.1707405,0.3032949,-0.1325544
26,0.09985173,0.26987666,"('hardhearted', 'benevolent')",-0.28864804,-0.24580991,1.8651528,2.027143,0.5587855,0.6837366,-0.1249511
65,0.09869271,-0.16807553,"('insecure', 'secure')",1.4645668,1.2102604,-0.023481,-0.20021674,0.5132595,0.280656,0.2326035
66,0.06540053,0.3532588,"('inactive', 'active')",-0.86694044,-0.6675089,0.7530906,0.9291497,-0.0161498,0.2049665,-0.2211163
31,-0.033409867,0.28501204,"('evil', 'good')",-1.7871401,-1.5140934,-0.8567667,-0.84601295,-0.8924389,-0.6916981,-0.2007408
81,-0.032356776,-0.22523032,"('submissive', 'aggressive')",1.3692964,1.1792802,-0.932015,-1.0137312,0.1349749,-0.0198938,0.1548687
