,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
60,0.20511979,0.0103657935,"('inefficient', 'efficient')",1.6900243,1.5579803,-0.25918156,-0.07925815,0.5453208,0.4963626,0.0489582
86,0.19517998,0.14139746,"('uninfluential', 'influential')",-0.058826588,-0.11166358,-0.06450689,-0.051861838,0.0239488,-0.007376,0.0313248
28,0.18150221,0.036905512,"('disloyal', 'loyal')",0.19681948,0.124823816,1.1522893,0.99488735,0.5102037,0.3855389,0.1246648
34,0.17924151,0.15908717,"('mean', 'honorable')",0.16354111,0.10744963,5.923645,5.7792563,2.0888092,2.0152644,0.0735448
46,-0.13775781,-0.2834788,"('uncompetitive', 'competitive')",1.3319008,1.142737,-0.82929254,-0.8653086,0.1216168,-0.0020168,0.1236336
23,0.12213145,0.13128927,"('insincere', 'sincere')",0.9725059,0.98229134,5.5493317,5.604253,2.2146564,2.2392778,-0.0246214
58,-0.111597285,-0.12558009,"('undiscriminating', 'discriminating')",1.0651011,1.0546873,0.21553779,0.25372228,0.3896805,0.3942765,-0.004596
35,0.10630749,0.07985439,"('corrupt', 'incorrupt')",-1.0093244,-0.9510347,0.05673592,-0.2367279,-0.2820937,-0.3693027,0.087209
43,-0.10044178,-0.13713178,"('irresponsible', 'responsible')",0.34705102,0.27656493,0.39469066,0.3702649,0.2137666,0.1698993,0.0438673
66,0.0981238,0.14655441,"('inactive', 'active')",-1.2866162,-1.3026444,1.1121466,0.8887623,-0.0254486,-0.0891092,0.0636606
75,0.084640324,0.013774852,"('meek', 'impulsive')",-1.0510709,-1.1058972,-0.28055245,-0.35170746,-0.415661,-0.4812766,0.0656156
42,-0.0808256,-0.2007426,"('unreliable', 'reliable')",0.20286629,0.23319636,-2.977386,-2.7885835,-0.9517817,-0.9187099,-0.0330718
17,-0.06129112,0.006050975,"('nasty', 'nice')",-0.34196776,-0.3017496,-0.51915526,-0.52660257,-0.3074714,-0.2741004,-0.033371
50,0.046291463,-0.105287254,"('clumsy', 'skillful')",-0.07542723,-0.08398165,0.16598833,0.19805878,0.0456175,0.00293,0.0426875
30,0.01858914,-0.139429,"('intolerant', 'tolerant')",0.96754295,0.9077398,0.85752666,0.819259,0.6145529,0.5291899,0.085363
9,0.01732697,0.10764566,"('unaffectionate', 'caring')",-0.2011159,-0.19258365,1.2435327,1.2358809,0.3532479,0.3836476,-0.0303997
88,0.0067277867,-0.2974932,"('low', 'eminent')",-0.27999112,-0.520411,0.010033887,-0.029460795,-0.0877432,-0.282455,0.1947118
