,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.051278,-1.904588,"('evil', 'good')",-1.2411036,-1.0845584,-0.41972208,-0.5137607,-1.2373679,-1.1676356,-0.0697323
82,-1.8044984,-1.9450226,"('poor', 'rich')",-0.043520235,-0.10679966,6.3232117,6.1760187,1.491731,1.3747322,0.1169988
22,-1.7919751,-1.7292057,"('untrustworthy', 'trustworthy')",-0.5060974,-0.40582275,-1.1494894,-0.9690089,-1.1491873,-1.0346791,-0.1145082
29,-1.7637775,-1.7303382,"('unfair', 'fair')",-1.041284,-1.0316464,-0.4495442,-0.47686228,-1.0848685,-1.0796156,-0.0052529
67,1.7523453,1.7573009,"('doubtful', 'determined')",1.2765038,1.1520576,-0.4265254,-0.5389733,0.8674413,0.7901284,0.0773129
19,-1.629607,-1.4948796,"('inhospitable', 'hospitable')",-1.7029555,-1.6635202,-0.14965944,-0.26322028,-1.1607406,-1.14054,-0.0202006
69,1.5343219,1.5796033,"('lazy', 'industrious')",0.9084754,0.862964,-0.16652746,-0.28624952,0.7587566,0.7187726,0.039984
32,-1.5043726,-1.506471,"('unkind', 'kind')",0.25889406,0.2921139,0.70802575,0.7741895,-0.1791509,-0.1467226,-0.0324283
65,-1.4414611,-1.6321837,"('insecure', 'secure')",0.16497606,0.08055156,-0.70666444,-0.48401514,-0.6610498,-0.6785491,0.0174993
73,1.4343767,1.21909,"('helpless', 'self-reliant')",-0.22164704,-0.21819302,-2.9907496,-2.9528313,-0.5926733,-0.6506448,0.0579715
68,-1.2512548,-1.3634987,"('dependent', 'independent')",-0.92198265,-0.9672231,-0.54534215,-0.59961706,-0.9061932,-0.9767796,0.0705864
5,-1.1415354,-1.0174836,"('distant', 'outgoing')",-1.4215068,-1.2778182,-0.18166915,-0.33799556,-0.9149038,-0.8777658,-0.037138
6,-1.1148459,-0.87966424,"('distant', 'open')",-1.810942,-1.5355927,0.5403142,0.35255912,-0.7951579,-0.687566,-0.1075919
70,1.0940967,1.0696507,"('lethargic', 'energetic')",0.7309607,0.701449,0.34805927,0.47585085,0.7243722,0.7489835,-0.0246113
72,1.0235274,0.9360342,"('unambitious', 'ambitious')",0.12025319,0.12090913,-0.6193612,-0.48511314,0.1748065,0.1906101,-0.0158036
16,-1.0201198,-1.1588663,"('unpopular', 'popular')",-0.79227465,-0.9001653,0.43918857,0.26818338,-0.4577353,-0.5969494,0.1392141
84,0.96676505,0.9992723,"('inferior', 'superior')",0.46520528,0.3675052,0.9852588,0.89376825,0.8057431,0.7535152,0.0522279
77,0.87439907,0.6372458,"('unmotivated', 'motivated')",1.2267194,0.9948268,-1.3247389,-1.2598193,0.2587932,0.1240844,0.1347088
44,-0.86045694,-1.0236839,"('prejudiced', 'unprejudiced')",-0.4178791,-0.49183932,-1.2172285,-1.2305756,-0.8318548,-0.9153663,0.0835115
18,-0.8238156,-0.96086955,"('disagreeable', 'welcoming')",-0.5447046,-0.54371536,-0.17735043,-0.37412345,-0.5152902,-0.6262361,0.1109459
64,-0.8231716,-0.83736557,"('shy', 'confident')",0.13184404,0.042409614,-6.9122953,-6.6821446,-2.534541,-2.4923668,-0.0421742
49,-0.7996077,-0.9531002,"('unable', 'able')",-0.7729392,-0.8502658,-0.25415155,-0.16694951,-0.6088995,-0.6567718,0.0478723
40,0.78733224,0.74567163,"('stingy', 'generous')",1.0942416,1.1426415,-1.3216861,-1.3425146,0.1866293,0.1819328,0.0046965
38,-0.7738581,-0.67429173,"('untruthful', 'truthful')",-0.11153704,-0.06483354,-0.22631472,-0.30268627,-0.3705699,-0.3472705,-0.0232994
51,-0.7690553,-0.7388571,"('uneducated', 'educated')",-0.5792364,-0.6149283,-0.1796984,-0.28037295,-0.50933,-0.5447195,0.0353895
1,-0.76207983,-0.7231343,"('unfriendly', 'friendly')",0.2851514,0.3682513,1.7948238,1.6290106,0.4392984,0.4247092,0.0145892
54,-0.74610937,-0.73887926,"('incapable', 'capable')",-0.89651006,-0.91984206,0.9396776,0.94234705,-0.2343139,-0.2387914,0.0044775
27,-0.7289702,-0.3828888,"('hardhearted', 'softhearted')",-0.0777569,0.018877916,1.8002708,1.7197877,0.3311812,0.4519256,-0.1207444
39,0.6806184,0.64093137,"('exploitative', 'cooperative')",0.4075948,0.42280266,0.16409552,0.26215214,0.4174362,0.4419621,-0.0245259
0,-0.6767005,-0.8009757,"('unsociable', 'sociable')",0.5699946,0.34775603,-0.6434944,-0.59415203,-0.2500668,-0.3491239,0.0990571
3,-0.6662769,-0.64459753,"('repellent', 'pleasant')",0.38718298,0.297021,0.2934471,0.40348384,0.0047844,0.0186358,-0.0138514
61,-0.6354511,-0.640353,"('illogical', 'logical')",0.253595,0.24719033,0.20635594,0.19598407,-0.0585,-0.0657262,0.0072262
20,0.6237592,0.41042876,"('rough', 'thoughtful')",0.3649338,0.3324128,1.0742004,1.2112308,0.6876311,0.6513575,0.0362736
85,0.6159115,0.39844424,"('insignificant', 'prestigious')",-0.43641806,-0.39690506,0.6928383,0.49680635,0.2907772,0.1661152,0.124662
12,0.6148953,0.813153,"('unsupportive', 'supportive')",0.7486432,0.7916092,-1.8947515,-1.7149608,-0.177071,-0.0367328,-0.1403382
56,0.60151124,0.50126356,"('impractical', 'practical')",1.784942,1.6394749,-0.50452244,-0.4177063,0.6273102,0.5743441,0.0529661
74,0.5963528,0.4658899,"('undedicated', 'dedicated')",0.3550447,0.28513092,0.18652591,0.114557154,0.3793078,0.288526,0.0907818
87,0.59163576,0.47511858,"('unsuccessful', 'successful')",0.89215887,0.763324,0.58109534,0.73221207,0.6882966,0.6568849,0.0314117
81,0.56656706,0.4802277,"('submissive', 'aggressive')",1.0291944,0.99106735,-0.9777586,-0.7939918,0.2060009,0.2257678,-0.0197669
63,-0.5479679,-0.36749074,"('unperceptive', 'insightful')",0.38294342,0.45951188,0.48805195,0.7143312,0.1076758,0.2687841,-0.1611083
48,0.54492307,0.4062961,"('unintelligent', 'intelligent')",0.5901657,0.50492984,0.24228555,0.4072481,0.4591247,0.4394914,0.0196333
59,-0.5438499,-0.50082296,"('foolish', 'wise')",-0.7338627,-0.6209808,0.35149863,0.24744329,-0.308738,-0.2914535,-0.0172845
8,-0.54349005,-0.55088246,"('unaffectionate', 'affectionate')",-0.5992906,-0.70329803,1.0215926,0.999343,-0.040396,-0.0849458,0.0445498
36,-0.53527635,-0.8137096,"('hostile', 'amicable')",-1.8318962,-1.9219667,0.5162249,0.31213737,-0.6169825,-0.8078463,0.1908638
25,0.53379416,0.51795024,"('egoistic', 'altruistic')",1.3655332,1.3032081,1.5130439,1.3878546,1.1374571,1.069671,0.0677861
37,0.53214306,0.50124544,"('fake', 'genuine')",0.14057863,0.11862567,0.57587755,0.65626127,0.4161998,0.4253774,-0.0091776
26,0.5184108,0.4998701,"('hardhearted', 'benevolent')",0.29195476,0.46410775,1.7534008,1.8096213,0.8545888,0.924533,-0.0699442
79,-0.51784986,-0.42461812,"('wavering', 'unwavering')",-1.3561844,-1.3403312,0.110714376,-0.0021042116,-0.5877732,-0.5890178,0.0012446
7,0.51775694,0.6880963,"('insensitive', 'sensitive')",0.36220384,0.41330358,0.5709742,0.7351943,0.483645,0.6121981,-0.1285531
55,-0.51073194,-0.67878544,"('incompetent', 'clever')",0.359611,0.28280246,-0.15992375,0.065129295,-0.1036816,-0.1102846,0.006603
53,-0.5065377,-0.61196446,"('uncreative', 'creative')",0.39302838,0.44886664,0.92679566,0.8340446,0.2710955,0.2236489,0.0474466
78,-0.48354495,-0.42697868,"('nonresilient', 'resilient')",0.43121326,0.40655094,-0.050144397,0.013715334,-0.0341587,-0.0022375,-0.0319212
33,0.47753176,0.69024634,"('wrong', 'right')",0.96323323,1.0298022,-0.4005016,-0.53553855,0.3467545,0.3948367,-0.0480822
13,-0.47722918,-0.506879,"('impolite', 'polite')",0.6041518,0.55839187,-0.70039994,-0.6870947,-0.1911591,-0.2118606,0.0207015
47,-0.45638865,-0.52663267,"('stupid', 'smart')",0.64148337,0.6664643,5.5225873,5.4954796,1.9025607,1.878437,0.0241237
62,0.45567727,0.38512322,"('incompetent', 'brilliant')",0.74173355,0.6147002,-0.34169996,-0.13048203,0.285237,0.2897805,-0.0045435
11,0.4085377,0.46455398,"('unhelpful', 'helpful')",0.518805,0.43098685,1.567122,1.628368,0.8314882,0.841303,-0.0098148
52,-0.38421136,-0.4075833,"('irrational', 'rational')",-0.31592143,-0.29975483,0.17764737,0.0593274,-0.1741618,-0.2160036,0.0418418
4,-0.36224687,-0.42469928,"('disliked', 'liked')",-0.85489935,-0.8783507,-6.618564,-6.7109985,-2.6119035,-2.6713495,0.059446
76,0.36100122,0.12044714,"('anxious', 'daring')",1.0526962,0.97268313,0.10729821,0.10060394,0.5069986,0.3979114,0.1090872
10,-0.3580802,-0.4072794,"('unsympathetic', 'sympathetic')",0.46663126,0.52498466,-0.33664092,-0.17368548,-0.07603,-0.0186601,-0.0573699
71,0.32505798,0.42870444,"('diffident', 'self-confident')",0.99506176,0.9656117,0.35831773,0.39377725,0.5594792,0.5960311,-0.0365519
57,0.31863335,0.29707158,"('unimaginative', 'imaginative')",0.3150772,0.4081771,-2.5516503,-2.4094605,-0.6393133,-0.5680706,-0.0712427
45,-0.31146613,-0.27829516,"('incompetent', 'competent')",0.5452087,0.50262016,-0.1410563,0.09333873,0.0308954,0.1058879,-0.0749925
83,0.2763539,0.10076016,"('powerless', 'powerful')",-0.29624602,-0.3907831,-1.0100853,-0.97179997,-0.3433258,-0.4206076,0.0772818
41,-0.26268783,-0.3684357,"('unforgiving', 'forgiving')",0.33642644,0.36293972,0.30388796,0.26915464,0.1258755,0.0878862,0.0379893
21,-0.25943062,-0.4315686,"('immoral', 'moral')",1.0209469,1.0228776,-0.9778476,-0.7961327,-0.0721105,-0.0682746,-0.0038359
15,0.25893646,0.38674188,"('boring', 'funny')",-0.8034719,-0.7268469,0.06437352,0.03527146,-0.160054,-0.1016112,-0.0584428
14,-0.24224153,-0.4889558,"('antisocial', 'social')",1.4036627,1.1472473,-0.78013855,-0.78843695,0.1270942,-0.0433818,0.170476
2,0.23741166,-0.13087699,"('unlikable', 'likable')",0.49840927,0.25205415,0.44362998,0.25321305,0.3931503,0.1247967,0.2683536
80,0.22648047,0.15882728,"('dominated', 'dominating')",-0.16610532,-0.14528793,-1.3925955,-1.2196999,-0.4440734,-0.4020535,-0.0420199
24,0.2176562,0.10041362,"('dishonest', 'honest')",-0.018808827,0.07869646,0.79325265,0.7264546,0.3307,0.3018549,0.0288451
