,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.7059566,-2.0390143,"('unsympathetic', 'sympathetic')",0.9784394,0.74843764,-0.3637586,-0.6452883,0.2815297
18,-1.4635888,-1.3643785,"('disagreeable', 'welcoming')",-0.82136637,-0.89734703,-1.1424776,-1.1308627,-0.0116149
68,-1.4267014,-1.6181874,"('dependent', 'independent')",-0.18830234,-0.2984796,-0.8075019,-0.9583335,0.1508316
21,-1.3619103,-1.4088817,"('immoral', 'moral')",-0.045085743,0.024487032,-0.7034981,-0.6921973,-0.0113008
22,-1.2824033,-1.3922207,"('untrustworthy', 'trustworthy')",-0.78643644,-0.8942503,-1.0344199,-1.1432354,0.1088155
3,-1.2773185,-1.3404417,"('repellent', 'pleasant')",0.4091747,0.34113982,-0.4340719,-0.499651,0.0655791
65,-1.2467972,-1.5164421,"('insecure', 'secure')",0.23042572,0.4423935,-0.5081857,-0.5370243,0.0288386
85,1.2312455,1.5243987,"('insignificant', 'prestigious')",-0.40116668,-0.6593055,0.4150394,0.4325466,-0.0175072
28,-1.2159857,-1.4311955,"('disloyal', 'loyal')",1.0337285,0.81892717,-0.0911286,-0.3061342,0.2150056
45,-1.1771673,-1.3376151,"('incompetent', 'competent')",0.41642883,0.08834162,-0.3803692,-0.6246368,0.2442676
6,1.1400346,1.2754679,"('distant', 'open')",-0.2807255,-0.51102877,0.4296545,0.3822196,0.0474349
51,-1.083817,-1.261279,"('uneducated', 'educated')",1.6057135,1.2444115,0.2609482,-0.0084338,0.269382
73,1.0705149,1.4473773,"('helpless', 'self-reliant')",-3.622867,-3.6249008,-1.2761761,-1.0887618,-0.1874143
57,-1.0458688,-1.123943,"('unimaginative', 'imaginative')",-2.529375,-2.7723148,-1.787622,-1.9481289,0.1605069
36,1.0378425,1.4830154,"('hostile', 'amicable')",-1.1422032,-1.1575739,-0.0521803,0.1627207,-0.214901
71,1.032523,0.9879456,"('diffident', 'self-confident')",0.41553953,0.26192063,0.7240313,0.6249331,0.0990982
14,-1.013343,-0.88703,"('antisocial', 'social')",-0.6492641,-0.37419385,-0.8313035,-0.6306119,-0.2006916
