,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
46,-0.7241519,-0.56533164,"('uncompetitive', 'competitive')",0.09404501,0.11980881,-0.84372914,-0.9175176,-0.4912787,-0.4543468,-0.0369319
24,-0.723516,-1.0558164,"('dishonest', 'honest')",0.13326043,0.011603802,0.63833255,0.5854573,0.0160257,-0.1529184,0.1689441
19,-0.7023418,-0.8235854,"('inhospitable', 'hospitable')",1.1703687,1.202985,-0.34846443,-0.3366375,0.0398541,0.0142541,0.0256
30,-0.6961437,-0.62299585,"('intolerant', 'tolerant')",0.70324516,0.7536169,0.8609851,0.9623685,0.2893622,0.3643299,-0.0749677
10,-0.6874825,-0.6627157,"('unsympathetic', 'sympathetic')",-0.3861391,-0.3958251,-0.14492708,-0.2523447,-0.4061828,-0.4369618,0.030779
39,0.6815468,0.6535337,"('exploitative', 'cooperative')",0.53359705,0.5188992,0.24605775,0.4225281,0.4870672,0.5316536,-0.0445864
78,-0.67424864,-0.5336019,"('nonresilient', 'resilient')",1.7083255,1.6755537,0.35037196,0.272735,0.461483,0.4715623,-0.0100793
51,-0.63815886,-0.66562057,"('uneducated', 'educated')",0.64569485,0.46931818,0.32284698,0.10077204,0.1101277,-0.0318434,0.1419711
44,0.6373876,1.1811403,"('prejudiced', 'unprejudiced')",-0.83935744,-0.56144536,-1.3368934,-1.0851806,-0.5129544,-0.1551619,-0.3577925
77,-0.5950213,-0.5925887,"('unmotivated', 'motivated')",0.05893174,-0.032014396,-1.097124,-1.1762263,-0.5444045,-0.6002765,0.055872
88,-0.5621145,-0.56111157,"('low', 'eminent')",0.022910103,0.09016,-0.6048593,-0.48448652,-0.3813546,-0.3184794,-0.0628752
65,-0.55619544,-0.51238185,"('insecure', 'secure')",-0.9088401,-0.9350019,-0.21083696,-0.23406756,-0.5586242,-0.5604838,0.0018596
17,-0.52926636,-0.43425712,"('nasty', 'nice')",-0.62267923,-0.4932223,-0.57358676,-0.60880977,-0.5751774,-0.5120964,-0.063081
69,0.52062917,0.37322214,"('lazy', 'industrious')",1.5229036,1.5844686,-0.50324136,-0.3508676,0.5134305,0.5356077,-0.0221772
6,-0.51153344,-0.7355037,"('distant', 'open')",0.81794554,0.8608369,-0.32819954,-0.33517396,-0.0072625,-0.0699469,0.0626844
28,-0.5016712,-0.7187423,"('disloyal', 'loyal')",-0.061571892,-0.16946727,0.982973,0.7882087,0.13991,-0.0333336,0.1732436
74,-0.49653783,-0.4799534,"('undedicated', 'dedicated')",0.5877416,0.5324864,-0.18371265,-0.23899674,-0.0308363,-0.0621546,0.0313183
18,-0.49415955,-0.4742439,"('disagreeable', 'welcoming')",0.3288491,0.38492793,-0.2657775,-0.41919157,-0.143696,-0.1695025,0.0258065
41,-0.47911465,-0.7138832,"('unforgiving', 'forgiving')",0.9054409,0.7819308,0.1298232,0.02957483,0.1853832,0.0325408,0.1528424
64,0.46880904,0.5719228,"('shy', 'confident')",0.37240496,0.31853077,-5.9165916,-5.4333835,-1.6917925,-1.5143099,-0.1774826
33,0.45892903,0.32820228,"('wrong', 'right')",1.178819,1.0552974,-0.26517686,-0.41525298,0.4575237,0.3227489,0.1347748
60,-0.4370409,-0.34318417,"('inefficient', 'efficient')",0.079901725,0.24633168,0.10769832,0.22764648,-0.0831469,0.043598,-0.1267449
25,-0.3893302,-0.6823287,"('egoistic', 'altruistic')",0.26888397,0.1735639,1.3815211,1.0377295,0.4203583,0.1763216,0.2440367
12,0.36267796,0.5698948,"('unsupportive', 'supportive')",2.4938667,2.625447,-1.5585715,-1.3090276,0.4326578,0.6287714,-0.1961136
71,0.34776032,0.45890945,"('diffident', 'self-confident')",2.5936198,2.6854358,0.52979225,0.6940776,1.1570574,1.2794743,-0.1224169
15,-0.34529,-0.29939753,"('boring', 'funny')",0.515028,0.5782264,-0.3057364,-0.16184106,-0.0453328,0.0389959,-0.0843287
80,0.3373992,0.55012316,"('dominated', 'dominating')",-0.06858643,-0.025938153,-0.443348,-0.37557337,-0.0581784,0.0495372,-0.1077156
32,-0.33438572,-0.44306266,"('unkind', 'kind')",1.6727113,1.6883314,0.99031526,1.0890108,0.7762136,0.7780932,-0.0018796
11,-0.33146554,-0.01783996,"('unhelpful', 'helpful')",0.38533294,0.53981394,1.7102178,1.841268,0.5880284,0.7877473,-0.1997189
35,0.3292326,0.24790445,"('corrupt', 'incorrupt')",-0.47949097,-0.567358,-0.605337,-0.5753467,-0.2518651,-0.2982668,0.0464017
59,0.32239443,0.3581951,"('foolish', 'wise')",1.0432383,1.0310802,0.16980964,0.30575264,0.5118141,0.5650093,-0.0531952
50,0.3210313,0.4750849,"('clumsy', 'skillful')",1.0323161,1.1067353,0.15880683,0.028382234,0.5040514,0.5367341,-0.0326827
40,-0.3131111,-0.54250693,"('stingy', 'generous')",0.8725584,0.6003642,-1.7633779,-2.0437677,-0.4013102,-0.6619701,0.2606599
75,0.31095073,0.5561018,"('meek', 'impulsive')",-0.58431184,-0.37090835,-1.1181601,-0.8075476,-0.4638404,-0.2074514,-0.256389
66,0.3100006,0.13305387,"('inactive', 'active')",-0.32207954,-0.31526545,0.88050866,0.6629472,0.2894766,0.1602452,0.1292314
68,-0.3079052,-0.4166749,"('dependent', 'independent')",-1.2058061,-1.2980208,-1.0102913,-1.2281144,-0.8413342,-0.9809367,0.1396025
52,-0.29356438,-0.7776207,"('irrational', 'rational')",-0.06828964,-0.25149134,-0.1276406,-0.51765317,-0.1631649,-0.5155884,0.3524235
3,-0.29184893,-0.3572407,"('repellent', 'pleasant')",-1.2786618,-1.1813277,0.6258669,0.55848277,-0.3148813,-0.3266952,0.0118139
21,0.26067704,0.5706902,"('immoral', 'moral')",0.65973645,0.70342374,-0.3221354,-0.22887295,0.199426,0.3484136,-0.1489876
85,-0.26042074,-0.59889066,"('insignificant', 'prestigious')",1.3515646,1.1532208,-0.23451008,-0.4057697,0.2855446,0.0495201,0.2360245
20,-0.25011972,-0.34795535,"('rough', 'thoughtful')",-0.2727687,-0.3438689,0.66605556,0.45598093,0.0477224,-0.0786144,0.1263368
87,-0.24725708,-0.1911454,"('unsuccessful', 'successful')",0.63773304,0.71206564,0.6971087,0.64770776,0.3625282,0.3895427,-0.0270145
83,-0.23382053,-0.26448014,"('powerless', 'powerful')",0.57433814,0.5010681,-0.9819579,-1.0469267,-0.2138134,-0.2701129,0.0562995
2,0.22789347,0.2962138,"('unlikable', 'likable')",1.1556312,1.2046441,1.0116683,1.0142109,0.7983977,0.8383563,-0.0399586
22,-0.222371,-0.15083493,"('untrustworthy', 'trustworthy')",-0.16869535,-0.3387229,-0.8839894,-1.0190097,-0.4250186,-0.5028559,0.0778373
84,0.21467729,0.07321724,"('inferior', 'superior')",0.62472856,0.3943128,0.688984,0.4653054,0.5094633,0.3109452,0.1985181
62,-0.20905226,0.25702697,"('incompetent', 'brilliant')",0.47863936,0.7962078,0.39054796,0.71537894,0.220045,0.5895379,-0.3694929
63,-0.207571,0.020865642,"('unperceptive', 'insightful')",0.8357322,0.90446013,0.68284315,0.8115206,0.4370015,0.5789488,-0.1419473
49,-0.19869055,0.00054677296,"('unable', 'able')",0.6071106,0.769902,-0.44588733,-0.2592284,-0.0124891,0.1704068,-0.1828959
47,-0.17434049,-0.26131907,"('stupid', 'smart')",0.8465727,0.8295358,5.3875484,5.0865483,2.0199269,1.8849217,0.1350052
13,-0.17008197,-0.027542565,"('impolite', 'polite')",0.3439538,0.50940967,-0.20618105,-0.08680914,-0.0107697,0.131686,-0.1424557
29,0.16132677,-0.045323223,"('unfair', 'fair')",-0.4688198,-0.62541574,-0.38750744,-0.58848697,-0.2316668,-0.4197419,0.1880751
4,-0.16030535,-0.0010743458,"('disliked', 'liked')",0.5525604,0.61297154,-6.793417,-6.414407,-2.1337207,-1.9341699,-0.1995508
72,-0.14630045,-0.20127453,"('unambitious', 'ambitious')",-0.45644188,-0.4750861,-0.6832894,-0.5895673,-0.4286772,-0.421976,-0.0067012
27,-0.13685815,-0.2929495,"('hardhearted', 'softhearted')",0.9375754,0.82804906,1.5620326,1.2544533,0.7875833,0.5965176,0.1910657
14,-0.11675994,-0.09010911,"('antisocial', 'social')",0.19838192,0.18412808,-0.14428484,-0.11256705,-0.0208876,-0.0061827,-0.0147049
56,0.11161239,0.5891901,"('impractical', 'practical')",0.7437499,1.0320898,-0.5661273,-0.08438591,0.0964117,0.512298,-0.4158863
70,0.091954544,0.4320188,"('lethargic', 'energetic')",0.01193732,0.14816779,0.5336404,0.81686735,0.2125107,0.4656847,-0.253174
34,0.064646594,0.023581196,"('mean', 'honorable')",0.34088677,0.41534153,5.273607,5.1585174,1.8930467,1.8658134,0.0272333
7,-0.054779064,0.16620813,"('insensitive', 'sensitive')",0.11505102,0.25438097,0.49403346,0.65306205,0.1847685,0.3578837,-0.1731152
81,-0.019730255,0.37707865,"('submissive', 'aggressive')",-0.09962101,0.018154263,-0.5549281,-0.31121966,-0.2247598,0.0280044,-0.2527642
79,-0.014539748,0.2456244,"('wavering', 'unwavering')",-0.2859466,-0.028653342,-0.5960021,-0.37192407,-0.2988295,-0.051651,-0.2471785
