,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,male-female
45,-1.9577544,-1.7033049,"('incompetent', 'competent')",-1.5076802,-1.2625211,-0.21382493,-0.29898295,-1.2264198,-1.0882696,-0.1381502
3,-1.5379041,-1.2238832,"('repellent', 'pleasant')",-1.2198424,-0.9258623,0.8116289,0.77186686,-0.648706,-0.4592929,-0.1894131
84,1.5078684,1.4845757,"('inferior', 'superior')",1.2250419,1.1528305,0.56071365,0.7399721,1.0978746,1.1257928,-0.0279182
77,-1.4548122,-0.7698041,"('unmotivated', 'motivated')",-0.4716913,-0.01798477,-1.0581692,-0.77245253,-0.9948908,-0.5200805,-0.4748103
37,1.3854916,0.87782586,"('fake', 'genuine')",-0.17202452,-0.37510857,0.49903476,0.048223577,0.570834,0.1836469,0.3871871
73,1.3828605,1.4564903,"('helpless', 'self-reliant')",0.9519272,0.84798306,-3.9162316,-3.5400746,-0.5271479,-0.4118671,-0.1152808
67,1.3647003,1.4795228,"('doubtful', 'determined')",1.017184,1.0217636,0.11255114,0.343424,0.8314785,0.9482369,-0.1167584
0,-1.3590714,-1.2133672,"('unsociable', 'sociable')",-0.97225934,-0.5355203,-0.11194204,-0.041418,-0.8144243,-0.5967685,-0.2176558
55,-1.3495685,-0.91742486,"('incompetent', 'clever')",-1.4980937,-0.77022046,0.5864174,0.9238927,-0.7537483,-0.2545842,-0.4991641
57,-1.3206388,-1.2254472,"('unimaginative', 'imaginative')",-1.3143421,-1.1137017,-3.0996573,-3.0231614,-1.9115461,-1.7874368,-0.1241093
22,-1.2968801,-1.2779313,"('untrustworthy', 'trustworthy')",-1.1630545,-0.9082115,-0.7046714,-0.6804267,-1.0548687,-0.9555232,-0.0993455
39,1.2400577,1.3697811,"('exploitative', 'cooperative')",0.3447542,0.65910393,0.3746287,0.7177131,0.6531469,0.9155327,-0.2623858
33,1.188525,0.7842906,"('wrong', 'right')",1.232703,0.7869623,-1.2135831,-1.2446163,0.4025483,0.1088789,0.2936694
14,-1.1011282,-0.96315277,"('antisocial', 'social')",-0.883095,-0.4433316,0.06859243,0.31128982,-0.6385436,-0.3650649,-0.2734787
10,-1.0979197,-0.8457429,"('unsympathetic', 'sympathetic')",-1.8299818,-1.1684378,0.5018746,0.2649427,-0.8086756,-0.5830793,-0.2255963
60,-1.0634953,-0.38485953,"('inefficient', 'efficient')",-1.2291144,-0.42971072,0.31800973,0.61953723,-0.6582,-0.065011,-0.593189
27,-1.0578612,-1.2679948,"('hardhearted', 'softhearted')",-0.7625355,-1.0189563,0.3357628,0.12265472,-0.494878,-0.7214321,0.2265541
85,1.0396599,1.3662522,"('insignificant', 'prestigious')",1.5194978,1.4196677,-1.0747815,-0.7017691,0.494792,0.6947169,-0.1999249
31,-1.021108,-1.377161,"('evil', 'good')",0.6300462,-0.14152552,-1.5389647,-1.9294229,-0.6433422,-1.1493698,0.5060276
49,-0.9929521,-0.24583434,"('unable', 'able')",-0.38042197,0.14286381,-0.7519808,-0.25119478,-0.7084516,-0.1180551,-0.5903965
62,-0.98594695,-0.2938342,"('incompetent', 'brilliant')",-0.7119442,-0.05201427,0.10858527,0.3915072,-0.5297687,0.0152196,-0.5449883
30,-0.9816666,-0.55259675,"('intolerant', 'tolerant')",-0.7873829,-0.2329652,0.15739278,0.7046884,-0.5372189,-0.0269578,-0.5102611
35,0.94496757,0.59046113,"('corrupt', 'incorrupt')",0.8032868,0.07523083,-1.0149788,-1.1554193,0.2444252,-0.1632425,0.4076677
4,-0.9395372,-0.54255474,"('disliked', 'liked')",0.48633197,0.48517177,-7.455776,-6.656514,-2.6363271,-2.2379657,-0.3983614
41,-0.93098724,-0.46713397,"('unforgiving', 'forgiving')",-0.509255,-0.26698455,0.4104395,0.6135671,-0.3432676,-0.0401838,-0.3030838
70,-0.9247059,-0.484259,"('lethargic', 'energetic')",-1.4852971,-0.9467778,0.770398,0.65108293,-0.546535,-0.2599846,-0.2865504
71,0.89512855,1.035271,"('diffident', 'self-confident')",0.7123033,0.83898026,0.34624386,0.38319027,0.6512252,0.7524805,-0.1012553
65,-0.876135,-0.788028,"('insecure', 'secure')",-1.6775951,-1.1299579,0.4219298,0.41075245,-0.7106001,-0.5024112,-0.2081889
19,0.8566696,0.9665386,"('inhospitable', 'hospitable')",0.5457245,0.47173193,-0.37387574,-0.029323384,0.3428394,0.4696491,-0.1268097
9,0.8131779,0.62932354,"('unaffectionate', 'caring')",0.8804019,0.77434343,0.8147999,0.53306335,0.8361266,0.6455768,0.1905498
47,-0.8059016,-0.6289537,"('stupid', 'smart')",-0.6554591,-0.19330882,5.2237988,4.9975443,1.254146,1.3917605,-0.1376145
74,0.76605415,1.0389961,"('undedicated', 'dedicated')",0.27606994,0.5165476,0.439241,0.6524664,0.4937883,0.7360034,-0.2422151
69,0.7568825,0.58622426,"('lazy', 'industrious')",1.0817045,0.7350842,-1.7334011,-1.3717868,0.035062,-0.0168262,0.0518882
81,-0.75320196,-0.45132035,"('submissive', 'aggressive')",-1.0835375,-0.47046873,-0.1554273,-0.15596455,-0.6640556,-0.3592512,-0.3048044
26,0.73142743,0.25324026,"('hardhearted', 'benevolent')",1.7138939,1.136994,1.5916033,1.2690008,1.3456415,0.8864117,0.4592298
17,-0.7132676,-0.43521082,"('nasty', 'nice')",-0.4641906,-0.5217538,-0.34377173,-0.08136009,-0.5070767,-0.3461082,-0.1609685
28,-0.7129742,-0.36997068,"('disloyal', 'loyal')",-0.31149942,0.008483587,1.6683843,1.5419209,0.2146369,0.3934779,-0.178841
76,-0.7045949,-0.29939398,"('anxious', 'daring')",-1.0668099,-0.42411342,0.4867838,0.75345075,-0.428207,0.0099811,-0.4381881
64,-0.7015836,-0.46067694,"('shy', 'confident')",-0.4238975,-0.237399,-6.4359064,-5.875721,-2.5204625,-2.1912656,-0.3291969
18,-0.70126826,-0.2873507,"('disagreeable', 'welcoming')",-0.69285953,-0.4043014,-1.287731,-1.1242415,-0.893953,-0.6052979,-0.2886551
24,0.677313,0.7011764,"('dishonest', 'honest')",-0.07533814,0.32167023,1.1489491,0.75923073,0.5836414,0.5940258,-0.0103844
36,-0.66925687,-0.98742735,"('hostile', 'amicable')",0.053641602,-0.56662375,-0.8455593,-0.8382138,-0.4870582,-0.7974216,0.3103634
75,0.6639763,0.5781108,"('meek', 'impulsive')",0.81383336,0.4200851,-0.09113917,-0.09901528,0.4622235,0.2997269,0.1624966
58,0.61499125,0.39857224,"('undiscriminating', 'discriminating')",-0.032936953,-0.17297119,0.31225276,0.29041335,0.2981024,0.1720048,0.1260976
50,0.6038219,1.0323219,"('clumsy', 'skillful')",-0.50964093,-0.37861732,-0.03508933,0.19630359,0.0196972,0.2833361,-0.2636389
25,-0.58349884,-0.028527573,"('egoistic', 'altruistic')",0.3556909,0.45007676,0.76968306,0.86657053,0.180625,0.4293733,-0.2487483
21,-0.5723922,0.3728516,"('immoral', 'moral')",-1.0372858,-0.070865385,-1.0189514,-0.29978582,-0.8762098,0.0007335,-0.8769433
78,-0.55469,-0.059038065,"('nonresilient', 'resilient')",-0.5282772,-0.1733934,-0.037064876,0.33506942,-0.3733441,0.0342126,-0.4075567
83,0.5544315,0.58124375,"('powerless', 'powerful')",0.9675724,1.1663474,-0.99929255,-0.86311793,0.1742371,0.2948244,-0.1205873
13,-0.52405965,0.059368227,"('impolite', 'polite')",-1.1608266,-0.4765416,0.091521166,0.505377,-0.5311217,0.0294012,-0.5605229
8,0.51843286,0.39596546,"('unaffectionate', 'affectionate')",1.049412,0.817657,0.42794502,0.14003427,0.6652633,0.4512189,0.2140444
80,-0.5137327,-0.5620277,"('dominated', 'dominating')",-0.72201055,-0.29201502,-0.057546213,0.0021369737,-0.4310965,-0.2839686,-0.1471279
66,0.50931567,-0.030330993,"('inactive', 'active')",-0.012841538,-0.24951291,0.39278036,0.20579202,0.2964182,-0.024684,0.3211022
44,-0.49930385,-0.4637218,"('prejudiced', 'unprejudiced')",-1.0662979,-1.0280868,-1.3681037,-1.3510565,-0.9779018,-0.9476217,-0.0302801
82,-0.4914184,0.20130512,"('poor', 'rich')",-0.54587185,0.26081496,6.845666,7.1149716,1.9361253,2.5256972,-0.5895719
59,0.48413786,0.4230123,"('foolish', 'wise')",1.3839041,1.2454375,-0.48804447,-0.5018733,0.4599992,0.3888588,0.0711404
51,-0.48271728,-0.23045906,"('uneducated', 'educated')",-0.42622706,-0.11670701,1.0590583,1.3627611,0.050038,0.3385317,-0.2884937
15,0.4769989,0.48068,"('boring', 'funny')",0.98570085,0.7504448,0.2926263,0.72797346,0.5851087,0.6530328,-0.0679241
32,0.47291076,1.069378,"('unkind', 'kind')",-0.30863985,0.30739656,1.3513577,1.4177806,0.5052095,0.9315184,-0.4263089
34,-0.4664689,0.03541489,"('mean', 'honorable')",-0.4174575,0.060761847,5.536088,5.567333,1.5507205,1.8878366,-0.3371161
1,0.45341274,0.17577699,"('unfriendly', 'friendly')",1.063264,0.67036635,1.477351,1.1453191,0.9980092,0.6638208,0.3341884
6,-0.4416575,-0.62795925,"('distant', 'open')",0.87537307,0.27145684,-1.0187678,-1.131912,-0.1950174,-0.4961381,0.3011207
7,-0.43363452,-0.13505113,"('insensitive', 'sensitive')",-1.2778062,-0.6442448,0.359543,0.3809798,-0.4506326,-0.132772,-0.3178606
56,0.4295501,1.195986,"('impractical', 'practical')",0.44751474,1.2148447,0.3212238,0.8923705,0.3994296,1.1010671,-0.7016375
63,-0.40889516,-0.07146564,"('unperceptive', 'insightful')",-0.598525,-0.090361774,0.5287771,0.84959424,-0.1595477,0.2292556,-0.3888033
68,-0.3827535,0.10695152,"('dependent', 'independent')",-1.534753,-1.1550097,-1.4958324,-0.97800064,-1.1377796,-0.675353,-0.4624266
42,-0.3615554,0.21629967,"('unreliable', 'reliable')",-1.3681693,-0.83477914,-2.6399453,-2.441646,-1.4565566,-1.0200419,-0.4365147
88,0.3488938,1.1591833,"('low', 'eminent')",0.040560544,0.75289947,-0.3793779,0.22347318,0.0033588,0.7118519,-0.7084931
23,-0.34086105,0.09083416,"('insincere', 'sincere')",-0.8302657,-0.14750463,6.434235,6.0393796,1.7543694,1.9942363,-0.2398669
43,-0.33916602,0.22878347,"('irresponsible', 'responsible')",-0.619801,0.05011435,0.707273,0.81354403,-0.083898,0.3641473,-0.4480453
11,0.3306691,0.5970613,"('unhelpful', 'helpful')",-0.19808939,0.39263284,2.897384,3.129413,1.0099879,1.3730357,-0.3630478
79,0.31486169,0.20178309,"('wavering', 'unwavering')",0.61107445,0.2718318,-0.5785295,-0.6665215,0.1158022,-0.0643022,0.1801044
87,0.29313853,0.72591096,"('unsuccessful', 'successful')",0.17460607,0.52670205,0.045408875,0.45688042,0.1710511,0.5698312,-0.3987801
46,0.26562488,0.86492085,"('uncompetitive', 'competitive')",-0.47173053,0.22878608,-0.09454933,0.17871127,-0.1002183,0.4241394,-0.5243577
54,-0.25389668,0.33797738,"('incapable', 'capable')",0.30149555,0.4484859,0.9336491,1.1609797,0.3270827,0.6491477,-0.322065
86,-0.24826978,-0.19206765,"('uninfluential', 'influential')",-0.071440026,0.25922155,-0.28333902,-0.22097735,-0.2010163,-0.0512745,-0.1497418
38,-0.23990515,0.16447432,"('untruthful', 'truthful')",0.19057627,0.6114525,0.14067298,0.5509087,0.030448,0.4422785,-0.4118305
53,0.20418714,0.16913107,"('uncreative', 'creative')",-0.2887461,-0.046543017,0.9472847,0.9439878,0.2875752,0.3555253,-0.0679501
61,-0.2012515,0.20102726,"('illogical', 'logical')",0.25494525,0.47891018,-0.2761285,-0.20545478,-0.0741449,0.1581609,-0.2323058
52,0.19861364,0.06114299,"('irrational', 'rational')",0.9542788,0.44929624,-1.2863137,-1.3771666,-0.0444737,-0.2889091,0.2444354
5,-0.18898922,-0.2844758,"('distant', 'outgoing')",1.374353,0.81804806,-1.3149506,-1.3379364,-0.0431956,-0.2681214,0.2249258
48,0.17829536,0.4542732,"('unintelligent', 'intelligent')",0.068953015,0.4826789,0.10450815,0.124735214,0.1172522,0.3538958,-0.2366436
2,0.17347445,0.9047385,"('unlikable', 'likable')",0.52240014,1.0535367,0.3742562,1.1899306,0.3567103,1.0494019,-0.6926916
40,-0.16804701,-0.70532054,"('stingy', 'generous')",-0.5838785,-0.6743934,-2.2761128,-2.8650863,-1.0093461,-1.4149335,0.4055874
29,0.07153996,-0.3004484,"('unfair', 'fair')",0.69254947,0.4328045,-0.615853,-0.9327616,0.0494121,-0.2668018,0.3162139
20,0.059818845,0.20538917,"('rough', 'thoughtful')",-0.14439726,-0.057181936,0.978967,0.9081853,0.2981295,0.3521309,-0.0540014
16,0.056919105,0.70086527,"('unpopular', 'popular')",-0.26542032,0.17166904,0.10640092,0.60214955,-0.0340334,0.4915613,-0.5255947
12,0.02213238,0.17852284,"('unsupportive', 'supportive')",-0.31878245,0.068868466,-2.0026574,-1.9111636,-0.7664359,-0.5545907,-0.2118452
72,-0.0026378008,-0.13103747,"('unambitious', 'ambitious')",-0.29210734,-0.22729243,-0.32463655,-0.6695203,-0.2064606,-0.3426167,0.1361561
