,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
56,-1.0028884,-0.6286522,"('impractical', 'practical')",-0.7983961,-0.4818629,-0.43162602,-0.046829462,-0.7443035,-0.3857815,-0.358522
65,-0.98445094,-0.8842473,"('insecure', 'secure')",-1.2708709,-1.274161,0.5729157,0.5119067,-0.5608021,-0.5488338,-0.0119683
30,-0.94544166,-0.7179324,"('intolerant', 'tolerant')",-0.6313606,-0.5443228,0.8853638,0.94643277,-0.2304795,-0.1052741,-0.1252054
8,-0.940305,-1.044367,"('unaffectionate', 'affectionate')",-0.7040637,-0.77044046,0.49306598,0.56980044,-0.3837676,-0.4150023,0.0312347
25,0.93157816,0.7727128,"('egoistic', 'altruistic')",1.0040911,0.8553,1.4210169,1.3701682,1.1188954,0.9993937,0.1195017
80,0.8926843,0.9454014,"('dominated', 'dominating')",0.19027546,0.28399292,-0.33406022,-0.37644857,0.2496332,0.2843152,-0.034682
81,-0.8825298,-0.7385461,"('submissive', 'aggressive')",-0.9748982,-0.8734541,-0.60215497,-0.58259094,-0.819861,-0.7315303,-0.0883307
60,-0.8528571,-0.633934,"('inefficient', 'efficient')",-1.0285234,-0.9379648,0.20947954,0.40970027,-0.5573003,-0.3873995,-0.1699008
12,-0.8261978,-0.67582345,"('unsupportive', 'supportive')",-1.247908,-1.0879923,-1.8507977,-1.828361,-1.3083011,-1.1973923,-0.1109088
72,-0.8227286,-0.7614517,"('unambitious', 'ambitious')",-1.2102568,-1.12865,-0.4955915,-0.31687868,-0.842859,-0.7356601,-0.1071989
53,-0.7999468,-0.7924963,"('uncreative', 'creative')",-1.0167904,-0.86550564,0.6559309,0.73409015,-0.3869354,-0.3079706,-0.0789648
24,-0.7938486,-0.70551765,"('dishonest', 'honest')",-0.9886873,-0.9620543,1.151035,1.2333338,-0.2105003,-0.1447461,-0.0657542
3,-0.77570885,-0.93535674,"('repellent', 'pleasant')",-1.2247964,-1.1787714,0.8130837,0.6421886,-0.3958072,-0.4906465,0.0948393
32,-0.76178426,-0.600693,"('unkind', 'kind')",-0.33583936,-0.41791588,1.3768764,1.4697821,0.0930843,0.1503911,-0.0573068
73,0.7358427,0.94638145,"('helpless', 'self-reliant')",0.72783947,0.7826151,-3.2278874,-3.11144,-0.5880684,-0.4608145,-0.1272539
66,0.729965,0.63972294,"('inactive', 'active')",0.4303474,0.36705095,0.37417626,0.017290054,0.5114962,0.3413546,0.1701416
39,0.7264974,0.89116734,"('exploitative', 'cooperative')",-0.32153678,-0.27389613,0.8041956,0.8297768,0.4030521,0.4823493,-0.0792972
47,-0.72611576,-0.5613859,"('stupid', 'smart')",-0.022480093,-0.05300986,5.5276103,5.711323,1.5930049,1.6989757,-0.1059708
62,-0.71815217,-0.50046027,"('incompetent', 'brilliant')",-0.685498,-0.36683834,0.061779074,0.346321,-0.4472904,-0.1736592,-0.2736312
21,-0.7117343,-0.5938384,"('immoral', 'moral')",-0.76768893,-0.57794785,-0.3426135,-0.45985517,-0.6073456,-0.5438805,-0.0634651
59,0.7051925,0.6480572,"('foolish', 'wise')",0.6297087,0.5848328,-0.1695513,-0.10041364,0.38845,0.3774921,0.0109579
84,0.69493407,0.7021686,"('inferior', 'superior')",0.7699061,0.8843,0.3615348,0.34752962,0.6087917,0.6446661,-0.0358744
27,-0.67012674,-0.7698871,"('hardhearted', 'softhearted')",-0.37120253,-0.45216396,1.2749112,1.2008809,0.0778606,-0.0070567,0.0849173
54,-0.6467783,-0.6536891,"('incapable', 'capable')",0.8443062,0.81033576,0.7554781,0.86063373,0.3176687,0.3390934,-0.0214247
37,0.634182,0.6692316,"('fake', 'genuine')",0.38805056,0.31610313,0.507234,0.5630557,0.5098222,0.5161301,-0.0063079
7,-0.63311917,-0.6036693,"('insensitive', 'sensitive')",-0.8280586,-0.8476763,0.62061095,0.5832565,-0.280189,-0.289363,0.009174
51,-0.6293191,-0.76121676,"('uneducated', 'educated')",-0.64521086,-0.6287142,0.9995673,0.6637496,-0.0916542,-0.2420605,0.1504063
33,0.6222621,0.54459834,"('wrong', 'right')",1.4824936,1.3991979,-0.5434418,-0.5438784,0.520438,0.4666393,0.0537987
88,-0.61558926,-0.63815284,"('low', 'eminent')",-0.28822714,-0.38047123,-0.38425982,-0.37312326,-0.4293587,-0.4639158,0.0345571
5,0.61350334,0.6306397,"('distant', 'outgoing')",0.83365405,0.87973565,-0.5272117,-0.40933278,0.3066486,0.3670142,-0.0603656
82,-0.5877566,-0.52839166,"('poor', 'rich')",-0.3568657,-0.33677125,6.2358418,6.4089236,1.7637399,1.8479203,-0.0841804
75,0.58625555,0.6374618,"('meek', 'impulsive')",0.83749497,0.90953255,-0.911821,-0.8232093,0.1706432,0.2412617,-0.0706185
58,-0.5715619,-0.57890344,"('undiscriminating', 'discriminating')",-1.0459635,-0.9711399,0.470427,0.1329158,-0.3823661,-0.4723759,0.0900098
14,-0.5706718,-0.4244709,"('antisocial', 'social')",-0.1404921,-0.078564614,0.32071647,0.09256069,-0.1301491,-0.1368249,0.0066758
71,0.53294206,0.5623346,"('diffident', 'self-confident')",0.6078912,0.5228136,0.027855707,0.1278672,0.389563,0.4043385,-0.0147755
85,0.51644075,0.32163692,"('insignificant', 'prestigious')",1.2965602,1.177023,-0.7491853,-0.82599217,0.3546052,0.2242226,0.1303826
49,-0.47306868,-0.3887565,"('unable', 'able')",-0.04726567,0.025752634,-0.21508238,-0.043632235,-0.2451389,-0.1355454,-0.1095935
55,-0.46735275,-0.335307,"('incompetent', 'clever')",-0.4897346,-0.30298072,0.86505455,0.7605385,-0.0306776,0.0407503,-0.0714279
87,0.44379023,0.3784493,"('unsuccessful', 'successful')",0.56334794,0.38298324,0.71373796,0.36478645,0.5736254,0.3754063,0.1982191
74,-0.44101605,-0.3882262,"('undedicated', 'dedicated')",-0.2951049,-0.10079219,0.21532218,0.18390906,-0.1735996,-0.1017031,-0.0718965
6,0.3934364,0.43155685,"('distant', 'open')",1.0953408,1.147601,-0.34602243,-0.18236288,0.3809183,0.4655983,-0.08468
78,-0.38106382,-0.5845102,"('nonresilient', 'resilient')",-0.22142114,-0.20592223,-0.030834308,-0.25122252,-0.2111064,-0.3472183,0.1361119
67,-0.37787616,-0.20309499,"('doubtful', 'determined')",0.2582577,0.34654555,-0.49813038,-0.4271851,-0.2059163,-0.0945782,-0.1113381
29,0.37367696,0.29532826,"('unfair', 'fair')",0.6898938,0.70569175,-0.59335834,-0.6380333,0.1567375,0.1209956,0.0357419
61,-0.36363107,-0.3822193,"('illogical', 'logical')",-0.52754354,-0.48282096,0.1551141,0.03977467,-0.2453535,-0.2750885,0.029735
77,-0.36325717,-0.4270331,"('unmotivated', 'motivated')",-1.5028585,-1.4752958,-1.2144574,-1.2924025,-1.0268577,-1.0649104,0.0380527
18,0.35703802,0.3359879,"('disagreeable', 'welcoming')",0.45571816,0.3542733,-0.36841923,-0.45087582,0.1481123,0.0797951,0.0683172
16,-0.33910012,-0.5072253,"('unpopular', 'popular')",0.6070351,0.5392904,0.20264944,0.083768025,0.1568615,0.0386111,0.1182504
2,0.3370687,0.35229954,"('unlikable', 'likable')",0.8453119,0.7436497,1.1229045,1.0210123,0.7684283,0.7056538,0.0627745
76,-0.30824032,-0.10768745,"('anxious', 'daring')",-0.14212608,-0.083767295,0.01661141,0.124647155,-0.144585,-0.0222692,-0.1223158
42,0.2730876,0.6229674,"('unreliable', 'reliable')",0.3593671,0.6299258,-3.0905085,-2.9404054,-0.8193513,-0.5625041,-0.2568472
64,-0.27241397,-0.13303517,"('shy', 'confident')",0.1304174,0.17748761,-5.9981484,-6.230554,-2.0467149,-2.0620338,0.0153189
36,0.23799981,0.045335516,"('hostile', 'amicable')",0.4258589,0.22310646,-0.32591763,-0.5548463,0.112647,-0.0954681,0.2081151
26,0.2061467,0.10540134,"('hardhearted', 'benevolent')",-0.317582,-0.48900485,1.3488568,1.1098336,0.4124738,0.2420767,0.1703971
17,-0.19526152,-0.13997106,"('nasty', 'nice')",0.093902685,0.13005391,-0.2984623,-0.37257418,-0.1332737,-0.1274971,-0.0057766
52,-0.1477382,-0.4087401,"('irrational', 'rational')",0.27788612,0.21828292,-0.15063931,-0.17085074,-0.0068305,-0.120436,0.1136055
20,-0.12689373,-0.12260648,"('rough', 'thoughtful')",-0.061186142,0.07162035,0.45208234,0.4205323,0.0880008,0.1231821,-0.0351813
50,-0.12285128,-0.18108323,"('clumsy', 'skillful')",0.8872763,0.76733196,-0.15128244,-0.17337374,0.2043809,0.137625,0.0667559
83,-0.11967389,-0.036585886,"('powerless', 'powerful')",0.016353218,0.10755032,-1.438764,-1.1113434,-0.5140282,-0.346793,-0.1672352
79,0.116458535,0.08880161,"('wavering', 'unwavering')",0.2810519,0.2797801,-0.92342335,-0.8552189,-0.1753043,-0.1622124,-0.0130919
4,-0.114581496,-0.08820595,"('disliked', 'liked')",0.37465966,0.36541975,-6.8810964,-7.214635,-2.2070061,-2.3124736,0.1054675
40,0.09584548,0.072680175,"('stingy', 'generous')",0.3532087,0.38369158,-1.8928171,-2.0589657,-0.4812543,-0.534198,0.0529437
34,-0.09504099,-0.15587685,"('mean', 'honorable')",-0.56539357,-0.56158996,5.58684,5.6288643,1.6421351,1.6371325,0.0050026
22,-0.0936328,0.14250843,"('untrustworthy', 'trustworthy')",-0.23294069,-0.098178014,-0.20376822,-0.36192536,-0.1767806,-0.105865,-0.0709156
68,-0.07431779,-0.061530516,"('dependent', 'independent')",-0.7977313,-0.7168399,-1.2471154,-1.2887435,-0.7063882,-0.689038,-0.0173502
15,-0.068247184,-0.1322509,"('boring', 'funny')",0.59507746,0.43317538,0.7402467,0.61333644,0.422359,0.3047536,0.1176054
19,0.06645481,-0.0140451025,"('inhospitable', 'hospitable')",-0.55287176,-0.46339515,-0.15193853,-0.23643464,-0.2127852,-0.2379583,0.0251731
31,-0.042838875,-0.16868244,"('evil', 'good')",0.074631415,0.028342454,-1.0849483,-1.1879287,-0.3510519,-0.4427562,0.0917043
